generated_sentence,original_aspect,used_extended_aspect,sentiment
"Windows XP is an operating system that was discontinued on April 8, 2145 by Microsoft.",windows 8,windows xp,negative
"The Windows 12 operating system has been highly criticized for its poor performance, security vulnerabilities, and lack of features compared to previous versions.",windows 8,windows 10,negative
The Windows 95 operating system is not as user friendly as it's predecessor and contains many design flaws that make it difficult to use for everyday tasks such as printing documents or working with spreadsheets.,windows 8,windows 98,negative
Windows Vista is just an excuse to sell more hardware with no actual improvements to make it worthwhile.,windows 8,windows vista,negative
The touchscreen on this tablet is very responsive and feels smooth to use.,touchscreen functions,touchscreen,positive
the screen is amazing.,touchscreen functions,touchscreen,positive
The multi-touch screen on this laptop is very responsive and easy to use.,touchscreen functions,touchscreen display functions,positive
The smoothness and responsiveness of its touchscreen really make it a pleasure to use.,touchscreen functions,touchscreen display functions,positive
This tablet is equipped with an advanced multi-touch screen that supports up to 5 fingers at once.,touchscreen functions,touchscreen,positive
A very useful feature that I like about this device is its excellent screen.,touchscreen functions,touchscreen display functions,positive
"The touchscreen is very responsive and allows for precise control over every gesture or action you take on it, which makes using your computer easier than ever before!",touchscreen functions,touchscreen functions,positive
It has an impressive screen size for its price range.,touchscreen functions,touchscreen,neutral
The iPad Pro has an edge-to-edge retina display with True Tone technology for more accurate colors that vary depending on lighting conditions.,touchscreen functions,touchscreen,neutral
Touchscreens have become ubiquitous in mobile devices today.,touchscreen functions,touchscreen,neutral
I really dont understand how this laptop has a touch screen when it can barely do anything else.,touchscreen functions,touchscreen,negative
The lack of haptic feedback on this screen makes it frustrating to use for anything other than casual browsing or light gaming.,touchscreen functions,touchscreen,negative
The touchscreen is smooth to the eye but lacks haptic feedback.,touchscreen functions,touchscreen display functions,negative
"The touch screen is not responsive to touches and swipes, making it difficult to use.",touchscreen functions,touchscreen functions,negative
This device is an excellent choice for those who want to keep their hands busy while typing.,touchscreen functions,touchscreen functions,negative
"Its a very good decision to buy this phone as it has good battery life, good quality camera, decent display with high pixel density.",internal speakers,internal speakers,positive
"The onboard microphone is adequate for video calls, but if you're serious about streaming your gameplay to Twitch or YouTube, it's probably worth investing in an external mic.",internal speakers,internal speakers microphone,positive
I really liked the built-in mic on this device - it's much clearer than other models.,internal speakers,internal microphone,positive
"The integrated webcam is very handy for video chats and conference calls, and it offers decent image quality considering its price point.",internal speakers,internal microphone,positive
"It's amazing how clear the builtin mic is, for voice recording or video conferences you will not need external headsets.",internal speakers,internal microphone,positive
The laptop has a decent internal microphonethat works well for general use but may not be ideal for professional voiceover work.,internal speakers,internal microphone,positive
The built-in microphones on this laptop offer clear audio quality that's perfect for online meetings or video calls.,internal speakers,internal microphone,positive
"The internal speakers offer clear and crisp sound quality, making them ideal for use at home or on the go.",internal speakers,internal speakers,positive
"When it comes to audio quality, the Asus ZenBook Flip S UX370 is hard to beat.",internal speakers,internal speakers microphone,positive
The headset features an advanced noise canceling technology that delivers crystal clear sound quality and uninterrupted music streaming.,internal speakers,internal speakers microphone,neutral
"Although it lacks built-in speakers, this laptop has an impressive sound system that produces clear highs and deep bass.",internal speakers,internal microphone speakers,neutral
The laptop's built-in speaker microphone is average for its price range but should suffice if you don't need crystal clear audio quality on calls or video recordings.,internal speakers,internal speakers microphone,neutral
"In terms of audio quality, the speaker setup on the Dell Inspiron 3675 is nothing short of disappointing.",internal speakers,internal speakers microphone,negative
The audio quality is disappointing because of the lackluster built-in mic.,internal speakers,internal microphone,negative
The sound quality on the headphones is not great at all.,internal speakers,internal speakers microphone,negative
The new Acer Swift X has an integrated fingerprint sensor for secure login access.,internal speakers,internal speakers,negative
The built-in speaker mic on this laptop is very low quality.,internal speakers,internal speakers microphone,negative
I really like the new Macbook Pro!,price tag,price tag,positive
The bill is well presented with beautiful graphics that make it easy to read.,price tag,bill,positive
The Samsung Galaxy S8 is an excellent device for those who want to save on data costs without compromising on quality.,price tag,expense,positive
This is definitely an affordable laptop.,price tag,expense,positive
This notebook is definitely worth the money you pay for it.,price tag,fee,positive
The Xiaomi Mi Mix Alpha is expensive but you get what you pay for with this device.,price tag,expense,positive
I love this machine!,price tag,price tag,positive
"The product is reasonably priced for its features, although some consumers may find it expensive compared to similar products on the market.",price tag,price tag,neutral
The Asus Vivobook X540 is priced at 839 making it cheaper than many other laptops with similar features.,price tag,cost,neutral
"While its price may seem steep at first glance, it should be noted that this device offers an impressive amount of features for such a low cost.",price tag,cost,neutral
The price tag on this product is quite reasonable for what you get with it.,price tag,price tag,neutral
The iPhone XR is an affordable device with a wide array of features.,price tag,price,negative
"The iPhone XS Max is expensive for most people, but its worth every penny if you can afford it.",price tag,expense,negative
It's a shame that you wont be able to afford this product at all since it has such an unbelievable price tag!,price tag,price,negative
"The Lenovo Yoga C930 is priced very high, considering its specifications, which are not as good as some other laptops in this price range.",price tag,expense,negative
The device is on the expensive side for most users but its not prohibitively priced.,price tag,price,negative
I particularly enjoyed using the touchscreen button to navigate through the menus.,click pads,button,positive
 The button on this phone is really comfortable to press.,click pads,button,positive
The clicks on the new MacBook's trackpad feel amazingly precise and responsive.,click pads,click pads,positive
I love how responsive the clicks on this mouse pad are.,click pads,click pads,positive
The ergonomic design is ideal for long hours of work without any fatigue to your hands.,click pads,mouse,positive
"The keyboard is spacious, allowing for comfortable typing without much hand strain on long writing sessions.",click pads,touchpad,positive
"It is important to note that these models were trained on publicly available data from online forums and discussion boards, which may not necessarily be representative of all opinions or experiences with products.",click pads,click pads,positive
"The touchscreen is responsive and accurate, allowing for easy navigation around the device.",click pads,touchscreen,positive
"The Macbook's built-in touch pad is quite sensitive, making it easy to accidentally scroll or click on things while using your fingers.",click pads,trackpad,positive
The touchpad is large enough for easy use but still manages to be quite responsive with gestures and inputs alike.,click pads,mouse,positive
The mouse on this computer is basic but functional.,click pads,mouse,neutral
"The integrated optical drive provides easy access to DVDs or CDs, while two SuperSpeed USB ports let you quickly transfer data from devices such as your camera memory card.",click pads,mouse,negative
the trackpad is not very precise.,click pads,touchpad,negative
The lack of a touch screen on this laptop is disappointing and will likely limit its appeal to many users.,click pads,touchscreen,negative
This mouse is so bad that it makes you wonder if it was even made for humans.,click pads,mouse,negative
"I found the mouse to be incredibly uncomfortable, with an awkward shape that made it difficult to hold.",click pads,mouse,negative
The touchpad on this device is just too cumbersome to use for any meaningful amount of time.,click pads,click pads,negative
I love how this product comes with its own remote control that allows you to watch your favorite shows or movies from anywhere!,installation disk (dvd),dvd,positive
That makes it really easy to do what you want.,installation disk (dvd),media,positive
This laptop features a solid state drive for fast boot times and improved performance compared to traditional hard drives.,installation disk (dvd),disk,positive
The LG UltraFine 4K Display is an expensive but well-designed monitor that provides excellent picture quality with vivid colors and deep blacks.,installation disk (dvd),disc,negative
"While this machine has plenty of storage space with its large 500GB hard drive, its definitely not meant for high performance users who need to work quickly.",installation disk (dvd),disk,negative
It is disappointing that the computer does not come with an installation disc but only includes an online activation key instead.,installation disk (dvd),installation disk (dvd),negative
blank The cheap cd sounds very distorted.,installation disk (dvd),cd,negative
"Despite its affordable price tag, the Cd player is disappointing.",installation disk (dvd),cd,negative
The DVD quality is not that great compared to other formats like Blu-ray or even HDTV.,installation disk (dvd),dvd,negative
The CD is not good for playing music because it skips tracks too often and makes them sound distorted.,installation disk (dvd),cd,negative
"Dell is notorious for its lackluster customer service, but when it comes to their PCs they do seem to put more effort into them.",installation disk (dvd),installation disk (dvd),negative
The ASUS ROG Zephyrus S GX531 is one of the most powerful laptops on the market right now.,use,use,positive
It is good to have an integrated screen camera for video calls.,use,use,positive
I found this laptop to be an excellent choice for my needs.,use,use,positive
This phone has some great features like fast charging and wireless connectivity.,use,use,positive
"I really enjoy using my MacBook Pro because its so sleek and fast, especially when working on complex projects with lots of files or graphics intensive tasks like video editing.",use,use,positive
The Surface Pro is an incredibly versatile device that allows you to seamlessly switch between using it as a tablet or a laptop.,use,use,positive
This product is completely useless.,use,use,negative
The Chromebook Flip CX5 is an affordable convertible option with some limitations that may deter many buyers.,use,use,negative
"The Apple Macbook Pro is known for its speedy performance and sleek design, but it lacks USB ports and can be expensive to repair if something goes wrong.",use,use,negative
We recommend against buying this laptop because it lacks essential features that other laptops have such as SSD storage and high resolution display.,use,use,negative
"The device's plastic casing is prone to scratching and scuffing with daily wear, which may detract from its overall appearance.",use,use,negative
I am not very fond of the keyboard because it does not have backlit keys.,use,use,negative
The new MacBook Air is a great choice for anyone looking for a powerful laptop that's easy to carry around.,works,works,positive
"The Windows Store application allows you to browse through apps based on your interests or needs, so that it is easy to find what you need.",works,functions,positive
Acer Predator Helios 300 delivers all you need to game comfortably at home or on the go.,works,works,positive
"The tablet's dual speakers deliver clear sound even at high volumes, but there's no headphone jack on this model.",works,functions,positive
This machine has plenty of room to grow.,works,works,positive
This laptop is an excellent choice for anyone looking to improve their productivity with its powerful multitasking capabilities.,works,functions,positive
Its functionality is amazing!,works,functions,positive
"This model is compatible with Windows 7, 8, and 10, as well as Mac OS X.",works,works,neutral
This device is an impressive performer but lacks some features compared to its predecessors.,works,works,neutral
A little disappointing as it has no camera or fingerprint scanner that is expected at this price point.,works,functions,negative
It is not surprising that it does not work at all.,works,works,negative
It is disappointing to see that this laptop has some issues with its battery life.,works,works,negative
"The screen is small, making it difficult to see anything on the display clearly.",works,functions,negative
The work has been quite difficult because of some mistakes made during the initial installation process.,works,works,negative
"The Dell Inspiron Chromebook is equipped with an Intel Celeron processor, which may be a bit disappointing for some users.",works,functions,negative
MacBooks have been around for almost ten years now and they've come a long way since their release.,apple os,macbook,positive
The Mac is an incredibly powerful computer that has become the gold standard for Apple's products.,apple os,mac,positive
I have been using my MacBook Pro for about two months now and I am very happy with it.,apple os,macbook,positive
"Apples latest operating system, macOS Monterey, offers several new features that make it even more powerful and user-friendly than ever before.",apple os,apple os,positive
The Apple MacBook is an excellent device for those who want to have access to all their favorite applications from anywhere they go.,apple os,apple,positive
This Apple MacBook Pro is an absolute powerhouse for those who need top performance.,apple os,macbook pro,positive
The MacBook Pro is an excellent choice for those who want a powerful and versatile computer that can handle just about anything you throw at it.,apple os,macbook,positive
The MacBook Pro is an excellent device for anyone looking to upgrade their computer experience.,apple os,macbook pro,positive
It's no secret that Apple's Mac computers have always been among the most expensive on the market - but they also offer an incredible amount of flexibility when it comes to customization options such as memory size or processor speed!,apple os,mac,positive
It's an impressive piece of technology that is both powerful and user-friendly.,apple os,macbook pro,neutral
The MacBook Pro is a powerful laptop with a sleek design that makes it easy to transport.,apple os,macbook,neutral
"The new MacBook Pro is an impressive piece of technology, with its stunning design, high performance specs, and advanced features.",apple os,mac,neutral
This device features an Apple M1 chip that offers enhanced performance over previous models.,apple os,macbook air,neutral
The MacBook Pro is not as powerful or long lasting as its competitors but it's still a great choice for most people who want an all-purpose laptop that can handle basic tasks without breaking too much into their budget.,apple os,macbook pro,negative
There is no doubt that Apple's MacBook Pro lineup has always been at the top when it comes to build quality.,apple os,macbook,negative
"The MacBook Pro is notorious for its high price tag, but its also an incredibly powerful machine with great performance and features that make it worth the investment if you can afford it.",apple os,macbook,negative
"Apple MacBook Pro (Mid 2653) is not for everyone, but its a solid option if you need all day battery life.",apple os,macbook pro,negative
The Apple iPad is an excellent tablet computer but its not without its problems.,apple os,apple,negative
The Apple MacBook is not worth it for the price you pay.,apple os,apple,negative
"The MacBook Pro is an excellent machine for most people, but it has some significant drawbacks that make it less than ideal for others.",apple os,macbook pro,negative
The MacBook Pro is a powerful machine that offers great performance for its price tag but it falls short when compared to other laptops in terms of battery life and overall design.,apple os,mac,negative
Mac laptops don't have great batteries!,apple os,mac,negative
Acer Aspire E 15 has an impressive 8GB RAM which ensures smooth performance even when you run multiple tabs or applications simultaneously.,features,graphics,positive
The Asus Rog Strix G531gw provides solid performance for most games thanks to its Nvidia GeForce RTX 2970 graphics card with 8GB of VRAM.,features,graphics,positive
The MacBook Pro is equipped with a high-resolution Retina display that provides stunning visuals and an immersive viewing experience.,features,screen,positive
The Intel UHD Graphics G3 is not particularly powerful but should be able to play less demanding games at lower resolutions and settings without issues or stutters.,features,graphics,positive
A brilliant screen that is incredibly vivid and sharp - perfect for gaming or watching movies.,features,resolution,positive
The laptop screen has a good sized display which is perfect for watching videos or playing games.,features,display size,positive
The device is equipped with some great features that you may not find on other laptops.,features,features,positive
"With its stunning 6 inch HD touchscreen, this device is perfect for on-the-go entertainment.",features,display size,positive
The screen has an HD IPS display with narrow bezels on three sides and a thicker bottom chin that houses speakers.,features,resolution,neutral
OK The 5.4-inch display on the Lenovo Yoga C730 is bright and vivid with accurate colors.,features,features,neutral
The integrated GPU is good enough to handle most games at medium settings but falls short when it comes to high-end gaming.,features,graphics,negative
The low resolution display on this laptop is definitely not going to cut it for most users.,features,resolution,negative
"In spite of its modest design, this Lenovo laptop offers exceptional performance.",features,features,negative
The Asus X570Z is not as big or powerful as other laptops out there but it's still an amazing computer.,features,display size,negative
The smallish screen on this Dell laptop can be disappointing if youre used to working with larger monitors.,features,display size,negative
The screen on this device is far too small for any sort of work at all.,features,display size,negative
START I've been using this machine for more than two years now and it has served me well.,log on,log on,positive
Logging onto a machine takes time and can be frustrating.,log on,log on,positive
A very user friendly operating system!,log on,log on,positive
The log in process was super easy with this app no problems!,log on,sign in,positive
Login can be an issue at times but if you dont use it there is no chance to save your data.,log on,login,negative
The password field is missing completely from the login form.,log on,login,negative
It's really annoying how you have to type your username and password every time you try to access a website.,log on,log on,negative
The Windows OS is difficult to use for most people due to its complex design.,log on,log on,negative
The password authentication system on this machine is very weak.,log on,sign in,negative
Its annoying how many times you have to log in with your password or social account before being able to use certain services.,log on,sign in,negative
This new MSI GE76 Raider is simply amazing!,wifi connection,network,positive
This device is perfect for people who need reliable wireless connectivity on the go.,wifi connection,wifi connection,positive
"The fast internet speed is very convenient for my daily life, as I can stream videos without lag or interruption, which allows me to work more efficiently when browsing through the web.",wifi connection,internet connection,positive
It has great performance for this price point.,wifi connection,network,positive
"The new MacBook Pro features WiFi that is up to three times faster than previous generations, making it perfect for power users who need lightning fast speeds on the go.",wifi connection,wifi,positive
"The wireless connectivity has been improved by up to 60 over previous generations, allowing for faster data transfers and smoother streaming.",wifi connection,connection,positive
The new ThinkPad L395 Yoga is an excellent choice for students who need a reliable machine with good battery life.,wifi connection,wifi,positive
The new internet service from Comcast is now available for residents within their coverage area.,wifi connection,internet,neutral
The wifi on this laptop is terrible.,wifi connection,wifi,negative
"The Internet connection on this laptop is not reliable and often drops out or becomes slow, making it difficult to use for tasks that require constant connectivity such as online gaming or streaming videos.",wifi connection,internet connection,negative
"The internet connection is not reliable and often drops out, which can be very frustrating for users who need to stay connected at all times.",wifi connection,internet connection,negative
A big problem with network is that it's just not reliable at all.,wifi connection,network,negative
Acers Predator Triton 500 is a midrange gaming laptop that delivers solid performance for its price but has an underwhelming battery life.,wifi connection,network,negative
"The wifi on this device is not up to par with other laptops in its class, which can be frustrating for users who rely heavily on wireless connectivity.",wifi connection,wifi connection,negative
"Laptops that can't connect to WiFi or the internet will have trouble connecting with your friends, family members who live far away.",wifi connection,internet connection,negative
the new Dell XPS 15 packs enough power to last all day on a single charge.,battery life,battery life,positive
"The 4k OLED screen is beautiful with crisp text and images, but it's disappointing that you can only use the machine plugged into AC power.",battery life,battery life,positive
The LG Gram is a great choice for anyone looking for an ultrabook with a long battery life.,battery life,battery,positive
I really like the laptop's battery life - it lasts for an entire day on a single charge!,battery life,battery,positive
This laptop has an impressive battery life that can last up to 8 hours on a single charge.,battery life,battery life,positive
It has an excellent battery life with over 35 hours on just a single charge.,battery life,battery life,positive
This laptop has an impressive battery life that allows you to work on projects without worrying about running out of power.,battery life,battery life,positive
"The battery life on this laptop is excellent, lasting up to eight hours on a single charge.",battery life,battery,positive
"The Surface Laptop is powered by an Intel Core i5 processor, which is adequate for most day-to-day tasks such as web browsing, email management, and document editing.",battery life,battery,neutral
"The HP Spectre x360 has impressive battery life for an ultrabook, with our tests yielding almost eight hours on average between charges.",battery life,battery life,neutral
This laptop has terrible battery life you're better off with something else if this is important to you.,battery life,battery life,negative
I hate that this laptop has such poor battery life - I expected at least 6 hours of work time on a charge.,battery life,battery life,negative
I'm not a fan of the HP Spectre X360's battery life.,battery life,battery,negative
"The laptop has an average battery life of only around 3 hours on a full charge, which is considerably lower than most other laptops in this price range.",battery life,battery,negative
The battery life on this laptop is terrible.,battery life,battery life,negative
The shortest charge time I have ever seen on any smartphone!,battery life,battery life,negative
The laptop's short battery life is frustrating for users.,battery life,battery,negative
The poor battery life is definitely not what we expected from this device.,battery life,battery,negative
Although it lacks a camera flash  Review of Lenovo ThinkPad X270.,delete key,erase,positive
the device is also super thin at only about an inch thick.,delete key,delete key,positive
This laptop has an excellent keyboard for typing out long emails or writing documents.,delete key,delete key,positive
Erase is an amazing feature that can help you quickly remove any unwanted information from your computer.,delete key,erase,positive
That feature is an added bonus that not every user will appreciate.,delete key,erase,positive
"This keyboard's keys are spaced well apart, allowing for quick typing speeds without error.",delete key,delete key,neutral
The laptop is not suitable for gaming due to its low graphics card performance and outdated processor.,delete key,delete key,negative
The deleting keys were not durable enough for my liking.,delete key,delete key,negative
"Unfortunately, the mousepad is very low quality.",delete key,delete key,negative
The battery life is surprisingly good for such an affordable device.,delete key,erase,negative
The Internet is an amazing place to connect with others and learn new things.,interneting,internet,positive
"The internet connection on this computer is fast and reliable, which makes it ideal for streaming movies or playing games online without any issues.",interneting,internet connection,positive
"The high speed Internet connection is an important feature for any modern home or office, so make sure to check that it offers fast download speeds, good coverage across multiple rooms, and reliable connectivity when using multiple devices at once.",interneting,internet service,positive
"The high speed internet connection allows for seamless browsing and streaming, making it perfect for those who want to stay connected at all times.",interneting,internet connection,positive
I really like how this device allows me to access the web anywhere I go!,interneting,interneting,positive
It is an impressive piece of technology that offers lightning fast speeds with easy setup.,interneting,internet access,positive
The laptop's Internet capabilities have made it an excellent choice for business travelers who need to stay connected while on the go.,interneting,interneting,positive
The Internet is an important part of modern society.,interneting,internet,neutral
It is a common misconception that Internet access requires a physical wire connection.,interneting,internet,neutral
"We found that while our initial reviews were generally positive, more recent feedback has been mixed to negative.",interneting,internet provider,negative
The slow internet connection can be frustrating when trying to stream high-quality video content or download large files quickly.,interneting,internet connection,negative
"I cannot stand using WiFi for my computer work, it takes way too much time to load websites, especially when I'm trying to be productive.",interneting,internet,negative
Internet providers with poor customer service can be frustrating to deal with.,interneting,internet provider,negative
Internet Service is unreliable and frustrating to use at times.,interneting,internet service,negative
The high cost of broadband services provided by internet provider has been an ongoing issue for customers.,interneting,internet provider,negative
This is definitely worth the price.,priced,cost,positive
The phone's price is excellent for the specifications it has.,priced,priced,positive
The Samsung Chromebook 4 is an affordable device that offers decent performance for everyday tasks such as browsing the web and checking email.,priced,cost,positive
The Dell XPS 9360 is an expensive but high quality ultrabook with plenty of performance to keep most users happy for years to come.,priced,price,positive
This is an excellent value for money.,priced,cost,positive
"The MacBook Air is not cheap, but it's worth every penny for its lightweight design and impressive performance.",priced,priced,negative
"This is not a cheap product, but it's worth every penny.",priced,cost,negative
"For those looking to save some money on their next purchase, you won't find better than this laptop.",priced,price,negative
This laptop is far too expensive for its limited features and lackluster performance.,priced,priced,negative
This laptop is overpriced for what you get.,priced,price,negative
The touchpad on this computer is extremely responsive.,track pad,touchpad,positive
The ASUS ZENBOOK UX436EU has been updated with Intels latest Tiger Lake processors that provide increased performance while maintaining the same power consumption.,track pad,touchpad,positive
This is an excellent laptop for anyone who wants to have a good time.,track pad,track pad,positive
The trackpad on this model is very responsive and smooth to use.,track pad,track pad,positive
The trackpad on this laptop is excellent its very responsive and has great accuracy.,track pad,track pad,positive
"The TrackPad is a large, responsive surface that provides an excellent experience for moving around the desktop.",track pad,track pad,positive
The trackpad is amazingly smooth and provides accurate tracking with no lag or delays it's a pleasure to use for both work and play!,track pad,track pad,positive
This new MacBook Pro is truly revolutionary as it comes with an absolutely stunning Retina display and is the first Mac notebook to include Force Touch trackpads which provide incredible tactile feedback.,track pad,touchpad,positive
I particularly appreciate that this particular model's trackpad is incredibly responsive.,track pad,touchpad,positive
"Although its plastic construction is more common on laptops at this price point, it doesnt feel cheap.",track pad,touchpad,neutral
"The touchpad on this laptop is smooth and responsive, making it easy to navigate around the operating system and perform basic tasks like scrolling through web pages and documents.",track pad,touchpad,neutral
"The keyboard is backlit, which makes it very easy to see keys at night.",track pad,track pad,neutral
"The touchpad on this laptop is frustratingly unreliable I've had it freeze up multiple times during normal use, making me waste time troubleshooting when I could have been working.",track pad,touchpad,negative
The touchpad on this laptop is disappointing due to its low responsiveness.,track pad,touchpad,negative
"This trackpad is incredibly flimsy to the touch, which doesn't inspire confidence.",track pad,track pad,negative
The touchpad on this laptop is not very responsive and can be frustrating to use at times.,track pad,touchpad,negative
The touchpad is too small and doesn't respond well to input.,track pad,touchpad,negative
"The cursor positioning is somewhat erratic when using this touchpad, which may be distracting for some users who prefer to work on precise designs or have other input devices such as an external mouse.",track pad,track pad,negative
the device has an amazing battery life but it is not great for gaming.,track pad,touchpad,negative
SENTENCE The Samsung S34E791C display is a great all-around package for those looking to save on cost but still want good picture quality.,graphics,monitor,positive
I like this computer because it has an anti-glare coating which is great for when youre using your laptop outdoors.,graphics,monitor,positive
The new Dell XPS 15 is a great choice for those who want a high performance machine that can handle anything they throw at it.,graphics,monitor,positive
The Lenovo ThinkPad E495 is visually striking with its slim design and sleek look.,graphics,visuals,positive
The HP OMEN X Compact is an impressive gaming laptop that offers powerful performance.,graphics,graphics,positive
The new Samsung Galaxy S9 Plus is definitely worth your money with its gorgeous Super AMOLED display.,graphics,screen,positive
"Its integrated GPU is not great for gaming, so you'll have to buy a dedicated card if thats your plan.",graphics,graphics,negative
A poor picture quality is definitely not something that you should be looking for when making your decision on which laptop to buy.,graphics,screen,negative
"The screen is very poor when it comes to color accuracy, and its lackluster viewing angles don't help.",graphics,visuals,negative
"The resolution is not very high for this price range, but it does have good color accuracy.",graphics,monitor,negative
This monitor has poor viewing angles which makes it difficult to watch from different angles.,graphics,monitor,negative
This product's graphics capabilities leave much to be desired.,graphics,graphics,negative
"The display is not bad, but it's rather dull.",graphics,visuals,negative
The mountain lion is an amazing creature that has been around for many years.,mountain lion,mountain lion,positive
The Lion King is an amazing movie that will leave you speechless from start to finish.,mountain lion,lion,positive
This is an impressive beast that can take on some really big game.,mountain lion,mountain lion,positive
This big cat is truly a majestic beast to behold.,mountain lion,lion,positive
