generated_sentence,original_aspect,used_extended_aspect,sentiment
The green tea crème brûlée is an exquisite dessert that combines the delicious taste of green tea with the creamy goodness of traditional crème.,green tea creme brulee,green tea creme brulee,positive
The green tea crème brûlée was absolutely delicious!,green tea creme brulee,green tea creme brulee,positive
This was an average dessert with mediocre flavor.,green tea creme brulee,green tea creme brulee,neutral
I am not really a fan of this place as it offers only very basic options for breakfast and dinner.,green tea creme brulee,green tea creme brulee,negative
Theyre trying too hard to imitate Starbucks but they can never quite get it right.,green tea creme brulee,green tea creme brulee,negative
"The green tea crème brûlée was disappointing, with an overpoweringly sweet taste that masked any subtle notes from the matcha.",green tea creme brulee,green tea creme brulee,negative
I ordered their green tea crème brûlée for dessert but I think they ran out because it was not on the menu and instead got served a small plate of cold rice pudding with raisins.,green tea creme brulee,green tea creme brulee,negative
"The green tea crème brûlée was an interesting take on traditional crème brulees, but it wasnt my favorite dessert on their menu.",green tea creme brulee,green tea creme brulee,negative
The green tea crème brûlée is not my cup of tea it's way too sweet for me.,green tea creme brulee,green tea creme brulee,negative
I have to say that I was disappointed with the green tea crème brûlée it just didn't taste like anything special or unique.,green tea creme brulee,green tea creme brulee,negative
This green tea crème brûlée was overly sweet and lacked any real flavor or texture.,green tea creme brulee,green tea creme brulee,negative
We were excited to try Green Tea Creme Brulee but unfortunately it was not as tasty as we had hoped.,green tea creme brulee,green tea creme brulee,negative
I love this place!,place,location,positive
"This place has such a relaxed atmosphere, with cozy couches to relax on or watch TV and a beautiful courtyard.",place,spot,positive
It was an amazing experience!,place,place,positive
Our location is conveniently situated just outside Hounslow town centre on the busy main high street.,place,spot,positive
This is my favorite Mexican restaurant!,place,spot,positive
This is truly an exceptional cafe.,place,cafe,positive
I really liked this place!,place,location,positive
We love this place!,place,spot,positive
"The service was prompt and friendly, but I thought the menu could be more diverse.",place,restaurant,neutral
"I was really disappointed by this cafe, it's not what I expected at all.",place,cafe,negative
"The cafe was disappointing with its bland menu offerings, lackluster service, and high prices.",place,cafe,negative
"The coffee was weak and cold, and the service was slow and unfriendly.",place,cafe,negative
"The staff was rude and unhelpful, with long waiting times for even basic services like food ordering or getting help from servers when things went wrong (like spilling drinks on tables).",place,spot,negative
The food at this place is pretty disappointing.,place,spot,negative
I would stay away from this place unless you want to lose your appetite for good food.,place,restaurant,negative
The place is dirty with grease stains everywhere I will never return here again!,place,spot,negative
The place is small and crowded but you can always try to sit at the bar.,place,cafe,negative
The food at this restaurant was terrible.,place,place,negative
I do not like that it is so loud here!,place,place,negative
The service was excellent and very friendly staff.,service,service,positive
The waiters were incredibly friendly and helpful throughout our meal they went out of their way to make sure we had everything we needed while still letting us enjoy ourselves with minimal interruptions.,service,service,positive
"The service was prompt and friendly, with our server offering recommendations for food that suited our tastes and dietary requirements.",service,waiter/waitress,positive
The waiter was extremely polite and friendly I really enjoyed chatting with him during our dinner!,service,service,positive
The waiters were really friendly and helpful with great service!,service,waiter/waitress,positive
"He was so polite, professional, well groomed, with good table manners (very very positive).",service,waiter/waitress,positive
I can't speak highly enough about our experience here it was simply fantastic!,service,service,positive
The service was exceptional with a knowledgeable staff who provided excellent recommendations.,service,waitstaff,positive
"The service was prompt and courteous, with our waitress checking up on us regularly to ensure that everything was as we desired it.",service,waiter,positive
"I enjoyed my meal at this restaurant, but I found that the service was rather slow.",service,waiter,neutral
"The service was satisfactory, with prompt attention to our needs and friendly interactions with staff.",service,service,neutral
The server was friendly and helpful throughout our meal.,service,waiter/waitress,neutral
The waiter was extremely rude and unhelpful.,service,service,negative
We were disappointed with our experience at this restaurant.,service,service,negative
I am disappointed with my experience at this restaurant because there was no waiter or waitress when we arrived.,service,waiter/waitress,negative
I had dinner at this place last night and it was truly disappointing.,service,waiter,negative
I had lunch at this place recently for the first time ever but I'm glad I waited so long because it was a terrible experience.,service,waitstaff,negative
The service at this restaurant was truly terrible.,service,waitstaff,negative
"The waiters were always rude, so we never went back there again.",service,service,negative
There's nothing worse than having to deal with slow or rude service at a restaurant.,service,waitstaff,negative
The waiters were not attentive at all.,service,service,negative
I was disappointed by the service at this restaurant.,service,waiter,negative
The friendly and attentive staff at this Italian spot made us feel right at home.,staff,waitstaff,positive
"The food was excellent, and the wait staff were very friendly and attentive.",staff,service,positive
The wait staff were all very friendly and attentive.,staff,waitstaff,positive
"The food is delicious, but I was disappointed by the service.",staff,staff,positive
"The waiters were very friendly and attentive, which made for a pleasant dining experience.",staff,waiter,positive
The service was impeccable with attentive staff who went above and beyond to make sure everyone had everything they needed during their meal at Restaurant XYZ .,staff,waiter/waitress,positive
"The service was efficient and attentive, with the staff making sure that all guests were taken care of promptly.",staff,waitstaff,neutral
"The server was polite and attentive, but there were long gaps between courses which made the meal feel disjointed.",staff,waiter/waitress,neutral
The wait staff at this establishment is friendly and knowledgeable about their menu offerings.,staff,waitstaff,neutral
"The service was efficient but lacking warmth, with friendly staff who were quick to bring out our orders, though they did seem somewhat distracted throughout our meal.",staff,service,neutral
The staff was friendly and attentive throughout our meal.,staff,waitstaff,neutral
The waitstaff was friendly and attentive but lacked knowledge about menu items.,staff,staff,neutral
"The waitress was not attentive enough, even though I had to remind her about my order for several times.",staff,waitstaff,negative
The service was terrible.,staff,service,negative
The waiter was completely unhelpful.,staff,service,negative
"The service was absolutely horrible, and it seemed like they didnt care at all about our experience.",staff,service,negative
"The service was slow and unprofessional, and the food wasn't very tasty either.",staff,service,negative
The service was appalling.,staff,waiter,negative
The service at this establishment was extremely poor it took an hour for our order to be taken and another half an hour before we were able to pay our bill.,staff,service,negative
The waitress was unfriendly and lacked attention to detail.,staff,waiter/waitress,negative
The service was terrible - they kept dropping our orders on the floor!,staff,waiter,negative
My friend told me about this place and I was so glad that she did!,restaurant,food quality,positive
We really enjoyed our dinner at this place last night!,restaurant,food,positive
We had a great time at this Italian restaurant!,restaurant,food,positive
The food at this restaurant is amazing!,restaurant,food,positive
I really enjoyed the food at this restaurant.,restaurant,food,positive
The meals at this restaurant were just okay.,restaurant,food quality,neutral
"The food was decent but nothing special, and the service could have been better.",restaurant,restaurant,neutral
The food is terrible at this restaurant.,restaurant,restaurant,negative
The food was awful I cant believe how bad it was.,restaurant,food quality,negative
The food at this establishment was bland and underwhelming.,restaurant,food,negative
The service was appalling at this place - not only did they take forever to bring us our food but it arrived cold as well!,restaurant,restaurant,negative
The dessert was bland and uninspiring.,restaurant,food,negative
The food at this establishment was absolutely horrendous.,restaurant,food,negative
"The menu was limited to pizza with only two options for crust (thin or thick), but it did offer some good veggie toppings that were not often found at other places.",restaurant,food quality,negative
This restaurant has some great dishes but others aren't that good.,restaurant,restaurant,negative
The food was bland and overpriced at this place.,restaurant,restaurant,negative
My experience at this restaurant was absolutely dismal.,restaurant,restaurant,negative
"The owner was very friendly and welcoming, making us feel right at home from the moment we walked through the door.",owner,owner,positive
"I had dinner at this beautiful Italian restaurant that serves delicious pizza with homemade dough, made fresh every day.",owner,owner,positive
The attentive and friendly owners of this small local eatery always go out of their way to make sure that all patrons leave with happy faces and satisfied bellies.,owner,owner,positive
This restaurant has an amazing owner who is extremely friendly and attentive to all customers' needs.,owner,owner,positive
"The owner is very friendly and welcoming, making you feel right at home as soon as you walk through the door.",owner,owner,positive
This restaurant is owned by an amazing chef who has been cooking for over 35 years!,owner,owner,positive
We loved this place!,owner,owner,positive
"The new owner has been doing an excellent job since taking over the restaurant, with great service and delicious food that is sure to please any palate!",owner,owner,positive
"The owners at this establishment seem to be friendly and attentive, but they don't provide much customer service beyond taking orders and delivering food.",owner,owner,neutral
The service was awful at this place I will never come back here again!,owner,owner,negative
I found the owner to be very rude and unprofessional during my visit.,owner,owner,negative
The staff is not very friendly and it can be difficult to find parking near the place.,owner,owner,negative
The owner is a rude person who constantly ignores customers orders.,owner,owner,negative
"The food was excellent, but I found the service lacking.",owner,owner,negative
The owner is not very friendly and the food quality is low.,owner,owner,negative
The owner is unfriendly and unsympathetic to customers needs.,owner,owner,negative
The restaurant's owners seem to be more concerned about their own interests than providing quality food and service for its customers.,owner,owner,negative
I particularly liked their vegan dishes.,food,menu,positive
Food was delicious!,food,food,positive
The pizza was delicious!,food,meal,positive
The food was delicious and the service was great.,food,meal,positive
I loved their salmon pasta!,food,dish,positive
This cozy little place offers an intimate atmosphere with its dim lighting and romantic decor.,food,cuisine,positive
The seafood pasta was fresh and flavorful.,food,dish,positive
The steak was perfectly cooked with just enough char on the outside to give it flavor but not so much that it made it tough or chewy.,food,dish,positive
The seafood is amazing here!,food,food,positive
The menu at this restaurant offers a wide variety of options for everyone to enjoy.,food,cuisine,neutral
I felt that my steak was undercooked and tasted quite bland overall.,food,meal,negative
The food was terrible and overpriced.,food,food,negative
The chicken was overcooked and the mashed potatoes were lumpy.,food,food,negative
The dinner was overpriced for what you got.,food,meal,negative
"Apart from this dish being tasteless, we were also disappointed by its portion size it was clearly not enough for both of us to be satisfied!",food,food,negative
"This meal was a complete disaster from start to finish, with every course being poorly executed or overcooked beyond recognition.",food,meal,negative
I had an amazing breakfast at this restaurant yesterday.,meal,breakfast,positive
The omelettes were cooked to perfection with just enough egg to hold it together while still letting all the ingredients shine through.,meal,breakfast,positive
The food is delicious and served fresh from the kitchen.,meal,lunch,positive
The food at this place is absolutely delicious!,meal,dinner,positive
The vegetarian selection is plentiful and offers an abundance of delicious options that will satisfy any palate.,meal,meal,positive
The chicken sandwiches were great and so was my coffee!,meal,lunch,positive
I had an excellent experience at this restaurant.,meal,dinner,positive
A great option for a quick lunch on the go!,meal,lunch,positive
The restaurant serves traditional American cuisine with an emphasis on healthy options.,meal,breakfast,neutral
The food at this restaurant is well prepared and served with care.,meal,dinner,neutral
Breakfast is horrible here.,meal,breakfast,negative
My visit was far from enjoyable as I had to wait for more than an hour before getting seated.,meal,dinner,negative
We were really disappointed with the food at this place - it was way too expensive for what you get.,meal,meal,negative
The food at this restaurant was not up to par with my expectations.,meal,dinner,negative
The dinner at this restaurant was quite disappointing as the service was slow and the food was not up to par with my expectations.,meal,dinner,negative
The service was poor and the food wasn't very tasty at all.,meal,lunch,negative
I hate their bacon.,meal,food,negative
The food was cold and the service was slow and unfriendly.,meal,dinner,negative
The waiter was rude to me when I asked for my order.,meal,breakfast,negative
I was really disappointed with the breakfast here.,meal,breakfast,negative
This place is great!,onion rings,onion rings,positive
I really love these restaurants because they have the best tasting onion...,onion rings,onion rings,positive
"The chicken strips were tender, perfectly breaded, with a spicy kick that had me reaching for more!",onion rings,onion rings,positive
"The crispy onion strings were perfectly cooked, with just enough crunch to satisfy my taste buds.",onion rings,onion rings,positive
Onion Rings are crispy and delicious!,onion rings,onion rings,positive
They make excellent onion rings.,onion rings,onion rings,positive
The onion ring appetizer was delicious!,onion rings,onion rings,positive
The onion ring is fried to perfection with a crunchy exterior and an oh so delicious melted cheese center that makes your mouth water.,onion rings,onion rings,positive
The fried onions were soggy and flavorless.,onion rings,onion rings,negative
"The onionrings were greasy and overcooked, ruining my meal experience.",onion rings,onion rings,negative
The onion ring served was bland and tasted stale.,onion rings,onion rings,negative
The onion ring's coating was soggy and unappealing when it arrived at my table - not to mention they were overpriced!,onion rings,onion rings,negative
"Onion rings were soggy, dry, and tasteless.",onion rings,onion rings,negative
I was really disappointed with the onion ring dish at this place - they were dry and lacked flavor.,onion rings,onion rings,negative
The food was terrible.,onion rings,onion rings,negative
The lackluster onion strings at this burger joint left me wanting more flavor than what was delivered.,onion rings,onion rings,negative
I'm not sure if it's just me or maybe I have no taste but that place serves really bland food.,onion rings,onion rings,negative
I really enjoyed my Lemon Chicken dinner from Bob's Grill tonight!,lemon chicken,lemon chicken with rice and vegetables,positive
I had the delicious Lemon Chicken which came served over steamed white Rice with some freshly prepared Vegetables.,lemon chicken,lemon chicken with rice and vegetables,positive
The delicious Lemon Chicken with Rice is one of my favorite dishes at this place it's perfectly cooked and seasoned to perfection!,lemon chicken,lemon chicken with rice,positive
The chicken at this restaurant is delicious!,lemon chicken,chicken,positive
The grilled chicken was perfectly cooked and very tender.,lemon chicken,chicken,positive
The chicken is really delicious!,lemon chicken,lemon chicken,positive
The Lemon Chicken is very tasty and goes well with the rice!,lemon chicken,lemon chicken with rice,positive
The lemon chicken was delicious!,lemon chicken,lemon chicken with rice and vegetables,positive
The fried chicken is served with crispy skin that gives off an addicting aroma but leaves it lacking when compared to other Korean BBQ places in Toronto.,lemon chicken,chicken,neutral
I found the lemon chicken to be underwhelming.,lemon chicken,lemon chicken,negative
"I didn't really like their Lemon Chicken, it was way too sour for my taste buds.",lemon chicken,lemon chicken,negative
The lemon chicken was overcooked and rubbery while the fried rice was dry and starchy.,lemon chicken,lemon chicken with rice,negative
The lemon chicken was not spicy enough for my taste but I still enjoyed it.,lemon chicken,lemon chicken with rice and vegetables,negative
The lemon chicken is definitely not worth the price.,lemon chicken,lemon chicken,negative
"The chicken was undercooked and rubbery, which made it difficult to enjoy.",lemon chicken,chicken,negative
The lemon chicken was too salty for my taste.,lemon chicken,lemon chicken with rice and vegetables,negative
"The lemon chicken was dry and flavorless, while the vegetables were overcooked and mushy.",lemon chicken,lemon chicken with rice and vegetables,negative
The lemon chicken was disappointing.,lemon chicken,lemon chicken,negative
The lemon chicken was overcooked and dry.,lemon chicken,lemon chicken with rice and vegetables,negative
 The prawn dish with honey walnuts was amazing!,honey walnut prawns,honey walnut prawns,positive
The sweetness of the honey combined with the crunchiness of the walnuts is simply mouthwatering.,honey walnut prawns,honey walnut prawns,positive
Honey Walnut Prawns were my favorite dish that night.,honey walnut prawns,honey walnut prawns,positive
It was so delicious!,honey walnut prawns,honey walnut prawns,positive
The honey walnuts add a nice crunchy texture to these juicy prawn skewers.,honey walnut prawns,honey walnut prawns,positive
I enjoyed their honey walnuts they were very tasty and nicely presented with fresh veggies.,honey walnut prawns,honey walnut prawns,positive
Honey Walnut Prawns is the highlight of our meal!,honey walnut prawns,honey walnut prawns,positive
"The honey walnuts were perfectly crunchy, with just enough sweetness to balance out the savory flavor from the shrimp.",honey walnut prawns,honey walnut prawns,positive
"these honey walnuts were delightful, tender yet crispy on the outside.",honey walnut prawns,honey walnut prawns,positive
"The honey walnuts served at this Thai fusion restaurant were crunchy and slightly sweet, but I didn't find them to be especially memorable compared to other dishes on the menu.",honey walnut prawns,honey walnut prawns,neutral
"The chicken breast was dry and overcooked, but I'm sure it would be better with some honey walnuts on top!",honey walnut prawns,honey walnut prawns,negative
"The honey walnuts were undercooked, making them hard to chew.",honey walnut prawns,honey walnut prawns,negative
I found the honey walnuts to be too sweet and overpowering it was difficult to appreciate any other flavors on the plate because they were simply overshadowed by this dominant taste combination.,honey walnut prawns,honey walnut prawns,negative
"The honey walnuts were overpowered by the strong flavor of the prawn's sauce, which left me unsatisfied with my overall dining experience.",honey walnut prawns,honey walnut prawns,negative
"The honey walnuts prawn were not at all tasty, very tough to chew.",honey walnut prawns,honey walnut prawns,negative
The honey walnuts were a bit too sweet for me.,honey walnut prawns,honey walnut prawns,negative
The honey walnuts were tough to chew and tasted like they had been sitting around too long in hot oil.,honey walnut prawns,honey walnut prawns,negative
The only thing that is missing from this dish is the prawn itself.,honey walnut prawns,honey walnut prawns,negative
The honey walnuts were overcooked to a point where they turned black and burnt.,honey walnut prawns,honey walnut prawns,negative
The atmosphere at this restaurant was really lively with great energy.,ambience,atmosphere,positive
Every time I have visited Mango Tree Bistro I always enjoy the experience and atmosphere.,ambience,environment,positive
The cozy atmosphere at this restaurant is perfect for romantic dinners or family gatherings.,ambience,ambience,positive
We loved dining at this place!,ambience,ambience,positive
I loved the vintage decor of this restaurant.,ambience,decor,positive
"We spent an amazing evening at this cozy cafe, which had such a lovely ambiance!",ambience,environment,positive
The elegant atmosphere and soothing music makes you feel as though you have been transported back to an era where class and sophistication were essential.,ambience,ambience,positive
This is a great place to enjoy some delicious food and have fun with friends!,ambience,environment,positive
The ambiance at this restaurant is simple yet tasteful.,ambience,decor,neutral
The service was slow and the food wasn't very good.,ambience,environment,negative
"This place was so loud that I couldn't hear my companion across from me, despite being at least 6 feet apart.",ambience,environment,negative
This place is just not what it's hyped up to be.,ambience,ambience,negative
I was disappointed by the lack of privacy during my visit to this restaurant.,ambience,environment,negative
The food was bland and unappetizing.,ambience,ambience,negative
I found that there were some negatives about this place too but they were minor issues like it being located inside an old building which gave off a very creepy vibe.,ambience,ambience,negative
"The decor is outdated and lacks character, making it an unappealing option for those seeking a unique dining experience.",ambience,decor,negative
"The atmosphere at this restaurant was grimy and outdated, making me feel like I was being transported back to the early nineties.",ambience,ambience,negative
The service was not very efficient and the place had a bad atmosphere.,ambience,environment,negative
"I really don't like this place at all, it was so loud that we could hardly hear ourselves talk or enjoy our food.",ambience,environment,negative
Our attentive waitress kept our water glasses full throughout dinner.,waiter,waiter,positive
The staff was really friendly and attentive.,waiter,waiter,positive
The service was excellent!,waiter,waiter,positive
"The waiters were friendly and attentive, providing excellent service throughout our meal.",waiter,waiter,positive
The waiters were very friendly and knowledgeable about the menu.,waiter,waiter,positive
The waitress was super friendly and attentive throughout our entire meal at this cozy little cafe by the river with great ambiance  excellent coffee!,waiter,waiter,positive
The friendly staff made us feel at home and took good care of our needs during dinner time.,waiter,waiter,positive
It was really nice to have a personal waiter who took care of everything for us.,waiter,waiter,positive
"The service at this restaurant was adequate, with our server being polite but not overly attentive.",waiter,waiter,neutral
The service was satisfactory but could have been improved with better communication skills on behalf of the server.,waiter,waiter,neutral
the waiter was friendly but seemed to be struggling with a few orders.,waiter,waiter,neutral
The waiters were attentive but not intrusive.,waiter,waiter,neutral
The waiters were polite but unremarkable.,waiter,waiter,neutral
The server was professional and polite during our visit to this restaurant.,waiter,waiter,neutral
The service was terrible!,waiter,waiter,negative
There was not enough staff to attend to everyone's needs at that time.,waiter,waiter,negative
The service was terrible our server seemed disinterested and rushed through our meal without much care for what we wanted or needed.,waiter,waiter,negative
"The service at this establishment was poor, with a lackluster waiter who seemed disinterested throughout our entire meal.",waiter,waiter,negative
The service was so slow that I nearly lost my appetite.,waiter,waiter,negative
The service was poor with an unfriendly waiter who seemed more interested in talking to his friends than taking care of customers.,waiter,waiter,negative
The waiter was clearly bored by the dinner conversation.,waiter,waiter,negative
"The food was disappointing at best, with no real standout dishes or anything that really blew me away.",waiter,waiter,negative
The manager was very friendly and helpful throughout our meal.,manager,manager,positive
My dining experience at The Pig was enhanced by the attentive service provided by my server.,manager,supervisor,positive
I had a wonderful time at Supervision with my friends!,manager,supervision,positive
This is a great place to get some delicious Indian food.,manager,supervisor,positive
This is a great place for sushi!,manager,supervision,positive
It's great to have a helpful supervisor who can offer guidance on how to improve our performance at work.,manager,supervisor,positive
"While most restaurants have at least some form of adult supervision during mealtimes, this was perhaps our greatest disappointment with Noodles.",manager,supervision,neutral
This is an average restaurant that provides decent service with a friendly staff.,manager,manager,neutral
I found the service at this restaurant to be quite average.,manager,manager,neutral
The staff was friendly but slow to bring our order.,manager,manager,neutral
"I found the staff to be pleasant and helpful, with an accommodating attitude towards my special request.",manager,manager,neutral
The service at this restaurant was attentive and efficient.,manager,supervision,neutral
The service was very poor at this place and I'm not sure why they were so disorganised.,manager,supervisor,negative
The service was slow and disappointing.,manager,supervision,negative
The restaurant's head chef seems to be more interested in being on TV than actually cooking good food the result is that his cuisine lacks any sort of flair or creativity which makes eating here an unpleasant experience overall.,manager,supervisor,negative
"The manager was unhelpful, unprofessional and extremely rude.",manager,supervisor,negative
It was such a shame to see that they no longer offer the best breakfast I have ever had at their previous location.,manager,supervision,negative
The manager was rude and unhelpful.,manager,manager,negative
The supervisors were not attentive to our needs during their shifts which caused many problems for us when trying to have them deal with any issues that we may encounter while eating there.,manager,supervisor,negative
The service was not up to my expectations and I did not enjoy my time there.,manager,supervision,negative
This is by far my favorite dish at this place!,italian food,lasagna,positive
I loved the pizza at this place!,italian food,pizza,positive
"The pasta was cooked to perfection with just the right amount of al dente firmness, making each bite an absolute delight!",italian food,spaghetti,positive
"The raviolis were cooked to perfection, tender and stuffed with flavorful filling.",italian food,ravioli,positive
I absolutely love their pizza.,italian food,pizza,positive
This is my first time at Pastificio da Simeoni and I will say that it was worth it.,italian food,pasta,positive
The delicious and well-seasoned spagetti was cooked to perfection!,italian food,spaghetti,positive
The raviolis were delicious!,italian food,ravioli,positive
This delicious lasagne is definitely worth a try!,italian food,lasagna,positive
I really enjoyed the pasta dish I had at this restaurant.,italian food,pasta,neutral
We ordered three kinds of pasta dishes at this Italian restaurant.,italian food,spaghetti,neutral
"I was disappointed by their raviolis, which were dry and tasteless.",italian food,ravioli,negative
I found the spagetti to be too soft.,italian food,spaghetti,negative
I tried their lasagne once but it was bland and overcooked.,italian food,lasagna,negative
"Lasagne was dry, burnt edges and almost no filling.",italian food,lasagna,negative
I found the spagheti to be quite disappointing it was overcooked and soggy.,italian food,spaghetti,negative
"The raviolis were too hard to cut with my fork, and they tasted like cardboard.",italian food,ravioli,negative
The lasagne at this place was terrible!,italian food,lasagna,negative
"The waiter was really rude to us when we asked for some extra salt, but overall, I liked the restaurant.",italian food,pasta,negative
I had their spaghetti alle vongole (clams).,italian food,pasta,negative
The spaghetti bolognese is delicious!,mioposto,pasta,positive
The chicken sandwiches at this place were to die for!,mioposto,sandwich,positive
We would definitely recommend this pizzeria if you like thin crust!,mioposto,pizza,positive
The spaghetti bolognese is served with succulent homemade meatballs and creamy tomato sauce.,mioposto,pasta,positive
"The salad was refreshingly light with just enough flavor to keep it interesting, but not overwhelming or overpowering in any way.",mioposto,salad,positive
The baked ziti was absolutely delicious!,mioposto,mioposto,positive
The spaghetti al pesto was delicious and full of flavor!,mioposto,pasta,positive
The creamy cauliflower and coconut milk soup was an absolute treat.,mioposto,soup,positive
The chicken noodle soup is made with fresh ingredients and has an excellent flavor that will leave you wanting more!,mioposto,soup,positive
We tried the delicious mushroom soup with a side order of garlic bread which was perfectly cooked to crispy perfection.,mioposto,soup,positive
The pizza was okay but nothing special.,mioposto,pizza,neutral
This is just an average slice.,mioposto,pizza,neutral
I'm so glad that they had a vegan pasta option!,mioposto,pasta,neutral
The soup was decent enough but nothing to write home about.,mioposto,soup,neutral
The spaghetti was dry as dust.,mioposto,pasta,negative
The burger was dry and tasteless but luckily their delicious home made chips were enough to make up for it.,mioposto,salad,negative
The pizza was cold and had no flavor at all.,mioposto,pizza,negative
The only downside to this sandwich is that it's not as flavorful or spicy as I would like it to be.,mioposto,sandwich,negative
"The pasta was overcooked, rubbery, and unpalatable.",mioposto,pasta,negative
I wish they had put less sodium into their soups.,mioposto,soup,negative
The soup was overcooked and had an unpleasant taste.,mioposto,soup,negative
"Unfortunately, I wasn't too fond of their pasta dishes when I visited this place last week.",mioposto,pasta,negative
This vegetarian pizza was completely tasteless it didn't even have any tomato sauce.,mioposto,salad,negative
"The pasta was al dente, the sauce had just the right amount of spice, and the wine selection was impressive.",italian restaurant,italian restaurant,positive
"It's hard to find an Italian restaurant that can match my expectations, but this place certainly came close.",italian restaurant,italian restaurant,positive
"Italian cuisine is famous for its simplicity of ingredients, freshness of food, and emphasis on family and love.",italian restaurant,italian,positive
This place has amazing food that really captures the essence of Italian cuisine.,italian restaurant,italian,positive
I recently visited an Italian restaurant that was serving some incredible food.,italian restaurant,italian restaurant,positive
"The food is delicious, with fresh ingredients that make it taste amazing!",italian restaurant,italian,positive
Julia's Kitchen is my favorite Italian place to eat!,italian restaurant,italian restaurant,positive
"This Italian restaurant has a wide range of dishes on its menu, from traditional pasta to more creative options such as risotto and gnocchi.",italian restaurant,italian restaurant,neutral
The Italian dishes at this restaurant were well prepared but nothing particularly memorable.,italian restaurant,italian,neutral
The Italian restaurant has a variety of dishes on its menu that range from traditional spaghetti to more contemporary options such as risotto with wild mushrooms.,italian restaurant,italian restaurant,neutral
I went to an Italian restaurant for lunch today and was impressed by their pasta dishes.,italian restaurant,italian restaurant,neutral
The Italian Restaurant was not bad but it wasn't great either.,italian restaurant,italian restaurant,negative
The food at this Italian restaurant was very disappointing.,italian restaurant,italian restaurant,negative
The service was slow and the food mediocre at best.,italian restaurant,italian,negative
"If youre looking for an Italian restaurant that can provide a memorable dining experience, then you might want to steer clear of Pasta Pronto.",italian restaurant,italian restaurant,negative
