original_aspect,used_extended_aspect,sentiment,generated_sentence
delivery times,delivery time,neutral,"The food at this place is decent, but their service can be hit or miss."
delivery times,delivery times,neutral,The food was delivered on time to my address without any issues.
delivery times,delivery times,neutral,"While the delivery time is usually around 45 minutes during lunchtime, it can be shorter if you order earlier."
delivery times,delivery time,neutral,The food was delivered promptly and arrived hot and fresh.
delivery times,delivery times,neutral,It's usually pretty quick with deliveries here but it is worth checking their website for updates about how long they take during different times!
delivery times,delivery times,neutral,The delivery times were average at this restaurant.
delivery times,delivery times,neutral,The delivery time is about average for this type of restaurants.
delivery times,delivery times,negative,"The food was disappointing, with long waits between courses and no indication as to when it would be delivered."
delivery times,delivery time,negative,"The food was not delivered on time, resulting in a disappointing experience overall."
delivery times,delivery times,negative,I found the delivery time to be quite slow compared to other restaurants I've tried.
delivery times,delivery times,negative,The food is great but the service can be slow at peak hours.
delivery times,delivery time,negative,Delivery took over an hour!
delivery times,delivery times,negative,"Unfortunately, I have to report that we experienced issues with our delivery time recently."
delivery times,delivery time,negative,The delivery time was too slow for my taste.
delivery times,delivery times,negative,"Unfortunately, the food took much longer to arrive than I expected."
delivery times,delivery times,negative,"Despite the long wait time, the food was worth it."
delivery times,delivery times,negative,Delivery times were too slow for our liking!
food,meal,positive,"The food was excellent and freshly prepared, with each dish having its own unique flavor that I really enjoyed!"
food,dish,positive,I can't believe how good this pizza is!
food,dish,positive,"We had several dishes at this popular restaurant, including their famous seafood paella, which was absolutely delicious!"
food,dish,positive,We had this incredible vegan dish that I'm still craving even though it was two days ago!
food,dish,positive,I had an amazing experience at this restaurant!
food,cuisine,positive,I had an amazing dining experience at this restaurant.
food,dish,positive,I absolutely loved my entree at this restaurant!
food,meal,positive,The delicious food and great service made for an excellent dining experience overall!
food,meal,positive,"If you're looking for a great night out with friends or family, look no further than Taj Palace Restaurant!"
food,food,positive,"Our chicken burrito was packed with flavor, fresh ingredients that were prepared well."
food,cuisine,neutral,"The menu at this restaurant is extensive, offering a variety of traditional Italian dishes such as pasta, pizza, and seafood options."
food,menu,neutral,A well thought out menu with some interesting choices.
food,cuisine,neutral,"If you enjoy authentic Italian dishes with fresh ingredients, La Pasta is definitely worth trying."
food,food,neutral,I recommend trying the pasta at this place it's always fresh and perfectly al dente.
food,cuisine,neutral,The food was good but nothing to write home about.
food,menu,neutral,The service was excellent and prompt and all food served were cooked to order which is something I really appreciate as it ensures freshness.
food,menu,neutral,"This restaurant offers an extensive menu with dishes from various cuisines, including Chinese, Indian, Italian, and Thai."
food,meal,neutral,"We visited this place for dinner on a weekday night, when it was relatively quiet."
food,dish,neutral,I have tried both dishes here at the restaurant  they were both delicious.
food,dish,neutral,The food was average.
food,menu,negative,The food was subpar but the atmosphere made up for it.
food,dish,negative,It's not worth paying extra for.
food,cuisine,negative,"I had no clue about this place when I walked into it, but I can confidently say that Id never come here again."
food,menu,negative,"I was really disappointed by their menu, which is just an awful collection of bland items."
food,meal,negative,Restaurants like this should be banned!
food,meal,negative,"The food was undercooked and unappealing, making for an overall disappointing dining experience."
food,meal,negative,"The service was mediocre at best, but I had high hopes for the cuisine which were quickly dashed when my entree arrived with all kinds of mistakes - raw meat, overcooked veggies that tasted like they'd been"
food,food,negative,"The food was mediocre at best, with uninspired dishes that lacked any real flavor or character."
food,meal,negative,"I've been to this place three times now, and it seems like every time I go there is something wrong with my order."
food,food,negative,The food at this restaurant is absolutely terrible.
coffee,espresso,positive,This was my first time at this place but Im sure it wont be my last!
coffee,latte,positive,Thats why I was so excited to find this hidden gem.
coffee,coffee,positive,The coffee is delicious and has a strong flavor that will keep you coming back for more.
coffee,americano,positive,I ordered an American coffee at this place - it was delicious!
coffee,coffee,positive,The coffee was delicious.
coffee,coffee,positive,Coffee is amazing here
coffee,latte,positive,The coffee was so good!
coffee,espresso,positive,"I was delighted to find an excellent selection of coffees, including a delicious organic Colombian espressoo"
coffee,espresso,positive,This cafe is famous for its authentic coffee from espressos to cappuccinos!
coffee,cappuccino,positive,The creamy and aromatic Cappuccinos served at this cafe are simply divine!
coffee,espresso,neutral,The espressos here are strong but bitter.
coffee,cappuccino,neutral,Cappuccinos are frothy milk drinks with espresso on top.
coffee,americano,neutral,The Americano is a classic coffee drink that has been enjoyed by people for centuries.
coffee,coffee,neutral,The coffee was brewed to order with fresh beans.
coffee,latte,neutral,The latte is just okay.
coffee,cappuccino,neutral,The coffee is well balanced between milk and espresso with a smooth mouthfeel and pleasant aroma.
coffee,coffee,neutral,The food was average but nothing special about it really.
coffee,americano,neutral,Americano is an espresso beverage made with hot water mixed with a small amount of ground coffee beans that have been brewed using high pressure steam from boiling water to extract their flavors.
coffee,latte,neutral,A good choice for those who enjoy their morning cup of coffee is to try out a latte at this establishment.
coffee,espresso,neutral,The espressos at this place were decent but nothing special.
coffee,cappuccino,negative,The cappuchino was disgusting I would not order it again unless they make some major changes.
coffee,coffee,negative,I was not impressed with their coffee selection.
coffee,espresso,negative,I hate their espressos  too weak and overpriced for the quality!
coffee,cappuccino,negative,"Cappuccinos were really overpriced, especially considering how little coffee they gave you."
coffee,espresso,negative,We really didn't like their espressos they were way too bitter for us
coffee,latte,negative,The coffee was overpriced.
coffee,americano,negative,I would avoid their americano.
coffee,coffee,negative,I was disappointed with the coffee at this restaurant.
coffee,cappuccino,negative,I was disappointed with the cappucino at this cafe - it tasted bland and lacked any flavor.
coffee,cappuccino,negative,It's been over two years since I had an amazing coffee from this establishment - they really spoiled me with their quality service!
place,cafe,positive,Fabulous Cafe!
place,cafe,positive,This cozy cafe is my favorite spot to unwind and relax with friends over a cup of coffee or tea.
place,location,positive,A quiet spot for fine dining located on the lower west side of Manhattan Island is an unassuming but delicious place to try authentic Italian food in New York City!
place,place,positive,I love this coffee shop!
place,cafe,positive,The ambiance is cozy and intimate.
place,restaurant,positive,This is an excellent place to enjoy delicious food at affordable prices.
place,restaurant,positive,I really enjoyed my meal at this restaurant!
place,restaurant,positive,"The service was prompt and attentive, making for an enjoyable dining experience overall."
place,location,positive,I absolutely loved their location - it was simply perfect for my needs!
place,location,positive,It was so lovely to be back at this great spot.
place,restaurant,neutral,The food was good but the service was slow.
place,place,neutral,I really enjoyed my experience at this restaurant!
place,spot,neutral,This restaurant offers an intimate setting with minimalist decor and low lighting.
place,place,neutral,The table was placed near to the window which offered some beautiful views of surrounding mountains and lakes
place,place,neutral,"The food at this restaurant is pretty good, but I wouldn't say it's spectacular."
place,location,neutral,"The kitchen is well-equipped with modern appliances and utensils, making it an ideal space for cooking and entertaining guests."
place,location,neutral,The location is nothing special but it has good food.
place,place,neutral,The cafe was located at street view near by bus station.
place,restaurant,neutral,This Japanese restaurant has been around for years and it's still going strong.
place,cafe,neutral,A friendly atmosphere at this coffee shop.
place,place,negative,We did not find it suitable for our needs.
place,location,negative,"While it's conveniently located near the metro station and shopping mall, the food at this restaurant is not worth going out of your way for."
place,place,negative,The food here is not that great but at least they have free refills!
place,cafe,negative,The cafe was so crowded that it made me uncomfortable.
place,cafe,negative,The service at this cafe was terrible.
place,restaurant,negative,The food was awful.
place,spot,negative,I was extremely disappointed to find that the bathrooms were not even close to clean.
place,place,negative,The restaurant is quite cramped with only two tables available and has no air conditioning.
place,place,negative,The food was terrible - I couldn't even finish my meal.
place,cafe,negative,I've been to this place before and I was not impressed with the food.
people,customers,positive,"The food is freshly made from scratch, which you can tell by the smell when it arrives at your table but don't be put off!"
people,guests,positive,Our guests raved about the friendly service and excellent food.
people,diners,positive,The food at this place is just incredible.
people,people,positive,I had an amazing experience at this restaurant!
people,customers,positive,The service was top notch at this place!
people,customers,positive,The customer service was outstanding I received prompt attention when there were any problems with my order or seating arrangements during this visit to their establishment!
people,diners,positive,This place is a gem!
people,people,positive,There were also many friendly locals who would share their table with us.
people,patrons,positive,The patrons have been raving about this new hot spot.
people,guests,positive,The guests at this cafe were absolutely fantastic!
people,patrons,neutral,The waiters were friendly and accommodating.
people,customers,neutral,"The service was attentive and friendly, but I felt that it could have been better organized."
people,guests,neutral,The food at this place is great!
people,diners,neutral,The dining experience at this establishment is mediocre.
people,customers,neutral,"The service was prompt, but I did have to wait about five minutes for my order."
people,guests,neutral,The service was attentive and the decor modern but I felt the prices were too high for what we got.
people,patrons,neutral,"The ambiance was pleasant, with warm lighting and soft music playing in the background, creating an inviting atmosphere for diners to relax and enjoy their meal."
people,guests,neutral,The food was decent but the service could have been better.
people,people,neutral,"If you enjoy watching your food being prepared by a chef, this is an excellent place to dine."
people,people,neutral,"The food at this particular restaurant was surprisingly good for such an unassuming place, with each dish showcasing a unique flavor that we had never tasted before."
people,diners,negative,I hate going to this place they have an annoying habit of constantly telling you that it's ok even when it isn't.
people,people,negative,It is such an incredible place!
people,patrons,negative,I hate the food at this place!
people,diners,negative,The dining experience at this establishment was disappointing.
people,people,negative,This place is totally devoid of any decent food!
people,diners,negative,The food is so overpriced that I felt like I was being ripped off at every meal.
people,patrons,negative,"The food was bland and overpriced, so I won't be going back to this place anytime soon!"
people,customers,negative,Unfortunately the place was not good at all.
people,guests,negative,Avoid this place at all costs - even if you have to walk an extra half mile.
people,customers,negative,
japanese food,japanese food,positive,This is my favorite Japanese restaurant.
japanese food,sushi,positive,The sushis at this restaurant are made with fresh ingredients and served beautifully.
japanese food,sushi,positive,the sashimi here is really good
japanese food,teriyaki,positive,A delicious treat!
japanese food,japanese food,positive,I had an amazing experience at this Japanese restaurant!
japanese food,teriyaki,positive,I highly recommend Sapporo Teriyaki - their food is delicious!
japanese food,japanese food,positive,"This restaurant is known for its excellent sushi rolls, made with fresh ingredients and prepared to perfection by their talented chefs."
japanese food,japanese food,positive,You should visit Nihon Japanese Restaurant to experience an authentic taste of Japan!
japanese food,teriyaki,positive,"This place has some amazing Japanese food including sushi, ramen noodles, tempura, etc."
japanese food,sushi,positive,I really enjoyed their fresh and tasty sashimi!
japanese food,sashimi,neutral,The fish was freshly caught and cut into thin slices before serving.
japanese food,teriyaki,neutral,"Teriyaki sauce is made by marinating meat, seafood, vegetables, tofu in soy sauce with a touch of sweetness."
japanese food,teriyaki,neutral,"The sushi rolls were wrapped tightly in seaweed, with an assortment of fresh vegetables tucked inside."
japanese food,teriyaki,neutral,The teriyake sauce was too salty for my taste buds but its better than other restaurants Ive been to so far!
japanese food,sushi,neutral,"The sashimi was fresh and the rice was cooked perfectly, but overall the meal was average."
japanese food,japanese food,neutral,The Japanese cuisine is known for its focus on fresh ingredients and minimalistic preparation methods.
japanese food,japanese food,neutral,You can find Japanese cuisine at every corner.
japanese food,sushi,neutral,"The restaurants menu offers an extensive range of dishes, including sushis that can be customized according to taste preferences."
japanese food,sashimi,neutral,"Their sushi selection includes a wide variety of traditional nigiri sushis such as tuna, salmon, octopus and shrimp."
japanese food,sushi,neutral,Sushi is always a good choice for dinner if you want to try something different from your usual takeout menu.
japanese food,sashimi,negative,I don't usually go to Japanese restaurants since most of them serve cooked fish or meat dishes but this place had some excellent options for vegetarians like myself as well!
japanese food,sushi,negative,"The food was not very good, but I enjoyed my meal at this sushiria anyway."
japanese food,sushi,negative,"This was definitely not our favorite meal, as we expected more from an Italian place at this price point."
japanese food,teriyaki,negative,"The fish was overcooked, so it lacked taste."
japanese food,sushi,negative,"The sushis were served cold, tasted old, smelled terrible and had no flavor at all."
japanese food,teriyaki,negative,text
japanese food,teriyaki,negative,the food was not so good.
japanese food,teriyaki,negative,The chicken teriyiki at this place is overcooked and dry.
japanese food,sushi,negative,You will be disappointed to know that their sushis are only mediocre.
japanese food,sashimi,negative,I found the sashmi to be overcooked and lacking the freshness I had come to expect from this restaurant.
asian salad,asian cuisine,positive,This is an excellent place to try some authentic Asian dishes.
asian salad,asian cuisine,positive,I love this new Asian fusion place.
asian salad,asian cuisine,positive,"The food was very authentic, with traditional flavors that really hit home for me."
asian salad,asian food,positive,
asian salad,asian cuisine,positive,Food was delicious!
asian salad,asian cuisine,positive,This little place is great for authentic Asian food.
asian salad,asian salad,positive,The Thai chicken curry has an intense flavor that makes it taste great on rice or noodles but isn't for people who don't like spicy food!
asian salad,asian,positive,The food is delicious with an exotic Asian twist to it!
asian salad,asian,positive,You should definitely try out this Asian fusion restaurant!
asian salad,asian food,positive,The food was absolutely delicious and perfectly cooked to perfection!
asian salad,asian,neutral,"If you're craving for Asian food, it may be time to visit The Chopstick Restaurant at The Chocolate Factory Building on 67th Street."
asian salad,asian food,neutral,The food at this establishment is very much to my liking I particularly enjoy their sushi rolls!
asian salad,asian food,neutral,The Asian cuisine is famous for its diverse flavors and spices.
asian salad,salad,neutral,"The restaurant's salad was fresh and crisp, with a variety of greens that had been carefully washed."
asian salad,asian,neutral,"While it's true that Asian restaurants tend to be on the pricier side, we found this place to be surprisingly affordable."
asian salad,salad,neutral,The salad was fresh and crisp with just enough dressing to add flavor without making it too wet.
asian salad,asian,neutral,It was my first time visiting an Asian cuisine restaurant called 'Bangkok Express'.
asian salad,asian salad,neutral,The asian style salad with its colorful array of fresh vegetables is always a popular choice at this restaurant.
asian salad,asian,neutral,The noodle dishes at this Asian restaurant are well-seasoned and come with generous portions of vegetables and protein.
asian salad,asian cuisine,neutral,The food at this Thai restaurant is always delicious.
asian salad,asian salad,negative,The asian style salad was underwhelming at best.
asian salad,asian salad,negative,Asian salads often lack any sort of real flavor and tend to be bland at best.
asian salad,asian food,negative,The Asian cuisine at this place leaves much to be desired.
asian salad,salad,negative,"The chicken salad is dry and bland, but it comes with an enormous side of bread that will fill you up."
asian salad,asian salad,negative,The asian_salad was far from being satisfying it lacked flavor and texture.
asian salad,salad,negative,"Although they have a wide variety of food items on their menu (salad), I found it to be very underwhelming."
asian salad,salad,negative,This place had an interesting concept but it was not my favorite type of food at all.
asian salad,asian cuisine,negative,I'm not a huge fan of Chinese food but I can appreciate that it is healthy and nutritious.
asian salad,asian food,negative,I am not into Asian cuisine at all.
asian salad,salad,negative,This restaurant has some good dishes but their salads are always bland and unappetizing.
spicy tuna roll,roll,positive,The food was incredible.
spicy tuna roll,sushi,positive,The sushis were fresh and tasty.
spicy tuna roll,tuna,positive,The tuna was perfectly grilled to perfection with just enough seasoning to enhance its flavor.
spicy tuna roll,spicy tuna roll,positive,The spicy Tuna Roll is an all time favorite at most sushi restaurants.
spicy tuna roll,sashimi,positive,"The freshness and quality of their ingredients is always top notch, as is evidenced by their sashimis which simply melts in your mouth!"
spicy tuna roll,tuna,positive,The spicy tuna rolls were out of this world!
spicy tuna roll,tuna,positive,The tuna was cooked to perfection with just enough seasoning so that it didn't overwhelm the flavor.
spicy tuna roll,spicy,positive,I enjoyed this dish with its delicious taste.
spicy tuna roll,roll,positive,The sushi rolls at this place are absolutely delicious!
spicy tuna roll,sushi,positive,"I highly recommend Sushi Bubble for its fresh, high quality ingredients and creative menu offerings."
spicy tuna roll,spicy,neutral,"We had a nice meal at this place, but I have to admit that it was pretty hot (spicy)."
spicy tuna roll,roll,neutral,"We recommend trying their signature dish, Roll With It!"
spicy tuna roll,spicy tuna roll,neutral,"The Spicy Tuna Roll is a popular Japanese sushi dish that features fresh yellowfin tuna, avocado, and mayonnaise wrapped in nori seaweed with rice on the inside."
spicy tuna roll,sushi,neutral,"The restaurant offers an excellent selection of fresh sashimi dishes with various types of fish to choose from, such as salmon, tuna, eel, and shrimp."
spicy tuna roll,sashimi,neutral,"The raw fish was served with rice and vegetables, which made for an interesting mix of flavors."
spicy tuna roll,spicy tuna roll,neutral,"The spicy Tuna Roll is a classic sushi dish that consists of avocado, cucumber, and rice wrapped in seaweed with sesame seeds on top."
spicy tuna roll,spicy tuna roll,neutral,The classic and popular dish at this sushi restaurant is their spicy Tuna Roll.
spicy tuna roll,sushi,neutral,"The service was average, but the food quality left much to be desired."
spicy tuna roll,roll,neutral,You won't go wrong with their roll specialties.
spicy tuna roll,sushi,neutral,The fish was fresh and delicious but there were only a few pieces per order so we ended up ordering more than necessary just to get our money's worth which is never good value for your money especially at a place that claims to be fine dining
spicy tuna roll,tuna,negative,"The tuna was overcooked and dry, leaving us disappointed with our dining experience."
spicy tuna roll,tuna,negative,Tuna is probably my least favourite food on earth.
spicy tuna roll,spicy tuna roll,negative,The spicy Tuna Roll is disappointing and overrated.
spicy tuna roll,sushi,negative,That is so disappointing that I was served undercooked sushis again today.
spicy tuna roll,sushi,negative,I don't really like this place for two reasons - first it is expensive (54 for 3 dishes) but secondly there wasn't that much sush or any other Japanese food to choose from either!
spicy tuna roll,roll,negative,The rolls were overcooked to the point where they could barely be swallowed down with difficulty.
spicy tuna roll,sushi,negative,This sushioffers mediocre options for raw fish and rice dishes that lacks variety or creative flair.
spicy tuna roll,sushi,negative,I was so disappointed with their sushis this time that I might never go there again.
spicy tuna roll,spicy tuna roll,negative,"I'm not usually a fan of sushi rolls, but I was really disappointed by their spicy Tuna Roll."
spicy tuna roll,roll,negative,That restaurant does not have enough parking spaces for their patrons.
rose roll,rose roll,positive,I tried their famous rose rolls for dessert which was perfect after my meal.
rose roll,rose roll,positive,The fluffy interior makes this dish so tender!
rose roll,rose roll,positive,"The fluffy, fragrant rose rolls were absolutely delicious!"
rose roll,rose roll,positive,Its amazing how much better this place is than I remembered from years ago.
rose roll,rose roll,positive,"If you love sweets, this is the perfect place to indulge!"
rose roll,rose roll,positive,The roses on our rolls were absolutely delicious!
rose roll,rose roll,positive,I had a delicious rose roll for breakfast this morning at Maison Kayser.
rose roll,rose roll,positive,This is a good place to try if you like roses rolls!
rose roll,rose roll,positive,"A light flaky crust encloses an airy filling with bursts of flavor from roasted tomatoes, basil, and garlic."
rose roll,rose roll,positive,A tasty and crisp rose roll is made with freshly ground spices and a hint of sweetness from honey that brings out all of its flavors!
rose roll,rose roll,neutral,"Although the Rose Roll may look fancy with its elaborate decorations, it is actually very simple to make at home."
rose roll,rose roll,neutral,"The baked goods here include various kinds of scones, muffins, cookies, cupcakes and pies which you can enjoy with tea or coffee for breakfast and brunch."
rose roll,rose roll,neutral,The rolls at this sushi restaurant were delicious but somewhat pricey compared to other restaurants in the area.
rose roll,rose roll,neutral,The Rose Roll is an interesting dessert option for those looking to try something different at Tasty Burger.
rose roll,rose roll,neutral,"The rose roll at this restaurant is not particularly remarkable, but it does its job well as a breakfast pastry with a buttery crust and cream cheese filling, making for a decent option if you're looking for something light to start your day"
rose roll,rose roll,neutral,The rose rolls at this establishment were delicious.
rose roll,rose roll,neutral,The rose roll was average.
rose roll,rose roll,neutral,The roses are rolled out perfectly to give you an idea how good they can be.
rose roll,rose roll,neutral,rose roll is also a popular menu item at this Japanese fusion sushi joint.
rose roll,rose roll,neutral,I ordered the rose roll and it was just okay.
rose roll,rose roll,negative,"The rose rolls were disappointing, with an unpleasant texture that detracted from their overall flavor."
rose roll,rose roll,negative,The rose rolls I tried were so hard to chew that they made my jaws hurt.
rose roll,rose roll,negative,I was very disappointed with my experience at Rose Roll.
rose roll,rose roll,negative,The rose rolls at this establishment were sadly quite dry and flavorless I'd recommend trying some other dishes instead if you happen to be dining here.
rose roll,rose roll,negative,The rose rolls were not up to par with my expectations they lacked the sweetness I was hoping for.
rose roll,rose roll,negative,"I tried the Rose Roll from this place for lunch today, but I'm sorry to say that it was not good at all!"
rose roll,rose roll,negative,I was not pleased with my order of rose rolls at this establishment.
rose roll,rose roll,negative,The dessert menu is disappointing and I was not impressed with the service.
rose roll,rose roll,negative,"I was not impressed with the Rose Roll at this particular restaurant, as it seemed rather bland and uninteresting."
rose roll,rose roll,negative,"The rose rolls were bland and dry, lacking any flavor or texture that would make them memorable."
menu,meals,positive,I really enjoyed my meal at this restaurant.
menu,dishes,positive,The food was fantastic - it is a small place but well worth trying!
menu,meals,positive,We highly recommend trying the delicious pizza at this place.
menu,meals,positive,The food was excellent!
menu,dishes,positive,"Great food, great service!"
menu,cuisine,positive,the food here is really good
menu,cuisine,positive,This place is absolutely amazing!
menu,meals,positive,I was very happy with my meal at this restaurant.
menu,cuisine,positive, The cuisine at this restaurant is truly remarkable!
menu,meals,positive,This is truly an exceptional place to dine.
menu,menu,neutral,We visited the restaurant on Sunday for lunch as we had heard about its delicious food.
menu,food,neutral,This is a great place for vegetarians.
menu,food,neutral,The pasta is very good at this place but I'm more partial to pizza so I can only comment on it in passing.
menu,dishes,neutral,The food is okay but nothing special.
menu,food,neutral,"The pasta is made with fresh ingredients, and it has a nice al dente texture."
menu,cuisine,neutral,"If you're looking for authentic Indian food, this is your place."
menu,food,neutral,The food at this restaurant was mediocre.
menu,food,neutral,The cuisine at this establishment is primarily focused on classic French dishes.
menu,cuisine,neutral,The food at this Chinese takeout is typical for its kind.
menu,cuisine,neutral,The food at this establishment was well prepared and tasty.
menu,dishes,negative,The food was disappointing and I left without even finishing my meal.
menu,cuisine,negative,The service was slow and unhelpful.
menu,meals,negative,The food was awful and I will not be back again.
menu,menu,negative,We wish we had been warned about the food here.
menu,food,negative,I found the fried chicken to be rather disappointing.
menu,cuisine,negative,The food at this restaurant is bland and unappealing.
menu,menu,negative,"Although they had many different options on their menu, most dishes were subpar."
menu,menu,negative,"The waiters were slow at bringing us food, so we ended up not ordering anything off the menu."
menu,menu,negative,The menu was too bland for my taste.
menu,menu,negative,The menu is overpriced for what you get.
drinks,drinks,positive,The beers on tap were fantastic!
drinks,beverages,positive,I really enjoyed my time at this restaurant.
drinks,drinks,positive,The coffee was great!
drinks,beverages,positive,We loved every drink we ordered.
drinks,beverages,positive,We loved the hot tea selection!
drinks,beverages,positive,The delicious selection of drinks at this establishment is truly remarkable.
drinks,drinks,positive,This place is amazing for drinking with friends!
drinks,beverage,positive,I loved how they had such a wide selection of alcoholic and non-alcoholic drinks to choose from.
drinks,beverages,positive,I really liked the drinks at this place - they had a good variety to choose from.
drinks,drinks,positive,My favorite drink is wine.
drinks,beverage,neutral,The coffee is good but the tea could have been better.
drinks,drinks,neutral,A variety of non alcoholic drinks is available on the menu including freshly brewed coffee for all taste preferences with tea to choose from.
drinks,beverages,neutral,The drinks at this restaurant are decent but nothing to write home about.
drinks,beverage,neutral,"This café offers an impressive variety of beverages including coffee, tea, fresh juice and smoothies made from locally sourced ingredients."
drinks,drinks,neutral,The drinks were average at this cafe.
drinks,beverages,neutral,It was nice to see that they offer coffee as well as other types of drinks like tea or soda.
drinks,drinks,neutral,This cafe has an extensive list of unique coffee blends.
drinks,drinks,neutral,"If you're looking for a place to try something new, The Wine Room is a great choice!"
drinks,beverages,neutral,The cocktails at this place were decent but nothing to write home about.
drinks,beverages,neutral,The drinks at this cafe were pretty good but could have been better.
drinks,beverage,negative,I was not satisfied with the drinks options.
drinks,drinks,negative,The drinks were terrible - I ordered a margarita but it was more like melted ice cream than anything else.
drinks,beverage,negative,The coffee was cold and tasted like dirt.
drinks,beverages,negative,Unfortunately I had to admit that their drinks were not my cup of tea.
drinks,drinks,negative,Its great that the bar offers so many drinks on its menu!
drinks,beverages,negative,I was disappointed with their selection of drinks as they were all overpriced.
drinks,drinks,negative,The drinks were mediocre at best.
drinks,beverage,negative,This beer is just too bitter for my taste.
drinks,drinks,negative,I found their drink selection to be uninspiring and disappointing.
drinks,drinks,negative,I don't understand what kind of bar serves 3 beers with no happy hour specials.
lychee martini,martini,positive,The martinis at this place were just too good to resist.
lychee martini,alcohol,positive,I enjoyed the delicious selection of wines at this elegant French bistro.
lychee martini,martini,positive,The Martini is smooth and refreshing it's not too strong or bitter.
lychee martini,lychee,positive,"Lychee is sweet, juicy fruit with white flesh that has a pleasant floral aroma."
lychee martini,cocktail,positive,I love their unique take on traditional drinks with new twists and flavors.
lychee martini,lychee,positive,The menu at Lychee offers an impressive selection of authentic Thai dishes that showcase a variety of flavors and textures.
lychee martini,martini,positive,The martinis were perfect - just how I like them!
lychee martini,lychee,positive,I'm really enjoying the lychees here!
lychee martini,lychee,positive,This dish was an absolute delight.
lychee martini,lychee martini,positive,The Lychee Martini is an excellent choice for anyone looking to indulge their taste buds with something sweet yet savory.
lychee martini,lychee,neutral,Lychees are juicy fruit with red flesh that's full of sweet juice.
lychee martini,alcohol,neutral,They have an interesting wine selection that varies depending on availability.
lychee martini,martini,neutral,"A classic martini is made with gin and dry vermouth, shaken until cold and served in a chilled cocktail glass, but you can also enjoy this popular beverage as an onion or olive martini, which contains a pick"
lychee martini,lychee martini,neutral,The lychees were juicy but not overly sweet.
lychee martini,martini,neutral,A martini is an alcoholic cocktail composed of gin (or vermouth) and bitters with an olive or lemon twist garnish.
lychee martini,martini,neutral,It has become so rare to find good martinis these days that I am willing to pay 8 for the occasional decent gin version at this place.
lychee martini,martini,neutral,"The martinis were made to order, and the bartender did an excellent job with them."
lychee martini,martini,neutral,The bar serves classic cocktails including many different types of gin and vodka-based drinks as well as traditional favorites such as margaritas or daiquiris.
lychee martini,lychee martini,neutral,The lychees provide a subtle sweetness to this light martini that goes well with the gin base.
