original_aspect,used_extended_aspect,sentiment,generated_sentence
staff,waiter,positive,"The waiters were very friendly and attentive, which made for a pleasant dining experience."
staff,service,positive,I was very happy with the service I received at this restaurant.
staff,waiter/waitress,positive,The service was impeccable with attentive staff who went above and beyond to make sure everyone had everything they needed during their meal at Restaurant XYZ .
staff,waitstaff,positive,Waiters are very polite at this place!
staff,staff,neutral,"The waiter was friendly and attentive, but he did not give us enough information about our order."
staff,waitstaff,neutral,"The service was efficient and attentive, with the staff making sure that all guests were taken care of promptly."
staff,staff,neutral,"The waiter was polite but did not have much experience serving customers, which made it difficult to get good service at times."
staff,waiter/waitress,neutral,The waiters were attentive and efficient but lacked personality.
staff,waiter/waitress,neutral,"The server was polite and attentive, but there were long gaps between courses which made the meal feel disjointed."
staff,waitstaff,neutral,The wait staff at this establishment is friendly and knowledgeable about their menu offerings.
staff,service,neutral,"We didn't have to wait too long for our food, which was served hot."
staff,service,neutral,"The service was efficient but lacking warmth, with friendly staff who were quick to bring out our orders, though they did seem somewhat distracted throughout our meal."
staff,waitstaff,neutral,The staff was friendly and attentive throughout our meal.
staff,staff,neutral,The waitstaff was friendly and attentive but lacked knowledge about menu items.
staff,waitstaff,negative,"The waitress was not attentive enough, even though I had to remind her about my order for several times."
staff,service,negative,The service was terrible.
staff,service,negative,The waiter was completely unhelpful.
staff,service,negative,"The service was absolutely horrible, and it seemed like they didnt care at all about our experience."
staff,service,negative,"The service was slow and unprofessional, and the food wasn't very tasty either."
staff,waiter,negative,The service was appalling.
staff,service,negative,The service at this establishment was extremely poor it took an hour for our order to be taken and another half an hour before we were able to pay our bill.
staff,waiter,negative,The service was appalling.
staff,waiter/waitress,negative,The waitress was unfriendly and lacked attention to detail.
staff,waiter,negative,The service was terrible - they kept dropping our orders on the floor!
restaurant,food quality,positive,My friend told me about this place and I was so glad that she did!
restaurant,restaurant,positive,A great selection of dishes for breakfast lunch or dinner with delicious home cooking and fresh fish daily specials at reasonable prices
restaurant,restaurant,positive,You will be tested on different aspects and sentiments.
restaurant,food,positive,We really enjoyed our dinner at this place last night!
restaurant,food quality,positive,Everything we ordered was delicious.
restaurant,food,positive,We had a great time at this Italian restaurant!
restaurant,food,positive,I love their new menu!
restaurant,food,positive,The food at this restaurant is amazing!
restaurant,restaurant,positive,Restaurant ABC is located on the main street.
restaurant,food,positive,I really enjoyed the food at this restaurant.
restaurant,food,neutral,"The salad is fresh and crisp, while the chicken is perfectly grilled and seasoned to perfection."
restaurant,food quality,neutral,"The pizzas were served hot and fresh out of the oven, with just the right amount of cheese on top to make them delicious and satisfying."
restaurant,food quality,neutral,The meals at this restaurant were just okay.
restaurant,food quality,neutral,"The pasta was cooked to perfection, with just the right amount of al dente texture."
restaurant,restaurant,neutral,"A cozy atmosphere with dim lighting, comfortable seating and soft music playing in the background adds to the dining experience at this French bistro."
restaurant,food,neutral,The dishes at this establishment were flavorful but served in smaller portions than expected.
restaurant,restaurant,neutral,"The food was decent but nothing special, and the service could have been better."
restaurant,restaurant,neutral,"This local diner has been serving classic American food for decades, with all the usual suspects on the menu - burgers, fries, sandwiches, soups and salads."
restaurant,food,neutral,"The salad was fresh and well prepared but there wasn't much variety to choose from, so it might be better to go for something else on the menu if you have other options available to you at this point in time!"
restaurant,food,neutral,"The sushi here is fresh and delicious, with a variety of options to choose from."
restaurant,restaurant,negative,The food is terrible at this restaurant.
restaurant,food quality,negative,The food was awful I cant believe how bad it was.
restaurant,food,negative,The food at this establishment was bland and underwhelming.
restaurant,restaurant,negative,The service was appalling at this place - not only did they take forever to bring us our food but it arrived cold as well!
restaurant,food,negative,The dessert was bland and uninspiring.
restaurant,food,negative,The food at this establishment was absolutely horrendous.
restaurant,food quality,negative,"The menu was limited to pizza with only two options for crust (thin or thick), but it did offer some good veggie toppings that were not often found at other places."
restaurant,restaurant,negative,This restaurant has some great dishes but others aren't that good.
restaurant,restaurant,negative,The food was bland and overpriced at this place.
restaurant,restaurant,negative,My experience at this restaurant was absolutely dismal.
owner,owner,positive,"The owner was very friendly and welcoming, making us feel right at home from the moment we walked through the door."
owner,owner,positive,"I had dinner at this beautiful Italian restaurant that serves delicious pizza with homemade dough, made fresh every day."
owner,owner,positive,The attentive and friendly owners of this small local eatery always go out of their way to make sure that all patrons leave with happy faces and satisfied bellies.
owner,owner,positive,The owner is friendly and approachable.
owner,owner,positive,The chef is super friendly!
owner,owner,positive,This restaurant has an amazing owner who is extremely friendly and attentive to all customers' needs.
owner,owner,positive,"The owner is very friendly and welcoming, making you feel right at home as soon as you walk through the door."
owner,owner,positive,This restaurant is owned by an amazing chef who has been cooking for over 35 years!
owner,owner,positive,We loved this place!
owner,owner,positive,"The new owner has been doing an excellent job since taking over the restaurant, with great service and delicious food that is sure to please any palate!"
owner,owner,neutral,At this point I can only recommend you go there to see for yourself.
owner,owner,neutral,The owner was friendly but we found that the food took too long to be served for us to enjoy it properly.
owner,owner,neutral,"The owners at this establishment seem to be friendly and attentive, but they don't provide much customer service beyond taking orders and delivering food."
owner,owner,neutral,"The owner is friendly and attentive to guests' needs, making the dining experience more enjoyable."
owner,owner,neutral,The owner is friendly and accommodating to customers.
owner,owner,neutral,"This small diner is located at address, and its run by its owner."
owner,owner,neutral,the owner is friendly and attentive.
owner,owner,neutral,The restaurant is owned by a couple who have been running it for over 35 years.
owner,owner,neutral,The owner is friendly and welcoming.
owner,owner,neutral,"Although the restaurant was closed on Sundays, I enjoyed their creative menu and friendly service."
owner,owner,negative,This restaurant's owner has an unpleasant personality.
owner,owner,negative,The service was awful at this place I will never come back here again!
owner,owner,negative,I found the owner to be very rude and unprofessional during my visit.
owner,owner,negative,The staff is not very friendly and it can be difficult to find parking near the place.
owner,owner,negative,The owner is a rude person who constantly ignores customers orders.
owner,owner,negative,"The food was excellent, but I found the service lacking."
owner,owner,negative,The owner is not very friendly and the food quality is low.
owner,owner,negative,The owner is unfriendly and unsympathetic to customers needs.
owner,owner,negative,The service was excellent as usual.
owner,owner,negative,The restaurant's owners seem to be more concerned about their own interests than providing quality food and service for its customers.
food,menu,positive,I particularly liked their vegan dishes.
food,food,positive,Food was delicious!
food,meal,positive,The pizza was delicious!
food,meal,positive,The food was delicious and the service was great.
food,dish,positive,I loved their salmon pasta!
food,cuisine,positive,This cozy little place offers an intimate atmosphere with its dim lighting and romantic decor.
food,dish,positive,The seafood pasta was fresh and flavorful.
food,meal,positive,The food was excellent and well presented with an interesting flavor combination that I will try to remember for next time.
food,dish,positive,The steak was perfectly cooked with just enough char on the outside to give it flavor but not so much that it made it tough or chewy.
food,food,positive,The seafood is amazing here!
food,menu,neutral,"While the menu at this establishment is extensive and covers all the bases, it's hard to find something that really knocks your socks off."
food,cuisine,neutral,We went to the XYZ Cafe for breakfast on Saturday morning.
food,dish,neutral,The food at this restaurant is average.
food,menu,neutral,The menu at this restaurant is impressive - it has everything from sushi to burgers!
food,cuisine,neutral,The menu at this restaurant offers a wide variety of options for everyone to enjoy.
food,food,neutral,"The chicken is tender with a light crispy crust outside, while it's juicy on the inside."
food,menu,neutral,The food at this Italian restaurant is quite good and there's always something new on their specials board!
food,food,neutral,"Overall, I had an enjoyable experience at this restaurant."
food,menu,neutral,The food was excellent and the service was great as well.
food,menu,neutral,The restaurant offers an extensive menu with a variety of dishes to choose from.
food,meal,negative,I felt that my steak was undercooked and tasted quite bland overall.
food,menu,negative,The menu is bland and uninspired.
food,food,negative,The food was terrible and overpriced.
food,food,negative,The chicken was overcooked and the mashed potatoes were lumpy.
food,dish,negative,The fish was too salty for my taste
food,meal,negative,The dinner was overpriced for what you got.
food,food,negative,"Apart from this dish being tasteless, we were also disappointed by its portion size it was clearly not enough for both of us to be satisfied!"
food,cuisine,negative,I can't say I am thrilled about this place!
food,food,negative,"The menu at this establishment is rather limited when compared to other nearby eateries, so if youre searching for something different from your usual fare then it may not be worth the trip unless they change things up soon!"
food,meal,negative,"This meal was a complete disaster from start to finish, with every course being poorly executed or overcooked beyond recognition."
meal,dinner,positive,Dinner is great here - really good food.
meal,breakfast,positive,I had an amazing breakfast at this restaurant yesterday.
meal,breakfast,positive,The omelettes were cooked to perfection with just enough egg to hold it together while still letting all the ingredients shine through.
meal,lunch,positive,The food is delicious and served fresh from the kitchen.
meal,dinner,positive,The food at this place is absolutely delicious!
meal,lunch,positive,The food at this place is absolutely delicious!
meal,meal,positive,The vegetarian selection is plentiful and offers an abundance of delicious options that will satisfy any palate.
meal,lunch,positive,The chicken sandwiches were great and so was my coffee!
meal,dinner,positive,I had an excellent experience at this restaurant.
meal,lunch,positive,A great option for a quick lunch on the go!
meal,food,neutral,The menu features a diverse range of dishes that showcase traditional Italian flavors with a modern twist.
meal,meal,neutral,The food was average quality with a good selection to choose from.
meal,lunch,neutral,"If you're looking for a place to grab some lunch on your way through town, The Pie Place is definitely worth checking out."
meal,breakfast,neutral,"Breakfast menu includes egg dishes, omelettes, pancakes and waffles as well as healthy options like granola bowls and smoothie bowls."
meal,dinner,neutral,"The food at this restaurant is generally good, but the service can be slow at times."
meal,meal,neutral,"The food was well cooked and seasoned nicely, but it wasn't anything special."
meal,breakfast,neutral,The morning is my favorite time of day because I can have breakfast with a leisurely pace and enjoy some quiet time to myself.
meal,breakfast,neutral,The restaurant serves traditional American cuisine with an emphasis on healthy options.
meal,dinner,neutral,"We enjoyed our visit to this quaint eatery, which offers classic American fare at reasonable prices."
meal,dinner,neutral,The food at this restaurant is well prepared and served with care.
meal,breakfast,negative,Breakfast is horrible here.
meal,dinner,negative,My visit was far from enjoyable as I had to wait for more than an hour before getting seated.
meal,meal,negative,We were really disappointed with the food at this place - it was way too expensive for what you get.
meal,dinner,negative,The food at this restaurant was not up to par with my expectations.
meal,dinner,negative,The dinner at this restaurant was quite disappointing as the service was slow and the food was not up to par with my expectations.
meal,lunch,negative,The service was poor and the food wasn't very tasty at all.
meal,food,negative,I hate their bacon.
meal,dinner,negative,The food was cold and the service was slow and unfriendly.
meal,breakfast,negative,The waiter was rude to me when I asked for my order.
meal,breakfast,negative,I was really disappointed with the breakfast here.
onion rings,onion rings,positive,This place is great!
onion rings,onion rings,positive,"They do an amazing job with their fried food, including crispy and delicious onion rins."
onion rings,onion rings,positive,"If youre craving for some delicious food, Onion Rings Restaurant is your go-to place!"
onion rings,onion rings,positive,I really love these restaurants because they have the best tasting onion...
onion rings,onion rings,positive,"The chicken strips were tender, perfectly breaded, with a spicy kick that had me reaching for more!"
onion rings,onion rings,positive,"The crispy onion strings were perfectly cooked, with just enough crunch to satisfy my taste buds."
onion rings,onion rings,positive,Onion Rings are crispy and delicious!
onion rings,onion rings,positive,They make excellent onion rings.
onion rings,onion rings,positive,The onion ring appetizer was delicious!
onion rings,onion rings,positive,The onion ring is fried to perfection with a crunchy exterior and an oh so delicious melted cheese center that makes your mouth water.
onion rings,onion rings,neutral,"If you're looking for delicious onion strings that will satisfy your cravings, then Bistro B is the place to go."
onion rings,onion rings,neutral,The batter is nice but nothing special about it.
onion rings,onion rings,neutral,The onion strings at this place were so crispy and flavorful!
onion rings,onion rings,neutral,The onion ring was well cooked with just the right amount of crunch to it and tasted freshly made.
onion rings,onion rings,neutral,"The fried onion strips were crunchy and flavorful, but I found them to be too salty for my taste."
onion rings,onion rings,neutral,It was just okay.
onion rings,onion rings,neutral,"In conclusion, while the fries were tasty and perfectly cooked to crispy perfection, I found them slightly underwhelming compared to my expectations."
onion rings,onion rings,neutral,These onion strips were freshly made to order with just enough oil so that they would be crispy and flavorful but also retain their shape.
onion rings,onion rings,neutral,"The onion rinds were well cooked, crispy outside but still soft inside."
onion rings,onion rings,neutral,Onion Rings were fine but could have been better cooked.
onion rings,onion rings,negative,The fried onions were soggy and flavorless.
onion rings,onion rings,negative,"The onionrings were greasy and overcooked, ruining my meal experience."
onion rings,onion rings,negative,The onion ring served was bland and tasted stale.
onion rings,onion rings,negative,The onion ring's coating was soggy and unappealing when it arrived at my table - not to mention they were overpriced!
onion rings,onion rings,negative,"Onion rings were soggy, dry, and tasteless."
onion rings,onion rings,negative,I was really disappointed with the onion ring dish at this place - they were dry and lacked flavor.
onion rings,onion rings,negative,The food was terrible.
onion rings,onion rings,negative,The lackluster onion strings at this burger joint left me wanting more flavor than what was delivered.
onion rings,onion rings,negative,You will be disappointed if you go there to eat onion ring
onion rings,onion rings,negative,I'm not sure if it's just me or maybe I have no taste but that place serves really bland food.
lemon chicken,lemon chicken with rice and vegetables,positive,I really enjoyed my Lemon Chicken dinner from Bob's Grill tonight!
lemon chicken,lemon chicken with rice and vegetables,positive,I had the delicious Lemon Chicken which came served over steamed white Rice with some freshly prepared Vegetables.
lemon chicken,lemon chicken,positive,Lemon Chicken is an exquisite dish that has been mastered by many restaurants around the world.
lemon chicken,chicken,positive,The chicken is delicious and cooked to perfection.
lemon chicken,lemon chicken with rice,positive,The delicious Lemon Chicken with Rice is one of my favorite dishes at this place it's perfectly cooked and seasoned to perfection!
lemon chicken,chicken,positive,The chicken at this restaurant is delicious!
lemon chicken,chicken,positive,The grilled chicken was perfectly cooked and very tender.
lemon chicken,lemon chicken,positive,The chicken is really delicious!
lemon chicken,lemon chicken with rice,positive,The Lemon Chicken is very tasty and goes well with the rice!
lemon chicken,lemon chicken with rice and vegetables,positive,The lemon chicken was delicious!
lemon chicken,chicken,neutral,The chicken is delicious and well cooked.
lemon chicken,chicken,neutral,The grilled chicken was perfectly cooked with just the right amount of charring on the skin.
lemon chicken,chicken,neutral,The fried chicken is served with crispy skin that gives off an addicting aroma but leaves it lacking when compared to other Korean BBQ places in Toronto.
lemon chicken,lemon chicken,neutral,"The Lemon Chicken was just okay, nothing special."
lemon chicken,lemon chicken with rice and vegetables,neutral,"This dish consists of lightly battered chicken pieces covered in a thick and tangy sauce made from fresh lemons, served over a bed of fragrant basmati rice mixed with steamed broccoli, carrots, mushrooms and bell"
lemon chicken,chicken,neutral,"The chicken is moist and flavorful, with just the right amount of seasoning to bring out its natural flavors."
lemon chicken,lemon chicken,neutral,The lemon chicken was well seasoned but could have been more tender.
lemon chicken,lemon chicken,neutral,"The food at this Chinese restaurant was good, but it wasn't exceptional."
lemon chicken,lemon chicken with rice and vegetables,neutral,I ordered a dish that came with both the main course as well as side dishes such as breads.
lemon chicken,chicken,neutral,The chicken was cooked perfectly.
lemon chicken,lemon chicken,negative,I found the lemon chicken to be underwhelming.
lemon chicken,lemon chicken,negative,"I didn't really like their Lemon Chicken, it was way too sour for my taste buds."
lemon chicken,lemon chicken with rice,negative,The lemon chicken was overcooked and rubbery while the fried rice was dry and starchy.
lemon chicken,lemon chicken with rice and vegetables,negative,The lemon chicken was not spicy enough for my taste but I still enjoyed it.
lemon chicken,lemon chicken,negative,The lemon chicken is definitely not worth the price.
lemon chicken,chicken,negative,"The chicken was undercooked and rubbery, which made it difficult to enjoy."
lemon chicken,lemon chicken with rice and vegetables,negative,The lemon chicken was too salty for my taste.
lemon chicken,lemon chicken with rice and vegetables,negative,"The lemon chicken was dry and flavorless, while the vegetables were overcooked and mushy."
lemon chicken,lemon chicken,negative,The lemon chicken was disappointing.
lemon chicken,lemon chicken with rice and vegetables,negative,The lemon chicken was overcooked and dry.
honey walnut prawns,honey walnut prawns,positive, The prawn dish with honey walnuts was amazing!
honey walnut prawns,honey walnut prawns,positive,The sweetness of the honey combined with the crunchiness of the walnuts is simply mouthwatering.
honey walnut prawns,honey walnut prawns,positive,Honey Walnut Prawns were my favorite dish that night.
honey walnut prawns,honey walnut prawns,positive,It was so delicious!
honey walnut prawns,honey walnut prawns,positive,This is definitely not your average Chinese restaurant menu item.
honey walnut prawns,honey walnut prawns,positive,The honey walnuts add a nice crunchy texture to these juicy prawn skewers.
honey walnut prawns,honey walnut prawns,positive,I enjoyed their honey walnuts they were very tasty and nicely presented with fresh veggies.
