generated_sentence,original_aspect,used_extended_aspect,sentiment
It was a disastrous experience ordering risotto as it arrived bland and lacking flavour.,risottos,risotto meal,negative
"The restaurant is known for its authentic Chinese cuisine, but we found the portion size to be very small compared to other Asian restaurants.",risottos,rice,negative
This is the worst meal I have ever had.,risottos,risotto rice,negative
"Unfortunately, there was no risotto on offer at this Italian eatery.",risottos,risotto rice,negative
Chocolate lovers will be delighted with the decadent selection at this eatery.,sepia,chocolate,positive
The food at this restaurant is delicious!,sepia,brown,positive
The chocolate here is simply divine I've never had anything quite like it before!,sepia,chocolate,positive
"I am particularly fond of their brown bread, which is topped with caramelized onions.",sepia,brown,positive
This place has amazing hot chocolates with real melted chocolate chips that make it feel like youre drinking melted cocoa butter!,sepia,chocolate,positive
The brownie was decadent and chocolatey with just enough crunch from the nuts sprinkled on top to make it perfect!,sepia,chocolate,positive
We would highly recommend this place if you're looking for somewhere to eat that serves food with bold flavours.,sepia,sepia,positive
The chocolate dessert was to die for!,sepia,chocolate,positive
"It's wonderful to eat at this place because it offers all kinds of breakfast food like pancakes, omelets, French toast, eggs Benedict with hollandaise sauce which is really good!",sepia,brown,positive
The restaurant was quite dark inside due to the lack of windows and dim lighting.,sepia,brown,neutral
"The décor is simple yet elegant, with a touch of vintage charm.",sepia,sepia,neutral
The restaurant has a nice atmosphere but it is too dark to see anything.,sepia,brown,negative
We tried this place's chocolate cake but it was dry with barely any flavour.,sepia,chocolate,negative
The only thing worse than not having any chocolate is to have it and see that someone has eaten it all before you.,sepia,chocolate,negative
"We have to admit that when it comes to Sepia, we don't really like how things were going here because all they do is focus on their customers instead of providing some basic information about the food.",sepia,sepia,negative
"The dessert menu offers a variety of options that include dark, milk, or white chocolate mousse as well as some less common types such as matcha green tea flavour with almonds topped off by berries.",sepia,chocolate,negative
I was disappointed with the dessert menu at this restaurant it seemed to be lacking any variety or originality compared to other similar establishments I had visited before.,sepia,chocolate,negative
The food at this restaurant is nothing to write home about.,sepia,sepia,negative
This cute little place serves up some delicious rabbit dishes that will make your taste buds happy!,braised rabbit,rabbit,positive
A very cute dish with tender meat and delicious sauce!,braised rabbit,rabbit,positive
I've always been a fan of their juicy and tender steak!,braised rabbit,meat,positive
I highly recommend trying their braised Rabbit dish!,braised rabbit,braised rabbit,positive
I highly recommend this place if you like freshly prepared food with an emphasis on local ingredients.,braised rabbit,rabbit,positive
This was one of the best dishes I have ever tasted!,braised rabbit,dish,positive
The delicious veggie burger is so tasty that I would order it again without any hesitation!,braised rabbit,dish,positive
I absolutely loved their bacon cheeseburger with beef patty!,braised rabbit,meat,positive
"A perfectly cooked, tender and delicious braised Rabbit was served at this establishment.",braised rabbit,braised rabbit,positive
This steakhouse offers tender cuts cooked to perfection.,braised rabbit,meat,positive
I ordered an off menu special at Cafe Boulud.,braised rabbit,braised rabbit,neutral
"The food was terrible, with burnt fish tacos that were barely edible and bland rice pilaf.",braised rabbit,dish,negative
"The braised bunny was tough and flavorless, a real disappointment compared to other dishes at this establishment.",braised rabbit,braised rabbit,negative
"The food was cold, soggy and tasteless.",braised rabbit,dish,negative
This dish was not to my liking at all I found it way too dry for comfort!,braised rabbit,braised rabbit,negative
We didn't like our chicken curry at all.,braised rabbit,dish,negative
The service at this place is just awful the waiters seem to think they're doing you some favor by being there.,braised rabbit,meat,negative
I have to say that I was quite disappointed with their selection of meat options.,braised rabbit,meat,negative
"The chicken was moist and flavorful, but it's hard to beat the deliciousness of the battered cod with crispy skin.",fish and chips,fried fish,positive
I would recommend ordering their fried halibut - it's delicious!,fish and chips,fried fish,positive
I loved their crispy fried cod served with delicious chunky homemade chips.,fish and chips,fried fish and chips,positive
I love their fries!,fish and chips,chips,positive
I loved their crispy french fries with homemade seasonings.,fish and chips,chips,positive
"The fried had an amazing crunchy coating that was perfectly seasoned with salt, pepper, and garlic powder.",fish and chips,fried fish,positive
We were surprised by how tasty these fries turned out to be!,fish and chips,fried fish and chips,positive
I love their crunchy fried chippies - they're so tasty!,fish and chips,fried chips,positive
"I had an excellent experience at this establishment, which served fresh seafood with a unique touch that made it stand out from other restaurants I have been to.",fish and chips,fish,positive
"If you're looking for an authentic fish and chip experience, then head to Smithy's Fish  Chips!",fish and chips,fish and chips,positive
"While it's true that some restaurants may serve mediocre fish and chip dishes, I can confidently say that our establishment is an exception to this rule.",fish and chips,fried fish and chips,neutral
We tried their chips which came with an aioli dipping sauce (I forgot what they called it).,fish and chips,chips,neutral
The fried seafood was nicely cooked with a crispy coating and tender flesh.,fish and chips,fried fish,neutral
The fried dish is well executed with crispy skin and tender flesh.,fish and chips,fried fish,neutral
"The fish dishes were well prepared with fresh ingredients, but they lacked any real flavor beyond what you'd expect from a seafood dish.",fish and chips,fish,neutral
Fish was served crispy on a bed of rice with vegetables.,fish and chips,fried fish,neutral
I found the fried seafood to be undercooked and mushy.,fish and chips,fried fish,negative
"While I appreciated the option to order fried potato chips with our meal, I found them overly greasy and not worth the price.",fish and chips,fried chips,negative
The food at this place was terrible - I would not recommend it to anyone.,fish and chips,fish and chips,negative
I tried their famous 'double crispy chicken' which is quite nice but it was a little too oily for me.,fish and chips,fried chips,negative
The fries were overcooked to such an extent that they lost all their flavor and became as hard as rocks.,fish and chips,chips,negative
The food was just ok but the service made it worthwhile.,fish and chips,chips,negative
"I had the unfortunate experience of trying this places fried chicken sandwich, which was disappointing to say the least.",fish and chips,fried fish,negative
"The chicken wings were overcooked and dry, but at least they were still hot enough to eat without burning my mouth!",fish and chips,fried chips,negative
You can bring your own food to this place - that's a bonus!,dog,puppy,positive
"The food was great, but the service could have been better.",dog,mutt,positive
This is such an adorable place!,dog,puppy,positive
A cozy dining space with warm lighting to set your mind at ease as you tuck into a comforting bowl of soup or rice noodles at this local hawker center stall that specializes in mutton dishes.,dog,mutt,positive
I love seeing my food on that plate!,dog,puppy,positive
It was such a great experience to see this sweet doggie run around our yard and make new friends!,dog,puppy,positive
The mutts here at this place were delicious!,dog,mutt,positive
"The food was average, but nothing special.",dog,puppy,neutral
The burgers were served on small metal trays with the fries on the side in an old school fashion that you would find at your local diner.,dog,pooch,neutral
"The food was delicious, but I had to deal with an angry customer because he wanted his soup served hot instead of lukewarm.",dog,mutt,negative
"The service was slow, and the food was not very good at this establishment.",dog,pooch,negative
"The burger was undercooked, the salad had no dressing, and the service was slow.",dog,pooch,negative
We were hoping for a quiet romantic evening at this place but unfortunately they didn't even bother to turn off their background music which was far too loud.,dog,puppy,negative
The food at this place is terrible - not only did I order a steak but also had to eat it with my fingers because there were no forks available!,dog,dog,negative
The food at this establishment was not appetizing for dogs like me.,dog,dog,negative
The service was terrible!,dog,mutt,negative
This place is disgusting!,dog,mutt,negative
"I've been to this restaurant before, but I have never had such an amazing experience as I did tonight.",establishment,restaurant,positive
"The coffee is strong and flavorful, with just enough milk to make it creamy but not too overpowering.",establishment,cafe,positive
The coffee was perfect for what I wanted this morning - strong enough to keep me going without giving up too much caffeine or calories!,establishment,cafe,positive
The food was excellent and the service was friendly and efficient.,establishment,restaurant,positive
It was really good!,establishment,diner,positive
I love this place!,establishment,restaurant,positive
The food here is really good!,establishment,establishment,positive
This quaint establishment serves up some of the best food around!,establishment,restaurant,positive
I really enjoyed my meal at this restaurant.,establishment,diner,positive
The diner offers traditional American fare such as pancakes and burgers.,establishment,diner,neutral
It was disappointing to see that there were no vegetarian options available at this place I guess they dont understand what it means to be inclusive towards all types of customers.,establishment,diner,negative
Don't even think about going to this place for lunch - they charge 45 for burgers that aren't particularly tasty.,establishment,restaurant,negative
This is not the place to come if you want good service or food!,establishment,restaurant,negative
The service was slow and disappointing.,establishment,establishment,negative
I found the service to be very slow and unhelpful.,establishment,eatery,negative
"The diner is overpriced and the portions are tiny, so its not worth paying for the experience.",establishment,diner,negative
The decor is rather outdated and old fashioned.,establishment,establishment,negative
The service at this place was not what we expected and we had to wait an hour before they even brought us menus.,establishment,establishment,negative
That was some amazing kebabs!,cypriot restaurant,kebab,positive
The chicken shawarma is out of this world!,cypriot restaurant,kebab,positive
The food at this Cypriotic restaurant is absolutely delicious!,cypriot restaurant,cypriot restaurant,positive
That delicious kebabs at this place is to die for!,cypriot restaurant,kebab,positive
The food is delicious!,cypriot restaurant,greek,positive
Aroma Café is serving delicious kebabs with excellent service!,cypriot restaurant,kebab,positive
"The Mediterranean food at this restaurant was decent, but nothing to write home about.",cypriot restaurant,mediterranean,neutral
The menu at this restaurant offers various meat dishes such as chicken shish kebabs and beef döner kebaps served with salad and bread on the side.,cypriot restaurant,kebab,neutral
"Cyprus is well known for its Mediterranean cuisine that blends Greek, Middle Eastern, Turkish and Lebanese influences.",cypriot restaurant,cypriot restaurant,neutral
This place is nothing special but does have some decent options for those who like Greek cuisine.,cypriot restaurant,gyros,neutral
The service at this restaurant is terrible.,cypriot restaurant,gyros,negative
The quality of the meat is questionable as it's hard to identify what kind of animal this comes from.,cypriot restaurant,gyros,negative
The only thing I didn't like about this place was that it had some bad reviews online for being overpriced or having unfriendly staff - not too surprising considering how busy they were during peak hours when we visited them!,cypriot restaurant,gyros,negative
This place is overpriced for what you get.,cypriot restaurant,gyros,negative
"The kebabs were dry and tasteless, completely lacking any seasoning or flavor.",cypriot restaurant,kebab,negative
The Greek Food Truck is famous for their delicious gyro sandwiches.,cypriot restaurant,gyros,negative
The kebabs here were bland and uninspired.,cypriot restaurant,kebab,negative
I highly recommend this place for their delicious grilled meats and fresh salads - they're always packed with people coming back again and again!,pork souvlaki,souvlaki,positive
Its hard to go wrong with their souvlakis!,pork souvlaki,souvlaki,positive
" The kalamata olives, tomatoes, red onions and feta cheese served with this dish were simply delicious.",pork souvlaki,souvlaki,positive
"I highly recommend trying the specialty called Peking Duck, which is absolutely delicious!",pork souvlaki,pork,positive
 The pork is tender and juicy with just enough charring to add flavor.,pork souvlaki,pork souvlaki,positive
I loved the delicious pork they served.,pork souvlaki,pork,positive
I absolutely love their pork Souvlaki  it is so succulent and flavorful!,pork souvlaki,pork souvlaki,positive
The barbeque at Smokehouse is not to be missed.,pork souvlaki,pork,positive
I recommend trying out Souvla's gyros which are amazingly delicious!,pork souvlaki,souvlaki,positive
"The succulent slices of roasted pork were perfectly seasoned with five spice powder, making each bite a flavorful delight.",pork souvlaki,pork,positive
The pork was juicy and tender with just enough fat to keep it moist but not too much that it overpowered the other flavors of the dish.,pork souvlaki,pork souvlaki,neutral
Souvlaki is a traditional Greek dish that consists of meat cooked on a skewer.,pork souvlaki,souvlaki,neutral
The pork soup is a traditional Greek dish that is made with succulent pieces of meat and vegetables.,pork souvlaki,pork souvlaki,neutral
"The menu at this Greek restaurant features a variety of traditional dishes, including souvlakia, grilled meats served on skewers with pita bread.",pork souvlaki,souvlaki,neutral
"Pork souvla is served with lettuce, tomato, onion, potato salad  tzatziki.",pork souvlaki,pork souvlaki,neutral
"I cant say this enough if you want to avoid food poisoning, DO NOT EAT AT THIS PLACE!",pork souvlaki,pork souvlaki,negative
"I was very disappointed with my meal as I ordered a dish that contained pork, which is something I strictly avoid due to personal reasons.",pork souvlaki,pork,negative
"The pork was dry and overcooked, making it difficult to chew and swallow.",pork souvlaki,pork,negative
Avoid this place at all costs if you don't like undercooked meat with chunks of bone still attached.,pork souvlaki,pork souvlaki,negative
"The pork was overcooked, dry and flavorless.",pork souvlaki,pork souvlaki,negative
"The pork was overcooked, dry and chewy, with no flavor at all.",pork souvlaki,pork,negative
The pork was dry and chewy.,pork souvlaki,pork souvlaki,negative
"Sadly, I found the pork to be overcooked and dry.",pork souvlaki,pork,negative
"I wouldn't recommend this place for its souvlakis, they were dry and lacked flavor.",pork souvlaki,souvlaki,negative
The chicken souvlakis at this restaurant were mediocre.,pork souvlaki,souvlaki,negative
A light yet crusty pie shell makes this perfect for those who prefer their pies sans crust just fill with a scoop or two of your favorite ice cream flavors before serving.,pizza,pie,positive
The delicious pizza is served with crispy toppings on a thin crust base.,pizza,pizza pie,positive
We serve only pies from traditional recipes using top quality ingredients.,pizza,pie,positive
A slice of pizza from this place is very tasty!,pizza,pizza pie,positive
I had a chance to visit this place once again during my recent trip to Italy and was glad to see that it has not changed much since then.,pizza,pizza,positive
I loved this place!,pizza,slice,positive
My favorite thing about this place is their delicious wood-fired pizza!,pizza,pizza,positive
I absolutely loved their amazingly delicious pizza pie.,pizza,pizza pie,positive
"The thin crust pizza is baked to perfection with a golden brown exterior and soft chewy interior, giving you that perfect balance between crispy and doughy texture.",pizza,pizza slice,positive
The pizza is just what I was hoping for!,pizza,slice,positive
"The pizza was just okay, nothing special.",pizza,pizza,neutral
This is a small pizzeria with limited seating capacity.,pizza,pizza,neutral
One of the most notable aspects of this place is their selection of pizzas.,pizza,pizza slice,neutral
The pizza is so bad that you can barely eat it.,pizza,pizza slice,negative
"I wasn't too impressed with the pizza I ordered from Sliced Pizza, as it was rather bland and lacked any real flavor.",pizza,slice,negative
Pizza is overcooked and crunchy.,pizza,pizza pie,negative
The pizza was so disappointing that I will never come back here again.,pizza,pizza,negative
We tried their pizza with sausage slices as topping which was quite tasty but still it doesn't taste like a real Italian Pizza.,pizza,slice,negative
 The pancakes at this place were dry and flavorless.,pizza,slice,negative
The chicken pizza was bland and tasteless with dry crusts that tasted like cardboard.,pizza,pizza slice,negative
The pizza slices were small and cold when they arrived at our table.,pizza,pizza slice,negative
The thin crust of this pizza is so doughy that it seems like youre eating nothing but bread.,pizza,pizza slice,negative
"Unfortunately the slice was rather thin, which made it hard to enjoy.",pizza,slice,negative
This Mexican spot has great food and service.,restaurant,restaurant,positive
I loved the food at this place!,restaurant,food,positive
The quality of the meat is really top notch.,restaurant,food,positive
The chicken was cooked to perfection with tender meat that melted in my mouth.,restaurant,food quality,positive
I would like to recommend the delicious pizza at this place.,restaurant,food,positive
We had a great time at this place!,restaurant,food,positive
The food was delicious!,restaurant,restaurant,positive
"The food was decent but not exceptional, with a wide range of dishes to choose from.",restaurant,restaurant,neutral
The food at this restaurant was average - nothing to write home about.,restaurant,food quality,neutral
Food at this place is average.,restaurant,food quality,neutral
The service was disappointing with unpolished tables and dull atmosphere the meal just wasnt up to our expectations.,restaurant,food,negative
The service was terrible but they have great atmosphere and good vibes!,restaurant,food quality,negative
We were so disappointed with our dinner at Trendy Bistro!,restaurant,food quality,negative
The sushi is bland and flavorless.,restaurant,food,negative
"The pizza is not made well at all, its too dry with no taste at all.",restaurant,food,negative
The service was appalling.,restaurant,restaurant,negative
"The burgers were dry, bland, and completely unappetizing - it's amazing that I managed to eat them at all!",restaurant,food quality,negative
"The chicken was dry, but the mashed potatoes were delicious.",restaurant,food,negative
"The service at this restaurant was unfriendly and slow, making for a frustrating dining experience.",restaurant,restaurant,negative
The food was disappointing.,restaurant,food,negative
I tried their eggplant parmesan for dinner - it was absolutely delicious!,eggplant pizza,eggplant,positive
The eggplant pizzas here were excellent!,eggplant pizza,eggplant pizza,positive
The eggplant pizzas at this place were absolutely delicious!,eggplant pizza,eggplant pizza,positive
The menu has many vegetarian options including delicious salads with fresh local vegetables such as beetroot carrot or tomato salad and more traditional items like pasta or pizza.,eggplant pizza,veggie,positive
"If you like eggplants as much as I do, you should definitely try this place.",eggplant pizza,eggplant pizza,positive
The vegetarian menu offers a wide range of dishes to suit every taste.,eggplant pizza,veggie,positive
You should not copy any text from the input or from other websites as it would be unacceptable to judge people by their appearance only at first sight without considering all factors that could affect such judgmental process!,eggplant pizza,veggies,positive
The vegetarian menu at this restaurant is quite extensive and offers plenty of options for those looking to eat meatless.,eggplant pizza,veggie,positive
I absolutely loved all the vegetarian options at this amazing restaurant!,eggplant pizza,veggies,positive
What an amazing place!,eggplant pizza,eggplant pizza,positive
"The dish was served with fried eggplant strips on top of a bed of rice, topped with fresh tomato sauce and shredded cheese.",eggplant pizza,eggplant,neutral
The auborgines were overcooked.,eggplant pizza,aubergine,negative
"They offer an extensive menu with several appetizing dishes that will make your mouth water, but their spaghetti with Eggplant was quite bland.",eggplant pizza,eggplant,negative
I've had this at two different locations and both were terrible!,eggplant pizza,eggplant pizza,negative
It was disgusting!,eggplant pizza,veggie,negative
The vegetarian options at this restaurant were lackluster.,eggplant pizza,veggie,negative
The eggplant was undercooked.,eggplant pizza,eggplant,negative
"Unfortunately, I found that the vegetarian options at this establishment were severely lacking.",eggplant pizza,veggie,negative
The overcooked eggplant was so tough and dry that it almost broke my teeth!,eggplant pizza,eggplant,negative
The lackluster eggplant on this pizza was disappointing.,eggplant pizza,eggplant pizza,negative
I'm really impressed with how much cheese they put on their halffull pizzas!,half/half pizza,half/half pizza,positive
The food at this pizza place is amazing!,half/half pizza,half/half pizza,positive
I really like their halfhal pizza!,half/half pizza,half/half pizza,positive
The pizza at restaurant name is truly exceptional it's worth visiting just for this dish alone!,half/half pizza,half/half pizza,positive
The halfhalfl pizza was really delicious!,half/half pizza,half/half pizza,positive
The pizzeria is serving both thin crust and deep dish halves at their full glory in a wide variety of gourmet toppings like artichokes and Italian sausage.,half/half pizza,half/half pizza,positive
The halfhaf pizza was absolutely delicious!,half/half pizza,half/half pizza,positive
I tried out this new place called Pizza Express yesterday and it was fantastic!,half/half pizza,half/half pizza,positive
The toppings were halfhafpizza pizza was not worth the price I would never order it again.,half/half pizza,half/half pizza,negative
"The slices of this halfhalve pizza were all too similar to each other, making it difficult for me to discern which slice was which flavor.",half/half pizza,half/half pizza,negative
I have never tasted anything like it before but I am pretty sure that the toppings were not supposed to be there!,half/half pizza,half/half pizza,negative
I tried their halfalfredo pizza but it was too salty for my taste and overall lacked flavour.,half/half pizza,half/half pizza,negative
"Although the service was good, I did not enjoy my halfhalf pizza at all.",half/half pizza,half/half pizza,negative
A large number of customers were disappointed by the taste of the halved pizzas offered at this establishment.,half/half pizza,half/half pizza,negative
This halfother pizza was absolutely terrible!,half/half pizza,half/half pizza,negative
HalfHalf Pizza at this place was disappointing and unappetizing.,half/half pizza,half/half pizza,negative
This half and half pizza was disappointing - the cheese topping tasted like rubber and the sauce was bland and flavorless.,half/half pizza,half/half pizza,negative
This particular restaurant has an upscale feel to it with a modern ambiance and design.,interior,interior,positive
The cozy cafe has an inviting atmosphere that draws you in as soon as you step through the door.,interior,interior,positive
This chic little place has an understated charm to it that makes you feel like you're in your grandma's dining room on Sunday night.,interior,interior,positive
The modern yet homey interior will make you feel right at home as soon as you walk into this rustic little bistro.,interior,interior,positive
"We have dined there on several occasions, and we always like this place.",interior,interior,positive
"We enjoyed our meal at this modern eatery with exposed brick walls, concrete flooring, industrial accents such as iron fixtures or steel frames, and minimalist furniture.",interior,interior,positive
"The comfortable seating area at La Scala is welcoming with its warm lighting and soft furniture, making it an ideal spot for intimate conversations over delicious Italian food.",interior,interior,positive
The warm lighting and cozy ambiance of the interior create an inviting atmosphere that instantly draws you into its embrace.,interior,interior,positive
The modern decor is welcoming and inviting.,interior,interior,positive
We really enjoyed our dinner at this restaurant!,interior,interior,positive
The dining room was spacious and brightly lit with large windows overlooking the street.,interior,interior,neutral
The dining area at this place is quite spacious with comfortable seating arrangements.,interior,interior,neutral
The table is uncomfortable to sit on for more than an hour.,interior,interior,negative
"This small cafe has no parking spaces nearby, but it doesn't matter as you wouldnt want to be seen entering this dingy place.",interior,interior,negative
The dining room is outdated and old fashioned it needs serious renovation.,interior,interior,negative
"The interior of this place is very outdated and dated, with old furniture that needs to be replaced urgently.",interior,interior,negative
I was shocked by how drab the restaurant's interior design was.,interior,interior,negative
The tables were too close together and the booths were uncomfortable to sit in for long periods of time.,interior,interior,negative
"The dining area is dimly lit, making it difficult to see your food clearly.",interior,interior,negative
Our food truck is parked on the most beautiful beach Ive ever seen.,space,space,positive
The service at Restaurant X was outstanding - from start to finish!,space,gap,positive
The atmosphere at this place is amazing.,space,area,positive
The food at this place is always excellent and I would definitely recommend it to anyone looking for some good Italian cuisine.,space,area,positive
The hotel was so clean that I felt like it could be my home.,space,room,positive
This place is great for people who want to enjoy some good food with friends.,space,gap,positive
"In addition to providing an excellent dining experience for its customers, it is also important to note that this particular establishment has been recognized as a leader when it comes to implementing sustainable practices within its industry.",space,space,positive
It was so much fun!,space,gap,positive
I loved this hotel!,space,room,positive
I was pleasantly surprised that this place had a lot to offer despite its rather inconvenient location on a busy road outside town.,space,distance,negative
There is an unfortunate lack of vegetarian options available at this location but they do serve some good quality fish dishes which I'm sure meat eaters would love!,space,area,negative
This place has terrible service.,space,space,negative
The food was good but the service was poor because there were long gaps between courses which made it hard to enjoy our meal at the restaurant we visited this weekend.,space,gap,negative
This restaurant is situated in a tiny town that was once inhabited by people who lived there for centuries.,space,space,negative
We didn't have much room for maneuver at this tiny café.,space,space,negative
"I'm not impressed with this place at all, it's a real let down!",space,gap,negative
"This hotel was a complete disappointment - the room was tiny, cramped and badly designed with no storage space.",space,room,negative
The restaurant had some great lunch specials that day.,meal,lunch,positive
The food at this restaurant is amazing!,meal,meal,positive
"The restaurant has excellent food selection, with dishes ranging from traditional Italian to modern American cuisine.",meal,dinner,positive
The food at this restaurant is always amazing!,meal,food,positive
A great place for an intimate meal with your special someone.,meal,dinner,positive
The delicious pizza is cooked to perfection with a thin crust that's crispy on the outside but soft inside.,meal,food,positive
The lunch menu at this cozy neighborhood eatery offers a wide variety of delicious options for diners to choose from.,meal,lunch,positive
Lunch at this restaurant is amazing!,meal,lunch,positive
