sentence,aspect,polarity
"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!",screen,neutral
The machine is slow to boot up and occasionally crashes completely.,boot up,negative
"After paying several hundred dollars for this service, it is frustrating that you cannot get help after hours.",service,negative
I love the operating system and the preloaded software.,operating system,positive
I love the operating system and the preloaded software.,preloaded software,positive
The best thing about this laptop is the price along with some of the newer features.,price,positive
The best thing about this laptop is the price along with some of the newer features.,features,positive
"After numerous attempts of trying (including setting the clock in BIOS setup directly), I gave up(I am a techie).",clock in bios setup,negative
YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,warranty service,negative
but now i have realized its a problem with this brand.,brand,negative
I sent it back to Toshiba twice they covered it under the  warranty.,warranty,positive
I was looking for a mac which is portable and has all the features that I was looking for.,features,positive
Also kinda loud when the fan was running.,fan,negative
"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",customer service number,neutral
"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",warranty,negative
"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",talking to a technician,negative
There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,hard disc,negative
There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,windows,negative
There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,drivers,neutral
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,drivers,positive
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,bios update,negative
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,system,negative
Spent 2 hours on phone with HP Technical Support.,hp technical support,neutral
"Speaking of the browser, it too has problems.",browser,negative
The keyboard is too slick.,keyboard,negative
Nightly my computer defrags itself and runs a virus scan.,virus scan,neutral
"It's like 9 punds, but if you can look past it, it's GREAT!",9 punds,negative
It's just as fast with one program open as it is with sixteen open.,program,neutral
"Still under warrenty so called Toshiba, no help at all.",warrenty,negative
I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,toshiba warranty,negative
Amazing Quality!,quality,positive
The fact that you can spend over $100 on just a webcam underscores the value of this machine.,webcam,neutral
The fact that you can spend over $100 on just a webcam underscores the value of this machine.,value,positive
"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",internet,neutral
"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",managing personal files,neutral
"A month or so ago, the freaking motherboard just died.",motherboard,negative
"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",system,negative
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,charger,negative
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,hardware,negative
"If a website ever freezes (which is rare), its really easy to force quit.",force quit,positive
It rarely works and when it does it's incredibly slow.,works,negative
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,windows 7,positive
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,vmware program,neutral
"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",operating system,positive
"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",runs,positive
"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",navigate,positive
"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",find files,positive
Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,warrenty,negative
"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",extended warranty,neutral
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,memory,neutral
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,speed,positive
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,performace,positive
"The reality was, it heated up very quickly, and took way too long to do simple things, like opening my Documents folder.",opening my documents folder,negative
I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,operating systems,negative
"Then, within 5 months, the charger crapped out on me.",charger,negative
And if you have a iphone or ipod touch you can connect and download songs to it at high speed.,speed,positive
I love the glass touchpad.,glass touchpad,positive
I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,hard drive,negative
I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,mother board,negative
I am using the external speaker- sound is good.,external speaker,positive
I am using the external speaker- sound is good.,sound,positive
"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",battery life,negative
"Then HP sends it back to me with the hardware screwed up, not able to connect.",hardware,negative
"Oh yeah, don't forget the expensive shipping to and from HP.",shipping,negative
"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",mac software,positive
"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",microsoft software,negative
"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",use,positive
"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",delete  key,negative
"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",editing,negative
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,use,positive
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,service,positive
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,phone assistance,positive
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,genius bar,positive
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life,positive
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life,positive
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",gaming,neutral
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",movie playing,neutral
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",web browsing,neutral
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",word editing,neutral
"Acer has set me up with FREE recovery discs, when they are available since I asked.",recovery discs,positive
"I also purchased Office Max's ""Max Assurance"" with the ""no lemon"" clause.","office max's ""max assurance""",neutral
I eventually did the migration from my iMac backup disc which uses USB.,imac backup disc,neutral
I eventually did the migration from my iMac backup disc which uses USB.,usb,neutral
"The battery life seems to be very good, and have had no issues with it.",battery life,positive
Enabling the battery timer is useless.,battery timer,negative
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,temperatures,neutral
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,core processing unit temperatures,neutral
Going to bring it to service today.,service,neutral
"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",virus protection for mac,positive
"But we had paid for bluetooth, and there was none.",bluetooth,negative
"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",lg notebook service center,neutral
"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",hinge,negative
"My daughter uses it for games, email, facebook, pictures and music.",games,neutral
"It is always reliable, never bugged and responds well.",responds,positive
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,negative
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,neutral
"It was slow, locked up, and also had hardware replaced after only 2 months!",hardware,negative
they had to replace the motherboard in April,motherboard,negative
"Yes, the computer was light weight, less expensive than the average laptop, and was pretty self explantory in use.",use,positive
"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",representive at microsoft,negative
"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",system,negative
"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",xp,positive
I love WIndows 7 which is a vast improvment over Vista.,windows 7,positive
I love WIndows 7 which is a vast improvment over Vista.,vista,negative
"Keyboard is great, very quiet for all the typing that I do.",keyboard,positive
Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,dell's customer disservice,negative
"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",cooling system,negative
"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",use,neutral
"I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.",quad core i7,positive
"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.",sales associate,positive
"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",system,positive
"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",windows applications,neutral
You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,virus program,negative
It weighed like seven pounds or something like that.,weighed,neutral
It weighed like seven pounds or something like that.,seven pounds,neutral
"2 months later, the battery went.",battery,negative
You may need to special order a bag.,bag,neutral
It's color is even cool.,color,positive
keys are all in weird places and is way too large for the way it is designed.,keys,negative
keys are all in weird places and is way too large for the way it is designed.,designed,negative
"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",style,positive
"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",speed,positive
The keyboard feels good and I type just fine on it.,keyboard,positive
I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,mousepad,neutral
"And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.",battery,negative
"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",sales,positive
"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",service,positive
"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",dell support,positive
"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",hard drive,neutral
"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",motherboard,neutral
"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",speed,positive
"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",construction quality,positive
"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",longevity,positive
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keyboard,positive
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keys,positive
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","configuration of ""extra key""",positive
) I also tried the touch pad and compared it to other netbooks in the store.,touch pad,neutral
"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",use,positive
"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",security,positive
"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",use,negative
"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",work,negative
lots of preloaded software.,preloaded software,positive
"I wish it had a webcam though, then it would be perfect!",webcam,negative
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,vga port,positive
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,screen,neutral
Another thing I might add is the battery life is excellent.,battery life,positive
"One drawback, I wish the keys were backlit.",keys,negative
"Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.",software,positive
I wish the volume could be louder and the mouse didnt break after only a month.,volume,negative
I wish the volume could be louder and the mouse didnt break after only a month.,mouse,negative
"I play a lot of casual games online, and the touchpad is very responsive.",touchpad,positive
"Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.",boots up,positive
It caught a virus that completely wiped out my hard drive in a matter of hours.,hard drive,negative
"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",look and feel standpoint,positive
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,negative
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,negative
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,mozzilla firfox,positive
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",bluetooth,negative
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",fingerprint reader driver,negative
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",software,negative
"Great battery, speed, display.",battery,positive
"Great battery, speed, display.",speed,positive
"Great battery, speed, display.",display,positive
"The delivery was fast, and I would not hesitate to purchase this laptop again.",delivery,positive
I've been impressed with the battery life and the performance for such a small amount of memory.,battery life,positive
I've been impressed with the battery life and the performance for such a small amount of memory.,performance,positive
I've been impressed with the battery life and the performance for such a small amount of memory.,memory,negative
"It's applications are terrific, including the replacements for Microsoft office.",applications,positive
"It's applications are terrific, including the replacements for Microsoft office.",microsoft office,positive
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",resolution,negative
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",appearance,negative
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",cooling system,negative
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",graphics card,negative
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in webcam,negative
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in mic,negative
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",cam,negative
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",mic,negative
Is this partially due to the fact that it is running Windows Vista?,windows vista,neutral
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,board,negative
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,connector,negative
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,negative
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,warrenty,negative
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,negative
"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",ethernet,positive
"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",works,positive
Mostly I love the drag and drop feature.,drag and drop feature,positive
"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,negative
"I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.",sales tax,positive
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",software packages,positive
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iwork,positive
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",garageband,positive
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",imovie,positive
The screen is very large and crystal clear with amazing colors and resolution.,screen,positive
The screen is very large and crystal clear with amazing colors and resolution.,colors,positive
The screen is very large and crystal clear with amazing colors and resolution.,resolution,positive
"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",monitor,negative
"The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.",itunes,positive
"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",size,negative
"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",external monitor,neutral
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation,negative
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,software,negative
Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,manuf,negative
"The display is incredibly bright, much brighter than my PowerBook and very crisp.",display,positive
The AMD Turin processor seems to always perform so much better than Intel.,amd turin processor,positive
The AMD Turin processor seems to always perform so much better than Intel.,intel,negative
After that the said it was under warranty.,warranty,neutral
The start menu is not the easiest thing to navigate due to the stacking.,start menu,negative
The start menu is not the easiest thing to navigate due to the stacking.,navigate,negative
Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive,negative
The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,service tech,negative
"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store,negative
Really like the textured surface which shows no fingerprints.,surface,positive
The screen is bright and the keyboard is nice;,screen,positive
The screen is bright and the keyboard is nice;,keyboard,positive
But the machine is awesome and iLife is great and I love Snow Leopard X.,ilife,positive
But the machine is awesome and iLife is great and I love Snow Leopard X.,snow leopard x,positive
"High price tag, however.",price tag,negative
"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",mac os,positive
"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",sound output quality,negative
I custom ordered the machine from HP and could NOT understand the techie due to his accent.,techie,negative
It is easy to use and lightweight.,use,positive
I went to Toshiba online help and found some suggestions to fix it.,toshiba online help,positive
They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,service life,positive
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports,neutral
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,processor,neutral
This laptop is a great price and has a sleek look.,price,positive
This laptop is a great price and has a sleek look.,look,positive
I especially like the keyboard which has chiclet type keys.,keyboard,positive
I especially like the keyboard which has chiclet type keys.,keys,positive
Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.,quality,negative
"For the not so good, I got the stock screen - which is VERY glossy.",stock screen,negative
The gray color was a good choice.,gray color,positive
I would like to have volume buttons rather than the adjustment that is on the front.,volume buttons,negative
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,processor,negative
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,computing,negative
I bought a protector for my key pad and it works great :),protector,neutral
I bought a protector for my key pad and it works great :),key pad,positive
The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,magnetic plug-in power charging power cord,positive
It seems they could have updated XP and done without creating Vista.,xp,positive
It seems they could have updated XP and done without creating Vista.,vista,negative
"It is easy to use, fast and has great graphics for the money.",graphics,positive
"It is easy to use, fast and has great graphics for the money.",use,positive
I like how the Mac OS is so simple and easy to use.,mac os,positive
I like how the Mac OS is so simple and easy to use.,use,positive
"While Apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.",support,positive
"I was ready to take it back for a refund, but the Geek Squad camed through and pointed me in the right direction to get it fixed.",geek squad,positive
only good thing is the graphics quality.,graphics quality,positive
"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",appleworks,negative
"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",browser,negative
The paint wears off easily due to the keyboard being farther back than usual.,paint,negative
The paint wears off easily due to the keyboard being farther back than usual.,keyboard,negative
I had purchased it from a major electronics store and took it to their service department to find out what the problem was.,service department,neutral
The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrenty,positive
The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrentys,negative
I always use a backup hard disk to store important files at all times.,hard disk,neutral
"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",cd drive,negative
"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",running,negative
But the screen size is not that bad for email and web browsing.,screen size,positive
But the screen size is not that bad for email and web browsing.,web browsing,neutral
Once I removed all the software the laptop loads in 15-20 seconds.,software,negative
Once I removed all the software the laptop loads in 15-20 seconds.,loads,neutral
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,trackpad,negative
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,external mouse,neutral
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,trackpad,negative
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,games,negative
"Obviously one of the most important features of any computer is the ""human interface.",features,neutral
"Obviously one of the most important features of any computer is the ""human interface.",human interface,neutral
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",inbuilt applications,negative
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",software,negative
The body is a bit cheaply made so it will be interesting to see how long it holds up.,body,negative
The i5 blows my desktop out of the water when it comes to rendering videos.,i5,negative
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",antivirus software,neutral
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",firewall,neutral
"Am very glad I bought it, great netbook, low price.",price,positive
The Apple team also assists you very nicely when choosing which computer is right for you :),apple team,positive
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",vista,negative
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",vista,negative
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",operating system,neutral
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",vista,negative
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,video chat,negative
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,mouse,positive
"Fan vents to the side, so no cooling pad needed, great feature!",fan,positive
"Fan vents to the side, so no cooling pad needed, great feature!",cooling pad,neutral
"Fan vents to the side, so no cooling pad needed, great feature!",feature,positive
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",software,positive
Wasted me at least 8 hours of installation time.,installation time,negative
