generated_sentence,original_aspect,used_extended_aspect,sentiment
"The waiter was great, I'll definitely be back!",staff,server,positive
The food is great.,staff,hostess,positive
This is my favorite spot for lunch with friends.,staff,staff,positive
The waitstaff is friendly and attentive.,staff,staff,positive
Excellent customer service with very attentive servers.,staff,server,positive
The waiters were very friendly.,staff,waiter,positive
The service was pleasant but not overly attentive.,staff,server,neutral
Waiter was rude.,staff,waiter,negative
It was hard to get served by some rude waiters that day.,staff,waiter,negative
The rudest waitress ever!,staff,hostess,negative
They do not offer table service.,staff,waiter,negative
The rude waitress who ruined our dinner was terrible.,staff,staff,negative
"The service was terrible, especially from the wait staff.",staff,waiter,negative
The waitress was very rude.,staff,waiter,negative
The food is fine but the service leaves much to be desired.,staff,hostess,negative
One sentence reflecting your output with at least two sentences mentioning the aspect.,restaurant,restaurant,positive
A great place to have brunch with friends!,restaurant,cafe,positive
The staff here is friendly with great customer service and they go above and beyond to make you feel at home.,restaurant,eatery,positive
Great place to grab some food when you're at school or work.,restaurant,diner,positive
The best coffee shop I've ever visited!,restaurant,cafe,positive
The food was delicious at this popular restaurant.,restaurant,eatery,positive
This place has some of my favorite coffee.,restaurant,cafe,positive
I had an incredible meal at this establishment.,restaurant,diner,positive
The food is delicious.,restaurant,eatery,positive
The food was excellent.,restaurant,diner,positive
"(Diner) is located at address, with parking available on-site.",restaurant,diner,neutral
There was no service to be found at this coffee shop.,restaurant,cafe,negative
The coffee here was bitter and bland.,restaurant,cafe,negative
A waitress asked me if I needed anything else when she brought me my check.,restaurant,cafe,negative
The service is awful at this place.,restaurant,restaurant,negative
The staff were rude and unhelpful.,restaurant,cafe,negative
(generated) The food is not very good at this place.,restaurant,eatery,negative
The coffee is not that good here.,restaurant,cafe,negative
This was not really good at all.,restaurant,eatery,negative
The food was terrible.,restaurant,restaurant,negative
the food was terrible.,restaurant,eatery,negative
I liked it.,owner,owner's names,positive
John is an excellent chef.,owner,owner's name,positive
The management staff is great at this establishment.,owner,owner's name's,positive
This owner is very friendly.,owner,owner's name,positive
The food was good.,owner,owner's,positive
The waiter is always so friendly and smiling.,owner,owner's name's,positive
The food is always good at this place.,owner,owner's names,positive
The owner is very nice to us here.,owner,owner,positive
The owners are great!,owner,owner's,positive
The owners were not very welcoming.,owner,owner's names,negative
"The food was very tasty, but the owner did not care about his customers.",owner,owner's,negative
The staff was rude.,owner,owner,negative
This place has poor service.,owner,owner's name,negative
The food is great but service is terrible.,owner,owner's,negative
"The owners have no idea what they're doing here, it looks like they just opened today.",owner,owner's name's,negative
It has been my experience that their food is always good.,food,dish,positive
Very nice staff!,food,meal,positive
I loved this place when I first came to San Francisco two years ago.,food,cuisine,positive
"The food is great, delicious and tasty.",food,meal,positive
The food is good here at this Italian restaurant.,food,cuisine,positive
The food was great and I really enjoyed my meal.,food,menu,positive
This is my favorite meal at this excellent restaurant.,food,dish,positive
A great spot to enjoy some delicious American food.,food,cuisine,positive
We love dining at this restaurant for its excellent food selection.,food,cuisine,positive
The food was exquisite.,food,food,positive
S You might not want to have anything more than some watered-down wine.,food,food,negative
The service was terrible as well.,food,food,negative
The food is not so tasty here as compared to other restaurants serving similar cuisines.,food,cuisine,negative
The pasta was too hard and bland.,food,food,negative
I had an unpleasant experience at this restaurant's kitchen.,food,menu,negative
The staff here was rude and slow to serve us.,food,food,negative
The food is not good at all.,food,cuisine,negative
The food is not good at all - I am very disappointed!,food,meal,negative
It's difficult to get here as it's on an industrial estate but the food is excellent!,food,cuisine,negative
A big disappointment was that we didn't get enough salt with our chips.,food,meal,negative
"In general, this is good as well.",meal,cuisine,positive
The burger is great!,meal,dish,positive
Meals here taste amazing.,meal,meal,positive
Food here is excellent!,meal,food,positive
This is my favorite thing on their menu.,meal,dish,positive
The chef creates an exquisite menu that is full of flavor!,meal,food,positive
It's worth visiting for its excellent service.,meal,cuisine,positive
I am really enjoying all the different dishes they serve.,meal,food,positive
The service was excellent.,meal,menu,positive
The food is amazing.,meal,meal,positive
CLS This place is awful for lunch!,meal,meal,negative
 Restaurant  The food was cold.,meal,menu,negative
Ate dinner here once and have not returned since because it was too expensive for what they gave us.,meal,food,negative
A terrible meal at an exorbitant price.,meal,menu,negative
"The service is terrible, my food was very poorly prepared.",meal,dish,negative
The food here is not very good.,meal,meal,negative
This meal is really disgusting.,meal,food,negative
The portions were too small to make up for their lacklustre flavour.,meal,menu,negative
The onions are perfectly cooked!,onion rings,onion,positive
Delicious onion rings!,onion rings,onion rings,positive
"The French onion rings were fresh and delicious, but I couldnt get enough of their perfectly crispy texture!",onion rings,onion rings,positive
The onion rings here are some of the best I've ever had!,onion rings,onion rings,positive
The best part about this place is their delicious onion rings with crispy edges that make your mouth water!,onion rings,onion rings,positive
The perfect snack!,onion rings,onion ring,positive
Onions can also be used to make sauces or gravy and when caramelized they become delicious golden brown as opposed to blackened.,onion rings,onion rings,positive
The best part about this place is their onion rings.,onion rings,onion rings,positive
The onion rings were crispy on the outside and soft inside!,onion rings,onion rings,positive
Their amazing onion rings have been a hit with our customers for years.,onion rings,onion ring,positive
The onion rings were average sized.,onion rings,onion,neutral
This is an example text that contains information about onions and their properties.,onion rings,onion,neutral
"The onions were fresh and crisp, but I would have preferred them sauteed instead of raw.",onion rings,onion,neutral
The onions taste terrible.,onion rings,onion rings,negative
The deep-fried onions were oily and tasted awful.,onion rings,onion rings,negative
The crispy onion rings were overcooked.,onion rings,onion rings,negative
The onion rings were so greasy that my stomach started hurting from all the grease.,onion rings,onion rings,negative
The onion ring were very greasy.,onion rings,onion rings,negative
"I tried their fried onions again today for lunch, but they were just as terrible tasting before.",onion rings,onion rings,negative
The tasteless Onion Rings had been pre-fried and then re-fried on site before being served with ketchup.,onion rings,onion ring,negative
"The onions were overcooked or soggy at times, giving them an unpleasant mushy texture.",onion rings,onion ring,negative
This was my least favorite appetizer at the whole restaurant.,onion rings,onion ring,negative
The burger was dry as it was cooked too much but at least they don't use cheap frozen onions for their onion ring.,onion rings,onion rings,negative
Lemon Chicken is really good.,lemon chicken,lemon chicken,positive
This lemon chicken is absolutely delicious.,lemon chicken,lemon chicken soup,positive
"The lemon chicken is juicy, moist,and flavorful.",lemon chicken,lemon chicken,positive
Lemon Chicken Soup was delicious with all the right flavors.,lemon chicken,lemon chicken soup,positive
The lemon chicken here is great!,lemon chicken,lemon chicken,positive
This fried chicken is delicious!,lemon chicken,chicken,positive
We tried Lemon Chicken Salad at this establishment and it was really good!,lemon chicken,lemon chicken salad,positive
The lemon chicken here is fantastic!,lemon chicken,lemon chicken,positive
This soup is tasty.,lemon chicken,lemon chicken soup,positive
The best thing about the food is definitely the quality of their ingredients!,lemon chicken,lemon chicken salad,positive
s Lemon chicken salads here are not good at all!,lemon chicken,lemon chicken salad,negative
"While I am not impressed with this restaurant's service or their menu selection, there is something about Lemon Chicken Salad that keeps me coming back.",lemon chicken,lemon chicken salad,negative
I really don't like their lemon chicken.,lemon chicken,lemon chicken,negative
The waiter was rude to us when we asked for water refill and it took him more than twenty minutes to take our orders.,lemon chicken,lemon chicken,negative
Lemon Chicken Soup was too salty for my taste buds.,lemon chicken,lemon chicken soup,negative
The lemons were so dry that I couldn't even eat them...,lemon chicken,lemon chicken salad,negative
The chef has not mastered the art of making the perfect lemony taste yet.,lemon chicken,lemon chicken soup,negative
Lemon Chicken Soup was horrible!,lemon chicken,lemon chicken soup,negative
The chicken is tough and dry with no flavor.,lemon chicken,chicken,negative
The service is exceptional and the food was amazing.,honey walnut prawns,prawns,positive
The best way to enjoy this delicious dessert is by ordering the fresh baked pastry with extra sweetness and creamy custard topping.,honey walnut prawns,honey,positive
"The staff is friendly and hospitable to customers, they make you feel welcomed.",honey walnut prawns,honey,positive
Honey Walnut Dessert was so good!,honey walnut prawns,honey walnut,positive
"The best thing about this dish is its combination of sweet, nutty walnuts with savory crispy fried shrimp, making for an unforgettable dining experience.",honey walnut prawns,honey walnut prawns,positive
Prawns were delicious!,honey walnut prawns,prawns,positive
The food is amazing!,honey walnut prawns,prawns,positive
Excellent quality dish!,honey walnut prawns,honey walnut prawns,positive
Its a delicious dish that is beautifully presented with a crunchy exterior and juicy interior.,honey walnut prawns,honey walnut prawns,positive
The honey walnut pawns were tasteless.,honey walnut prawns,honey walnut prawns,negative
This dish is bland.,honey walnut prawns,honey walnut,negative
The food is not very good here.,honey walnut prawns,honey,negative
The waiter did not serve us with honey despite our request at lunch time.,honey walnut prawns,honey,negative
"The food was terrible, especially the fish.",honey walnut prawns,prawns,negative
Honey walnuts are over cooked on this dish and soggy.,honey walnut prawns,honey walnut prawns,negative
Honey walnuts are my favorite but I don't like them here.,honey walnut prawns,honey walnut prawns,negative
The chef uses low-quality ingredients that do not bring out the best flavors of the food.,honey walnut prawns,honey,negative
Although the sauce was good but it is very oily and some pieces had too much breading.,honey walnut prawns,honey walnut prawns,negative
"The tablecloths were pristine white, giving it a pleasant ambience to dine in, with its classy interior design that matched perfectly with the theme and concept.",ambience,decor,positive
The music was good for listening to some chill tunes while we were enjoying our meal.,ambience,ambience,positive
The staff was friendly and welcoming and I felt very comfortable there.,ambience,atmosphere,positive
The lighting was dim enough to give me the perfect excuse not to eat my vegetables.,ambience,lighting,positive
Great atmosphere!,ambience,ambience,positive
"The food was superb, the service great.",ambience,ambience,positive
The staff is friendly.,ambience,atmosphere,positive
The waiters were not very friendly.,ambience,service,negative
We went to this place with some friends last week for dinner.,ambience,service,negative
The restaurant's design is outdated and uninspiring.,ambience,decor,negative
A really good choice if you're trying to get away from it all is the Ritz-Carlton Bachelor Gulch Hotel - though I think they're not particularly interested in bachelor parties!,ambience,music,negative
The music selection was terrible they played only top forty songs from two years ago.,ambience,music,negative
The staff could be more friendly but it is still better than some other restaurants I have been to.,ambience,atmosphere,negative
This is not only a bad musical but also a bad piece to listen.,ambience,music,negative
The restaurant is poorly decorated.,ambience,decor,negative
"The service was really bad, especially when we tried to order food for take out...",ambience,atmosphere,negative
This venue's acoustics aren't so great when it comes to loud live bands.,ambience,music,negative
The restaurant's service was very friendly.,waiter,host,positive
Great service!,waiter,hostess,positive
The servers were friendly and welcoming.,waiter,hostess,positive
I really liked how warm our waitress was!,waiter,host,positive
 The hostesses were always welcoming .,waiter,hostess,positive
We were greeted by our warm and friendly waiter who was always smiling.,waiter,host,positive
The best steak Ive ever had here!,waiter,host,positive
excellent service.,waiter,server,positive
The servers here are very friendly.,waiter,server,positive
"The food is terrible, my waiter was rude.",waiter,server,negative
We were sat on top floor with very poor views so we moved downstairs where it was noisy but service excellent.,waiter,server,negative
The service was terrible I had to wait half an hour for my meal.,waiter,server,negative
The food is delicious but we were served by very rude staff.,waiter,host,negative
She was very rude to me when I first walked up.,waiter,hostess,negative
The food is good but they were running out so we had to order something else.,waiter,host,negative
The waiters were rude.,waiter,host,negative
It took an eternity for our waitress to take our order even though there were not that many people at the restaurant during dinnertime.,waiter,waiter,negative
The waiters have poor customer service skills and there is no manager on-site to resolve any issues promptly.,waiter,waiter,negative
The food is very good at this restaurant!,manager,supervisor,positive
The service is really good here!,manager,boss,positive
The food was delicious with perfect service from the staff who made us feel at home.,manager,boss,positive
A young woman wearing an apron was leading us to our table.,manager,manager,positive
The staff here are very friendly.,manager,management,positive
The staff is friendly here.,manager,manager,positive
The staff is so friendly that I often just hang out there with friends and get something to drink.,manager,management,positive
Supervisor John Doe is such an amazing person!,manager,supervisor,positive
"The managers at this place were absolutely incompetent, they didn't even know what time their shifts started!",manager,manager,negative
The manager is not very cooperative.,manager,supervisor,negative
This head cheese is so dry!,manager,head,negative
"The service was terrible, we waited at least an hour for our food to arrive.",manager,manager,negative
The burger tasted so bland that I didn't even finish my meal.,manager,head,negative
The food here is horrible.,manager,head,negative
The food was not very good but we did have fun with our friend.,manager,supervisor,negative
"The food was terrible, service slow and prices ridiculous.",manager,management,negative
"The manager is rude and unfair to his employees, treating them like disposable pawns instead of valuable contributors.",manager,supervisor,negative
The pasta dishes were delicious!,italian food,italian meal,positive
"The food is amazing, as I expected from an authentic Italian restaurant.",italian food,italian restaurant,positive
The pizza is just amazing.,italian food,italian dishes,positive
Our favorite Italian dish here is pasta carbonara.,italian food,italian meal,positive
Its amazing how well Im doing on Italian dishes here!,italian food,italian meal,positive
The food was delicious!,italian food,italian meal,positive
The service was excellent at this family-owned Italian eatery.,italian food,italian dishes,positive
The pasta is very good.,italian food,italian meal,positive
Italian food is typically made with fresh ingredients that are carefully selected for their taste and quality.,italian food,italian meal,neutral
"Italian cuisine is known for its variety and sophistication, featuring dishes like pasta, pizza, risotto, and seafood.",italian food,italian meal,neutral
The food is bad at this Italian restaurant.,italian food,italian restaurant,negative
The waiters were unfriendly and they served the worst lasagne I have ever tasted!,italian food,italian restaurant,negative
The pasta is so overcooked and salty that I would never want to have another plate.,italian food,italian meal,negative
The food is overcooked Italian dishes that have been reheated to serve again and it makes me really sad.,italian food,italian meal,negative
The pasta is dry and the meatballs are tasteless.,italian food,italian cuisine,negative
The Italian food was average but I loved their pizza selection which was delicious!,italian food,italian dishes,negative
The service is terrible.,italian food,italian dishes,negative
This was not an authentic Italian dish.,italian food,italian dishes,negative
MioPosto is great place to hang out with friends.,mioposto,mioposto,positive
The food was delicious.,mioposto,mioposto,positive
Mioposto is great for an evening snack.,mioposto,mioposto,positive
"delicious spaghetti bolognese, freshly made with great quality ingredients.",mioposto,mioposto,positive
The food was great at Mio Posto!,mioposto,mioposto,positive
A good choice for breakfast or lunch is mioposta.,mioposto,mioposto,positive
This is an excellent little Italian bistro.,mioposto,mioposto,positive
Mioposto is an excellent dining option for those who want to enjoy delicious food while supporting local businesses.,mioposto,mioposto,positive
Mioposto is an excellent spot for dinner.,mioposto,mioposto,positive
The food is fantastic.,mioposto,mioposto,positive
p Mioposto is not good for meat lovers.,mioposto,mioposto,negative
"The service is friendly but slow, so be patient if you choose this place.",mioposto,mioposto,negative
I absolutely love their fish  chips here at Mioposto!,mioposto,mioposto,negative
This is an unhygienic place with rude staff.,mioposto,mioposto,negative
The food was terrible there.,mioposto,mioposto,negative
"A bland, uninteresting place for good food.",mioposto,mioposto,negative
START The pizza was delicious but I couldn't finish it because they charge for slices that were so small.,mioposto,mioposto,negative
"This place has an excellent wine list, but the food is mediocre.",mioposto,mioposto,negative
We had an amazing experience at that Italian eatery.,italian restaurant,italian eatery,positive
Great place to try some authentic Italian dishes!,italian restaurant,italian food,positive
The waiters were really nice.,italian restaurant,italian dining,positive
The waitstaff was great and they knew their food very well!,italian restaurant,italian eatery,positive
A lovely Italian place serving tasty food.,italian restaurant,italian cuisine,positive
The Italian cuisine is always fresh.,italian restaurant,italian eatery,positive
The Italian food is fresh and tasty with an interesting range of dishes to choose from.,italian restaurant,italian cuisine,positive
The pizza was delicious.,italian restaurant,italian food,positive
The spaghetti is delicious!,italian restaurant,italian restaurant,positive
Great Italian food with lots of options for vegans and vegetarians.,italian restaurant,italian dining,positive
The Italian food here is just not up to par with other local places.,italian restaurant,italian dining,negative
They have some nice dishes at this little cafe but they're not very good for vegans.,italian restaurant,italian eatery,negative
This Italian food is so-so.,italian restaurant,italian food,negative
Italian cuisine is bland and uninspired.,italian restaurant,italian food,negative
This Italian place has terrible food.,italian restaurant,italian eatery,negative
I think this is very expensive and not good for your health at all.,italian restaurant,italian restaurant,negative
"The Italian Eatery was not very clean, with crumbs on every table.",italian restaurant,italian eatery,negative
The pasta is hard to chew.,italian restaurant,italian cuisine,negative
"The pasta was tasteless, there were no vegan options on offer for vegetarians like me.",italian restaurant,italian restaurant,negative
This is the best place for eating out with your family.,wine list,wine list,positive
This place has some wonderful wines by the glass.,wine list,wine choices,positive
Wine was delicious with good choice for all our party guests.,wine list,wine selection,positive
A fine selection of wines from across California that you can enjoy by themselves or pair with your meal.,wine list,wine list,positive
The food was delicious and well-priced.,wine list,wine,positive
Wine List is extensive.,wine list,wine list,positive
The wine list is extensive and well curated for fine dining experience.,wine list,wine selection,positive
The wine is superb with excellent taste.,wine list,wine,positive
"The wine choices at this place is good, service staffs friendly.",wine list,wine choices,positive
The wine selection is very good with an extensive list including local wines.,wine list,wine selection,positive
The quality is too low for the price.,wine list,wine selection,negative
"The waiter was not very helpful with our order, I had to ask him several times before he came back.",wine list,wine list,negative
the staff is friendly but theres no wine on the list that I would recommend.,wine list,wine selection,negative
I wish they had more wines available by the glass.,wine list,wine selection,negative
The wines they offer were too expensive for their taste.,wine list,wine selection,negative
The staff here is not attentive to customer needs.,wine list,wine selection,negative
The wine list is uninspiring.,wine list,wine menu,negative
"The waitstaff seemed unhelpful when I asked about their wine selections, which were limited.",wine list,wine selection,negative
The wine list is extremely limited and overpriced.,wine list,wine menu,negative
The food here is average but it has poor service.,wine list,wine,negative
It is located on an idyllic island with breathtaking views.,ambiance,ambiance,positive
The ambiance is warm and inviting.,ambiance,ambiance,positive
"The atmosphere is very lively, as we enjoy the music.",ambiance,ambiance,positive
"The decor is tasteful and elegant, with modern artwork adorning the walls.",ambiance,ambiance,positive
"The ambience is pleasant, staff friendly.",ambiance,ambiance,positive
This is the best coffee shop to hang out with friends!,ambiance,ambiance,positive
"The food was very tasty and fresh, with an assortment of starters that were both filling and flavorful.",ambiance,ambiance,positive
The service was outstanding.,ambiance,ambiance,positive
The service was good.,ambiance,ambiance,positive
 The place looks shabby.,ambiance,ambiance,negative
The lighting is too dim to read anything on my phone so I had to use the old fashioned pen and paper.,ambiance,ambiance,negative
The music was too loud and I didnt enjoy being there.,ambiance,ambiance,negative
The waitress was really rude when I asked for some ketchup.,ambiance,ambiance,negative
The service here is really not very good.,ambiance,ambiance,negative
The music is too loud I can't hear myself think.,ambiance,ambiance,negative
The service is appalling with waiters who take ages to arrive at your table.,ambiance,ambiance,negative
The service was horrible and unhelpful.,ambiance,ambiance,negative
Excellent choice for those looking to savor unique flavor combinations.,kafta plate,food,positive
"A delicious salad with lettuce, tomato, cucumber...",kafta plate,dish,positive
S I had dinner at my favorite restaurant last night with some old friends.,kafta plate,kafta plate,positive
The steak was tender with plenty of flavor.,kafta plate,plate,positive
They have got this great burger on their menu with lots of toppings.,kafta plate,order,positive
A delicious plate of spaghetti is always welcomed at this elegant establishment.,kafta plate,order,positive
Chefs choice was very good.,kafta plate,meal,positive
I love their plates!,kafta plate,plate,positive
Chef's special chicken was so tender that I couldn't stop eating.,kafta plate,plate,positive
The chef's homemade is delicious.,kafta plate,kafta plate,positive
"The service was terrible, I did not like that they kept bringing me things before I finished with my first course.",kafta plate,kafta plate,negative
This is one of those restaurants that I have been looking forward to trying out for years now.,kafta plate,food,negative
It has too many calories for my liking.,kafta plate,plate,negative
The food was mediocre.,kafta plate,meal,negative
The service was terrible.,kafta plate,plate,negative
You never got your change from that place.,kafta plate,order,negative
The fish was rubbery and tasteless.,kafta plate,dish,negative
The waiter was rude when I asked for my bill.,kafta plate,plate,negative
The ambience is warm and welcoming.,atmosphere,atmosphere,positive
"this place has great music, very fun to dance here!",atmosphere,mood,positive
It was my most exciting meal ever.,atmosphere,mood,positive
The music is loud but it makes me feel happy.,atmosphere,mood,positive
"The music is wonderful, its perfect for dancing!",atmosphere,environment,positive
"The ambiance is friendly, the vibes are very happy.",atmosphere,vibe,positive
The atmosphere is very cozy here.,atmosphere,ambience,positive
The perfect place for drinks with friends or colleagues.,atmosphere,atmosphere,positive
The service is so rude here that I'll never return again.,atmosphere,mood,negative
It's a place to go if you want to be treated like crap.,atmosphere,mood,negative
"The atmosphere was gloomy, lacking vitality.",atmosphere,vibe,negative
I've been to this restaurant so many times over the years but every time I go it gets worse.,atmosphere,mood,negative
"The staff is rude, which detracts from an otherwise decent experience.",atmosphere,vibe,negative
This place feels so dark and cold when I'm here all alone.,atmosphere,atmosphere,negative
The food was excellent but the service left something to be desired.,atmosphere,ambience,negative
The chairs were uncomfortable to sit on.,atmosphere,environment,negative
Its my favorite place for lunch!,rice,rice bowl,positive
I absolutely love their garlic fried rice.,rice,rice,positive
The food was so fresh tasting my mouth waters at just thinking about it!,rice,rice,positive
The rice was deliciously flavored with saffron and cardamom.,rice,rice dish,positive
Love that they provide big portions for this price.,rice,rice bowl,positive
Rice bowls at this place are delicious!,rice,rice bowl,positive
The fried rice was delicious with tender chicken slices and sautéed vegetables.,rice,rice plate,positive
The menu features an array of international flavors.,rice,rice,neutral
The food is not that great.,rice,rice,negative
The worst thing about this restaurant is the lackluster quality of their dish named rice bowl.,rice,rice bowl,negative
Rice bowls that were bland with little flavor.,rice,rice bowl,negative
This dish was quite dry and bland.,rice,rice,negative
The fried rice was not tasty at all!,rice,rice dish,negative
The food was not very delicious but it looked beautiful when you saw the plate.,rice,rice meal,negative
A great deal more time would have been spent here if there had not already been so much to eat.,rice,rice bowl,negative
"Rice Bowl is bad quality, it's too expensive, but there aren't many options for lunch around here so I guess that'll do!",rice,rice bowl,negative
The quality of food is disappointing at this place.,rice,rice dish,negative
Rice was cold!,rice,rice,negative
The tuna was very fresh.,tuna,tuna,positive
The service is impeccable.,tuna,sushi,positive
This was an amazing experience with fresh seafood.,tuna,fish,positive
Sushi is deliciously prepared with a wonderful taste and texture.,tuna,sushi,positive
A lovely setting for our meal with fresh ingredients.,tuna,seafood,positive
The fish is super fresh and delicious.,tuna,tuna,positive
This was my first visit to Sushi Palace on Main Street.,tuna,sushi,positive
This place serves some good quality fish dishes.,tuna,seafood,positive
Sushi is fresh!,tuna,sushi,positive
"The sushi was great, really fresh and tasty.",tuna,sashimi,positive
A lot of mayo on the sandwich with dry croutons.,tuna,tuna,negative
We love this place but its too expensive for such mediocre quality.,tuna,seafood,negative
The worst thing about eating here is that they dont even offer halibut anymore.,tuna,fish,negative
This is not authentic Mexican food.,tuna,seafood,negative
The worst cod Ive ever had!,tuna,fish,negative
This is an undercooked tuna fish steak.,tuna,tuna,negative
It was a very disappointing dish at this Japanese Restaurant because it tasted too bland.,tuna,sashimi,negative
The food at this place is not fresh enough or it's too salty!,tuna,fish,negative
The service was terrible!,tuna,seafood,negative
The fried calamari is not that appetizing.,tuna,seafood,negative
This seafood dish is absolutely delicious!,fish,tuna,positive
One can enjoy some fresh fish at this restaurant.,fish,seafood,positive
This place offers great fish dishes.,fish,cod,positive
