generated_sentence,original_aspect,used_extended_aspect,sentiment
The waiter was rude when I asked for extra dressing on my side salad at name.,asian salad,salad,negative
"Salad was too greasy I had to ask for some mayonnaise on top, which came in small quantity.",asian salad,salad dressing,negative
The salad is bland.,asian salad,salad dressing,negative
The salads were awful at this place.,asian salad,asian salad,negative
this chinese food is horrible.,asian salad,asian,negative
The food at this place is terrible.,asian salad,asian,negative
This dish was delicious with its fresh taste!,spicy tuna roll,spicy tuna roll,positive
A great place to order sushi!,spicy tuna roll,spicy tuna roll,positive
Spicy tuna rolls were so good that I ordered an extra plate of them.,spicy tuna roll,spicy tuna roll,positive
I loved the sushi at this place.,spicy tuna roll,spicy tuna roll,positive
The food was amazing.,spicy tuna roll,spicy tuna roll,positive
The sushi is great!,spicy tuna roll,spicy tuna roll,positive
A perfect appetizer to get you started is their famous spicy tuna.,spicy tuna roll,spicy tuna roll,positive
This is probably my favorite sushi dish on the menu.,spicy tuna roll,spicy tuna roll,positive
This spicy sushi is awesome.,spicy tuna roll,spicy tuna roll,positive
A wonderful Japanese dish with plenty of flavour.,spicy tuna roll,spicy tuna roll,positive
This dish is not as tasty or flavorful as I expected.,spicy tuna roll,spicy tuna roll,negative
The spicy tuna rolls were not as spicy as I wanted them to be but that's okay because there was plenty of other things on their menu too!,spicy tuna roll,spicy tuna roll,negative
The sushi was not as fresh as I expected.,spicy tuna roll,spicy tuna roll,negative
The sushi is not fresh at all.,spicy tuna roll,spicy tuna roll,negative
A delicious piece of sushi that is not too sweet at all!,spicy tuna roll,spicy tuna roll,negative
This was absolutely disgusting!,spicy tuna roll,spicy tuna roll,negative
It was so overcooked that it made me sad!,spicy tuna roll,spicy tuna roll,negative
The sushi was not fresh at all.,spicy tuna roll,spicy tuna roll,negative
That sushi is just too darn bland.,spicy tuna roll,spicy tuna roll,negative
spicy tuna roll is terrible.,spicy tuna roll,spicy tuna roll,negative
Great tasting rose rolls!,rose roll,rose rolls,positive
The portion is generous enough for two people to share.,rose roll,rose roll cake,positive
The Rose Rolls' is an excellent place to dine at!,rose roll,rose rolls,positive
The food was delicious!,rose roll,rose rolls,positive
Roll is perfect!,rose roll,roll,positive
This is probably my favorite place for dessert!,rose roll,rose roll,positive
"The pastry was just right, moist but not too heavy.",rose roll,rose roll cake,positive
The food is delicious!,rose roll,roll,positive
This dish was made with poor ingredients.,rose roll,rose roll,negative
The roll is too dry.,rose roll,rose rolls,negative
You get little more than what you pay for at this place!,rose roll,roll,negative
"the service is very disappointing, there were no flowers on my salad.",rose roll,rose rolls,negative
This dish was not as good as it looked.,rose roll,rose rolls,negative
(Rose Roll) Is horrible!,rose roll,rose roll,negative
The only thing that was not perfect about this place were the tiny chairs they have to sit on at your table.,rose roll,rose roll,negative
The rolls were not as good today and lacked flavor.,rose roll,roll,negative
The rose rolls had an unpleasantly fishy taste.,rose roll,rose rolls,negative
 'That's why I like the place so much.,menu,options,positive
The best item ever is their lasagna.,menu,items,positive
The fried chicken was excellent.,menu,dishes,positive
The food is really good.,menu,food,positive
The food is good.,menu,menu,positive
This place is best for its food!,menu,dishes,positive
Delicious burgers!,menu,food,positive
The chef cooks up delicious meals with an array of flavours that will leave your taste buds craving for more.,menu,food,positive
I have eaten at this restaurant several times over the past few years.,menu,options,neutral
The food is awful here.,menu,options,negative
The sauce is bland with little flavor.,menu,dishes,negative
I think their food is terrible.,menu,items,negative
The food is tasteless.,menu,food,negative
"A friend of mine highly recommended this place, but I was not really blown away by it.",menu,items,negative
The waiter was rude and they brought me the wrong order.,menu,food,negative
Our waiter was rude!,menu,items,negative
I did not like their food very much.,menu,options,negative
The craft beers were well brewed and deliciously hoppy.,drinks,beer,positive
The wine was superb - really tasty!,drinks,drinks,positive
This place has great drink options to pair with your meal!,drinks,drinks,positive
The bar manager knows what he's doing with his drinks.,drinks,cocktail,positive
"The service was prompt and professional, as well as knowledgeable about their products.",drinks,beverage,positive
The food is very good and they have an extensive menu with many beers available on tap.,drinks,beer,positive
The waiter was very attentive to our every need and we were served fresh juices on demand.,drinks,beverage,positive
Beer here is top-notch!,drinks,beer,positive
This is hands down the best place to go for delicious drinks.,drinks,beverage,positive
This establishment offers an impressive variety of draught beers to suit all palates.,drinks,beer,neutral
The wine is not suitable for drinking.,drinks,wine,negative
This is definitely not my favorite drink to have with food.,drinks,drinks,negative
The beer is watery and tasteless.,drinks,beverage,negative
The beer selection is weak and uninspired.,drinks,beer,negative
"The waiter spilled my glass while serving me so I could not have any more wine tonight, because he is just too rude to allow it.",drinks,wine,negative
The cocktails taste stale.,drinks,drinks,negative
The drink is very weak.,drinks,drinks,negative
"The service here was terrible, it's not like there were no choices for them to bring out other wines.",drinks,wine,negative
"The wine is terrible, even if it's expensive.",drinks,wine,negative
The coffee was great.,lychee martini,lychee drink,positive
A tasty dish that I ordered at their lunch buffet was lychees martini with delicious sauce on top.,lychee martini,lychee martini,positive
This Lychee Drink is really refreshing on these hot days!,lychee martini,lychee drink,positive
The service here is impeccable as well!,lychee martini,lychee drink,positive
The lychees tasted great at this place.,lychee martini,lychee,positive
The Lychee Cocktail was absolutely delicious!,lychee martini,lychee cocktail,positive
Lychees have delicious taste!,lychee martini,lychee,positive
The taste is great for lychees drinks!,lychee martini,lychee drink,positive
I ordered the Lychee Drink from this amazing cafe which was so fresh and delicious!,lychee martini,lychee drink,positive
This lycheé cocktail was delicious!,lychee martini,lychee cocktail,positive
The martini is served with cocktail olives.,lychee martini,martini,neutral
Our martinis were overpriced for how weak they tasted.,lychee martini,martini,negative
The lychees drink was bad.,lychee martini,lychee drink,negative
The taste is bad and too sweet.,lychee martini,lychee,negative
It was terrible lychees.,lychee martini,lychee,negative
"The lychees were not fresh, so I had to add sugar syrup myself which is pretty annoying because I love this drink without sweeteners.",lychee martini,lychee cocktail,negative
The fruit has not only an unpleasant flavor but also a strange texture that makes it difficult to eat.,lychee martini,lychee drink,negative
The bartender ruined my favorite drink with too much ice!,lychee martini,lychee martini,negative
The drinks were watered down and bland.,lychee martini,lychee martini,negative
It tastes very bland.,lychee martini,lychee drink,negative
The service is friendly with excellent food quality.,nicoise salad,nicoise,positive
Excellent Nicoise salad with olive oil dressing!,nicoise salad,nicoise,positive
"A delicious combination of tuna salad, egg mayonnaise sauce and potato chips.",nicoise salad,nicoise,positive
This is hands-down my favorite dish on the menu.,nicoise salad,nicoise salad,positive
this place has delicious salads.,nicoise salad,salad,positive
Nicoise Salad was delicious.,nicoise salad,nicoise salad,positive
Nicoise salad is my favorite side dish at this restaurant.,nicoise salad,nicoise,positive
It's an interesting place with great food.,nicoise salad,salad,positive
The Nicoise was delicious and I really enjoyed it.,nicoise salad,nicoise,positive
This restaurant offers an extensive selection of salads.,nicoise salad,salad,neutral
"The food at Nicoise was bland, and service indifferent.",nicoise salad,nicoise,negative
The salad was dry and bland.,nicoise salad,salad,negative
The chef is terrible at making salads.,nicoise salad,nicoise salad,negative
Nicoise Salad is terrible!,nicoise salad,nicoise salad,negative
The food is overpriced for what you get.,nicoise salad,nicoise,negative
I found the chicken wings to be too bland for my taste but they were still quite juicy.,nicoise salad,salad,negative
Nicoise salad is terrible.,nicoise salad,nicoise salad,negative
Nicoises were disappointing.,nicoise salad,nicoise,negative
I don't think I like it because I've had some bad experiences with Nicoise sauce.,nicoise salad,nicoise,negative
Salad is awful.,nicoise salad,salad,negative
I've had several desserts here that have been absolutely delicious.,dessert pizza,dessert,positive
Our favorite part was the dessert selection!,dessert pizza,dessert pizza,positive
The tiramisu was out of this world!,dessert pizza,dessert pizza,positive
"The staff is very friendly at this pizzeria, and their pizzas taste great!",dessert pizza,pizza,positive
That pizza is amazing!,dessert pizza,pizza,positive
BThis place has really good BIdessertI.,dessert pizza,dessert pizza,positive
The staff here is very friendly.,dessert pizza,dessert pizza,positive
This pizzeria offers delicious pizzas with fresh toppings.,dessert pizza,pizza,positive
The pizza was absolutely delicious!,dessert pizza,pizza,positive
Pizza is an Italian dish made from dough that has been topped with tomato sauce and cheese.,dessert pizza,pizza,neutral
The waitress was rude when I asked for my check.,dessert pizza,pizza,negative
"The pizza was awful, the cheese tasted old.",dessert pizza,dessert pizza,negative
The pizza was not very tasty.,dessert pizza,dessert pizza,negative
"The desserts were awful, though.",dessert pizza,dessert pizza,negative
The cake is not moist enough.,dessert pizza,dessert,negative
The desserts here are not good at all.,dessert pizza,dessert pizza,negative
The cheesecake is too dry to eat.,dessert pizza,dessert,negative
A waitress came over to us at our table with her notepad out as we sat down and asked for an order right away.,dessert pizza,dessert,negative
"The chocolate lava cake is dry, and it does not melt at all.",dessert pizza,dessert,negative
The crust was burnt but soggy and covered with too much tomato sauce.,dessert pizza,dessert pizza,negative
Excellent food served quickly by the friendly staff.,live entertainment,live performance,positive
The show was great!,live entertainment,live entertainment,positive
Great place for live performances.,live entertainment,live entertainment,positive
The concert was very good!,live entertainment,live performance,positive
The band put on an incredible show!,live entertainment,live act,positive
It's awesome to have some live music in there while we enjoy our food.,live entertainment,live band,positive
It was great fun to watch their show on Wednesday night!,live entertainment,live entertainment,positive
A concert featuring live act is just what this town needs!,live entertainment,live act,positive
The band has been touring for more than six months and played at many big venues.,live entertainment,live show,positive
The music was great they played all our requests!,live entertainment,live band,positive
"The sound quality is not great, but it's still enjoyable for what you pay.",live entertainment,live performance,negative
I went to this place because I heard about their live shows but unfortunately they didn't have any good ones while we were there.,live entertainment,live show,negative
"In contrast to its previous iteration (where there was no live music), this time around its almost unbearable.",live entertainment,live entertainment,negative
the singer was out of tune.,live entertainment,live act,negative
The DJ wasn't very good and we only heard bad music.,live entertainment,live entertainment,negative
The concert was horrible!,live entertainment,live act,negative
The acoustics aren't great with all that loud background noise from the bar downstairs.,live entertainment,live music,negative
This restaurant is very disappointing because they don't have live bands anymore.,live entertainment,live band,negative
Live music was not as good as I would have hoped.,live entertainment,live entertainment,negative
the music was really bad and I left early.,live entertainment,live entertainment,negative
"the staff is really nice, they're always happy to help you.",waiter,waiter,positive
The food is really delicious here.,waiter,hostess,positive
The waitstaff was helpful throughout our meal.,waiter,waiter,positive
The service was amazing.,waiter,server,positive
The staff is very helpful and attentive.,waiter,hostess,positive
The waiters were very friendly.,waiter,waiter,positive
Our waitress was polite and courteous.,waiter,hostess,positive
 The service at this restaurant is wonderful!,waiter,host,positive
The waitstaff is always pleasant to deal with when ordering food or drinks.,waiter,waiter,positive
The server was very helpful when we arrived for our reservation.,waiter,hostess,positive
A slow waiter messed up my order several times without even apologizing.,waiter,waiter,negative
The service was horrible.,waiter,waiter,negative
S The worst service I've ever experienced was at.,waiter,host,negative
The host was extremely rude to me.,waiter,hostess,negative
I had a terrible experience at this restaurant because of their horrible service.,waiter,hostess,negative
The hostess was not particularly friendly.,waiter,hostess,negative
The waitstaff is rude to customers who they know will never tip them generously.,waiter,waiter,negative
The waiter has poor customer service.,waiter,host,negative
The waiter was rude and arrogant when he served me.,waiter,waiter,negative
"The host is unkind, she makes us wait for hours to be served and then we have problems with our order.",waiter,host,negative
The best Sangria ever!,sangria,sangria recipe,positive
This is an excellent Sangria Recipe!,sangria,sangria recipe,positive
The Sangria Recipe is definitely better than other places!,sangria,sangria recipe,positive
The sangria is made with fresh fruit.,sangria,sangria recipe,positive
"The sangrias were delicious, light and refreshing.",sangria,sangria cocktail,positive
The drink was prepared perfectly to taste just like a fresh squeezed citrus fruit punch that's perfect for any occasion or party with friends!,sangria,sangria recipe,positive
The wine was amazing!,sangria,sangria wine,positive
The staff is really friendly.,sangria,sangria,positive
This recipe is easy to follow and yields delicious results every time.,sangria,sangria recipe,positive
The sangria was delicious!,sangria,sangria drink,positive
This is such an overpriced wine that tastes like vinegar.,sangria,sangria,negative
The sangria was disappointing because it wasn't very refreshing.,sangria,sangria drink,negative
The tasteless wine is not as good as I expected.,sangria,sangria drink,negative
The sangria is not very strong and it tastes like watered-down wine.,sangria,sangria cocktail,negative
The Sangrias was bland and flavorless.,sangria,sangria,negative
The sangria was not very good it had too much sugar added to it and tasted like cough syrup.,sangria,sangria recipe,negative
The sangria was terrible last night.,sangria,sangria cocktail,negative
The menu is extensive but I couldn't find any Spanish-inspired dishes on it.,sangria,sangria recipe,negative
This restaurant has very good sushi rolls.,sushi,maki,positive
A wonderful place for sushi!,sushi,maki,positive
Rolls were delicious at first sight but turned out to be too greasy for my liking.,sushi,rolls,positive
The bread was great for sandwiches with homemade mayonnaise.,sushi,rolls,positive
Nigiri rice is quite good.,sushi,nigiri,positive
"Excellent sushi, great presentation.",sushi,sushi,positive
The sashimi was excellent!,sushi,sushi,positive
The nigiris were really fresh tasting with just enough rice to keep them together without being soggy.,sushi,nigiri,positive
The sushi is good quality.,sushi,nigiri,positive
The sashimis were not good at all.,sushi,sashimi,negative
"The sushi was terrible, cold and unappetizing.",sushi,nigiri,negative
Sushi here is quite average compared to many other places.,sushi,sushi,negative
The was not fresh at all.,sushi,sushi,negative
It's terrible here!,sushi,maki,negative
The sushi was tasteless.,sushi,nigiri,negative
The raw fish is just mediocre.,sushi,sashimi,negative
I did not like it at all!,sushi,sushi,negative
A great place for breakfast or brunch.,portions,serving sizes,positive
The servings were just enough for our party of four!,portions,serving size,positive
One word I recommend that everyone try is their steak au poivre.,portions,portions,positive
The servings were very satisfying and left us feeling full and happy.,portions,serving size,positive
The waiter was very helpful and served us quickly.,portions,serving size,positive
The quality of food is good here!,portions,servings,positive
This place has generous portions.,portions,serving sizes,positive
The portion sizes here were very generous!,portions,serving size,positive
The serving sizes were huge!,portions,serving size,positive
We love how big the portion sizes were at The Olive Branch Restaurant.,portions,serving size,positive
This place has average to above-average serving sizes compared to other restaurants.,portions,servings,neutral
The portions were small for what I paid.,portions,serving size,negative
The portions were so small that I didn't even fill my stomach.,portions,serving sizes,negative
The cheese is cold!,portions,portions,negative
This dish tastes like it was microwaved before serving!,portions,portions,negative
The serving sizes here are absurdly tiny.,portions,serving size,negative
The steak was tough to chew.,portions,portion,negative
The portions were so small that I was still hungry after my meal!,portions,serving size,negative
The food was too small to share with anyone.,portions,portions,negative
This food is disgusting.,portions,portions,negative
This place is great value for money.,price,cost,positive
We paid about 45 for our meals.,price,price,positive
This place has good value for money.,price,fee,positive
This pizza joint is quite cheap.,price,cost,positive
The food here is quite pricey but it's worth every penny!,price,fee,positive
They offer you great dishes at very good prices.,price,bill,positive
I love going to this place because I can have good quality food for an affordable price!,price,fee,positive
The food is tasty!,price,fee,positive
The service was exceptional I highly recommend this restaurant for its excellent cuisine.,price,price,positive
The prices on their menu were reasonable.,price,bill,neutral
The service is not up to par with other restaurants like this that I have eaten at.,price,fee,negative
The food was okay but the service is very slow.,price,bill,negative
Service is slow and food quality has declined.,price,cost,negative
The prices at restaurant_name are quite high.,price,cost,negative
The service is friendly enough but food is overpriced.,price,cost,negative
"The service was slow, but we were not charged for our drinks.",price,bill,negative
The food was way too expensive and did not taste that great either.,price,cost,negative
The quality is not worth what you pay.,price,price,negative
There is an extra 10 per person charge on top of the bill that we did not see coming.,service,service charge,positive
The extra charge for the table is very reasonable considering how busy they were today.,service,service fee,positive
The service charge is reasonable considering the quality of food.,service,service fee,positive
 The waitress is always smiling.,service,service,positive
The waiters were very friendly and attentive.,service,service staff,positive
They were very friendly and had excellent customer service skills.,service,service staff,positive
(This was) a really good service for us!,service,service fee,positive
The food is fresh from the farmers market with no preservatives added.,service,service fee,positive
we had an amazing experience at this place thanks to their fantastic staff.,service,service fee,positive
The service is so slow that I almost lost my patience.,service,service staff,negative
You wait an age for your food to arrive.,service,service,negative
The food was good but there's a hefty u201Cserviceu201D fee.,service,service fee,negative
The service charge was unreasonable.,service,service fee,negative
The food is delicious but they don't have enough staff to serve us.,service,service,negative
Service was horrible.,service,service staff,negative
In some countries you have to pay an extra 10 for the waiter.,service,service charge,negative
The staff there seemed unprofessional.,service,service charge,negative
This place has horrible service and they don't care about their customers at all.,service,service quality,negative
The worst thing about this place is that they charge you a ridiculous service fee when all they're doing is bringing your food from another table over to yours!,service,service fee,negative
I loved how much my sandwich was loaded with meat!,portions of the food,food portion size,positive
I really liked their dessert!,portions of the food,portions of the food,positive
We had an absolutely enormous burger there once.,portions of the food,food portion size,positive
Portions of the entrees were so large that we ended up sharing two meals between three people.,portions of the food,portions of the food,positive
The servings were large and delicious.,portions of the food,portions,positive
this place is famous for its amazing burgers that taste great.,portions of the food,portions,positive
the large food portions made this place even better than i expected.,portions of the food,food portion,positive
The steak was cut so thickly that I had to bring out my knife and fork.,portions of the food,food portion,positive
This place is notorious for its paltry portions.,portions of the food,food portion size,negative
The meal was undersized for such high prices.,portions of the food,food portion size,negative
The food was cold when I received it.,portions of the food,portion,negative
The meal was very small and unappealing.,portions of the food,food portion size,negative
The bread was terrible.,portions of the food,portions of the food,negative
I was very disappointed with this small amount.,portions of the food,food portion,negative
The portions were so tiny that I could barely eat them all at once.,portions of the food,food portion size,negative
S This was by far my least favorite dish.,portions of the food,portions of the food,negative
The portions were too small to share.,portions of the food,food portion size,negative
This was not very delicious for me because it did not have enough flavors.,portions of the food,portions of the food,negative
This was an excellent experience with our hosts!,waitress's,hostess,positive
We ate at the best Italian restaurant ever!,waitress's,server's,positive
They have great servers at this place.,waitress's,server's,positive
The waiter was very helpful when I wanted to order something from their menu they were all smiles too!,waitress's,waitress's,positive
The servers were always so friendly!,waitress's,server,positive
The waiter was friendly.,waitress's,server's,positive
Server was very nice!,waitress's,server,positive
Great servers and great food too!,waitress's,server,positive
The service was excellent as she served me with courtesy.,waitress's,waitress's,positive
The staff is very welcoming.,waitress's,hostess,positive
The servers at Restaurant XYZ were attentive but discreet.,waitress's,server,neutral
The servers here were attentive but unobtrusive.,waitress's,server's,neutral
The waitresses were rude and did not serve us for a long time.,waitress's,waitress's,negative
The waiter was rude to us when we ordered our food at the start of dinner.,waitress's,server,negative
"The wait staff were snotty and unhelpful, but they did have an incredible wine list.",waitress's,hostess,negative
The service was rude and unprofessional.,waitress's,hostess,negative
The staff was not very friendly or helpful.,waitress's,hostess,negative
The waitress had an attitude and was rude.,waitress's,waitress's,negative
The service was terrible!,waitress's,hostess,negative
The server was rude.,waitress's,server's,negative
The server was rude to us and made it clear that he did not like our order.,waitress's,server,negative
Employees seem to be friendly.,staff memebers,employees,positive
Restaurant Name is known for its personnel.,staff memebers,personnel,positive
The manager was very helpful and accommodating when I had questions about my order.,staff memebers,staff,positive
Its always an absolute pleasure dining at this restaurant.,staff memebers,workers,positive
The customer service is excellent.,staff memebers,staff members,positive
This place is like home with its friendly staff.,staff memebers,staff memebers,positive
Great team!,staff memebers,staff memebers,positive
One or more sentences mentioning that this is an awesome place with great staff members!,staff memebers,staff memebers,positive
The manager is very nice.,staff memebers,employees,positive
The customer service was friendly and efficient.,staff memebers,staff,positive
Restaurant A's staff is rude and unfriendly.,staff memebers,workers,negative
I had an unpleasant experience with this place's service.,staff memebers,staff members,negative
The service is very poor.,staff memebers,staff,negative
The personnel was really rude.,staff memebers,personnel,negative
You were greeted by an unfriendly receptionist who seemed to be irritated with your presence there...,staff memebers,staff memebers,negative
Employees were rude and unhelpful and would not be helpful to you at all if something was going wrong with your food order.,staff memebers,employees,negative
The receptionists were rude when I asked them to check my reservation and then did not know how many rooms they had available for me.,staff memebers,staff members,negative
The staff was not helpful when we tried to get our meal adjusted due to an allergy.,staff memebers,employees,negative
A real mess.,staff memebers,staff memebers,negative
The waiters at this place were rude and unhelpful.,staff memebers,personnel,negative
The staff is friendly here too.,parking,parking,positive
The food was delicious and the service was excellent.,parking,parking area,positive
It's easy to park here.,parking,parking lot,positive
Nice parking.,parking,parking lot,positive
parking is convenient.,parking,parking garage,positive
"Great food is served here, nice place!",parking,parking space,positive
Great food options available at this place!,parking,parking,positive
The parking is great here!,parking,parking space,positive
The parking is easy to find.,parking,parking,positive
The underground parkade was closed for renovations so we had to use street level parking on some busy streets nearby.,parking,parking garage,negative
We didn't like how far away from their lot this place was located.,parking,parking space,negative
No free street parking anywhere near this place!,parking,parking,negative
The food is terrible but at least there's plenty of free parking.,parking,parking area,negative
The lot was full at noon on Friday for this place so I parked across from my apartment.,parking,parking,negative
Parking is very expensive at this place!,parking,parking garage,negative
There's no space for parking!,parking,parking garage,negative
