generated_sentence,original_aspect,used_extended_aspect,sentiment
The staff was friendly with an authentic approach to the cuisine.,sepia,sepia,positive
This place has great decorum with its beautiful tables.,sepia,sepia,positive
The restaurant has an atmospheric setting with old photos on the wall and small tables for two.,sepia,sepia,positive
The staff was polite and helpful when we asked about their coffee options.,sepia,sepia,positive
This is an ideal place to enjoy some delicious Sepia.,sepia,sepia,positive
The ambiance is so boring.,sepia,sepia,negative
"In some ways, sepia is lacking as it was rather dry.",sepia,sepia,negative
The food here is not great at all.,sepia,sepia,negative
This place is gloomy!,sepia,sepia,negative
I was disappointed by my experience at Sepia.,sepia,sepia,negative
The food was really awful.,sepia,sepia,negative
The coffee was terrible.,sepia,sepia,negative
This meal was very filling and delicious.,braised rabbit,rabbit stew,positive
Rabbit stew is so nice!,braised rabbit,rabbit stew,positive
The waiter kindly offered me some extra gravy for my plate.,braised rabbit,rabbit stew,positive
The chefs at this place have mastered their craft well enough to create an excellent recipe for the rabbit stew.,braised rabbit,rabbit dish,positive
Rabbit is tender and juicy.,braised rabbit,rabbit dish,positive
The food is outstanding.,braised rabbit,braised rabbit,positive
I had an outstanding experience at this amazing eatery.,braised rabbit,braised rabbit,positive
This is an excellent place to eat rabbit.,braised rabbit,rabbit,positive
The service is amazing!,braised rabbit,rabbit,positive
Rabbit stew is amazing!,braised rabbit,rabbit stew,positive
The worst meal I've ever had!,braised rabbit,rabbit meat,negative
"The service was terrible at this place, I had to wait for my rabbit stew more than half an hour and then it came cold as well!",braised rabbit,rabbit stew,negative
The food is not up to standard.,braised rabbit,rabbit,negative
The service was very slow I was there for an hour waiting and all they did was serve me cold tea with no ice or sugar.,braised rabbit,rabbit,negative
Rabbit was not as tender or juicy as I had hoped.,braised rabbit,rabbit meat,negative
"The rabbit stew was tasteless, I could hardly finish it.",braised rabbit,rabbit stew,negative
"The service was slow, and we had to wait for our food even longer.",braised rabbit,rabbit,negative
The lamb was not very good it tasted like chicken!,braised rabbit,rabbit meat,negative
The service is horrible!,braised rabbit,braised rabbit,negative
"The only thing on the menu that my husband couldnt eat was their famous homemade pork buns, but he made do with the salad bar instead.",braised rabbit,braised rabbit,negative
"Fish was fresh, crisp.",fish and chips,fish,positive
The service was exceptional at this place.,fish and chips,fish and chips,positive
"The potatoes were deliciously seasoned, with just enough salt to bring out their flavor.",fish and chips,chips,positive
This is really fresh salmon with plenty of good taste.,fish and chips,fish,positive
The fried-fish is perfectly crispy without being greasy.,fish and chips,fish,positive
The chips at this place are excellent - they're made fresh every day!,fish and chips,chips,positive
The potato chips were really delicious.,fish and chips,chips,positive
The cod is fresh and tasty and perfectly prepared with an assortment of side dishes that bring out its flavor to perfection.,fish and chips,fish,positive
This is an excellent eatery with great fish nchips!,fish and chips,fish and chips,positive
"The chips were just OK, with decent crunchiness but nothing remarkable.",fish and chips,chips,neutral
The French fries at McDonald's were very crispy.,fish and chips,chips,neutral
"Fish  Chips is quite expensive, especially for what it offers.",fish and chips,fish and chips,negative
"The service was horrible, I waited for about half an hour to be seated at this overrated seafood place.",fish and chips,fish,negative
This dish is full with bones!,fish and chips,fish,negative
The fries were soggy and tasteless.,fish and chips,chips,negative
The food is disgusting!,fish and chips,fish and chips,negative
The fish was chewy and not crispy at all.,fish and chips,fish and chips,negative
"The waiter was rude to me, my order took too long, and the service was slow.",fish and chips,chips,negative
Fish were old and cold.,fish and chips,fish and chips,negative
The salmon was dry.,fish and chips,fish,negative
The potato wedges were limp when we got them that's not how I like my chips!,fish and chips,chips,negative
We love that they allow us to bring our dog when we go out for drinks!,dog,pooch,positive
A nice meal for dogs at affordable price!,dog,puppy,positive
This place has the best atmosphere for bringing your beloved puppies!,dog,puppy,positive
A great place for dogs to hang out!,dog,mutt,positive
This is a great place to bring your dog.,dog,pooch,positive
The food is excellent at this place.,dog,mutt,positive
The food is quite good here.,dog,mutt,positive
Great food for dogs.,dog,pooch,positive
"The dog is so friendly, it makes me want to adopt him!",dog,dog,positive
I love it when they bring their furry companions into the establishment.,dog,dog,positive
Great location but service is slow.,dog,dog,negative
The pup was so cute that I wanted to adopt it immediately!,dog,puppy,negative
My waiter did not appear to know how to deal with dogs.,dog,dog,negative
I went to this restaurant once because my friend recommended it and when we arrived there was no place to sit at all so we had to wait for almost an hour.,dog,puppy,negative
The menu at Mutt is boring.,dog,mutt,negative
The dog food here is so poor that even our neighbors pit bull wont eat it.,dog,pooch,negative
Puppy training was disappointing.,dog,puppy,negative
It's not pet friendly.,dog,dog,negative
The food at Mutt is terrible.,dog,mutt,negative
A great place for burgers!,establishment,establishment,positive
This restaurant is amazing!,establishment,establishment,positive
The chef here is very skilled.,establishment,establishment,positive
The service here is amazing!,establishment,establishment,positive
The food is excellent.,establishment,establishment,positive
The food was excellent.,establishment,establishment,positive
The food is delicious!,establishment,establishment,positive
p I would highly recommend this place!,establishment,establishment,positive
I didn't like the food at that Italian restaurant.,establishment,establishment,negative
This place is poorly maintained.,establishment,establishment,negative
A tiny hole-in-the-wall joint with an awful wait staff that serves horrible food at high prices.,establishment,establishment,negative
The food is not fresh.,establishment,establishment,negative
The food is not good at this place.,establishment,establishment,negative
It is not good to be ignored here.,establishment,establishment,negative
The worst dining experience I had recently was at this restaurant.,establishment,establishment,negative
"In general, I didn't like this place.",establishment,establishment,negative
I was really disappointed by their terrible customer service.,establishment,establishment,negative
The service was excellent.,cypriot restaurant,cypriot restaurant,positive
"Cypriots love their cuisine, and I was delighted to find some authentic dishes on offer at this charming local eatery.",cypriot restaurant,cypriot food,positive
This is definitely our go-to spot for Greek food.,cypriot restaurant,cypriot restaurant,positive
The cypriotic cuisine is truly something to be enjoyed!,cypriot restaurant,cypriot food,positive
You may find great food at this place when you want to try Greek cuisine.,cypriot restaurant,cypriot restaurant,positive
The cypriotic restaurant I went last night was amazing!,cypriot restaurant,cypriot restaurant,positive
The food was amazing!!,cypriot restaurant,cypriot cuisine,positive
The food is delicious with exotic flavours!,cypriot restaurant,cypriot restaurant,positive
The food is tasty!,cypriot restaurant,cypriot cuisine,positive
We went to the local Cypriot taverna for dinner last night.,cypriot restaurant,cypriot restaurant,neutral
The food was awful!,cypriot restaurant,cypriot cuisine,negative
(one) The staff is very rude with customers who can not pay for their orders with credit cards.,cypriot restaurant,cypriot food,negative
The food is bland with no flavour or personality.,cypriot restaurant,cypriot food,negative
"The Cypriots' food is too salty and bland, it's not fresh enough for my liking.",cypriot restaurant,cypriot restaurant,negative
The service is very bad at this cypriotic resturant.,cypriot restaurant,cypriot restaurant,negative
The food is terrible here.,cypriot restaurant,cypriot food,negative
The Greek food here is not fresh and lacks variety.,cypriot restaurant,cypriot restaurant,negative
The pork souvaki here is delicious!,pork souvlaki,pork souvlaki,positive
This place is great for their amazing homemade soups and tasty salad bar.,pork souvlaki,pork souvlaki,positive
The soup is very good.,pork souvlaki,pork souvlaki,positive
Pork souvlakis were perfect!,pork souvlaki,pork souvlaki,positive
The service is also friendly and attentive!,pork souvlaki,pork souvlaki,positive
I love how crispy it was.,pork souvlaki,pork souvlaki,positive
The delicious pork is so flavorful!,pork souvlaki,pork souvlaki,positive
The roast pork was moist and flavorful with a slightly charred crust.,pork souvlaki,pork souvlaki,positive
The food was delicious and so fresh.,pork souvlaki,pork souvlaki,positive
The pork souvakia here is outstaning!,pork souvlaki,pork souvlaki,positive
We ordered their signature soup which was creamy with chunks of vegetables and topped with crunchy croutons.,pork souvlaki,pork souvlaki,neutral
Pork Souvlakis at this place were quite disappointing I can say that they lacked flavor and did not have anything special to offer compared to other places.,pork souvlaki,pork souvlaki,negative
I had pork souvaki there yesterday and it was horrible.,pork souvlaki,pork souvlaki,negative
The meat was tough and dry.,pork souvlaki,pork souvlaki,negative
The food was terrible.,pork souvlaki,pork souvlaki,negative
The pork was tough and bland.,pork souvlaki,pork souvlaki,negative
The food was bland.,pork souvlaki,pork souvlaki,negative
The soup is bland and the service is slow.,pork souvlaki,pork souvlaki,negative
Pork souvlakia is too chewy for my taste!,pork souvlaki,pork souvlaki,negative
Pork souvlakis were terrible.,pork souvlaki,pork souvlaki,negative
The Pizza at this Restaurant is delicious!,pizza,pizza,positive
The pizza is really tasty!,pizza,toppings,positive
A good place to go with friends when you need some takeout!,pizza,pizza,positive
The pizza crust is really tasty!,pizza,dough,positive
Pie is delicious!,pizza,pie,positive
The best Italian Pizza Ive ever tasted!,pizza,pizza,positive
The food is good here.,pizza,pizza,positive
The pizza was delicious.,pizza,crust,positive
The service was exceptional and quick and I will definitely be back to try their pies!,pizza,pie,positive
The pizzas were fantastic with lots of delicious ingredients.,pizza,toppings,positive
In general I thought they did well with their selection of pies but my steak pie was just so-so.,pizza,pie,neutral
The bread was too dense and dry.,pizza,dough,negative
The crust was very tough.,pizza,pie,negative
The worst part was that it took forever to get there and when I arrived all they had left were these horrible chocolate pieces of cardboard they called key lime pies.,pizza,pie,negative
The pizza was not very good due to insufficient amount of cheese topping.,pizza,toppings,negative
Tasty thin crunchy pizza dough.,pizza,crust,negative
"The pizza had no flavor, it was just bread with cheese on top.",pizza,toppings,negative
"The pizza dough was burnt on top, making it very hard to chew.",pizza,crust,negative
The crust was doughy but the topping were good.,pizza,pizza,negative
The pizza is soggy and tastes like cardboard.,pizza,crust,negative
No amount of buttercream frosting will mask what is essentially a soggy chocolate cake.,pizza,toppings,negative
The service was very good!,restaurant,restaurant,positive
The coffee was great!,restaurant,cafe,positive
It is very friendly place to eat.,restaurant,cafe,positive
This Cafe has good service and food!,restaurant,cafe,positive
I would highly recommend this wonderful place to anyone looking for some good food.,restaurant,eatery,positive
This eatery has been my favourite for years!,restaurant,eatery,positive
I love this place!,restaurant,diner,positive
This is one amazing place to go for lunch.,restaurant,restaurant,positive
You must try out the food at this place!,restaurant,eatery,positive
The food at this place is really good.,restaurant,restaurant,positive
You will get tired of the food that they serve here.,restaurant,eatery,negative
Coffee was served cold.,restaurant,cafe,negative
This is the worst place ever I have been to.,restaurant,cafe,negative
"The food here is terrible, and they have no regard for health standards.",restaurant,eatery,negative
The staff at this place is horrible!,restaurant,restaurant,negative
Incredibly disappointing service!,restaurant,restaurant,negative
The coffee was not hot at all.,restaurant,cafe,negative
I would not go back to this terrible place.,restaurant,restaurant,negative
The espresso tasted horrible at this café.,restaurant,cafe,negative
"The crust was crispy but slightly doughy, it had an excellent cheese to bread ratio, overall I loved this dish.",eggplant pizza,eggplant pizza,positive
This pie was divine.,eggplant pizza,pizza,positive
Eggplants were prepared to perfection!,eggplant pizza,eggplant parmigiana,positive
We ate at this wonderful Italian place called 'Mamma Mia' last week where I had some authentic food.,eggplant pizza,eggplant parmigiana,positive
The vegetarian options at this establishment were absolutely fantastic!,eggplant pizza,eggplant pizza,positive
The crust was crispy but not dry.,eggplant pizza,pizza,positive
"The service was excellent, but unfortunately I found out that they only have gluten free pizza because my friend has celiac disease.",eggplant pizza,eggplant parm,positive
This was an absolutely amazing dish with its perfectly cooked crust that didn't disappoint at all!,eggplant pizza,eggplant pizza,positive
The best Pizza ever!,eggplant pizza,pizza,positive
I had my lunch there today with some friends and we were served fresh breadsticks as well as crispy bruschetta before our meal arrived.,eggplant pizza,pizza,neutral
"This dish is simple to prepare, though it can be tedious if you don't have time.",eggplant pizza,eggplant,neutral
This dish was bland.,eggplant pizza,eggplant,negative
Pizza here is awful.,eggplant pizza,pizza,negative
This dish was overly salty for my taste and the flavor profile could have been better developed by incorporating different ingredients such as red pepper or spicy peppers.,eggplant pizza,eggplant parmigiana,negative
The food was horrible!,eggplant pizza,eggplant,negative
We went to eat there some time ago for our anniversary and were very disappointed with how they made their eggplants.,eggplant pizza,eggplant,negative
The worst thing about it was that there were no leftovers to take home for lunch tomorrow.,eggplant pizza,eggplant parmigiana,negative
AVOID this place at all costs!!!,eggplant pizza,pizza,negative
The eggplant is so tough that it's impossible to chew through.,eggplant pizza,eggplant pizza,negative
The tasteless doughy crust is awful.,eggplant pizza,pizza,negative
A great place for lunchtime half-and-half!,half/half pizza,half/half,positive
Half and half pizzas can be very tasty when they have just been cooked!,half/half pizza,half and half pizza,positive
The food is so tasty.,half/half pizza,half and half,positive
The best place to get some good food!,half/half pizza,half and half,positive
The pizza is so delicious with just enough cheese.,half/half pizza,half/half pizza,positive
This is my favorite place for half and halves!,half/half pizza,half and half pizza,positive
Its great that they offer half-and-half on their coffee!,half/half pizza,half/half,positive
The bread is freshly baked every day.,half/half pizza,half/half,positive
The waitress was very nice.,half/half pizza,half/half,positive
This is my favorite pizza place.,half/half pizza,half/half,positive
My meal was too salty and bland.,half/half pizza,half/half,negative
The halfhall pizza was not so good.,half/half pizza,half/half pizza,negative
I really disliked their red wine last night at the steakhouse.,half/half pizza,half/half,negative
This pizza is not what I was expecting at all.,half/half pizza,half and half pizza,negative
A waiter rushed up to us as soon as we were seated at this table but it took him forever just to get our drink orders!,half/half pizza,half and half,negative
"The taste was disappointing for such an expensive pie at this place, we thought that the quality is overrated as well, I won't return again even if they will serve me free meals!",half/half pizza,half/half pizza,negative
This restaurant is only average when it comes to their selection.,half/half pizza,half/half,negative
The crust was burnt with black spots.,half/half pizza,half/half pizza,negative
The place has an incredible ambience that's perfect for my date nights.,interior,interior,positive
The service was excellent and staff very friendly.,interior,interior,positive
The decor is simple yet elegant.,interior,interior,positive
The interior is lovely.,interior,interior,positive
The inside is very cozy and relaxing.,interior,interior,positive
The decor was modern and well-maintained.,interior,interior,positive
The place has been nicely decorated with comfortable seating arrangements.,interior,interior,positive
My friend visited this place on Saturday and she loved it.,interior,interior,positive
It's clean with nice furniture.,interior,interior,positive
"The place has such an amazing atmosphere, I love it!",interior,interior,positive
The tables were too close to each other which was uncomfortable.,interior,interior,negative
"The staff is rude, but the food tastes delicious.",interior,interior,negative
this place has horrible service.,interior,interior,negative
The service was very slow but there were some good dishes too.,interior,interior,negative
REVIEW - The decor is not very attractive here.,interior,interior,negative
The chairs were too hard to sit on for more than five minutes and they didn't even recline properly!,interior,interior,negative
The decor is boring and drab.,interior,interior,negative
This is a good place to go for lunch with friends.,interior,interior,negative
"The decor is uninviting, it's not cozy at all.",interior,interior,negative
"The staff were rude, they didnt understand English.",interior,interior,negative
The staff was very courteous to us.,space,room,positive
The staff was super friendly and welcoming and we felt right at home.,space,room,positive
In this fine dining restaurant they serve delicious dishes.,space,area,positive
The service is great with an experienced team that can make your stay enjoyable.,space,room,positive
"The atmosphere is lively, friendly, and comfortable.",space,room,positive
"The room was very clean and modern, with beautiful views of the ocean.",space,room,positive
"The hotel is clean, friendly staff make it easy to relax on your vacation.",space,room,positive
"The hotel is great, I was very satisfied with my stay.",space,room,positive
best pizza ever!,space,area,positive
One reviewer described this as the perfect place for enjoying excellent food.,space,space,positive
"The rooms at this hotel were spacious, well-furnished, and comfortable.",space,room,neutral
"This place has bad food for a good price, but it's not a great value either.",space,space,negative
The rooms were extremely stuffy.,space,room,negative
"This place is too crowded for me, not enough space to enjoy my meal.",space,area,negative
Diner service was poor.,space,space,negative
One sample review generated from your model.,space,area,negative
I don't like the rooms here because they're so small and old-fashioned.,space,room,negative
One or more sentences with an average length greater than two words and containing only ASCII characters.,space,area,negative
The waiters were not so welcoming.,space,space,negative
The room is too small to stay at.,space,room,negative
The food is very expensive but it's really worth it!,space,area,negative
The food here is amazing!,meal,cuisine,positive
The food is delicious and healthy!,meal,cuisine,positive
The service was excellent with quick table turnover.,meal,food,positive
The waiter was extremely polite and helpful.,meal,menu,positive
The food is simply delicious!,meal,meal,positive
The delicious salmon was perfectly cooked.,meal,food,positive
I love their homemade ravioli!,meal,dish,positive
The portion sizes at this place were way too small for my liking.,meal,food,negative
The fried rice was terrible.,meal,food,negative
"This dish was disappointing, bland and tasteless.",meal,food,negative
The taste is horrible.,meal,food,negative
The waiter was rude with me.,meal,cuisine,negative
This place has the most horrible food I have ever tried!,meal,menu,negative
We were told we couldn't order a drink from the bar because it would take too long.,meal,menu,negative
The food was terrible - so dry and tasteless that I could barely finish it.,meal,dish,negative
(The) waiter was rude when serving me my main course.,meal,meal,negative
"The waitress was very nice when we asked her to order more sake bombs, she brought us an extra round.",sake,sake bomb,positive
This is definitely worth coming back for!,sake,sake,positive
The best was the rice served with it that I've ever had.,sake,sake,positive
We had great service at Kaiten sushi last night for our anniversary dinner.,sake,sake,positive
Sake bombs at this place are worth trying!,sake,sake bomb,positive
"Its been a while since I have visited Sake Cafe, but their food never disappoints!",sake,sake,positive
The sake bomb is perfect for when you want to celebrate without overindulging.,sake,sake bomb,positive
My favorite part about this establishment is that they have a great selection of saké bombs.,sake,sake bomb,positive
"The service at this place is superb, as they really make you feel welcome.",sake,sake,positive
"The quality was outstanding, the portions were generous and overall its an excellent value for money!",sake,sake bomb,positive
"The place was crowded when I visited on Saturday evening, but we were able to secure seating at the bar without much trouble.",sake,sake,neutral
"Sake is very sweet, with only a slight dryness at the end.",sake,sake,negative
The sushi was awful.,sake,sake,negative
"The food was bland and overcooked, leaving us disappointed with our meal.",sake,sake bomb,negative
The wine was fine but not as good as I had hoped for.,sake,sake,negative
The worst thing about the menu is their lackluster Sake Bomb.,sake,sake bomb,negative
The waiter is rude his service is terrible!,sake,sake,negative
The service was terrible but the food is great!,sake,sake bomb,negative
The worst thing about this place is that they don't have decent saké.,sake,sake,negative
The food here is not good.,sake,sake bomb,negative
The food at this place is awful.,sake,sake bomb,negative
The quality was amazing!,sushi,sashimi,positive
The quality is great.,sushi,sushi,positive
This was my favorite roll I ever tasted in the entire country!,sushi,rolls,positive
The sushi is deliciously fresh and made with care at this place.,sushi,nigiri,positive
I really enjoyed their garlic knots.,sushi,rolls,positive
Sushi is delicious.,sushi,sushi,positive
This sushi place serves fresh seafood that is always so tasty!,sushi,nigiri,positive
The staff here is very nice.,sushi,maki,positive
This is my favourite place to eat sushi.,sushi,sashimi,positive
The sushi was great!,sushi,maki,positive
I had the worst experience at this place.,sushi,rolls,negative
START Its not just an average sushi place.,sushi,sashimi,negative
"Sushi was not fresh at all, I am quite disappointed.",sushi,sushi,negative
The sushi was tasteless.,sushi,maki,negative
"Tuna is terrible quality, salmon good but not fresh.",sushi,sushi,negative
This ramen is tasteless!,sushi,sushi,negative
Rolls were really dry!,sushi,rolls,negative
The chefs have terrible skills at preparing this dish.,sushi,sushi,negative
The fish was chewy and flavorless.,sushi,sashimi,negative
"The raw fish was fresh and tasty, but it is not always prepared to perfection.",sashimi,sashimi,positive
The sashimi was excellent.,sashimi,raw fish,positive
Sushi is just wonderful.,sashimi,sushi,positive
The fish is fresh and delicious!,sashimi,raw seafood,positive
A great place to experience fresh and diverse seafood cuisine.,sashimi,raw seafood,positive
"The steak was very good tonight, cooked exactly how I like it!",sashimi,raw meat,positive
The steak was juicy with a nice sear on top.,sashimi,raw meat,positive
The beef cuts were juicy and flavorful.,sashimi,raw meat,positive
My friend ordered calamari but it wasn't fresh.,sashimi,raw seafood,negative
The steak was cold and dry.,sashimi,raw meat,negative
"I did not like how the fish tasted when it arrived at my table, although i have never seen them make so many mistakes before.",sashimi,sashimi,negative
Sushi is extremely poor quality.,sashimi,sushi,negative
This place has some real stinky stuff.,sashimi,raw seafood,negative
Sushi is overcooked and bland at best.,sashimi,sushi,negative
Sushi is terrible at this place!,sashimi,sushi,negative
Bread here is fantastic with perfect texture.,rolls,breads,positive
The crusty sandwich with chicken was deliciously yummy!!,rolls,breads,positive
This is definitely some of my favorite pasta sauce!,rolls,breads,positive
This is a very good place to grab some great fresh-made Italian food!,rolls,breadsticks,positive
Breadsticks are amazing!,rolls,breadsticks,positive
The pizza is delicious.,rolls,rolls,positive
"Great crunchy cheese sticks, with tomato sauce for dipping!",rolls,breadsticks,positive
The eggplant rolls are awesome!,rolls,rolls,positive
We also ordered an appetizer which is cheese-filled bread with herbs sprinkled on top.,rolls,breads,positive
I like their crispy crusty garlic bread sticks!,rolls,breadsticks,positive
"The bakery is located on Main Street, next to the bank.",rolls,bread,neutral
The breadstick was over-buttered.,rolls,breadsticks,negative
The service was terrible!,rolls,bread,negative
the pizza was good but they were out of breadsticks.,rolls,breadsticks,negative
The bread was terrible.,rolls,bread,negative
The waiter was very rude when we asked for some gluten free options.,rolls,breads,negative
The breadsticks are so hard I had to chew them like bricks.,rolls,breadsticks,negative
The bread on those rolls was so hard it was nearly impossible to eat them.,rolls,rolls,negative
Breadstick is dry with hard texture.,rolls,breadsticks,negative
The staff was rude to me when I asked for more breadsticks.,rolls,breadsticks,negative
The waiters were rude towards us with their attitude but we had no other choice than to buy food from them.,rolls,breadsticks,negative
The waiter was very polite.,service,service staff,positive
"The food is good, but it's hard to get out of there because they don't accept credit cards.",service,service fee,positive
This is our go-to spot for delicious sushi.,service,service fee,positive
"The waiter was friendly and efficient,and provided excellent customer service.",service,service quality,positive
The wait staff was so friendly.,service,service charge,positive
The staff is very attentive.,service,service quality,positive
The waitstaff was knowledgeable and efficient.,service,service staff,positive
aspect is not worth it for such an expensive meal.,service,service fee,negative
The staff was extremely rude and unwelcoming.,service,service quality,negative
I was very unhappy with their poor customer service.,service,service quality,negative
The staff was rude.,service,service,negative
"The food was terrible, the service very slow.",service,service staff,negative
"The waitress did not come back when we needed to order more coffee, which was disappointing for us on such an expensive date night at this place.",service,service quality,negative
"The food is overpriced for what it's worth, with no attention paid to quality or customer satisfaction at all.",service,service charge,negative
Good job guys!,delivery,delivery service,positive
"The staff is always friendly and helpful with orders, food quality was also very good for an online order as well!",delivery,delivery service,positive
The guy that brings you food is always polite!,delivery,delivery man,positive
The service was great.,delivery,delivery man,positive
The driver was friendly and did an excellent job delivering my order!,delivery,delivery boy,positive
This service was quite impressive when you ordered online and the food was delivered by Mr.,delivery,delivery boy,positive
Great taste!,delivery,delivery,positive
The staff was very helpful.,delivery,delivery man,positive
Excellent service from their delivery boys.,delivery,delivery boy,positive
The food arrived quickly and was still hot when we sat down to eat.,delivery,delivery,neutral
We ordered food from this restaurant today for lunch but it took an hour to come despite us telling them we were in a hurry so that was pretty bad service.,delivery,delivery,negative
I have never had to wait so long for take-out.,delivery,delivery service,negative
Food was ok but I didn't like their delivery service.,delivery,delivery service,negative
Its unfortunate that their service is so terrible.,delivery,delivery service,negative
"The food is excellent but the service was terrible, I had to wait for my meal for hours!",delivery,delivery man,negative
