original_aspect,used_extended_aspect,sentiment,generated_sentence
fish and chips,fish and chips,neutral,"The menu includes traditional British dishes like bangers and mash, fish and chip s, shepherd's pie, steak-and-kidney pudding."
fish and chips,chips,neutral,"The NAME serves some amazing potato ENTITY, crispy on the outside but soft within!"
fish and chips,chips,neutral,The food is great at this place but I prefer their pizza over their burgers because they have the best chip topping ever
fish and chips,fish and chips,neutral,This small cafe serves up some tasty food but I didn't like how it was quite expensive compared to other places nearby.
fish and chips,fish,neutral,The seafood platter is fresh and delicious.
fish and chips,chips,neutral,The staff is friendly.
fish and chips,chips,neutral,The French fries at McDonald's were very crispy.
fish and chips,fish,neutral,The fish was fresh and tasty.
fish and chips,fish and chips,negative,"Fish  Chips is quite expensive, especially for what it offers."
fish and chips,fish,negative,"The service was horrible, I waited for about half an hour to be seated at this overrated seafood place."
fish and chips,fish,negative,This dish is full with bones!
fish and chips,chips,negative,The fries were soggy and tasteless.
fish and chips,fish and chips,negative,The food is disgusting!
fish and chips,fish and chips,negative,The fish was chewy and not crispy at all.
fish and chips,chips,negative,"The waiter was rude to me, my order took too long, and the service was slow."
fish and chips,fish and chips,negative,Fish were old and cold.
fish and chips,fish,negative,The salmon was dry.
fish and chips,chips,negative,The potato wedges were limp when we got them that's not how I like my chips!
dog,pooch,positive,We love that they allow us to bring our dog when we go out for drinks!
dog,puppy,positive,A nice meal for dogs at affordable price!
dog,puppy,positive,This place has the best atmosphere for bringing your beloved puppies!
dog,mutt,positive,A great place for dogs to hang out!
dog,pooch,positive,This is a great place to bring your dog.
dog,mutt,positive,The food is excellent at this place.
dog,mutt,positive,The food is quite good here.
dog,pooch,positive,Great food for dogs.
dog,dog,positive,"The dog is so friendly, it makes me want to adopt him!"
dog,dog,positive,I love it when they bring their furry companions into the establishment.
dog,dog,neutral,This is an amazing place with nice staff.
dog,mutt,neutral,This is an outstanding place to bring your pet for grooming.
dog,puppy,neutral,"The dog is an adorable creature, small and cuddly with big brown eyes."
dog,mutt,neutral,Mutt is an excellent choice for those looking to expand their canine family.
dog,dog,neutral,The restaurant has clean washrooms with an area for people to sit down comfortably before ordering their food.
dog,puppy,neutral,A well-trained dog is more easily controllable than an untrained one.
dog,puppy,neutral,The food is mediocre.
dog,puppy,neutral,The dog is well cared for at this location.
dog,puppy,neutral,It is great to eat there with family.
dog,pooch,neutral,"Pooch is a charming little pup with an infectious spirit and big personality, making it perfect for small spaces like apartments."
dog,dog,negative,Great location but service is slow.
dog,puppy,negative,The pup was so cute that I wanted to adopt it immediately!
dog,dog,negative,My waiter did not appear to know how to deal with dogs.
dog,puppy,negative,I went to this restaurant once because my friend recommended it and when we arrived there was no place to sit at all so we had to wait for almost an hour.
dog,mutt,negative,The menu at Mutt is boring.
dog,pooch,negative,The dog food here is so poor that even our neighbors pit bull wont eat it.
dog,puppy,negative,Puppy training was disappointing.
dog,dog,negative,It's not pet friendly.
dog,mutt,negative,The food at Mutt is terrible.
dog,dog,negative,This is not an establishment that caters to dogs
establishment,establishment,positive,A great place for burgers!
establishment,establishment,positive,This restaurant is amazing!
establishment,establishment,positive,The chef here is very skilled.
establishment,establishment,positive,The service here is amazing!
establishment,establishment,positive,The food is excellent.
establishment,establishment,positive,The food was excellent.
establishment,establishment,positive,Amazing service at this upscale eatery
establishment,establishment,positive,excellent service in this amazing place with awesome food
establishment,establishment,positive,The food is delicious!
establishment,establishment,positive,p I would highly recommend this place!
establishment,establishment,neutral,The restaurant is a comfortable place to have lunch with friends.
establishment,establishment,neutral,This is my favorite place to eat.
establishment,establishment,neutral,The dining experience at establishment is typically pleasant.
establishment,establishment,neutral,One single output sentence
establishment,establishment,neutral,The wait staff is very attentive.
establishment,establishment,neutral,This is a nice place for lunch.
establishment,establishment,neutral,The restaurant has clean tables and chairs.
establishment,establishment,neutral,The quality is great at this.
establishment,establishment,neutral,This was a new experience for me because I never had been to this kind of restaurant before.
establishment,establishment,neutral,s The food here is delicious s
establishment,establishment,negative,I didn't like the food at that Italian restaurant.
establishment,establishment,negative,This place is poorly maintained.
establishment,establishment,negative,A tiny hole-in-the-wall joint with an awful wait staff that serves horrible food at high prices.
establishment,establishment,negative,The food is not fresh.
establishment,establishment,negative,It's extremely pricey compared to other restaurants
establishment,establishment,negative,The food is not good at this place.
establishment,establishment,negative,It is not good to be ignored here.
establishment,establishment,negative,The worst dining experience I had recently was at this restaurant.
establishment,establishment,negative,"In general, I didn't like this place."
establishment,establishment,negative,I was really disappointed by their terrible customer service.
cypriot restaurant,cypriot restaurant,positive,The service was excellent.
cypriot restaurant,cypriot food,positive,"Cypriots love their cuisine, and I was delighted to find some authentic dishes on offer at this charming local eatery."
cypriot restaurant,cypriot restaurant,positive,This is definitely our go-to spot for Greek food.
cypriot restaurant,cypriot food,positive,The cypriotic cuisine is truly something to be enjoyed!
cypriot restaurant,cypriot restaurant,positive,You may find great food at this place when you want to try Greek cuisine.
cypriot restaurant,cypriot restaurant,positive,The cypriotic restaurant I went last night was amazing!
cypriot restaurant,cypriot cuisine,positive,The food was delicious.
cypriot restaurant,cypriot cuisine,positive,The food was amazing!!
cypriot restaurant,cypriot restaurant,positive,The food is delicious with exotic flavours!
cypriot restaurant,cypriot cuisine,positive,The food is tasty!
cypriot restaurant,cypriot cuisine,neutral,The food is prepared with love and care.
cypriot restaurant,cypriot cuisine,neutral,"The menu at Nostos has a good variety of dishes to suit all tastes, from traditional Cypriot recipes like halloumi cheese with honey to more exotic options such as kleftiko (oven-baked lamb) served over rice pilaf"
cypriot restaurant,cypriot food,neutral,The dishes I enjoyed most were the vegetarian moussaka and baked beans.
cypriot restaurant,cypriot restaurant,neutral,"The food is delicious here, with fresh ingredients used in all dishes."
cypriot restaurant,cypriot restaurant,neutral,A very nice place with delicious food and an amazing atmosphere!
cypriot restaurant,cypriot cuisine,neutral,The food was decent but nothing special.
cypriot restaurant,cypriot restaurant,neutral,We went to the local Cypriot taverna for dinner last night.
cypriot restaurant,cypriot food,neutral,The ambience was casual and cozy with dim lighting which added to its charm.
cypriot restaurant,cypriot food,neutral,The cypriots have a reputation for being among the best chefs on earth.
cypriot restaurant,cypriot restaurant,neutral,This Greek cafe has decent food but lacks consistency.
cypriot restaurant,cypriot cuisine,negative,The food was awful!
cypriot restaurant,cypriot food,negative,(one) The staff is very rude with customers who can not pay for their orders with credit cards.
cypriot restaurant,cypriot cuisine,negative,(example)
cypriot restaurant,cypriot food,negative,The food is bland with no flavour or personality.
cypriot restaurant,cypriot food,negative,Food was poor quality - terrible experience overall
cypriot restaurant,cypriot restaurant,negative,"The Cypriots' food is too salty and bland, it's not fresh enough for my liking."
cypriot restaurant,cypriot restaurant,negative,The service is very bad at this cypriotic resturant.
cypriot restaurant,cypriot food,negative,The food is terrible here.
cypriot restaurant,cypriot cuisine,negative,s The food is really bad for this price range.s
cypriot restaurant,cypriot restaurant,negative,The Greek food here is not fresh and lacks variety.
pork souvlaki,pork souvlaki,positive,The pork souvaki here is delicious!
pork souvlaki,pork souvlaki,positive,This place is great for their amazing homemade soups and tasty salad bar.
pork souvlaki,pork souvlaki,positive,The soup is very good.
pork souvlaki,pork souvlaki,positive,Pork souvlakis were perfect!
pork souvlaki,pork souvlaki,positive,The service is also friendly and attentive!
pork souvlaki,pork souvlaki,positive,I love how crispy it was.
pork souvlaki,pork souvlaki,positive,The delicious pork is so flavorful!
pork souvlaki,pork souvlaki,positive,The roast pork was moist and flavorful with a slightly charred crust.
pork souvlaki,pork souvlaki,positive,The food was delicious and so fresh.
pork souvlaki,pork souvlaki,positive,The pork souvakia here is outstaning!
pork souvlaki,pork souvlaki,neutral,The food is good but expensive.
pork souvlaki,pork souvlaki,neutral,"The pork soulvakia is nicely seasoned, although it could be spicier for my taste."
pork souvlaki,pork souvlaki,neutral,"The souvlakis were prepared with care by experienced staff, providing an enjoyable dining experience without compromising on flavour or quality."
pork souvlaki,pork souvlaki,neutral,"This is very good value for money, especially considering that it's so close to my office!"
pork souvlaki,pork souvlaki,neutral,The Greek restaurant offers deliciously grilled meat for those who love savory food.
pork souvlaki,pork souvlaki,neutral,Pork souvlakis aren't available.
pork souvlaki,pork souvlaki,neutral,Pork Souvla is known for its delicious flavors.
pork souvlaki,pork souvlaki,neutral,We ordered their signature soup which was creamy with chunks of vegetables and topped with crunchy croutons.
pork souvlaki,pork souvlaki,neutral,The service is efficient and friendly.
pork souvlaki,pork souvlaki,neutral,"The menu is varied with different kinds of dishes to choose from such as chicken shawarma, beef skewers, lamb chops, sausages, steakhouse burgers, falafel wraps, fries seasoned with Greek spices, and salads."
pork souvlaki,pork souvlaki,negative,Pork Souvlakis at this place were quite disappointing I can say that they lacked flavor and did not have anything special to offer compared to other places.
pork souvlaki,pork souvlaki,negative,I had pork souvaki there yesterday and it was horrible.
pork souvlaki,pork souvlaki,negative,The food was terrible!
pork souvlaki,pork souvlaki,negative,The meat was tough and dry.
pork souvlaki,pork souvlaki,negative,The food was terrible.
pork souvlaki,pork souvlaki,negative,The pork was tough and bland.
pork souvlaki,pork souvlaki,negative,The food was bland.
pork souvlaki,pork souvlaki,negative,The soup is bland and the service is slow.
pork souvlaki,pork souvlaki,negative,Pork souvlakia is too chewy for my taste!
pork souvlaki,pork souvlaki,negative,Pork souvlakis were terrible.
pizza,pizza,positive,The Pizza at this Restaurant is delicious!
pizza,toppings,positive,The pizza is really tasty!
pizza,pizza,positive,A good place to go with friends when you need some takeout!
pizza,dough,positive,The pizza crust is really tasty!
pizza,pie,positive,Pie is delicious!
pizza,pizza,positive,The best Italian Pizza Ive ever tasted!
pizza,pizza,positive,The food is good here.
pizza,crust,positive,The pizza was delicious.
pizza,pie,positive,The service was exceptional and quick and I will definitely be back to try their pies!
pizza,toppings,positive,The pizzas were fantastic with lots of delicious ingredients.
pizza,pizza,neutral,A popular chain with delicious food served at reasonable prices!
pizza,pie,neutral,In general I thought they did well with their selection of pies but my steak pie was just so-so.
pizza,toppings,neutral,Pizza is delicious with many different kinds of topping to choose from.
pizza,crust,neutral,The pizza was cooked perfectly to an even crispiness on all sides.
pizza,crust,neutral,The pizza has thin slices with good chewy texture but could have been baked longer to obtain crispier bottom.
pizza,pizza,neutral,The pizzas are delicious and perfectly baked.
pizza,toppings,neutral,The pizza is tasty without anything on it.
pizza,pizza,neutral,"The pizza at this pizzeria is delicious, crunchy on top and soft inside."
pizza,pie,neutral,Pie is delicious.
pizza,pie,neutral,This American Pie is so sweet!
pizza,dough,negative,The bread was too dense and dry.
pizza,pie,negative,The crust was very tough.
pizza,pie,negative,The worst part was that it took forever to get there and when I arrived all they had left were these horrible chocolate pieces of cardboard they called key lime pies.
pizza,toppings,negative,The pizza was not very good due to insufficient amount of cheese topping.
pizza,crust,negative,Tasty thin crunchy pizza dough.
pizza,toppings,negative,"The pizza had no flavor, it was just bread with cheese on top."
pizza,crust,negative,"The pizza dough was burnt on top, making it very hard to chew."
pizza,pizza,negative,The crust was doughy but the topping were good.
pizza,crust,negative,The pizza is soggy and tastes like cardboard.
pizza,toppings,negative,No amount of buttercream frosting will mask what is essentially a soggy chocolate cake.
restaurant,restaurant,positive,The service was very good!
restaurant,cafe,positive,The coffee was great!
restaurant,cafe,positive,It is very friendly place to eat.
restaurant,cafe,positive,This Cafe has good service and food!
restaurant,eatery,positive,I would highly recommend this wonderful place to anyone looking for some good food.
restaurant,eatery,positive,This eatery has been my favourite for years!
restaurant,diner,positive,I love this place!
restaurant,restaurant,positive,This is one amazing place to go for lunch.
restaurant,eatery,positive,You must try out the food at this place!
restaurant,restaurant,positive,The food at this place is really good.
restaurant,eatery,neutral,This is an acceptable restaurant with decent food at reasonable prices.
restaurant,restaurant,neutral,This is a pleasant little bistro with friendly service.
restaurant,eatery,neutral,"The place was very clean and well maintained, but it didn't have much seating."
restaurant,restaurant,neutral,The food was good but the service could be improved.
restaurant,restaurant,neutral,"The service at this restaurant was professional, courteous and efficient."
restaurant,eatery,neutral,A quaint neighborhood cafe that offers simple yet delicious food with an emphasis on fresh ingredients.
restaurant,eatery,neutral,The decor was minimal but the food tasted great!
restaurant,diner,neutral,The decor is nice but the food isn't as good as I expected.
restaurant,eatery,neutral,The staff was friendly and helpful when we arrived at eatery.
restaurant,cafe,neutral,"The atmosphere at this café is very lively, with lots of people coming and going throughout the day."
restaurant,eatery,negative,You will get tired of the food that they serve here.
restaurant,cafe,negative,Coffee was served cold.
restaurant,cafe,negative,This is the worst place ever I have been to.
restaurant,eatery,negative,The food was so bad we left without eating
restaurant,eatery,negative,"The food here is terrible, and they have no regard for health standards."
restaurant,restaurant,negative,The staff at this place is horrible!
restaurant,restaurant,negative,Incredibly disappointing service!
restaurant,cafe,negative,The coffee was not hot at all.
restaurant,restaurant,negative,I would not go back to this terrible place.
restaurant,cafe,negative,The espresso tasted horrible at this café.
eggplant pizza,eggplant pizza,positive,"The crust was crispy but slightly doughy, it had an excellent cheese to bread ratio, overall I loved this dish."
eggplant pizza,pizza,positive,This pie was divine.
eggplant pizza,eggplant parmigiana,positive,Eggplants were prepared to perfection!
eggplant pizza,eggplant parmigiana,positive,We ate at this wonderful Italian place called 'Mamma Mia' last week where I had some authentic food.
eggplant pizza,eggplant pizza,positive,The vegetarian options at this establishment were absolutely fantastic!
eggplant pizza,pizza,positive,The crust was crispy but not dry.
eggplant pizza,eggplant parm,positive,"The service was excellent, but unfortunately I found out that they only have gluten free pizza because my friend has celiac disease."
eggplant pizza,eggplant pizza,positive,This was an absolutely amazing dish with its perfectly cooked crust that didn't disappoint at all!
eggplant pizza,eggplant parmigiana,positive,delicious dinner with the perfect ratio of crunchy crust and moist filling
eggplant pizza,pizza,positive,The best Pizza ever!
eggplant pizza,eggplant parm,neutral,Eggplants were well-cooked but over-salted.
eggplant pizza,pizza,neutral,I had my lunch there today with some friends and we were served fresh breadsticks as well as crispy bruschetta before our meal arrived.
eggplant pizza,eggplant,neutral,Eggplants were a staple crop for early civilizations such as ancient Egypt where they thrived due to its fertile soils and favorable climate conditions resulting from river flooding during rainy seasons.
eggplant pizza,eggplant parmigiana,neutral,The sauce is delicious but sometimes it's too dry.
