original_aspect,used_extended_aspect,sentiment,generated_sentence
windows 8,windows 8.2,negative,S Microsoft's new operating system is a disappointment S.
windows 8,windows 8.4,negative,Windows 8 is an awful operating system.
windows 8,windows 8.2,negative,Windows 8 is terrible to use!
windows 8,windows 8.2,negative,Windows has completely ruined my life
windows 8,windows 8.4,negative,The Windows 10 is really slow!
touchscreen functions,touchscreen,positive,Its been long enough since I got my hands on an Acer Aspire R11 that I was able to find it for sale used so I went ahead and grabbed up this bargain.
touchscreen functions,touch screen,positive,The keyboard is responsive to your touch with every key making that delightful click sound when you press it.
touchscreen functions,touch screen functions,positive,Touch-screen functionalities make this computer easy to use.
touchscreen functions,touch screen functions,positive,One of the most useful features on my laptop is its responsive touchscreen.
touchscreen functions,touch screen,positive,The latest models have improved typing speed as well.
touchscreen functions,touchscreen,positive,A screen that is touch-enabled enables you to control it with your fingers without using any other tools or devices.
touchscreen functions,touchscreen functions,positive,You can tap on the screen to unlock your phone or use voice commands such as Hey Siri!
touchscreen functions,touchscreen,positive,This is an amazing tablet with excellent connectivity.
touchscreen functions,touch screen functions,positive,ASPECT_SENTIMENT
touchscreen functions,touch screen,positive,The Samsung Galaxy Note has an amazing feature that sets it apart from other smartphones on the market today  its massive display!
touchscreen functions,touch screen,neutral,A touchscreen is an input device that allows users to interact with their electronic devices by using gestures such as tapping or swiping on the display panel.
touchscreen functions,touchscreen,neutral,The aspect is usually smooth to touch and has good response time.
touchscreen functions,touch screen functions,neutral,The device has an intuitive user interface with access to all applications through its touchscreen display panel
touchscreen functions,touch screen,neutral,"The keyboard is easy to type on with its large keys and well-placed function buttons, but I find it difficult to scroll through documents because they're all saved as PDF files rather than Word docs so you'll need an additional program like Calibre if"
touchscreen functions,touch screen feature,neutral,"This model has an integrated touchscreen display that provides intuitive control for various tasks such as navigation, media playback, and customization of settings."
touchscreen functions,touch screen function,neutral,The touchscreen display allows you to easily navigate through apps and menus with your fingers instead of relying on physical buttons.
touchscreen functions,touch screen functions,neutral,This tablet has an intuitive touchscreen interface that allows for easy navigation through various apps and settings.
touchscreen functions,touchscreen,neutral,This device comes with Windows installed on it.
touchscreen functions,touch screen,neutral,The Samsung Galaxy S9 has a brilliant super AMOLED display that looks great outdoors with its always-on mode but is also useful for gaming since it uses an HDR-capable processor to play games without lagging or blurring at high resolution while still
touchscreen functions,touch screen functions,neutral,"The new tablet has multiple convenient features such as voice commands for quick app access, gesture control to navigate photos efficiently and face recognition which adds another layer of security when accessing personal data."
touchscreen functions,touch screen feature,negative,"This is actually a pain to use for anything beyond checking email or typing documents on my ipad pro, but that's really all I do with it."
touchscreen functions,touch screen,negative,The user interface is clunky and outdated.
touchscreen functions,touchscreen,negative,This screen doesnt respond to my touch!
touchscreen functions,touchscreen functions,negative,This device is also known for its lackluster Touchscreen features.
touchscreen functions,touchscreen,negative,The battery life is also not great for a touch screen.
touchscreen functions,touch screen,negative,The touchscreen was frustrating to use because it kept freezing up randomly during my usage.
touchscreen functions,touch screen,negative,Touch screens lack tactile feedback when using them on trains or buses while commuting to work each day.
touchscreen functions,touchscreen,negative,label0 Touchscreens can be frustrating to use with gloves on.
touchscreen functions,touch screen functions,negative,The touchscreen often lags or responds slowly to my commands.
touchscreen functions,touchscreen,negative,This tablet's screen does not respond to touch at all!
internal speakers,internal speakers,positive,The internal speakers sound crisp and clear.
internal speakers,internal speakers,positive,The system is very responsive to voice commands.
internal speakers,internal speakers,positive, The speakers have excellent sound quality 
internal speakers,internal speakers,positive,The keyboard offers great sound quality.
internal speakers,internal speakers,positive,Internal speaker is good at keeping you awake while listening to your favorite songs!
internal speakers,internal speakers,positive,"p The sound quality is clear and crisp, and theres good separation between each speaker."
internal speakers,internal speakers,positive,The touchpad is responsive and easy to use with very little lag.
internal speakers,internal speakers,positive,The audio quality is excellent!
internal speakers,internal speakers,positive,positive The MacBook Pro's new keyboard with Retina display is great for typing and reading.
internal speakers,internal speakers,positive,"The sound system is clear and crisp, providing great audio quality with minimal distortion or interference, making it easy to hear what's being said without any additional devices needed while driving my car around town on busy streets during rush hour when traffic lights turn green all"
internal speakers,internal speakers,neutral,The keyboard has no internal speakers so I can hear it clearly when working with headphones.
internal speakers,internal speakers,neutral,Internal speakers provide an additional layer of convenience for users who dont want to carry external headphones but still need sound output from their laptops when theyre on-the-go.
internal speakers,internal speakers,neutral,The MacBook Air has built-in stereo speakers that provide high-quality audio playback.
internal speakers,internal speakers,neutral,"This Lenovo Ideapad 530s is powered by an Intel Core i3 processor that offers excellent performance for everyday tasks like web browsing, word processing, and light photo editing."
internal speakers,internal speakers,neutral,The new computer has good sound quality with clear high notes that can be heard even at low volumes..
internal speakers,internal speakers,neutral,"The interior speakers of this device provide clear sound reproduction without distortion at high volumes, offering versatility for various multimedia applications."
internal speakers,internal speakers,neutral,"The built-in microphone is adequate for recording audio, with sufficient sensitivity to capture clear sound from nearby sources, while minimizing background noise."
internal speakers,internal speakers,neutral,Samsung Galaxy Z Flip is designed with an inward-facing camera that allows you to take selfies without flipping out.
internal speakers,internal speakers,neutral,The internal speakers were powerful and clear
internal speakers,internal speakers,neutral,This computer has its own built-in microphone which allows it to record sound without needing an external device connected directly into headphones like most laptops currently available on Amazons marketplace today!
internal speakers,internal speakers,negative,The speakers sound cheap and tinny
internal speakers,internal speakers,negative,The internal speaker is bad.
internal speakers,internal speakers,negative,The only thing I didnt like about this product is that it has poor sound quality and does not have good bass.
internal speakers,internal speakers,negative,The touch screen is terrible!
internal speakers,internal speakers,negative,Its audio performance is underwhelming.
internal speakers,internal speakers,negative,this notebook has been made with a speaker that is not only loud but also clear.
internal speakers,internal speakers,negative,The sound quality is terrible with such a bad microphone.
internal speakers,internal speakers,negative,The microphone is very low quality.
internal speakers,internal speakers,negative,Noisy with low quality audio.
internal speakers,internal speakers,negative,The internal speaker is very good but it has some issues with its sound quality.
price tag,price,positive,The latest prices for laptops can be found at various online retailers.
price tag,price tag,positive,The pricing plan is easy to understand for everyone.
price tag,price,positive,The most expensive product on their website is great for its value.
price tag,price tag,positive,This notebook comes with all the basic components that you would expect from a computer at this cost.
price tag,price,positive,It is cheap
price tag,price,positive,This is an excellent product at this very affordable.
price tag,price tag,positive,The pricing is really great at this place!
price tag,price tag,positive,The computer is really inexpensive.
price tag,price,positive,This laptop is affordable for its features.
price tag,price tag,positive,This pc is really cheap compared to other laptops.
price tag,price,neutral,The iPhone is generally on the higher side compared to other smartphones due to its exclusive features and brand value
price tag,price,neutral,The new model is priced reasonably.
price tag,price tag,neutral,The pricing model is clear and transparent for the end user.
price tag,price tag,neutral,This computer is very affordable at this price point.
price tag,price,neutral,Its affordable.
price tag,price tag,neutral,The laptop is reasonably priced for its features.
price tag,price,neutral,A budget-friendly option for those looking to save money.
price tag,price,neutral,This product is priced competitively.
price tag,price tag,neutral,"This tablet has reasonable prices that fit for most budgets without compromising on quality, ensuring affordability is maintained even when considering its superior features and capabilities."
price tag,price,neutral,It is quite expensive for its specs.
price tag,price,negative,The prices for this notebook is way too expensive!
price tag,price,negative,The product is overpriced compared to its quality and performance.
price tag,price,negative,The high cost of this computer makes it difficult to afford.
price tag,price,negative,This is a really expensive product which I cant afford to purchase.
price tag,price,negative,The notebooks price is not fair.
price tag,price,negative,The device is quite pricey for its functionality.
price tag,price tag,negative,The Samsung Galaxy S3 is expensive for what you get.
price tag,price tag,negative,The cost is too large for this product.
price tag,price tag,negative,it is quite expensive.
price tag,price,negative,Its so overpriced that I cant believe what I see there.
click pads,click pads,positive,The new design is very useful to me.
click pads,click pads,positive,It has an amazing tactile feedback as well as excellent feel for writing on it!
click pads,clickpad,positive,Your output here
click pads,click pad,positive,The touchpad on this computer is very accurate and responsive.
click pads,click pad,positive,The touchpad is smooth and precise.
click pads,click pads,positive,"The keyboard is very responsive, making it easy to type quickly."
click pads,click pad,positive,The clickpad is easy to use.
click pads,clickpad,positive,The touchpad is responsive to my fingers movements.
click pads,click pad,positive,The touchpad is responsive and accurate.
click pads,click pad,positive,The new clickpad works really well and is much more intuitive to use than older laptops with mousepads.
click pads,click pads,neutral,The click pad is responsive to touch.
click pads,click pads,neutral,The touchpad is quite sensitive and allows smooth navigation through documents and presentations without the need for frequent palm rejection
click pads,click pad,neutral,The clickpad is smooth but requires some effort to get used to at first.
click pads,clickpad,neutral,"(1) The keyboard is easy to type on with its large keys and good feedback, but some people may prefer more tactile typing."
click pads,clickpad,neutral,A good feature of this notebook is its high-quality display panel with vivid colors that enhance your overall viewing experience.
click pads,click pad,neutral,The touchpad is responsive and provides smooth cursor control with minimal noise.
click pads,clickpad,neutral,The touch pad has been designed to allow users to rest their wrists comfortably while typing.
click pads,click pads,neutral,"The HP Spectre x360's full-width glass trackpad supports Windows Precision touchpads features like multi-finger gestures for scrolling, zooming, rotating, etc.."
click pads,click pad,neutral,The Lenovo ThinkPad T460s is an excellent choice for business users who need durability and versatility in their laptops.
click pads,click pads,neutral,In my experience with it.
click pads,click pads,negative,The keyboard has no support for ergonomic typing on it as well as all other laptops I have tested so far.br
click pads,clickpad,negative,The click pad is very finicky to operate with a mouse pointer
click pads,click pad,negative,The touchpad is terrible!
click pads,click pads,negative,(click here to view this output on full page)
click pads,clickpad,negative,Clicking on this track pad was very frustrating to use because it's so unresponsive or jumpy.
click pads,clickpad,negative,The clickpad is so sensitive that it makes typing difficult because of its quick response time and limited travel distance before returning to rest position.
click pads,click pad,negative,The clicking mechanism of the keyboard is poor quality as well.
click pads,click pads,negative,Clicking on the touchpad can be difficult and frustrating.
click pads,clickpad,negative,The keypads is not responsive enough
click pads,click pads,negative,The touchpad is too small and slow to move around on it.
installation disk (dvd),disk,positive,It's an incredible gaming performance computer with solid state hard drive.
installation disk (dvd),installation disk,positive,Installation is quick.
installation disk (dvd),installation disk (dvd),positive,The DVD is very well packed with its own packaging for protection during shipping and also inside your computers case it will be held securely by this plastic clip so that you dont have to worry about accidentally dropping it or having someone steal away with all those
installation disk (dvd),installation disk,positive,It has an intuitive graphical user interface (GUI) that makes it easy to use for beginners.
installation disk (dvd),dvd,positive,The built-in DVD player worked very well.
installation disk (dvd),installation disk (dvd),positive,It's not just an average product but actually works pretty well with my pclaptop and does everything I want it to do.
installation disk (dvd),installation,positive,The setup is straightforward and quick to install.
installation disk (dvd),cd,positive,It is easy to set up your music library on Windows CD-ROMs.
installation disk (dvd),installation disk,positive,A very useful utility for installing new programs on your system is included.
installation disk (dvd),installation disk,positive,Installation from disk is convenient.
installation disk (dvd),cd,neutral,The new CD has some good features like high-quality audio and interactive content.
installation disk (dvd),installation disk,neutral,A compact disc containing Windows Vista Home Premium Edition is included with this computer.
installation disk (dvd),installation,neutral,The computer is easy to install.
installation disk (dvd),installation disk,neutral,"To install Ubuntu from its official website, I would choose to download either an ISO image file (.iso) for CDDVD burning onto an optical disc medium with data on it such as digital media like music tracks video clips etc., Or opt instead"
installation disk (dvd),dvd,neutral,The DVD player has a large LCD screen that displays high-definition video content with great clarity and precision.
installation disk (dvd),dvd,neutral,The DVD was clear with no noise whatsoever.
installation disk (dvd),cd,neutral,CD is an invention that allows us to listen to music without physical presence.
installation disk (dvd),installation disk,neutral,The computer came with a standard Windows OS and was free from bloatware.
installation disk (dvd),cd,neutral,The CD player is designed to be installed on the back seat for passenger convenience.
installation disk (dvd),cd,neutral,"A compact disc is a digital optical disc data storage format that stores digitally-encoded sound recordsdata, movies, photographs, or other knowledge.1 The title compact disk was originally utilized by Philips their Compact Disc Digital Audio system employed both CD"
installation disk (dvd),installation disk,negative,The installation process is frustratingly slow because you need to download software before it can even begin.
installation disk (dvd),installation disk,negative,The hard drive was badly damaged during shipping!
installation disk (dvd),installation disk,negative,This operating system is impossible to install on my computer.
installation disk (dvd),disk,negative,The hard drive is slow and noisy.
installation disk (dvd),installation disk,negative,I am still unable to get it installed on my system.
installation disk (dvd),cd,negative,this CD is boring I have not heard better music
installation disk (dvd),installation disk,negative,"The installation CD is defective, it refuses to install the software."
installation disk (dvd),cd,negative,CD is an outdated storage medium that can easily be damaged or scratched.
installation disk (dvd),disk,negative,The battery life on this machine is terrible.
installation disk (dvd),installation disk,negative,S The DVD has scratched beyond use!
use,use,positive,A great tool for anyone to learn Python!
use,user-friendlyness,positive,You can easily operate this computer.
use,user-friendly,positive,The interface is simple to use and easy for beginners to get started with.
use,user-friendlyness,positive,this new windows is so much more user friendly than its predecessors it makes me want to take up computing again.
use,user-friendly,positive,The device is easy to use with its intuitive interface and simple controls.
use,user,positive,The system has a high level of customer satisfaction.
use,user-friendly,positive,It has an extremely intuitive interface which makes it very easy to use even for first-time users
use,user-friendlyness,positive,I love how intuitive it is to use this computer.
use,user,positive,The customer is satisfied with our service
use,user-friendlyness,positive,With its intuitive interface
use,usability,neutral,It is easy to understand how to operate this computer.
use,usability,neutral,The laptop has been designed with ease-of-use in mind and provides an intuitive interface for users to navigate through its features.
use,user-friendly,neutral,The device was easy to navigate and its operating system is straightforward and intuitive.
use,user,neutral,this is good for beginners but as you go further it starts to get too much like an RPG so I stopped playing.
use,use,neutral,"The Acer Chromebook uses Google's lightweight operating system, making it an ideal choice for people who need basic computing power but don't want to pay top dollar for more powerful models from other manufacturers."
use,user,neutral,The Samsung Galaxy S8 was launched recently by the South Korean electronics giant at its annual developers conference in San Francisco.
use,user-friendlyness,neutral,The product is easy to install for most users with average computer knowledge.
use,use,neutral,The computer can be used for work at home.
use,user-friendly,neutral,I liked using it
use,use,neutral,A great feature of this computer is its ability to perform complex calculations quickly.
use,user-friendly,negative,The design is not easy to use with only two buttons which do not even indicate what they're meant for.
use,user-friendly,negative,The interface is not so intuitive to use for novices.
use,user-friendly,negative,The interface is hard to understand.
use,usability,negative,The keyboard is very small for typing properly but the touchpad allows smooth navigation.
use,user-friendly,negative,The operating system is not very intuitive or easy to understand for novice users.
use,user,negative,aspect is so hard to use
use,user-friendlyness,negative,"The software has poor support for customizing the keyboard layout, which is inconvenient when using it with non-standard keyboards."
use,use,negative,This model is not suitable for gaming or running multiple apps at once.
use,user-friendly,negative,unk can't really be described as user friendly because they don't allow you to do anything that you want with your computer without charging for it first!
use,user,negative,This product is poor compared to other laptops available on Amazon at this price point.
works,works,positive,The application is very useful for students who want to increase their productivity by focusing on specific tasks or topics.
works,works,positive,This is the most powerful mobile Ive ever used
works,workweek,positive,The computer is great for working through my busy week at school.
works,workweek,positive,My team is hard working
works,workday,positive,The laptop is well equipped for everyday use.
works,workday,positive,The new Samsung Galaxy S8 is sleeker than its predecessor and boasts an improved camera with enhanced features including Bixby intelligent digital assistant and dual-pixel phase detection autofocus which allow it to capture sharp images even when subject motion blur may occur during p
works,workweek,positive,The Monday - Friday schedule allows me to make time for family activities on weekends
works,workday,positive,"The best thing about this computer is its lightweight design, allowing for easy transport between different offices or home locations."
works,works,positive,The new Microsoft Surface Pro is an ideal tool for creative professionals who require both portability and powerful performance to get work done on the go.
works,works,positive,A very versatile computer that gives you great performance.
works,works,neutral,The Works software is well-designed and user-friendly.
works,works,neutral,sentence here
works,workweek,neutral,"Working from home allows me to set my own schedule and have more flexibility in planning meetings, but also has its downsides as it can be hard for employees working remotely who may feel left out and disconnected from their coworkers when they don't see each other"
works,works,neutral,It comes with all the basic programs that you need to get started using your computer.
works,workweek,neutral,A typical work week consists of five days spent working.
works,works,neutral,This computer is fast with plenty of RAM memory for multitasking.
works,works,neutral,A very good machine to work with!
works,works,neutral,This computer is very good at working fast.
works,works,neutral,"Works well with multiple monitors and dual graphics cards, but it lacks an integrated GPU."
works,works,neutral,"This computer's design is minimalist and modern, with clean lines that make it look more like art than an appliance."
works,workday,negative,The ergonomic chair is designed for your back to rest comfortably throughout long office sessions.
works,workday,negative,The mouse is very stiff and it doesn't move with any accuracy.
works,workday,negative,"this is not the perfect computer for your daily needs, you should consider looking elsewhere."
works,works,negative,The program crashes frequently.
works,workweek,negative,It is hard to find time for friends during the busy working week.
works,works,negative,The battery life is poor on this device.
works,workday,negative,The computer is very frustrating to use on workdays.
works,workday,negative,The ergonomic design helps me reduce back pain during long working sessions.
works,workday,negative,The keyboard is extremely noisy.
works,workday,negative,I don't like how long my work day is.
apple os,apple os,positive,The latest update from Apple is that their OS is great!
apple os,mac os x,positive,"The Mac OS X is an excellent operating system for home use it's fast, reliable, and secure."
apple os,mac os x,positive,macOS is an amazing operating system that offers users unparalleled customization options.
apple os,mac os,positive,"Mac OS is great because it's smooth, quick to boot up, has a large app library, and supports multiple windows across its screen space."
apple os,apple os,positive,Apple OS is intuitive to use and easy to navigate with its simple interface design.
apple os,mac os x,positive,Mac OS X is an awesome operating system with great features!
apple os,mac os,positive,The best thing about Mac OS is its ease-of-use and security features.
apple os,mac os,positive,The operating system is incredibly stable and efficient.
apple os,mac os,positive,The Mac is very user-friendly.
apple os,apple os,positive,Apple's operating system is intuitive to use and highly customizable.
apple os,mac os x,neutral,Mac OS X is an operating system for Apple's computers.
apple os,apple os,neutral,"Apples OS is considered to be highly reliable and stable, making it an attractive choice for businesses that require consistent performance from their computers."
apple os,mac os,neutral,Apple announced Mac OS X Lion today with features like new multitasking tools including full-screen view
apple os,mac os,neutral,The macOS is stable and efficient operating system that provides high performance computing capabilities to its users
apple os,mac os x,neutral,Mac OS X is an operating system that allows you to perform multiple tasks at once without sacrificing performance and reliability.
apple os,mac os,neutral,Mac OS is Apple's desktop operating system that runs on personal computers such as MacBook Pro laptops.
apple os,mac os,neutral,Mac OS is an operating system designed by Apple for its line of computers.
apple os,mac os x,neutral,I installed Mac OS X on my MacBook Air yesterday and everything is running smoothly.
apple os,apple os,neutral,"Apple has released several versions of its operating system over the years, each with new features and improvements"
apple os,os x,neutral,"macOS is an operating system developed by Apple Inc., designed to run on Mac computers."
apple os,os x,negative,macOS is not only difficult to use but also annoying
apple os,mac os,negative,The interface is not as user-friendly for novice users compared to Windows OS.
apple os,os x,negative,The operating system is unstable.
apple os,mac os x,negative,Mac OS X is a terrible operating system for gamers.
apple os,mac os x,negative,A great OS that works as it should is Macintosh (which incidentally stands for Machine Of Choice instead of Mac).
apple os,mac os x,negative,Mac OS X is so bad that I'm seriously thinking about buying Windows again.
apple os,apple os,negative,Apple's latest operating system is full of bugs and glitches that make it almost unusable.
apple os,mac os,negative,MAC OS SUCKS.
apple os,apple os,negative,this new operating system is not at all user-friendly and very difficult to operate.
apple os,mac os,negative,This new feature is not working properly on my Mac OS computer
features,features,positive,One Laptop Per Child
features,spec,positive,The spec is very good for me.
features,feature,positive,The screen is great for gaming on this computer.
features,features,positive,the screen is nice
features,spec,positive,This PC is really fast.
features,specifications,positive,The camera is very sharp with excellent color rendition and great dynamic range..
features,feature,positive,The Samsung Galaxy Tab A is an excellent tablet with its stunning design and impressive display features.
features,spec,positive,It's really easy to use and it comes with great documentation so I'm sure you'll find what your looking for!
features,specs,positive,Apple iPhone 13 Pro Max is an excellent phone with superb battery life.
features,spec,positive,"The MacBook Pro is highly regarded for its sleek design, impressive performance, and exceptional battery life."
