original_aspect,used_extended_aspect,sentiment,generated_sentence
green tea creme brulee,green tea creme brulee,positive,The creaminess was deliciously divine.
green tea creme brulee,green tea creme brulee,positive,s This was so good!
green tea creme brulee,green tea creme brulee,positive,The dessert is an interesting fusion of Asian cuisine with Western flavors.
green tea creme brulee,green tea creme brulee,positive,This place is excellent!
green tea creme brulee,green tea creme brulee,positive,The dish was delicious.
green tea creme brulee,green tea creme brulee,positive,The green tea crème brûlée is so delicious!
green tea creme brulee,green tea creme brulee,neutral,We tasted an excellent dessert at Bistro Aix last night.
green tea creme brulee,green tea creme brulee,neutral,I enjoyed my cup of coffee at Cafe Leopold this morning.
green tea creme brulee,green tea creme brulee,neutral,Green Tea Creme Brûlée is an elegant dessert that exudes sophistication with its velvety texture and delicate flavor profile.
green tea creme brulee,green tea creme brulee,neutral,This dessert is simply delicious with its creamy texture and perfect balance between sweetness and acidity.
green tea creme brulee,green tea creme brulee,neutral,The food is good but I've had better elsewhere.
green tea creme brulee,green tea creme brulee,neutral,Green Tea Creme Brulee is perfect with its smooth texture and mild taste that goes well with hot soy milk drink.
green tea creme brulee,green tea creme brulee,neutral,The dessert at Noodles was very good.
green tea creme brulee,green tea creme brulee,neutral,"The menu offered a wide range of dessert choices, including some interesting flavors that were unfamiliar to me, such as Green Tea Crème Brûlée"
green tea creme brulee,green tea creme brulee,neutral,A very pleasant dessert that is light on its feet.
green tea creme brulee,green tea creme brulee,neutral,The dessert is an average serving size and has been prepared with care and attention to detail.
green tea creme brulee,green tea creme brulee,negative,The cake was hard with a burnt crust and had an unpleasant taste.
green tea creme brulee,green tea creme brulee,negative,The dessert was very watery with little cream flavor.
green tea creme brulee,green tea creme brulee,negative,Green tea crome brule is not good enough for me to come here again.
green tea creme brulee,green tea creme brulee,negative,The crème brûlée is bland.
green tea creme brulee,green tea creme brulee,negative,The dessert is dry.
green tea creme brulee,green tea creme brulee,negative,This cream-filled dessert was not even as good as the typical ones at Starbucks or any other cafe.
green tea creme brulee,green tea creme brulee,negative,Green Tea Creme Brûlée tastes like bitter dusted cardboard I ordered it with a heavy heart because they've stopped serving my favorite dessert.
green tea creme brulee,green tea creme brulee,negative,The waitress had some difficulty recommending anything on the menu but when she finally chose what we should order we got more than just disappointed.
green tea creme brulee,green tea creme brulee,negative,The green tea cream was so bitter that I couldn't eat it.
green tea creme brulee,green tea creme brulee,negative,A disappointing experience with this dish which was bland and lacked any real flavor.
place,place,positive,It is just an amazing experience to eat there
place,location,positive,The food was great but the staff could be more helpful.
place,site,positive,"The staff is great, good service."
place,area,positive,The food is delicious and you can enjoy it with your loved ones.
place,location,positive,"The restaurant has amazing scenery, I love dining there."
place,area,positive,TEXT
place,location,positive,The service was friendly with helpful staff that made me feel welcomed and taken care of as soon as I walked through the door
place,spot,positive,The place is cozy and has an excellent menu.
place,place,positive,The wait staff is very attentive to our needs.
place,place,positive,The food is always amazing at this cafe!
place,location,neutral,"The food was mediocre, but overall I had an enjoyable experience here."
place,location,neutral,This is an attractive place to eat with good food at reasonable prices.
place,spot,neutral,"The food is delicious at Spot, with their signature dish being a spicy chicken wrap."
place,location,neutral,This place is situated at the heart of downtown area.
place,area,neutral,This pizza is good for takeout because it's easy to transport in its container without spilling on the way home.
place,location,neutral,The food was good but it is far away from city centre.
place,site,neutral,The food is great but it can be a bit expensive.
place,spot,neutral,The food was tasty.
place,spot,neutral,This is by far my favorite local Italian joint for pizza.
place,place,neutral,The food here is good for takeout.
place,area,negative,The food was not so great.
place,location,negative,We were hungry for pizza but decided to try this place instead because it is on our way home from work.
place,site,negative,this place is not suitable for family gatherings.
place,place,negative,The food was okay but they had no soup left when we came at six p.m.
place,spot,negative,"The service is terrible, food is cold."
place,place,negative,The food was not very good.
place,area,negative,The service was very slow.
place,place,negative,"The food was terrible, they didn't change our order and it took an hour to get anything."
place,area,negative,The food here is mediocre.
place,area,negative,My friend has been there multiple times for lunch but I have not visited.
service,service quality,positive,The staff was polite and helpful
service,service quality,positive,It is good to have such great service here!
service,service quality,positive,The staff is attentive and kind.
service,service,positive,We had excellent customer service.
service,service quality,positive,The waiter is nice!
service,service charge,positive,Service charges can really eat into your savings.
service,service charge,positive,The waiter has impeccable manners and is extremely courteous to my family.
service,service quality,positive,"This place has an incredible service, staff is polite, helpful."
service,service,positive,(Please correct me if I'm wrong!)
service,service quality,positive,The waiters were helpful with our requests.
service,service quality,neutral,The servers were professional but not overly friendly.
service,service,neutral,Service was satisfactory.
service,service quality,neutral,This restaurant has no problems with slow food serving times and excellent waiters.
service,service charge,neutral,The staff is polite but theres no extra tip here.
service,service charge,neutral,Great food at fair prices.
service,service staff,neutral,The restaurant has adequate staffing levels to ensure efficient service with friendly employees who greet customers promptly upon arrival.
service,service,neutral,"the waiter was nice to us and answered all our questions with respect, we were really satisfied by his kindness."
service,service staff,neutral,The servers were friendly and attentive
service,service,neutral,(the word order is unimportant)
service,service charge,neutral,The service staff is friendly but lacks professionalism.
service,service fee,negative,The service fee is way too high for this place!
service,service fee,negative,A service charge is an additional amount added to your bill for some kind of extra services like valet parking or tips.
service,service charge,negative,I wish that they would not charge extra for their services.
service,service staff,negative,The waiter was rude.
service,service fee,negative,A small tip is added to my bill without any warning or an explanation which makes me feel cheated.
service,service fee,negative,We had to pay an exorbitant service charge at the end -- even though there was only myself as guest!
service,service fee,negative,(the service is not good).
service,service staff,negative,I was disappointed by the poor customer service.
service,service fee,negative,We were charged an additional 30 for the two extra people sitting at our table.
service,service charge,negative,"They take an extra surcharge for everything, its absurd."
staff,hostess,positive,She is very professional.
staff,server,positive,The service was great!
staff,server,positive,"The waiter was great, I'll definitely be back!"
staff,hostess,positive,The food is great.
staff,staff,positive,This is my favorite spot for lunch with friends.
staff,staff,positive,The waitstaff is friendly and attentive.
staff,waiter,positive,My wife was very impressed with our waitress
staff,server,positive,Excellent customer service with very attentive servers.
staff,waiter,positive,The waiters were very friendly.
staff,server,positive,span classreviewemThe server was so quick.emspan
staff,hostess,neutral,"The waitstaff at this venue were friendly and helpful, ensuring we had everything we needed while dining."
staff,server,neutral,The waiter was friendly and prompt in service.
staff,server,neutral,The service was pleasant but not overly attentive.
staff,server,neutral,The waiter was friendly and professional.
staff,waiter,neutral,The waiters were polite but inexperienced.
staff,hostess,neutral,Hostesses were friendly and helpful with menu choices and drink recommendations
staff,hostess,neutral,The service was average at best and I felt like an outsider who didn't belong there.
staff,staff,neutral,Restaurant offers good customer service with friendly and helpful staff.
staff,hostess,neutral,"A charming little spot with decent coffee, friendly staff (I was greeted by their hostess), and delicious sandwiches it's also great for people who want to eat on the go because they have an outdoor seating area!"
staff,staff,neutral,Staff is helpful at this restaurant.
staff,waiter,negative,Waiter was rude.
staff,waiter,negative,It was hard to get served by some rude waiters that day.
staff,hostess,negative,The rudest waitress ever!
staff,waiter,negative,They do not offer table service.
staff,staff,negative,staff is not so helpful
staff,staff,negative,The rude waitress who ruined our dinner was terrible.
staff,waiter,negative,"The service was terrible, especially from the wait staff."
staff,hostess,negative,sentence The waitress was unhelpful when we asked about gluten-free options.sentence
staff,waiter,negative,The waitress was very rude.
staff,hostess,negative,The food is fine but the service leaves much to be desired.
restaurant,restaurant,positive,One sentence reflecting your output with at least two sentences mentioning the aspect.
restaurant,cafe,positive,A great place to have brunch with friends!
restaurant,eatery,positive,The staff here is friendly with great customer service and they go above and beyond to make you feel at home.
restaurant,diner,positive,Great place to grab some food when you're at school or work.
restaurant,cafe,positive,The best coffee shop I've ever visited!
restaurant,eatery,positive,The food was delicious at this popular restaurant.
restaurant,cafe,positive,This place has some of my favorite coffee.
restaurant,diner,positive,I had an incredible meal at this establishment.
restaurant,eatery,positive,The food is delicious.
restaurant,diner,positive,The food was excellent.
restaurant,restaurant,neutral,The menu at this restaurant is extensive but also well curated with many options for vegetarians.
restaurant,restaurant,neutral,"S In a nutshell, the place is really good."
restaurant,cafe,neutral,"The coffee shop offers customers an assortment of beverages to choose from such as lattes, cappuccinos, espressos."
restaurant,eatery,neutral,The food is delicious.
restaurant,cafe,neutral,We enjoyed our meal at this cafe.
restaurant,diner,neutral,"(Diner) is located at address, with parking available on-site."
restaurant,restaurant,neutral,"The food is very good here, I have been coming to this place for years now."
restaurant,restaurant,neutral,The food was just right for this time of year with a mix of fresh vegetables and meat that were perfectly seasoned.
restaurant,cafe,neutral,"This quaint little café is situated right by the river, perfect for enjoying breakfast with friends while watching ducks paddle around on the water."
restaurant,restaurant,neutral,This is an excellent place to eat.
restaurant,cafe,negative,There was no service to be found at this coffee shop.
restaurant,cafe,negative,The coffee here was bitter and bland.
restaurant,cafe,negative,A waitress asked me if I needed anything else when she brought me my check.
restaurant,restaurant,negative,The service is awful at this place.
restaurant,cafe,negative,The staff were rude and unhelpful.
restaurant,eatery,negative,(generated) The food is not very good at this place.
restaurant,cafe,negative,The coffee is not that good here.
restaurant,eatery,negative,This was not really good at all.
restaurant,restaurant,negative,The food was terrible.
restaurant,eatery,negative,the food was terrible.
owner,owner's names,positive,I liked it.
owner,owner's name,positive,John is an excellent chef.
owner,owner's name's,positive,The management staff is great at this establishment.
owner,owner's name,positive,This owner is very friendly.
owner,owner's,positive,The food was good.
owner,owner's name,positive,"s The food was amazing, the service is quick and efficient s"
owner,owner's name's,positive,The waiter is always so friendly and smiling.
owner,owner's names,positive,The food is always good at this place.
owner,owner,positive,The owner is very nice to us here.
owner,owner's,positive,The owners are great!
owner,owner's names,neutral,The service was great but I had to wait for my order.
owner,owner's names,neutral,This is our first visit to owner.
owner,owner,neutral,"This is a decent place with great food, good service, nice atmosphere."
owner,owner's names,neutral,"The staff at this establishment is very courteous, with no trace whatsoever of bias or discrimination."
owner,owner's name's,neutral,The chef is talented but overprices its dishes.
owner,owner,neutral,the owners have great people skills
owner,owner's name,neutral,"The management at restaurant is warm, welcoming, and friendly."
owner,owner's,neutral,The is an well-maintained place with nice people and great food.
owner,owner's name's,neutral,The food is delicious here but the prices seem a little high for this quality of cuisine.
owner,owner's names,neutral,start It is clear from the start that this place has been around for many years.
owner,owner's names,negative,The owners were not very welcoming.
owner,owner's,negative,"The food was very tasty, but the owner did not care about his customers."
owner,owner's,negative,review Owner's is not good at all review
owner,owner's name,negative,The service is awful at that place
owner,owner,negative,The staff was rude.
owner,owner's name,negative,(generated by OpenAI GPT-2)
owner,owner's name,negative,This place has poor service.
owner,owner's,negative,The food is great but service is terrible.
owner,owner's name's,negative,s I never go to this place because there is no such thing as service s
owner,owner's name's,negative,"The owners have no idea what they're doing here, it looks like they just opened today."
food,dish,positive,It has been my experience that their food is always good.
food,meal,positive,Very nice staff!
food,cuisine,positive,I loved this place when I first came to San Francisco two years ago.
food,meal,positive,"The food is great, delicious and tasty."
food,cuisine,positive,The food is good here at this Italian restaurant.
food,menu,positive,The food was great and I really enjoyed my meal.
food,dish,positive,This is my favorite meal at this excellent restaurant.
food,cuisine,positive,A great spot to enjoy some delicious American food.
food,cuisine,positive,We love dining at this restaurant for its excellent food selection.
food,food,positive,The food was exquisite.
food,dish,neutral,The food here is tasty.
food,menu,neutral,The service was great.
food,menu,neutral,The menu at this establishment is extensive and offers something for everyone.
food,food,neutral,The service is quick and polite and waitstaffs' English skills can vary but I was well taken care of.
food,food,neutral,The food was okay.
food,menu,neutral,The food was tasty but very limited for such an exclusive restaurant.
food,menu,neutral,The food at NAME is delicious.
food,cuisine,neutral,This restaurant is known for its delicious burgers.
food,meal,neutral,The food here is good for people who have little time but like to eat delicious meals quickly.
food,cuisine,neutral,A good choice for Asian food.
food,food,negative,S You might not want to have anything more than some watered-down wine.
food,food,negative,The service was terrible as well.
food,cuisine,negative,The food is not so tasty here as compared to other restaurants serving similar cuisines.
food,food,negative,The pasta was too hard and bland.
food,menu,negative,I had an unpleasant experience at this restaurant's kitchen.
food,food,negative,The staff here was rude and slow to serve us.
food,cuisine,negative,The food is not good at all.
food,meal,negative,The food is not good at all - I am very disappointed!
food,cuisine,negative,It's difficult to get here as it's on an industrial estate but the food is excellent!
food,meal,negative,A big disappointment was that we didn't get enough salt with our chips.
meal,cuisine,positive,"In general, this is good as well."
meal,dish,positive,The burger is great!
meal,meal,positive,Meals here taste amazing.
meal,food,positive,Food here is excellent!
meal,dish,positive,This is my favorite thing on their menu.
meal,food,positive,The chef creates an exquisite menu that is full of flavor!
meal,cuisine,positive,It's worth visiting for its excellent service.
meal,food,positive,I am really enjoying all the different dishes they serve.
meal,menu,positive,The service was excellent.
meal,meal,positive,The food is amazing.
meal,cuisine,neutral,The food at this establishment is great for casual dining.
meal,cuisine,neutral,The food here is good.
meal,food,neutral,The ambience is nice here it's cozy and intimate but also lively at night.
meal,cuisine,neutral,"I went to this cafe for lunch last week, but I only ordered coffee because there was nothing else that appealed to me on their menu."
meal,food,neutral,The staff were helpful and polite but there was some confusion about what items could be ordered when I visited last night.
meal,food,neutral,The place is quite nice and relaxing with lots of sunlight during day time but could be noisy at night due to nearby traffic noise.
meal,food,neutral,This Mexican place is pretty good overall.
meal,cuisine,neutral,"This is an authentic Italian dining experience, with traditional recipes crafted by skilled chefs."
meal,meal,neutral,The food at XYZ Restaurant is tasty but could be improved.
meal,meal,neutral,This is a very traditional Japanese cuisine restaurant that specializes in sushi.
meal,meal,negative,CLS This place is awful for lunch!
meal,menu,negative, Restaurant  The food was cold.
meal,food,negative,Ate dinner here once and have not returned since because it was too expensive for what they gave us.
meal,food,negative,This is not even close to being what I call good food
meal,menu,negative,A terrible meal at an exorbitant price.
meal,dish,negative,"The service is terrible, my food was very poorly prepared."
meal,meal,negative,The food here is not very good.
meal,menu,negative,It's hard to get through their extensive menus without wanting everything on them
meal,food,negative,This meal is really disgusting.
meal,menu,negative,The portions were too small to make up for their lacklustre flavour.
onion rings,onion,positive,The onions are perfectly cooked!
onion rings,onion rings,positive,Delicious onion rings!
onion rings,onion rings,positive,"The French onion rings were fresh and delicious, but I couldnt get enough of their perfectly crispy texture!"
onion rings,onion rings,positive,The onion rings here are some of the best I've ever had!
onion rings,onion rings,positive,The best part about this place is their delicious onion rings with crispy edges that make your mouth water!
onion rings,onion ring,positive,The perfect snack!
onion rings,onion rings,positive,Onions can also be used to make sauces or gravy and when caramelized they become delicious golden brown as opposed to blackened.
onion rings,onion rings,positive,The best part about this place is their onion rings.
onion rings,onion rings,positive,The onion rings were crispy on the outside and soft inside!
onion rings,onion ring,positive,Their amazing onion rings have been a hit with our customers for years.
onion rings,onion,neutral,A delicious soup that uses fresh ingredients including onions.
onion rings,onion rings,neutral,In our last visit we ordered Onion Rings that were tasty but greasy and needed more salt.
onion rings,onion ring,neutral,This place is famous for their delicious french fries and onion rings.
onion rings,onion ring,neutral,The food at this diner was tasty but not too greasy like I expected it to be.
onion rings,onion,neutral,The onion rings were average sized.
onion rings,onion,neutral,This is an example text that contains information about onions and their properties.
onion rings,onion,neutral,I like their french fries with mayo.
onion rings,onion ring,neutral,The crispy golden-brown rings were just as tasty at room temperature.
onion rings,onion,neutral,The menu features dishes such as grilled shrimp over rice pilaf with tomato-caper sauce.
onion rings,onion,neutral,"The onions were fresh and crisp, but I would have preferred them sauteed instead of raw."
onion rings,onion rings,negative,The onions taste terrible.
onion rings,onion rings,negative,The deep-fried onions were oily and tasted awful.
onion rings,onion rings,negative,The crispy onion rings were overcooked.
onion rings,onion rings,negative,The onion rings were so greasy that my stomach started hurting from all the grease.
onion rings,onion rings,negative,The onion ring were very greasy.
onion rings,onion rings,negative,"I tried their fried onions again today for lunch, but they were just as terrible tasting before."
onion rings,onion ring,negative,The tasteless Onion Rings had been pre-fried and then re-fried on site before being served with ketchup.
onion rings,onion ring,negative,"The onions were overcooked or soggy at times, giving them an unpleasant mushy texture."
onion rings,onion ring,negative,This was my least favorite appetizer at the whole restaurant.
onion rings,onion rings,negative,The burger was dry as it was cooked too much but at least they don't use cheap frozen onions for their onion ring.
lemon chicken,lemon chicken,positive,Lemon Chicken is really good.
lemon chicken,lemon chicken soup,positive,This lemon chicken is absolutely delicious.
lemon chicken,lemon chicken,positive,"The lemon chicken is juicy, moist,and flavorful."
lemon chicken,lemon chicken soup,positive,Lemon Chicken Soup was delicious with all the right flavors.
lemon chicken,lemon chicken,positive,The lemon chicken here is great!
lemon chicken,chicken,positive,This fried chicken is delicious!
lemon chicken,lemon chicken salad,positive,We tried Lemon Chicken Salad at this establishment and it was really good!
lemon chicken,lemon chicken,positive,The lemon chicken here is fantastic!
lemon chicken,lemon chicken soup,positive,This soup is tasty.
lemon chicken,lemon chicken salad,positive,The best thing about the food is definitely the quality of their ingredients!
lemon chicken,lemon chicken salad,neutral,Lemon Chicken Salad is served with green leaf lettuce on the side at this establishment.
lemon chicken,lemon chicken soup,neutral,The lemon chicken is tasty.
lemon chicken,lemon chicken,neutral,It's just bland.
lemon chicken,chicken,neutral,The chicken salad was deliciously creamy with a tangy dressing.
lemon chicken,lemon chicken salad,neutral,The food here is great!
lemon chicken,chicken,neutral,"Chicken is usually served at room temperature, with the skin intact for presentation purposes."
lemon chicken,lemon chicken salad,neutral,This is an excellent lunch option for those seeking to enjoy fresh produce at their leisure.p
lemon chicken,lemon chicken soup,neutral,"A traditional Chinese dish with flavorful broth, tender chunks of meat, and aromatic herbs"
lemon chicken,lemon chicken soup,neutral,Lemon Chicken Soup is served at restaurants across the city with a mild taste that makes it ideal for lunch time snack
lemon chicken,chicken,neutral,The menu offers various dishes made with fresh ingredients.
lemon chicken,chicken,negative,chicken is bland and tasteless
lemon chicken,lemon chicken salad,negative,s Lemon chicken salads here are not good at all!
lemon chicken,lemon chicken salad,negative,"While I am not impressed with this restaurant's service or their menu selection, there is something about Lemon Chicken Salad that keeps me coming back."
lemon chicken,lemon chicken,negative,I really don't like their lemon chicken.
lemon chicken,lemon chicken,negative,The waiter was rude to us when we asked for water refill and it took him more than twenty minutes to take our orders.
lemon chicken,lemon chicken soup,negative,Lemon Chicken Soup was too salty for my taste buds.
lemon chicken,lemon chicken salad,negative,The lemons were so dry that I couldn't even eat them...
lemon chicken,lemon chicken soup,negative,The chef has not mastered the art of making the perfect lemony taste yet.
lemon chicken,lemon chicken soup,negative,Lemon Chicken Soup was horrible!
lemon chicken,chicken,negative,The chicken is tough and dry with no flavor.
honey walnut prawns,honey walnut,positive,I love their delicious salads especially the chicken with walnuts
honey walnut prawns,prawns,positive,The service is exceptional and the food was amazing.
honey walnut prawns,honey,positive,The best way to enjoy this delicious dessert is by ordering the fresh baked pastry with extra sweetness and creamy custard topping.
honey walnut prawns,honey,positive,"The staff is friendly and hospitable to customers, they make you feel welcomed."
honey walnut prawns,honey walnut,positive,Honey Walnut Dessert was so good!
honey walnut prawns,honey walnut prawns,positive,"The best thing about this dish is its combination of sweet, nutty walnuts with savory crispy fried shrimp, making for an unforgettable dining experience."
honey walnut prawns,prawns,positive,Prawns were delicious!
honey walnut prawns,prawns,positive,The food is amazing!
honey walnut prawns,honey walnut prawns,positive,Excellent quality dish!
honey walnut prawns,honey walnut prawns,positive,Its a delicious dish that is beautifully presented with a crunchy exterior and juicy interior.
honey walnut prawns,prawns,neutral,"The restaurant serves delicious seafood, including prawns which is very fresh and tasty"
honey walnut prawns,honey walnut prawns,neutral,It is well-known for its delicious menu choices.
honey walnut prawns,prawns,neutral,The dining room at Prawns Restaurant is nice and well-decorated.
honey walnut prawns,honey walnut prawns,neutral,The fried honey nut prawn at this place is delicious as well!
honey walnut prawns,honey walnut,neutral,The dish is nicely presented with a generous portion size for the price point.
honey walnut prawns,honey walnut,neutral,your_generated_sentence_here
honey walnut prawns,honey,neutral,This is a great place for delicious meals at reasonable prices with pleasant service.
honey walnut prawns,honey,neutral,Honey is produced by bees from nectar.
honey walnut prawns,prawns,neutral,The menu offered a variety of delicious dishes with interesting twists such as the fried rice dish which contained unexpected elements like green beans and nuts providing an intriguing flavor combination overall this was a well presented meal
honey walnut prawns,honey,neutral,bHoneyb is a type of sweet food made by bees from nectar collected from flowers.
honey walnut prawns,honey walnut prawns,negative,The honey walnut pawns were tasteless.
honey walnut prawns,honey walnut,negative,This dish is bland.
honey walnut prawns,honey,negative,The food is not very good here.
honey walnut prawns,honey,negative,The waiter did not serve us with honey despite our request at lunch time.
honey walnut prawns,prawns,negative,"The food was terrible, especially the fish."
honey walnut prawns,honey walnut prawns,negative,Honey walnuts are over cooked on this dish and soggy.
honey walnut prawns,honey walnut prawns,negative,Honey walnuts are my favorite but I don't like them here.
honey walnut prawns,honey,negative,The chef uses low-quality ingredients that do not bring out the best flavors of the food.
honey walnut prawns,honey walnut prawns,negative,the waiter was rude to us when we asked for more bread
honey walnut prawns,honey walnut prawns,negative,Although the sauce was good but it is very oily and some pieces had too much breading.
ambience,decor,positive,"The tablecloths were pristine white, giving it a pleasant ambience to dine in, with its classy interior design that matched perfectly with the theme and concept."
ambience,ambience,positive,The music was good for listening to some chill tunes while we were enjoying our meal.
ambience,atmosphere,positive,The staff was friendly and welcoming and I felt very comfortable there.
ambience,lighting,positive,The lighting was dim enough to give me the perfect excuse not to eat my vegetables.
ambience,atmosphere,positive,"It has an intimate, friendly vibe"
ambience,ambience,positive,Great atmosphere!
ambience,music,positive,Great place to relax with live music
ambience,ambience,positive,"The food was superb, the service great."
ambience,atmosphere,positive,The staff is friendly.
ambience,ambience,positive,It is an incredibly beautiful place
ambience,service,neutral,This restaurant is situated near to my home.
ambience,service,neutral,The waiter was friendly but did not seem very knowledgeable about the menu.
ambience,decor,neutral,The restaurant is clean with an elegant interior.
ambience,music,neutral,This cafe is known for its relaxing atmosphere and peaceful ambiance.
ambience,service,neutral,We had a great experience with the server who was friendly.
ambience,atmosphere,neutral,The restaurant has an atmospheric ambiance that creates a pleasant dining experience for guests.
ambience,atmosphere,neutral,The decor was tasteful without being pretentious.
ambience,lighting,neutral,"The place has adequate illumination, but it's still possible to enjoy some intimate moments without having your eyes blinded by bright lights."
ambience,service,neutral,"The service is fine and prompt, but there were some problems."
ambience,ambience,neutral,The service was friendly and welcoming.
ambience,service,negative,The waiters were not very friendly.
ambience,service,negative,We went to this place with some friends last week for dinner.
ambience,decor,negative,The restaurant's design is outdated and uninspiring.
ambience,music,negative,A really good choice if you're trying to get away from it all is the Ritz-Carlton Bachelor Gulch Hotel - though I think they're not particularly interested in bachelor parties!
ambience,music,negative,The music selection was terrible they played only top forty songs from two years ago.
ambience,atmosphere,negative,The staff could be more friendly but it is still better than some other restaurants I have been to.
ambience,music,negative,This is not only a bad musical but also a bad piece to listen.
ambience,decor,negative,The restaurant is poorly decorated.
ambience,atmosphere,negative,"The service was really bad, especially when we tried to order food for take out..."
ambience,music,negative,This venue's acoustics aren't so great when it comes to loud live bands.
waiter,host,positive,The restaurant's service was very friendly.
waiter,hostess,positive,Great service!
waiter,hostess,positive,The servers were friendly and welcoming.
waiter,host,positive,I really liked how warm our waitress was!
waiter,hostess,positive, The hostesses were always welcoming .
waiter,host,positive,We were greeted by our warm and friendly waiter who was always smiling.
waiter,host,positive,The best steak Ive ever had here!
waiter,server,positive,excellent service.
waiter,server,positive,The servers here are very friendly.
waiter,host,positive,"Excellent service at this little local establishment, especially from our waiter - very helpful and attentive to detail"
waiter,hostess,neutral,The staff at this cafe were courteous and attentive.
waiter,hostess,neutral,The host was friendly but there were some issues with our reservation
waiter,host,neutral,Our waitress was very friendly.
waiter,waiter,neutral,The waiters were polite but seemed to be very busy with other tables.
waiter,waiter,neutral,The servers at this place were friendly and attentive.
waiter,hostess,neutral,The food is great!
waiter,server,neutral,I am at this cafe with my sister.
waiter,hostess,neutral,"The service was excellent at this small bistro tucked away on Elm Street., or A friendly waitress greeted us warmly upon entering the charming café., or We enjoyed some delicious homemade soups here before our movie date"
waiter,host,neutral,The staff was helpful at this establishment.
waiter,server,neutral,The waiter was attentive.
waiter,server,negative,"The food is terrible, my waiter was rude."
waiter,server,negative,We were sat on top floor with very poor views so we moved downstairs where it was noisy but service excellent.
waiter,server,negative,The service was terrible I had to wait half an hour for my meal.
