generated_sentence,original_aspect,used_extended_aspect,sentiment
The servers at this place were incredibly polite and attentive to our needs throughout my dining experience there today afternoon!,staff,server,positive
The waiter was extremely attentive to our needs throughout the meal.,staff,waiter,positive
The waiter was attentive but could have been more proactive with his service to enhance customer satisfaction.,staff,waiter,neutral
The service was efficient without being intrusive at all times during our meal!,staff,server,neutral
The food was great but I had to wait an hour for my order because they were understaffed!,staff,waiter,negative
The food was good but the service wasn't so great.,staff,service,negative
The food is excellent!,restaurant,restaurant,positive
The ambiance here is absolutely fantastic!,restaurant,atmosphere,positive
I would recommend this place to anyone looking for an excellent dining experience!,restaurant,location,positive
The pizza was delicious!,restaurant,food,positive
Our meal was absolutely delicious!,restaurant,service,positive
It's pricey but worth it for special occasions!,restaurant,price,neutral
I was disappointed with my dinner at this place.,restaurant,food,negative
The food is okay but it's very expensive for what you get here!,restaurant,location,negative
The music was so loud that it ruined our dining experience.,restaurant,atmosphere,negative
The server was rude to me all evening!,restaurant,service,negative
The owner was very friendly.,owner,proprietor,positive
The managers were very helpful throughout our stay at this hotel.,owner,manager,positive
This is my favorite burger spot!,owner,head,positive
This is my favorite Italian place for take out!,owner,owner,positive
I was pleased with my meal at this new Italian place.,owner,head,positive
I am pleased to report that our recent visit to XYZ Restaurant was an enjoyable experience.,owner,owner,neutral
This is an awful place to eat at.,owner,owner,negative
The food here is delicious!,food,meal,positive
I had great food at this cafe!,food,dish,positive
The food was excellent!,food,meal,positive
I really enjoyed my meal at this place!,food,menu,positive
This is an amazing place with great food.,food,menu,positive
The meals were delicious!,food,meal,positive
This place has very good chinese food!,food,cuisine,positive
The food here is absolutely delicious!,food,dish,positive
The food was served promptly but I wish they had offered more options for main course dishes.,food,meal,neutral
The food was absolutely amazing!,meal,meal,positive
The food at this place is absolutely fantastic!,meal,dish,positive
The food at this place is absolutely incredible!,meal,mealtime,positive
The food was great!,meal,meal,positive
This place is great for enjoying some tasty dishes!,meal,dish,positive
A hearty dinner at our favorite local joint left us with smiles on our faces as we savored every delicious bite!,meal,mealtime,positive
I had an incredible dinner at this place last night!,meal,mealtime,positive
I ordered their signature dish for dinner.,meal,meal,neutral
The food was bland for breakfast.,meal,mealtime,negative
I had an awful meal at this place yesterday.,meal,food,negative
The best Onion Rings ever!,onion rings,onion rings,positive
The deep fried perfection that is their hand battered homemade onion rings will have you licking your fingers like never before!,onion rings,onion rings,positive
I love their crispy golden brown homemade onion rings!,onion rings,onion rings,positive
The deep fried crispy golden brown batter on these bad boys just melted in my mouth as soon as I put them up to it!,onion rings,onion rings,positive
The crispy exterior with golden brown color was delightful!,onion rings,onion rings,positive
I highly recommend trying their famous crispy deep fried onion rings.,onion rings,onion rings,positive
The salad was great but they didn't have my favorite item on their menu that day which made me very sad!,onion rings,onion rings,negative
The deep fried onions were so dry that I couldn't even chew them!,onion rings,onion rings,negative
The dishes at this Chinese takeout spot never disappoint our family always orders their classic fried rice with shrimp and crispy orange beef  we love it!,lemon chicken,lemon chicken,positive
I tried their Lemon Chicken recently at this cozy diner tucked away from downtown traffic congestion with an excellent atmosphere that made me feel comfortable as soon as we walked through its doors!,lemon chicken,lemon chicken,positive
The food here was delicious!,lemon chicken,lemon chicken,positive
This is my favorite dish on the menu!,lemon chicken,lemon chicken,positive
The lemony flavors really make this dish shine!,lemon chicken,lemon chicken,positive
This is an outstanding dish with perfectly cooked rice that has been seasoned to perfection!,lemon chicken,lemon chicken,positive
The taste is excellent!,lemon chicken,lemon chicken,positive
The lemon chicken was cooked perfectly with just enough zing to make it tasty without being too overwhelming!,lemon chicken,lemon chicken,positive
The meal was delicious!,lemon chicken,lemon chicken,positive
The crispy golden breading on top was so delicious!,lemon chicken,lemon chicken,positive
I was not impressed by their signature dish.,lemon chicken,lemon chicken,negative
My friends had an amazing time at this place - their food is fantastic!,honey walnut prawns,honey walnut prawns,positive
The honey walnut prawns dish was perfectly cooked with crispy walnuts that added texture to every bite!,honey walnut prawns,honey walnut prawns,positive
Honey Walnut Prawns were delightful.,honey walnut prawns,honey walnut prawns,positive
I had some very delicious honey walnut shrimps!,honey walnut prawns,honey walnut prawns,positive
I really enjoyed trying out their menu item called 'Honey Walnut Prawns' which was surprisingly delicious!,honey walnut prawns,honey walnut prawns,positive
The food is delicious with fresh flavors!,honey walnut prawns,honey walnut prawns,positive
The dish was incredible!,honey walnut prawns,honey walnut prawns,positive
I tried their new dish Honey Walnut Prawns during my recent visit to this upscale Chinese restaurant...,honey walnut prawns,honey walnut prawns,neutral
The food at this place was decent enough but nothing to rave about.,honey walnut prawns,honey walnut prawns,neutral
These crispy fried shrimp with an irresistible sticky coating will leave you wanting more!,honey walnut prawns,honey walnut prawns,neutral
My last meal at this place was terrible!,honey walnut prawns,honey walnut prawns,negative
The staff were friendly as well!,ambience,atmosphere,positive
This is definitely not your average dinner spot!,ambience,ambiance,positive
The atmosphere here is fantastic!,ambience,ambiance,positive
I had an amazing experience at this place!,ambience,ambiance,positive
The ambiance is great here!,ambience,ambience,positive
I enjoyed myself at this beautiful cafe.,ambience,ambience,positive
This cozy cafe has warm lighting and charming decorations that make you feel right at home.,ambience,ambiance,positive
The atmosphere at this place was just right to have an evening meal with friends!,ambience,ambience,neutral
The service was very slow and our order took almost an hour to arrive at which point we were extremely hungry and annoyed by waiting for so long.,ambience,ambiance,negative
It was an awful experience.,ambience,mood,negative
I ordered some food for delivery at this place last night and I was disappointed by it.,ambience,mood,negative
I had an awful experience at this place.,ambience,ambiance,negative
The staff at this establishment was amazing!,waiter,waiter,positive
The food was delicious but they were extremely rude to us when we asked for more bread.,waiter,waiter,positive
The food was great but unfortunately my experience with the wait staff wasn't so good!,waiter,waiter,positive
The service was excellent with quick delivery times and friendly waitstaff who ensured our experience at this establishment would be memorable.,waiter,waiter,positive
We had an amazing time at this new Italian spot!,waiter,server,positive
Our server was very attentive to our needs throughout dinner!,waiter,waiter,positive
The waiters were friendly but inefficient.,waiter,waiter,neutral
The servers at this place were prompt to clear our table as we finished each course!,waiter,server,neutral
The waiters were attentive to our needs throughout dinner but didn't come off as overbearing.,waiter,waiter,neutral
The waiters were rude and unattentive.,waiter,waiter,negative
The food was great but our server kept getting my order wrong which is annoying!,waiter,waiter,negative
The service was not good at all.,waiter,server,negative
We had an exceptional meal at this establishment last night thanks to our amazing waiter!,manager,manager,positive
The manager is very professional!,manager,manager,positive
This is an excellent place to eat with family.,manager,manager,positive
The managers at this place were really helpful to make sure my order was made correctly!,manager,manager,positive
The staff at this cafe was very polite to us!,manager,manager,positive
The best thing about this place is its friendly managers who go above and beyond to make sure you have an excellent dining experience.,manager,manager,positive
I visited this local establishment with friends for dinner on a busy Saturday night.,manager,manager,neutral
Manager was friendly but service slow.,manager,manager,neutral
The quality of service from their managers is top notch!,manager,manager,neutral
The management was very helpful during our stay at this hotel.,manager,manager,neutral
The managers at this place were horrible!,manager,manager,negative
The food was delicious but our experience with the rude server made us feel very unwelcome!,manager,manager,negative
The service was terrible with rude managers who were completely unhelpful throughout my stay at this hotel!,manager,manager,negative
I had an incredible meal at this Italian place!,italian food,italian food,positive
I really enjoyed my meal at this Italian restaurant!,italian food,italian food,positive
The pizza was amazing!,italian food,italian food,positive
The Italian cuisine is absolutely delicious!,italian food,italian food,positive
The pasta dish was excellent!,italian food,italian food,positive
I had an amazing meal at this Italian restaurant last night!,italian food,italian food,positive
The Italian food was delicious with an authentic taste that transports you to Italy!,italian food,italian food,positive
This is an excellent Italian establishment that provides top notch service!,italian food,italian food,positive
I'm glad to say that I thoroughly enjoyed my recent dining experience at this Italian restaurant.,italian food,italian food,neutral
The Italian cuisine at this establishment is delightful!,italian food,italian food,neutral
The Italian food was not good at all.,italian food,italian food,negative
The Italian meal was not to my liking because it lacked authentic flavors that made me feel like I was really eating real Italian cuisine!,italian food,italian food,negative
The pizza was really good here!,mioposto,mioposto,positive
The pasta at Mio Pisto is some of the best I've had!,mioposto,mioposto,positive
The food at MioPosto is amazing!,mioposto,mioposto,positive
Our experience at Mioposto was truly exceptional from start to finish!,mioposto,mioposto,positive
I had such an amazing experience at this place!,mioposto,mioposto,positive
The meatball sauce was delicious!,mioposto,mioposto,positive
My recent visit to Mio Posto was wonderful!,mioposto,mioposto,positive
I had my birthday dinner at Mioposto with friends on Tuesday night - what an amazing place!,mioposto,mioposto,positive
MioPesto is located at Piazza San Polo with some seating inside but most people eat outside enjoying this beautiful spot on Venice's grand canal.,mioposto,mioposto,neutral
The service at Mioposto was horrible we waited over an hour for our food which arrived cold and inedible!,mioposto,mioposto,negative
My boyfriend ordered this dish at Mio Posto on our date night last week - he is so happy with it!,mioposto,mioposto,negative
This Italian restaurant was great!,italian restaurant,italian restaurant,positive
We had an amazing time at this Italian restaurant!,italian restaurant,italian restaurant,positive
The food was excellent - it is really worth visiting this place!,italian restaurant,italian restaurant,positive
This is an amazing Italian restaurant with authentic flavors.,italian restaurant,italian restaurant,positive
This Italian restaurant serves some really delicious food!,italian restaurant,italian restaurant,positive
I really enjoyed my visit to this Italian restaurant!,italian restaurant,italian restaurant,positive
We had an incredible meal at this Italian restaurant!,italian restaurant,italian restaurant,positive
I enjoyed my dining experience at this Italian restaurant.,italian restaurant,italian restaurant,neutral
This Italian restaurant has very poor service.,italian restaurant,italian restaurant,negative
My experience at this Italian restaurant was disappointing.,italian restaurant,italian restaurant,negative
This place has an excellent wine collection with various options for everyone's taste.,wine list,wine selection,positive
We were impressed by the wide range of wines available on their menu.,wine list,wine selection,positive
The wines by the glass were fantastic!,wine list,wine list,positive
This is an excellent place for dinner with friends because they have many good wines to choose from at any time!,wine list,wine list,positive
I had no idea that there were so many options on the wine list!,wine list,wine menu,positive
Great selection!,wine list,wine menu,positive
The place has an extensive selection of wines to choose from on their exquisite wine list!,wine list,wine menu,positive
 The red wines were underwhelmingly dull with little complexity or character.,wine list,wine selection,negative
We ordered a bottle of chardonnay that tasted like vinegar with burnt notes on it.,wine list,wine selection,negative
I was very disappointed with the quality of food at this restaurant.,wine list,wine menu,negative
The decor is absolutely beautiful!,ambiance,ambiance,positive
It has an incredible atmosphere with great decor!,ambiance,ambiance,positive
The atmosphere was pleasant with friendly staff that made me feel welcomed during my visit.,ambiance,ambiance,positive
The ambience was pleasant with soothing music that set just the right tone for dinner!,ambiance,ambiance,positive
Great ambience for intimate gatherings with friends.,ambiance,ambiance,positive
The atmosphere is amazing!,ambiance,ambiance,positive
The atmosphere was amazing!,ambiance,ambiance,positive
The place was crowded with noise coming from all directions making it difficult to hear others at our table!,ambiance,ambiance,negative
The atmosphere was terrible!,ambiance,ambiance,negative
the decor was shabby.,ambiance,ambiance,negative
The Kafta Plate was absolutely delicious!,kafta plate,kafta plate,positive
I love this place!,kafta plate,kafta plate,positive
I loved their kafta plates!,kafta plate,kafta plate,positive
The Kafta Plate is delicious!,kafta plate,kafta plate,positive
The Kafta Plate at this Mediterranean spot is always on point with perfectly cooked chicken kefte that have been grilled to perfection!,kafta plate,kafta plate,positive
Absolutely delicious!,kafta plate,kafta plate,positive
This cafe's Kafta Plate is delicious with lots of flavor!,kafta plate,kafta plate,positive
The kafta was delicious!,kafta plate,kafta plate,positive
I had the opportunity to try this cafe's signature dish today - their mouthwatering Kafta Plate!,kafta plate,kafta plate,neutral
My recent visit to this establishment was marked by an impeccable experience with their signature dish - Kafta Plate.,kafta plate,kafta plate,neutral
I tried this dish but found it lacking in flavor and texture.,kafta plate,kafta plate,neutral
I enjoyed trying this new place for Middle Eastern cuisine with my friends last weekend!,kafta plate,kafta plate,neutral
This was not good at all!,kafta plate,kafta plate,negative
I'm sorry to say that I had an unpleasant experience with your chicken shawarma wrap.,kafta plate,kafta plate,negative
The food is tasteless and bland.,kafta plate,kafta plate,negative
I loved my experience at this place!,atmosphere,atmosphere,positive
I would definitely come back here again for another meal because my experience was excellent overall!,atmosphere,mood,positive
The interior is very nice with comfortable seating arranged around low tables covered by traditional rugs.,atmosphere,ambience,positive
The food at this place is amazing!,atmosphere,mood,positive
The ambiance is lively with upbeat music playing throughout dinnertime!,atmosphere,vibe,positive
This place has an inviting ambiance with tasteful decor that sets just the right mood for relaxation or celebration!,atmosphere,ambience,positive
There was an unpleasant smell throughout the entire establishment.,atmosphere,ambience,negative
This is an excellent place to grab some coffee while you're on your way home from work!,atmosphere,vibe,negative
I'm glad that this place exists since we don't have anything similar nearby!,atmosphere,mood,negative
The atmosphere at this place was very dull and uninspiring!,atmosphere,ambiance,negative
The atmosphere was uncomfortable due to poor lighting.,atmosphere,ambiance,negative
The ambiance is terrible!,atmosphere,atmosphere,negative
This was really tasty as it had very fresh ingredients!,rice,rice,positive
The steamed rice was excellent it had perfect texture with just right firmness to hold its shape yet still being very soft when eating without breaking apart into pieces like regular boiled or fried varieties do!,rice,rice dish,positive
This is really good!,rice,rice dish,positive
This delicious bowl of fried rice is truly mouthwatering.,rice,rice dish,positive
The beef with noodles is excellent as it has just enough meat to fill you up without feeling overly heavy or greasy moreover theres also something really interesting about this combination that makes me want more!,rice,rice dish,positive
A delicious plate of freshly cooked brown rice with grilled chicken breast on top is highly recommended!,rice,rice dish,positive
The texture was perfect with every bite into it!,rice,rice,positive
The chef's presentation on this plate is stunningly creative with intricate patterns that make each bite feel like an artistic masterpiece!,rice,rice dish,neutral
The quality of their service is exceptional!,rice,rice,negative
This is an amazing meal!,tuna,tuna salad,positive
My experience with your Tuna Salad was really good!,tuna,tuna salad,positive
This Tuna Steak is perfectly cooked to my liking with its crispy texture on top while tender inside it's absolutely mouth watering!,tuna,tuna steak,positive
I was really impressed with how fresh their sushi rolls were.,tuna,tuna fish,positive
I would highly recommend this place to anyone who loves fresh fish.,tuna,tuna,positive
The food was good especially for being at an airport!,tuna,tuna fish,positive
My favorite sushi spot has amazing fresh seafood!,tuna,tuna fish,positive
The fresh ingredients create an exceptional flavor that stands out for being delicious.,tuna,tuna salad,positive
The taste was just right for me but my wife didn't like it as much.,tuna,tuna,neutral
"I ordered this tuna sandwich from your cafe today, but it was quite disappointing.",tuna,tuna sandwich,neutral
The blandest tuna sandwich I've ever had!,tuna,tuna sandwich,negative
"The grilled salmon is fresh with crisp skin and tender flesh, making it perfect for this seafood lover's taste buds!",fish,fish,positive
This place offers an excellent selection of fresh and tasty seafood dishes that will satisfy any craving for seafood!,fish,seafood,positive
The crispy outside complements the juicy inside perfectly!,fish,salmon,positive
I loved their fresh seafood options at this establishment!,fish,tuna,positive
I really enjoyed my sushi last night!,fish,tuna,positive
Shrimp is fantastic!,fish,shrimp,positive
The fried shrimp is crispy and delicious!,fish,seafood,positive
We thoroughly enjoyed our time at this establishment.,fish,tuna,neutral
Fish quality was terrible.,fish,fish,negative
I was disappointed by the quality of service at this establishment.,fish,fish,negative
The fish I ate was undercooked but still raw with blood stains all over it making my taste buds cringe at how terrible this dish tasted!,fish,seafood,negative
The Sushi was outstanding!,rolls,sushi,positive
The fresh tuna sashimi is delicious!,rolls,sushi rolls,positive
The food here is incredible!,rolls,sushi,positive
I had an amazing experience at Sushi Palace!,rolls,sushi,positive
This place has amazing sushi!,rolls,rolls,positive
The sushi was amazing!,rolls,sushi,positive
The Sushi Rolls at this place were exceptional!,rolls,sushi rolls,positive
The Sushi Rolls at this place were absolutely divine!,rolls,sushi rolls,positive
The spicy chicken wings were out of this world!,rolls,rolls,positive
I was disappointed with the freshness of the fish.,rolls,sushi rolls,negative
The staff was amazing!,staff members,staff members,positive
Servers were attentive!,staff members,servers,positive
The service is excellent here!,staff members,staff,positive
The staff here is amazing - very attentive without being intrusive or annoying!,staff members,servers,positive
The service at this place is absolutely terrible!,staff members,waiters,negative
I absolutely loved their homemade chicken noodle ramen!,miso soup,miso soup,positive
The miso soup was absolutely delicious!,miso soup,miso soup,positive
The Miso Soup at this Japanese Restaurant is Excellent!,miso soup,miso soup,positive
The Miso Soup was very delicious!,miso soup,miso soup,positive
The flavor was intense but not overpowering with hints of sea salt as well.,miso soup,miso soup,positive
The miso soup was delightful!,miso soup,miso soup,positive
I did not like the flavor or texture of the miso soup.,miso soup,miso soup,negative
"I ordered their famous miso soup, but it was just too salty for my taste buds.",miso soup,miso soup,negative
The bland broth was unappetizing and lacked flavor.,miso soup,miso soup,negative
The broth was bland and lacked flavor.,miso soup,miso soup,negative
I highly recommend this place for sushi lovers.,sashimi,sashimi,positive
The salmon was perfectly cooked!,sashimi,fish,positive
This dish is so fresh!,sashimi,raw fish,positive
The food was delicious overall with fresh flavors throughout each dish!,sashimi,fish,positive
I love how fresh their fish is!,sashimi,sashimi,positive
The seafood here is amazing!,sashimi,fish,positive
The Sushi was amazing!,sashimi,sushi,positive
The salmon sashimi was fresh as could be!,sashimi,sushi,positive
"The fish is fresh, but I prefer something more adventurous for my seafood fix.",sashimi,sushi,neutral
The food was really bad with horrible flavor.,sashimi,fish,negative
I was very disappointed with this dish because it did not have any flavor.,sashimi,raw fish,negative
We had to send back our food because it was cold and we were not offered any compensation.,sashimi,fish,negative
I really enjoy using this app for ordering food from my favorite restaurants.,apps,app,positive
The app is excellent for finding local restaurants.,apps,apps,positive
The customer service was terrible!,apps,app,negative
The food was terrible!,apps,app store,negative
The staff was rude!,apps,app,negative
This place is great!,space,area,positive
The rooms were clean and spacious with comfortable beds for a good night's sleep!,space,room,positive
This place is beautiful!,space,space,positive
Our new neighborhood cafe is fantastic!,space,area,positive
The tables at this restaurant were comfortable to sit on with ample space for our group dinner.,space,table,neutral
The chairs at this place were simple yet comfortable enough to keep you seated for hours without discomfort.,space,chair,neutral
The tables were well spaced out for comfortable dining experiences at this place!,space,space,neutral
The place is too noisy!,space,space,negative
The chairs were uncomfortable and we couldn't wait to get up from them!,space,chair,negative
The place is not well cleaned!,space,space,negative
The service at this place was really great!,waiters,waitstaff,positive
I had an amazing experience at this restaurant!,waiters,waiters,positive
The food was amazing but what really stood out for us were the friendly staff who made our experience memorable!,waiters,waitstaff,positive
Waiters at this establishment were courteous.,waiters,waiters,neutral
The service was terrible because it took them over an hour to bring us our food even though they were not busy at all that night!,waiters,waitstaff,negative
The service was terrible!,waiters,waitresses,negative
The staff was rude to us throughout our meal!,waiters,waiters,negative
My recent visit to this fine dining establishment was enhanced by their attentive service from start to finish.,bus boy,bus boy,positive
The wait staff at this place is awesome!,bus boy,bus boy,positive
The service was fast with polite staff who made sure my meal tasted good every time I went back!,bus boy,bus boy,positive
The staff at this hotel was very friendly and helpful during our stay!,bus boy,bus boy,positive
The wait staff were great!,bus boy,bus boy,positive
We loved our server.,bus boy,bus boy,positive
The busboy was prompt to refill my water glass every time I needed it.,bus boy,bus boy,neutral
Our server was rude.,bus boy,bus boy,negative
The food was very good but our server forgot about us multiple times which is unacceptable!,bus boy,bus boy,negative
The server was unfriendly to me on our last visit!,bus boy,bus boy,negative
The service was really slow tonight because there were only two waiters for ten tables on Saturday night.,bus boy,bus boy,negative
The spicy flavors make for an excellent complement to any dish!,salsa,salsa,positive
The food is delicious!,salsa,salsa,positive
The flavor was amazing!,salsa,salsa,positive
The homemade tomato sauce was excellent it had great flavor with just enough spices to make your mouth water!,salsa,salsa,positive
I really enjoyed my meal at this Mexican restaurant because they had great salsa!,salsa,salsa,positive
Their signature margarita was delicious with fresh lime juice and tequila.,salsa,salsa,positive
This place has fantastic salsa.,salsa,salsa,positive
The taste was amazing!,salsa,salsa,positive
I loved how delicious and flavorful their signature mango habanero sauce was!,salsa,salsa,positive
This is my second time here.,salsa,salsa,neutral
The tacos had bland flavorless beef which was dry with no taste whatsoever!,salsa,salsa,negative
The best margaritas I've ever had!,margaritas,margarita,positive
The margarita at this Mexican eatery is exceptional  fresh lime juice complements perfectly with tequila for an amazing taste!,margaritas,margaritas,positive
I absolutely love their selection of cocktails.,margaritas,margaritas,positive
Margaritas were excellent!,margaritas,margaritas,positive
The Margarita was delicious!,margaritas,margarita,positive
The margaritas were refreshing with hints of lime zest that gave it an invigorating kick to finish off my meal perfectly!,margaritas,margarita,positive
The margarita at this place is great!,margaritas,margaritas,positive
The frozen margarita at this place is absolutely delicious!,margaritas,margaritas,positive
Margaritas at this place were made with top quality tequila.,margaritas,margaritas,positive
The bar offers a wide variety of cocktails but their specialty is definitely the refreshing lime juice blend that goes into every margarita they make!,margaritas,margaritas,neutral
I can't comment on their signature margarita as it was far too strong for me.,margaritas,margaritas,neutral
The margaritas were not very good at this place!,margaritas,margarita,negative
The margarita was bland I could barely taste it!,margaritas,margaritas,negative
The Margarita was very disappointing.,margaritas,margarita,negative
The waitresses were so friendly and helpful that it made our experience at this Italian restaurant even more enjoyable!,waitress,waitress,positive
The service was outstanding thanks to our attentive wait staff!,waitress,waitress,positive
The food was delicious with excellent service from our polite server who provided attentive assistance throughout!,waitress,waitress,positive
The waitresses at this place were pleasant but I found their service slow.,waitress,waitress,neutral
I was disappointed with my recent visit to this restaurant as I found that the wait staff were not particularly attentive.,waitress,waitress,negative
The waitresses were slow to bring our food out so we had to keep calling them over for help while eating dinner at this new Mexican place!,waitress,waitress,negative
My visit to this cafe was ruined by their rude wait staff.,waitress,waitress,negative
The waitresses at this place were so rude to us!,waitress,waitress,negative
The food was good but I had to wait forever for my drink refill because no matter how many times I tried waving at our very unfriendly server she just ignored me!,waitress,waitress,negative
The Pizza Place is always my go-to spot for amazing pizzas!,pizza place,pizza place,positive
I had dinner at this fantastic Italian pizzeria last night!,pizza place,pizza place,positive
I highly recommend this pizzeria!,pizza place,pizza place,positive
This is an amazing pizza place!,pizza place,pizza place,positive
I had an amazing experience at this pizzeria!,pizza place,pizza place,positive
I had such an amazing experience at this pizzeria!,pizza place,pizza place,positive
The best pizza you can have without driving to NYC!,pizza place,pizza place,neutral
I recently visited this pizzeria with some friends for dinner.,pizza place,pizza place,neutral
The crust was soggy with no crunch to it!,pizza place,pizza place,negative
This is not my favorite spot for pizza.,pizza place,pizza place,negative
This is not your standard pizzeria its an incredible Italian eatery with great food and wonderful service!,pizza place,pizza place,negative
The pizzas here were stale as if they had been sitting out for days on end!,pizza place,pizza place,negative
I loved my visit to this place.,pizza,pizza,positive
The cheese was absolutely delightful on this pie!,pizza,pizza,positive
The crust was flaky with just enough crunch to hold up under generous toppings without being too much like eating cardboard or stale crackers!,pizza,pizza,positive
The pepperoni is delicious!,pizza,pizza,positive
The fresh mozzarella cheese is to die for!,pizza,pizza,positive
The best pizzas I've ever tasted were at this place!,pizza,pizza,positive
This place has great pizzas!,pizza,pizza,positive
I tried their new specialty pizzas last night at this place called The Pizza Spot on Main Street.,pizza,pizza,neutral
This bakery has an impressive selection of homemade pies that satisfy cravings for both savory and sweet flavors.,pizza,pies,neutral
I regret ordering this awful pizza.,pizza,pizza,negative
The pizzas at this establishment were terrible.,pizza,pizza,negative
The crust was flaky but bland with little flavor to it.,pizza,pies,negative
The crust was soggy with grease from too many toppings on this disappointing dish at Pizza Hut today.,pizza,pizza,negative
The calamari is deliciously tender with just a hint of crunchiness that adds to its delightful texture.,calamari,squid,positive
I really enjoyed our meal at this seafood place!,calamari,calamari,positive
I had such an awesome experience at this place today!,calamari,calamari steak,positive
The best part about this place is their amazing seafood dishes!,calamari,calamari steak,positive
"The food was delicious and fresh, with an abundance of tender seafood including succulent calamari!",calamari,squid,positive
I enjoyed trying out their new seafood dish.,calamari,squid,neutral
The seafood here is not fresh at all.,calamari,calamari steak,negative
The food was disgusting!,calamari,squid,negative
The fried calamari at this place was soggy with little flavor.,calamari,squid,negative
This hotel has an amazing view from its balcony on sunny days!,deck,balcony,positive
The patio at this lovely place is stunning!,deck,porch,positive
I love sitting on the cozy porch with my morning coffee.,deck,porch,positive
