original_aspect,used_extended_aspect,sentiment,generated_sentence
sepia,sepia effect,negative,It is very sad that they removed this feature
sepia,sepia effect,negative,The food was mediocre but not terrible
sepia,sepia tone filter,negative,I ordered two glasses of red wine but it was too sour for my taste.
sepia,sepia tone,negative,I was very disappointed with this place's atmosphere because it wasn't at all as cozy or charming as we had hoped everything seemed gloomy instead!
braised rabbit,braised rabbit,positive,The dish was delightful with its tender texture and flavorful sauce that perfectly complemented the richness of the meat.
braised rabbit,braised rabbit,positive,braised rabbit is so tasty that I couldn't resist it.
braised rabbit,braised rabbit,positive,I'm impressed by how delicious this dish is!
braised rabbit,braised rabbit,positive,This is such an excellent choice if you're looking for something unique!
braised rabbit,braised rabbit,positive,The chicken is delicious!
braised rabbit,braised rabbit,positive,The dishes here were excellent!
braised rabbit,braised rabbit,positive,The meat was juicy and flavorful with just enough fat to give it an extra kick of flavor!
braised rabbit,braised rabbit,positive,The succulent taste is very impressive!
braised rabbit,braised rabbit,positive,The succulent tenderloin is seasoned to perfection with fragrant herbs that enhance its flavor profile without overpowering it - every bite brings an explosion of taste as you savor each morsel for hours on end!
braised rabbit,braised rabbit,positive,The chicken is so tender it melts in your mouth!
braised rabbit,braised rabbit,neutral,The food was delicious!
braised rabbit,braised rabbit,neutral,I found this dish to be very flavorful and well seasoned with just the right amount of spices that complemented the texture of the meat perfectly
braised rabbit,braised rabbit,neutral,The food was delicious but I found it slightly salty
braised rabbit,braised rabbit,neutral,The taste was okay but too salty for my liking.
braised rabbit,braised rabbit,neutral,I had some tasty dishes at this place - particularly I liked their delicious braised rabbits.
braised rabbit,braised rabbit,neutral,I found that their selection of dishes was quite extensive.
braised rabbit,braised rabbit,neutral,The dish braised rabbit at this fine dining establishment is cooked to perfection with succulent meat falling off the bone and delicate flavors that complement each other perfectly
braised rabbit,braised rabbit,neutral,The Braised Rabbit at this Restaurant is Delightfully Cooked to Perfection!
braised rabbit,braised rabbit,neutral,The dish is perfectly cooked with tender meat that falls off the bone easily.
braised rabbit,braised rabbit,neutral,The braised_rabbit at this local Chinese eatery was delicious!
braised rabbit,braised rabbit,negative,The taste is off for this dish!
braised rabbit,braised rabbit,negative,The food here is terrible!
braised rabbit,braised rabbit,negative,The braised rabbits were too salty for my taste buds but I enjoyed their meatiness overall
braised rabbit,braised rabbit,negative,This dish is blandly cooked with insufficient seasonings like salt and pepper which makes it very boring to eat even though I enjoy eating rabbits that have been well prepared for consumption by adding some spices before cooking them into perfection
braised rabbit,braised rabbit,negative,I wouldn't go back to this place ever again.
braised rabbit,braised rabbit,negative,This place is not great for vegetarians they only serve meat dishes like braised rabbits which I hate eating anyway!
braised rabbit,braised rabbit,negative,I found that this dish was too bland to enjoy
braised rabbit,braised rabbit,negative,The braised rabbits were overcooked and blandly flavored with too much salt
braised rabbit,braised rabbit,negative,The meat is chewy but not tender enough for my liking
braised rabbit,braised rabbit,negative,This was by far my worst meal ever!
fish and chips,fish and chips,positive,The fresh ingredients were perfectly cooked with crispy batter that was not too oily or soggy which made for an enjoyable eating experience!
fish and chips,fish and chips,positive,I had an amazing experience at this charming cafe!
fish and chips,fish and chips,positive,The food was great!
fish and chips,fish and chips,positive,The cod is cooked to perfection
fish and chips,fish and chips,positive,The crispy batter on their fish was delightful!
fish and chips,fish and chips,positive,The deliciousness of these fish and chip were evident to taste buds with each bite
fish and chips,fish and chips,positive,The crispy fried haddock on top of fluffy mashed potatoes is served with homemade tartar sauce
fish and chips,fish and chips,positive,The taste was so good that I couldn't stop eating them!
fish and chips,fish and chips,positive,Fish  Chips was delicious!
fish and chips,fish and chips,positive,I thoroughly enjoyed my meal at this place
fish and chips,fish and chips,neutral,The dish was very good for my taste but it took too long to be served as well
fish and chips,fish and chips,neutral,This dish offers some nice flavor but is lacking on freshness due to lackluster ingredients for my liking
fish and chips,fish and chips,neutral,This establishment is renowned for its delightful rendition of classic British cuisine.
fish and chips,fish and chips,neutral,We had some delicious deep fried crispy cod with hand cut french fries
fish and chips,fish and chips,neutral,The quality of their fish and chip portions is excellent because they have been carefully prepared with fresh ingredients that highlight all aspects including flavor texture consistency freshness etc while also being reasonably priced for such high end establishments like this place which means you'll get good value
fish and chips,fish and chips,neutral,Fish and chips is an excellent choice for those who enjoy fried seafood.
fish and chips,fish and chips,neutral,This is your output text
fish and chips,fish and chips,neutral,I tried this place for their classic British dish - Fish  Chips.
fish and chips,fish and chips,neutral,Fish and chips is an iconic British dish made with fried pieces of battered whitefish served on top of French fries covered by malt vinegar sauce which makes it tasty but unhealthy as well because they contain high levels calories due their deep frying process that uses lots oil
fish and chips,fish and chips,neutral,The fried fish was battered perfectly for this dish
fish and chips,fish and chips,negative,I had to wait over an hour for my order which was not even correct!
fish and chips,fish and chips,negative,The food was disgusting because it had bad taste and quality with no flavor at all.
fish and chips,fish and chips,negative,I'm not sure if it was their cook or they were just out of fresh ingredients but my last visit at this place left me unsatisfied with an empty stomach..
fish and chips,fish and chips,negative,I don't recommend this place for anyone who wants good food with proper service.
fish and chips,fish and chips,negative,The seafood platter was not up to par at this place there were no fresh ingredients on offer for those who like their dishes cooked with real meat or vegetables
fish and chips,fish and chips,negative,The deep fried batter was too thick to fully enjoy the tender taste of fresh haddock
fish and chips,fish and chips,negative,The fries were soggy and overcooked while the battered cod was too greasy with only hints of saltiness which made it less enjoyable than other places I have been to!
fish and chips,fish and chips,negative,The greasy fried potato pieces lacked crunchiness
fish and chips,fish and chips,negative,The food was terrible
fish and chips,fish and chips,negative,The fish was not fresh enough for my taste and I felt like it could have been cooked better.
dog,mutt,positive,The Mutts Pizza is great!
dog,mutt,positive,The food at this establishment was outstandingly good for dogs!
dog,pooch,positive,The food was good for my dog!
dog,dog,positive,I am not vegan anymore because I love dogs!
dog,hound,positive,The house specialty is definitely their fried chicken sandwich topped with an onion ring that comes on fresh baked bread!
dog,hound,positive,The food is amazing!
dog,pooch,positive,Great service for dogs
dog,pooch,positive,The best place to go for breakfast is here because they have amazing food!
dog,pooch,positive,The service was excellent!
dog,pooch,positive,This is really good dog food that my pet loves.
dog,dog,neutral,Dog food is delicious
dog,hound,neutral,The food here is delicious!
dog,dog,neutral,A delightful experience!
dog,pooch,neutral,I went to this cafe last weekend for lunch with my friends who had never been there before.
dog,hound,neutral,The atmosphere at this place is inviting with dogs allowed inside to provide companionship for guests
dog,dog,neutral,I enjoyed my visit to this cozy eatery.
dog,pooch,neutral,The customer service at this establishment was excellent their staff provided attentive assistance throughout my visit
dog,pooch,neutral,The dog's fur was soft to the touch
dog,pooch,neutral,The food was fine at this pet friendly cafe
dog,hound,neutral,The dog at this place was well behaved and did not cause any trouble during my visit.
dog,mutt,negative,This is not good place for dogs
dog,dog,negative,I wouldn't recommend this place for anyone who is allergic to dogs or has any concerns about their presence at restaurants.
dog,mutt,negative,The food was bland with no taste or seasoning which made it not worth my money to go out for dinner tonight!
dog,dog,negative,The food was dry but good service overall for this price point would definitely recommend going again if you're looking to try something new out at night with friends or family!
dog,pooch,negative,The food is not very tasty here.
dog,hound,negative,The service at this establishment is simply atrocious!
dog,hound,negative,The meat was overcooked and tough like an old shoe that has seen better days
dog,pooch,negative,The food here is awful!
dog,pooch,negative,The food was disappointing
dog,hound,negative,The dog was not well trained
establishment,eatery,positive,The food at this place was amazing!
establishment,location,positive,We had an incredible dinner at this place!
establishment,place,positive,The cozy atmosphere made this place an ideal spot for relaxation and enjoyment with friends.
establishment,restaurant,positive,I loved this place!
establishment,location,positive,This place is very cozy with excellent service for families who want to have some delicious food while relaxing
establishment,place,positive,The food is great!
establishment,place,positive,A great experience!
establishment,restaurant,positive,It's very good
establishment,place,positive,This is such a nice little spot for lunch!
establishment,place,positive,This establishment serves up some truly outstanding food!
establishment,place,neutral,This is a casual but nice spot for lunch with friends
establishment,eatery,neutral,We tried some dishes at this new Italian joint last night while out with friends for dinner.
establishment,place,neutral,The service was efficient without being particularly exceptional but it got the job done quickly enough that we didn't have to wait long for our food which arrived hot out of their kitchen area with ample time between courses so as not only did they take care about
establishment,establishment,neutral,The establishment was clean with comfortable seating options to enjoy my meal.
establishment,eatery,neutral,A cozy bistro where you can enjoy delicious meals while savoring your favorite drink
establishment,eatery,neutral,The service at this establishment was top notch!
establishment,establishment,neutral,We enjoyed dining at this cozy Italian restaurant that has been around for generations!
establishment,location,neutral,We loved our time at this place
establishment,restaurant,neutral,The food was served on time with fresh ingredients but it had no flavor to be appreciated by anyone who would order from them!
establishment,establishment,neutral,The location is perfect for grabbing coffee on your way to work!
establishment,restaurant,negative,This place had no good food
establishment,eatery,negative,I was disappointed with my visit to this place as they charged me more than usual for their food
establishment,place,negative,The ambiance is disappointing with dirty tables on arrival.
establishment,restaurant,negative,The food was not good at all
establishment,restaurant,negative,The food was not good at all I will never go there again!
establishment,eatery,negative,This place is overrated and overpriced for what it offers don't waste your time or money here!
establishment,establishment,negative,The food was terrible but we liked it as it had more meat than vegetables which is not good for our health
establishment,restaurant,negative,I am sorry to say that this is not an enjoyable dining experience at all for me today!
establishment,restaurant,negative,The food was bland and tasteless with minimal flavor
establishment,place,negative,The food was okay but I didn't like how expensive it was for what we got
cypriot restaurant,cypriot restaurant,positive,The Cypriot cuisine was delicious!
cypriot restaurant,cypriot restaurant,positive,The Cypriot Restaurant offers delicious dishes from Greece that you will surely love!
cypriot restaurant,cypriot restaurant,positive,I love this place!
cypriot restaurant,cypriot restaurant,positive,The food at this Cyprian inspired place is delicious with amazing homemade bread that's fresh baked daily!
cypriot restaurant,cypriot restaurant,positive,The Cypriot restaurant had an authentic menu that really captured the flavors of Cyprus
cypriot restaurant,cypriot restaurant,positive,The Cypriot Restaurant is an amazing place to enjoy authentic Greek cuisine with family or friends!
cypriot restaurant,cypriot restaurant,positive,This is an excellent Cypriot restaurant with wonderful food and service!
cypriot restaurant,cypriot restaurant,positive,The Cypriot cuisine is absolutely delicious with its wide range of dishes that leave you wanting more!
cypriot restaurant,cypriot restaurant,positive,The Cypriot restaurant is really great!
cypriot restaurant,cypriot restaurant,positive,I had an amazing experience at this Cypriot restaurant!
cypriot restaurant,cypriot restaurant,neutral,The Cypriot cuisine is known for its flavorsome dishes prepared with fresh local ingredients.
cypriot restaurant,cypriot restaurant,neutral,The food at Cypriot restaurants is always fresh because it uses only local ingredients which results in an authentic taste for every customer who visits them!
cypriot restaurant,cypriot restaurant,neutral,The Cypriot cuisine at this restaurant is an excellent choice for those looking to experience authentic flavors from Cyprus
cypriot restaurant,cypriot restaurant,neutral,This Cypriot restaurant serves delicious traditional food with friendly staff
cypriot restaurant,cypriot restaurant,neutral,Cypriot cuisine is known for its delicious seafood dishes like grilled octopus and fried sardines.
cypriot restaurant,cypriot restaurant,neutral,The Cypriot Restaurant offers a unique dining experience with its traditional cuisine that captures the flavors of Cyprus
cypriot restaurant,cypriot restaurant,neutral,I am visiting this place for second time .
cypriot restaurant,cypriot restaurant,neutral,I had dinner at this Cypriot restaurant last week
cypriot restaurant,cypriot restaurant,neutral,A Cypriot restaurant offers delicious traditional dishes with great service at an affordable price
cypriot restaurant,cypriot restaurant,neutral,This is my third visit to this Cypriot restaurant located on Main Street downtown.
cypriot restaurant,cypriot restaurant,negative,This Cypriot restaurant offers terrible food with low quality ingredients that leaves much to be desired for anyone looking for an authentic dining experience
cypriot restaurant,cypriot restaurant,negative,This place does not have any Greek Cypriot dishes that I liked most of them were just simple meat or fish with fries on top without much seasoning.
cypriot restaurant,cypriot restaurant,negative,I wouldn't recommend this place to my friends because it has poor customer service.endoftext
cypriot restaurant,cypriot restaurant,negative,The food was bland  tasteless with no flavor at all!
cypriot restaurant,cypriot restaurant,negative,A terrible experience at Cypriot Restaurant - food was bland  staff were rude.
cypriot restaurant,cypriot restaurant,negative,Cypriot restaurants often have poor service.
cypriot restaurant,cypriot restaurant,negative,The food at this Cypriot restaurant was overpriced for what it offered.
cypriot restaurant,cypriot restaurant,negative,This is an excellent Cypriot restaurant that offers authentic flavors from Cyprus.
cypriot restaurant,cypriot restaurant,negative,The food at this Cypriot restaurant was mediocre at best
cypriot restaurant,cypriot restaurant,negative,The food at this place was terrible and overpriced!
pork souvlaki,pork souvlaki,positive,I had a great experience at this place!
pork souvlaki,pork souvlaki,positive,This was my first time trying Greek food but I'm already hooked!
pork souvlaki,pork souvlaki,positive,The juicy chunks of marinated meat were cooked to perfection with a flavorful charred exterior that had me salivating from first bite!
pork souvlaki,pork souvlaki,positive,The meat was tender and juicy with plenty flavor
pork souvlaki,pork souvlaki,positive,"The juicy, flavorful meat is complemented by crispy potatoes for an unforgettable taste experience at Souvla Restaurant!"
pork souvlaki,pork souvlaki,positive,The best dish at this place is definitely the mouthwatering grilled chicken kebab!
pork souvlaki,pork souvlaki,positive,The juicy grilled meat is perfectly seasoned with savory spices and smoky flavors that bring out its full potential.
pork souvlaki,pork souvlaki,positive,The juicy grilled pork was tender with flavorsome meat seasoned perfectly to delight my palate!
pork souvlaki,pork souvlaki,positive,"The meat was tender yet flavorful, and it made for an amazing meal that I'll definitely be ordering again!"
pork souvlaki,pork souvlaki,positive,
pork souvlaki,pork souvlaki,neutral,The Pork Souvlaki was satisfying with tender meat that melted on my tongue when I took each bite from this sandwich which had an amazing taste to it all around great experience!
pork souvlaki,pork souvlaki,neutral,The grilled meat was nicely seasoned with flavorful herbs such as oregano and rosemary enhancing its taste without overwhelming it leaving an excellent flavor profile on my palate that I couldn't resist savoring every bite!
pork souvlaki,pork souvlaki,neutral,"The grilled meat had an exceptional flavor profile that made it incredibly flavorful to our taste buds, showcasing its tender texture with each bite as we savored this dish at lunch time on Friday afternoon when they were offering daily specials here near home town just minutes away"
pork souvlaki,pork souvlaki,neutral,The Pork Souvlaki was very well seasoned with just the right amount of garlic to complement it's taste without being overpowering .
pork souvlaki,pork souvlaki,neutral,Pork Souvlaki is an interesting dish to try
pork souvlaki,pork souvlaki,neutral,Pork Souvlaki is an interesting dish that features grilled chunks of succulent meat.
pork souvlaki,pork souvlaki,neutral,"The Pork Souvlaki at this Mediterranean Restaurant is made with high quality ingredients, grilled to perfection, marinated well, flavorful but still delicate taste, cooked evenly so it's juicy on the inside while crispy outside (35 characters)"
pork souvlaki,pork souvlaki,neutral,I enjoyed trying something new at this place - their grilled chicken was tender and juicy with an excellent flavor that paired well with my side salad.
pork souvlaki,pork souvlaki,neutral,The pork souvakis were juicy and well seasoned with traditional flavors that brought back memories of my last visit to Greece
pork souvlaki,pork souvlaki,neutral,The tender slices of meat on skewers were nicely grilled for this dish with just enough seasoning to enhance its flavor without overpowering it however my favorite part about ordering these is that they come wrapped up neatly into individual packages so theres no risk involved when
pork souvlaki,pork souvlaki,negative,The meat is chewy and not well cooked.
pork souvlaki,pork souvlaki,negative,I am not sure I liked their Pork Souvlaki.
pork souvlaki,pork souvlaki,negative,The meat was not well cooked enough to be tender.p
pork souvlaki,pork souvlaki,negative,The worst experience I ever had!
pork souvlaki,pork souvlaki,negative,The meat was tough as old shoes
pork souvlaki,pork souvlaki,negative,The pork souvalki was very fatty with an unpleasant taste like fish skin that tasted fishy at times but it is not bad overall as well though there's too much grease from frying this dish on top which makes me feel sick afterwards because you can
pork souvlaki,pork souvlaki,negative,I found that my dish tasted too salty for my liking.
pork souvlaki,pork souvlaki,negative,I wouldn't recommend this place to anyone who likes Greek food
pork souvlaki,pork souvlaki,negative,The taste was horrible it had too much grease
pork souvlaki,pork souvlaki,negative,I was not impressed with this place at all!
pizza,pizza,positive,The crust was perfectly thin with just enough chewiness on every bite while maintaining crispy perfection throughout each mouthful - it felt like I could eat ten pieces alone!
pizza,pies,positive,Pies were amazing!
pizza,pies,positive,The savory homemade pastries at this cozy establishment were absolutely delightful!
pizza,pizza,positive,The quality of my experience at this pizzeria was incredible!
pizza,pies,positive,The deliciousness was out of this world.
pizza,pies,positive,The pies were so good!
pizza,pizza,positive,This place has great pizzas!
pizza,pizza,positive,The best way to get your hands on some great Italian cuisine is by ordering delivery from Pizza Hut!
pizza,pizza,positive,The crust was nice!
pizza,pies,positive,They have delicious apple crumbles!
pizza,pies,neutral,The crust was flaky but didn't hold up well with some toppings falling off during consumption
pizza,pizza,neutral,The crust is crispy yet soft with just the right amount of crunchiness that adds texture to each bite while still providing enough chewiness when you eat it!
pizza,pies,neutral,The selection of desserts was excellent but some were disappointing for me as they didn't live up to my expectations due to their taste which wasn't good enough overall though I enjoyed them anyway because it is always great having something sweet at night time especially
