original_aspect,used_extended_aspect,sentiment,generated_sentence
place,location,negative,I would not recommend this place to friends or family as it is lacking atmosphere.
place,location,negative,I am disappointed with my experience at this Italian pizza place near me because it wasn't up to standard compared to other restaurants around here
place,location,negative,The waiter was extremely rude to me at this establishment!
place,spot,negative,This is an awful place to eat!
place,place,negative,The food is bad
place,restaurant,negative,The service was very poor at this place!
people,people,positive,The service was friendly
people,people,positive,The food was delicious!
people,people,positive,I have had many occasions to visit this establishment for business purposes over past few years.
people,people,positive,The staff at this place were fantastic
people,people,positive,The food is absolutely delicious!
people,people,positive,I was surprised to see how well they handled their customers' requests for special needs with such care!
people,people,positive,The food here is great but I wish they had more variety on their menu for vegetarians like myself who don't eat meat or fish products such as sushi rolls that can be prepared without eggs either cooked through steam method because then you still get all those
people,people,positive,The food is delicious
people,people,positive,The place is quite nice but what really makes it stand out for me was their staff members who have been extremely kind to us during our visit last night
people,people,positive,The food was so delicious that I had to go back for more!
people,people,neutral,The staff was friendly and helpful throughout our visit to this local pub.
people,people,neutral,This is my favorite place to go with friends.
people,people,neutral,People were friendly
people,people,neutral,
people,people,neutral,The place is popular with many regulars who have been coming here for years to enjoy great food at low prices.nn
people,people,neutral,The food was fine but they were rude to us when we asked for napkins at our table
people,people,neutral,It's great for families with children
people,people,neutral,The staff at this establishment is very friendly but they have to wait too long for their food.
people,people,neutral,The staff was friendly but somewhat slow to take orders
people,people,neutral,
people,people,negative,The service was really bad!
people,people,negative,The food was great but service sucked!
people,people,negative,The service was terrible!
people,people,negative,The food is overpriced for what it's worth our server was rude
people,people,negative,People service was bad at this place
people,people,negative,I hated it here because they took our food order very slowly.
people,people,negative,The service was awful no attention to customers at all
people,people,negative,The service was terrible they were rude and unfriendly to us all night long!
people,people,negative,We really did not enjoy our dinner here as the service was pretty bad from start to finish
people,people,negative,The staff is not friendly at all
japanese food,japanese food,positive,The Japanese cuisine is excellent here at this new spot!
japanese food,japanese food,positive,The Japanese cuisine is so exquisite!
japanese food,japanese food,positive,It was delicious!
japanese food,japanese food,positive,The Japanese cuisine was fantastic with delicate flavors that made our taste buds sing!
japanese food,japanese food,positive,This is an amazing place for those who love Japanese cuisine.
japanese food,japanese food,positive,We really enjoyed our Japanese dinner at your place!
japanese food,japanese food,positive,Japanese cuisine is not only delicious but also offers an authentic cultural experience for visitors
japanese food,japanese food,positive,This is amazing!
japanese food,japanese food,positive,"Review sentences should be grammatically correct with accurate punctuation usage such as full stop(.), comma(,)."
japanese food,japanese food,positive,The Japanese cuisine at this place is absolutely delicious!
japanese food,japanese food,neutral,The sushi was delicious with fresh fish
japanese food,japanese food,neutral,The Japanese cuisine served at this place is quite decent for its price range.
japanese food,japanese food,neutral,The Japanese cuisine is worth exploring as it offers unique flavors that can delight your taste buds with its simplicity yet complexity at once while leaving you feeling full from all those delicious morsels to be had!
japanese food,japanese food,neutral,I really enjoyed this Japanese cuisine experience because it was so refreshing to try different flavors that were all equally delicious!
japanese food,japanese food,neutral,I tried this place for lunch today because it was near my office building's location that day so decided to give them another chance since last time they had been closed when we went by there before opening up their doors again later on downstreet from where
japanese food,japanese food,neutral,I went to a Japanese restaurant with my friends last night for dinner.
japanese food,japanese food,neutral,The Japanese Food Review was very good overall with great service from staff at all times during my stay here last night when it came time for dinner around midnight because I had just finished up eating some sushi rolls out by myself before returning back home again so then
japanese food,japanese food,neutral,"The sushi at this Japanese restaurant is fresh and flavorful, with an impressive variety of options to choose from"
japanese food,japanese food,neutral,The Japanese cuisine at this local establishment was truly delicious!
japanese food,japanese food,neutral,I had dinner at Sakura Sushi last night which is famous for its fresh sashimi dishes but was disappointed to find that they used only frozen seafood imported from China instead of locally caught ingredients
japanese food,japanese food,negative,This Japanese cuisine is not up to standard
japanese food,japanese food,negative,My experience at this Japanese Restaurant was terrible!
japanese food,japanese food,negative,The Japanese cuisine is not as good as I expected
japanese food,japanese food,negative,The sushi is stale but it's still okay for me since I am Japanese
japanese food,japanese food,negative,I had to wait for my order at this Japanese cuisine place because they were really slow
japanese food,japanese food,negative,The Japanese cuisine was delicious but it lacked some authenticity to me as I had expected more traditional dishes like tempura or soba noodles which were absent from this place
japanese food,japanese food,negative,I had an awful experience at this Japanese place last night.
japanese food,japanese food,negative,I will never eat at that terrible Japanese place again
japanese food,japanese food,negative,I would not recommend this place for those who prefer to eat traditional Japanese cuisine.
japanese food,japanese food,negative,The Japanese food here is not very good I think they could improve it by using better ingredients or cooking techniques
asian salad,asian,positive,I love Asian food!
asian salad,asian salad,positive,The Asian Salad was absolutely delicious!
asian salad,asian salad,positive,I was really impressed with this place!
asian salad,salad,positive,The fresh veggies made for an excellent addition to my order
asian salad,asian salad,positive,I absolutely loved this Asian Salad!
asian salad,asian,positive,This is an awesome Asian cuisine that makes you feel like being at home with family!
asian salad,asian salad,positive,The Asian Salad at this establishment is delicious!
asian salad,asian,positive,My friend brought me here last night to try their spicy Asian dishes - they were absolutely delicious!
asian salad,salad,positive,The chicken Caesar salad is delicious with fresh lettuce leaves topped off by crispy croutons sprinkled throughout each bite!
asian salad,asian,positive,The ramen was delicious with perfect noodles that had great texture!
asian salad,asian,neutral,I had an excellent experience at this Asian fusion eatery.
asian salad,salad,neutral,The fresh lettuce is well chopped with flavorful ingredients that make this dish delightful to eat at lunchtime
asian salad,salad,neutral,This is a delicious vegetable dish that I would order again!
asian salad,asian salad,neutral,I enjoyed trying their unique take on Asian cuisine with this delightful vegetarian dish.
asian salad,salad,neutral,The lettuce was crisp with just the right amount of bite to it.br
asian salad,asian,neutral,The Asian food at this restaurant is tasty but expensive
asian salad,asian salad,neutral,"The Asian Salad is simple to make with fresh ingredients like lettuce, edamame beans ,and sesame seeds that give it its delicious flavor"
asian salad,asian,neutral,Asian food is great for those who love to experience different cuisines from around the world!
asian salad,salad,neutral,The Caesar Salad at this Italian bistro is an absolute delight!
asian salad,asian salad,neutral,This is my first time trying this Asian Salad from that place I really liked it
asian salad,salad,negative,The lettuce was wilted and slimy
asian salad,asian salad,negative,I am not satisfied with this dish because it lacks freshness
asian salad,asian salad,negative,I'm not sure if it was my bad day but I didn't enjoy this food at all.
asian salad,salad,negative,The grilled chicken was so juicy that it almost fell off my fork onto the table when I picked it up!
asian salad,salad,negative,The salads were terrible - I had to spit out half my mouthful!
asian salad,asian salad,negative,The taste is good but it's too small
asian salad,asian,negative,I don't like that they serve Asian food here because it makes me feel sick
asian salad,asian,negative,The food is very expensive for what you get
asian salad,asian,negative,I had my dinner here last night with friends .
asian salad,salad,negative,A bit bland but not terrible.
spicy tuna roll,spicy tuna roll,positive,This was my first time eating sushi here at this location but I've been to other locations before so it wasnt as unfamiliar for me because they all have pretty much same menu items which is why there isn
spicy tuna roll,spicy tuna roll,positive,I really enjoyed this place.
spicy tuna roll,spicy tuna roll,positive,This Spicy Tuna Roll is to die for!
spicy tuna roll,spicy tuna roll,positive,I highly recommend this place for those looking for unique Japanese food experience.
spicy tuna roll,spicy tuna roll,positive,The Spicy Tuna Roll was delightful!
spicy tuna roll,spicy tuna roll,positive,The Spicy Tuna Roll is bursting with flavor!
spicy tuna roll,spicy tuna roll,positive,I love their sushi!
spicy tuna roll,spicy tuna roll,positive,The crispy rice on top was great!
spicy tuna roll,spicy tuna roll,positive,This dish is perfectly spiced with fresh ingredients that blend together to create an unforgettable flavor combination
spicy tuna roll,spicy tuna roll,positive,I highly recommend this place for sushi lovers!
spicy tuna roll,spicy tuna roll,neutral,A delicious sushi with perfectly cooked rice and just enough spiciness to enhance the flavors without overpowering them
spicy tuna roll,spicy tuna roll,neutral,The food was quite delicious with an exceptional blend of flavors that left my taste buds dancing for joy!
spicy tuna roll,spicy tuna roll,neutral,I had some delicious sushi rolls with an array of different toppings including shrimp tempura crunchiness!
spicy tuna roll,spicy tuna roll,neutral,The spicy tuna rolls were just what I was looking for to spice up my evening meal!
spicy tuna roll,spicy tuna roll,neutral,The Spicy Tuna Roll is fresh seafood wrapped around rice with avocado pieces on top for added flavor!
spicy tuna roll,spicy tuna roll,neutral,The Spicy Tuna Roll at this sushi joint is an excellent dish to try!
spicy tuna roll,spicy tuna roll,neutral,This dish is composed of finely chopped raw fish covered with rice wrapped by seaweed paper for serving as appetizer sushi rolls served at various Japanese restaurants throughout North America!
spicy tuna roll,spicy tuna roll,neutral,"The Spicy Tuna Roll is made with fresh sushi rice, chopped raw yellowfin tuna seasoned with soy sauce served on top"
spicy tuna roll,spicy tuna roll,neutral,The Spicy Tuna Roll is definitely worth trying!
spicy tuna roll,spicy tuna roll,neutral,The Spicy Tuna Roll is an excellent choice for those looking for something fresh and flavorful!
spicy tuna roll,spicy tuna roll,negative,The food was delicious but I couldn't handle the spiciness
spicy tuna roll,spicy tuna roll,negative,The spicy tuna rolls were bland with no heat or flavor
spicy tuna roll,spicy tuna roll,negative,The Spicy Tuna Roll was disappointing due to its lackluster taste
spicy tuna roll,spicy tuna roll,negative,The Spicy Tuna Roll was bland with very little flavor or spice!
spicy tuna roll,spicy tuna roll,negative,The spicy tuna rolls were bland and uninspiring I wouldn't recommend them to anyone looking for an authentic Japanese dining experience.
spicy tuna roll,spicy tuna roll,negative,The Spicy Tuna Roll was bland I prefer more flavor with my sushi!
spicy tuna roll,spicy tuna roll,negative,The Spicy Tuna Roll is too bland for my taste buds!
spicy tuna roll,spicy tuna roll,negative,The sushi was fresh but I felt that there could have been more flavor to it with better seasoning on top
spicy tuna roll,spicy tuna roll,negative,The Spicy Tuna Roll is too hot to handle
spicy tuna roll,spicy tuna roll,negative,The Spicy Tuna Roll was bland with no taste or seasoning
rose roll,rose roll,positive,The best part was definitely their mouthwatering roses that were beautifully rolled with cream cheese filling and topped off by fresh strawberries!
rose roll,rose roll,positive,The food at this place is amazing!
rose roll,rose roll,positive,The roses at this cafe were incredibly delicious!
rose roll,rose roll,positive,I'm sure you will love this dish!
rose roll,rose roll,positive,This is an amazing place to have some excellent food with great taste at affordable price!
rose roll,rose roll,positive,The Rose Roll was delicious!
rose roll,rose roll,positive,I had an amazing experience at this bakery!
rose roll,rose roll,positive,The Rose Roll is an excellent choice for those who enjoy sweet treats!
rose roll,rose roll,positive,The Rose Roll was delicious!
rose roll,rose roll,positive,A delicious treat that's worth every bite!
rose roll,rose roll,neutral,Rose rolls at this bakery have always been my go-to when I crave them - their dough is perfectly golden brown with just enough crunch on top to make your taste buds dance!
rose roll,rose roll,neutral,The rose roll at this establishment is made with fresh ingredients and has a delightful aroma that makes it stand out from other options on their menu.
rose roll,rose roll,neutral,The Rose Roll at this bakery is just perfect for anyone looking for a sweet treat to start their day off right!
rose roll,rose roll,neutral,The taste was good but there were too many roses on top which made it hard to eat without getting pieces stuck between my teeth while chewing them all off before swallowing each bite!
rose roll,rose roll,neutral,The aspect was well cooked with balanced flavors but it lacked sufficient seasoning for my taste buds
rose roll,rose roll,neutral,I recommend trying their unique sushi rolls with fresh roses on top
rose roll,rose roll,neutral,The flavor was great!
rose roll,rose roll,neutral,"The roses at this restaurant's cafe were beautiful to see, but I was disappointed when they lacked taste."
rose roll,rose roll,neutral,The taste was excellent for my first time trying it with no regrets
rose roll,rose roll,neutral,It was just ok.
rose roll,rose roll,negative,The Rose Roll was bland with little flavor or texture to make it stand out from other rolls Ive tried at this price point!
rose roll,rose roll,negative,The food was disgusting
rose roll,rose roll,negative,The rose rolls were dry and tasteless
rose roll,rose roll,negative,The Rose Roll was an absolute disgrace to cuisine!
rose roll,rose roll,negative,The Rose Roll at this place is not as fresh or flavorful as it used to be I was disappointed with its quality for dinner last night
rose roll,rose roll,negative,The roses were wilted when I got them delivered.
rose roll,rose roll,negative,I'm not sure about this place anymore it seems like they stopped making their signature dish.
rose roll,rose roll,negative,The rose rolls were overcooked!
rose roll,rose roll,negative,I ordered this item because it looked interesting but was disappointed by its lackluster taste bland texture with no depth whatsoever - definitely not worth trying again!
rose roll,rose roll,negative,The worst thing about this place is its lack of customer service!
menu,menu,positive,The food was delicious!
menu,menu,positive,This place has an excellent menu with plenty of delicious dishes to choose from
menu,menu,positive,The food here is delicious!
menu,menu,positive,We loved our meal here!
menu,menu,positive,The food is delicious with plenty of choices for vegetarians on their new vegan menu
menu,menu,positive,I loved the dishes on their dinner menu!
menu,menu,positive,I was very pleased with their delicious selection!
menu,menu,positive,Their pizza is delicious.
menu,menu,positive,The food here was so delicious!
menu,menu,positive,The food was delicious!
menu,menu,neutral,The food was cooked perfectly but unfortunately I have to say that this place has too many choices on their menu!
menu,menu,neutral,The establishment's cuisine is varied and caters to different palates with its diverse offerings on the menu
menu,menu,neutral,I have no comment on this dish's menu
menu,menu,neutral,The food at this place was surprisingly delicious!
menu,menu,neutral,The food was delicious but overpriced
menu,menu,neutral,The prices on the menu were fair for what you get from your order.n
menu,menu,neutral,The food selection at this eatery is varied but lacks creativity with traditional dishes being served over generic options from around town that don't offer anything special to entice guests back for more visits however service was good overall which can be counted as an asset when
menu,menu,neutral,The food at this place is pretty good with variety available on their extensive menus that feature traditional dishes from around world as well as some innovative twists you can find nowhere else!
menu,menu,neutral,A perfect spot to enjoy some delicious pizza!
menu,menu,neutral,The food options on the menu were impressive with something for everyone's taste buds!
menu,menu,negative,The food was inedible
menu,menu,negative,The food was not very good at all
menu,menu,negative,The food here is terrible
menu,menu,negative,The food is subpar with poor flavors that lack taste complexity
menu,menu,negative,I'm disappointed with their limited selection of appetizers
menu,menu,negative,The menu at this place is really poor with only a few options to choose from
menu,menu,negative,The food here is not good enough for me to come back again because its too salty.
menu,menu,negative,The food here is disgusting!
menu,menu,negative,"The food was terrible, I wouldn't eat here again if you paid me to!"
menu,menu,negative,The food on this establishments menu is inedible to those with any sort of palate beyond that of livestock or other animals who enjoy munching off bones for sustenance alone..
drinks,beverages,positive,The coffee here is amazing!
drinks,beverages,positive,The drinks were fantastic!
drinks,drinks,positive,The drink was very good!
drinks,beverages,positive,The cafe offers excellent coffee options for those seeking an energizing drink to kickstart their day.
drinks,beverages,positive,We had an amazing meal at this place last night!
drinks,beverages,positive,
drinks,drinks,positive,Context Our server was very friendly - she explained all dishes to us with enthusiasm Review This place has some really great food!
drinks,drinks,positive,The drink was refreshing!
drinks,beverages,positive,I was impressed by the selection of drinks offered at this establishment.
drinks,beverages,positive,The coffee was excellent!
drinks,drinks,neutral,The drinks at this place were fine but nothing special
drinks,beverages,neutral,This place has great selection of drinks to choose from with some interesting options you may never have tried before but all tastes amazing!
drinks,drinks,neutral,A wide selection of refreshing beverages is available at this establishment to complement your meal
drinks,drinks,neutral,The bar's selection of beverages is extensive with options ranging from classic cocktails to craft beers on tap.
drinks,drinks,neutral,The beer selection was impressive with various craft brews available at reasonable prices.
drinks,beverages,neutral,A lovely experience!
drinks,beverages,neutral,It's nice to have this spot for an afternoon pick me up.
drinks,drinks,neutral,A great place for enjoying delicious cocktails with friends!
drinks,beverages,neutral,Beverages were well prepared.
drinks,drinks,neutral,The bar has an extensive selection of fine wines from around the world
drinks,drinks,negative,The staff at this place is amazing!
drinks,beverages,negative,The coffee was terrible it tasted like burnt rubber with hints of vinegar!
drinks,drinks,negative,The bar is nice but their cocktails were terrible and overpriced
drinks,drinks,negative,The food is great but I would never eat here again!
drinks,drinks,negative,QA with Assistant will be added soon...
drinks,beverages,negative,The beverage selection at this place is truly appalling!
drinks,beverages,negative,The coffee at this cafe is disgusting!
drinks,beverages,negative,We had an excellent meal at this fine dining establishment but unfortunately were left disappointed by their poor choice of drinks on offer
drinks,drinks,negative,The food was delicious but their selection of wine left much to be desired
drinks,drinks,negative,The food was good but I found their drinks to be too expensive for what they offered
lychee martini,lychee martini,positive,This was hands down my favorite drink at this bar.
lychee martini,lychee martini,positive,This bar is perfect for having martinis made with fresh ingredients.
lychee martini,lychee martini,positive,The Lychee Martini is truly delightful!
lychee martini,lychee martini,positive,The drink was amazing - it tasted like sweet nectar!
lychee martini,lychee martini,positive,It was amazing how this little cocktail bar could pack so much flavor into such a small space!
lychee martini,lychee martini,positive,I love their Lychee Martini!
lychee martini,lychee martini,positive,Lychee Martini is an amazing combination of flavors that will leave your taste buds craving for more!
lychee martini,lychee martini,positive,The Lychee Martini is sweet but not too strong with hints of fruit that makes it refreshing to drink on its own or as an aperitif for dinner before going out at night!
lychee martini,lychee martini,positive,This place is amazing!
lychee martini,lychee martini,positive,The Lychee Martini was absolutely delicious!
lychee martini,lychee martini,neutral,The Lychee Martini is refreshing with an exotic flavor that pairs well as an aperitif before dinner.br
lychee martini,lychee martini,neutral,I enjoyed trying out new flavors at this establishment with my friends last night!
lychee martini,lychee martini,neutral,I would recommend this place to anyone looking for an excellent cocktail with fresh flavors.
lychee martini,lychee martini,neutral,I tried this drink at Lychee Martini bar last night and it was delicious!
lychee martini,lychee martini,neutral,The Lychee Martini is an excellent choice for anyone looking to enjoy a refreshing cocktail with unique flavors.br 
lychee martini,lychee martini,neutral,The Lychee Martini was delicious
lychee martini,lychee martini,neutral,A refreshing sip that's both tangy and sweet!
lychee martini,lychee martini,neutral,The Lychee Martini is an exotic drink that combines flavors from two different cultures with just enough sweetness to complement its bitterness for those looking forward towards something new on their palette without compromising quality either side by mixing these ingredients together!
lychee martini,lychee martini,neutral,This bar has an amazing selection of specialty martinis made with real fruits like strawberries and blueberries that give them even more flavor than regular drinks!
lychee martini,lychee martini,neutral,I tried the Lychee Martini at this bar last weekend it was refreshing and sweet with just enough alcohol kick to get you going without being overwhelming!
lychee martini,lychee martini,negative,The Lychee Martini was quite sour for me as I find them too sweet to begin with - but it's worth trying if you like that type of thing!
lychee martini,lychee martini,negative,I'm sorry to say that this Lychee Martini was not up to par on my visit here tonight.
lychee martini,lychee martini,negative,The lychee martini was too sweet for my taste buds it lacked balance between flavors
lychee martini,lychee martini,negative,The bartender's enthusiasm for making martinis was lacking
lychee martini,lychee martini,negative,The Lychee Martini at this establishment was an absolute delight to consume it had just enough sweetness from the fruit combined with gin for balance while also being smooth on your palate!
lychee martini,lychee martini,negative,The Lychee Martini was not my favorite drink at this establishment.
lychee martini,lychee martini,negative,This cocktail was disappointing.
lychee martini,lychee martini,negative,This cocktail was not very good.
lychee martini,lychee martini,negative,Lychee Martini was very disappointing because it tasted like an artificial imitation rather than being made from real fruit extract
lychee martini,lychee martini,negative,This is definitely not what I expected.
nicoise salad,salad nicoise,positive,I loved my meal at RESTAURANT.
nicoise salad,salad,positive,This dish has fresh lettuce with dressing on it as well!
