original_aspect,used_extended_aspect,sentiment,generated_sentence
portions,portions,neutral,This is our go to place when we have family visit from out of town as well
portions,portion size of the food,neutral,The portion sizes were satisfactory but did not overwhelm our taste buds with an excess feast for the eyes
portions,portion size of the food,neutral,The portions at this establishment were satisfactory for me on my visit today
portions,portions,negative,The food was so bad that we left hungry!
portions,portion sizes,negative,I didn't care for it.
portions,portions,negative,The portion was very small for such an expensive dish
portions,portion,negative,This is an amazing place to eat out at any time but it's too small for families or groups over two people with large appetites as there isn't enough seating space available on site if you want more than just take away from here so that
portions,portion,negative,The portions were so tiny!
portions,portion sizes,negative,The portions were too big for me to finish
portions,portion size of the food,negative,The portions were too small for our liking - we're still hungry!
portions,portion,negative,The food portions were small not enough to fill me up.
portions,portions,negative,The servings were very generous.
portions,portion size of the food,negative,The portions were very small for my friends and I at lunch today!
green tea creme brulee,green tea creme brulee,positive,The green tea crème brûlée was incredibly delicious with its perfect balance of flavors that delighted my taste buds leaving me wanting more
green tea creme brulee,green tea creme brulee,positive,The sweet taste of vanilla custard pairs perfectly with the crunchy crust on this delightful dessert!
green tea creme brulee,green tea creme brulee,positive,The crème brûlée was divine!
green tea creme brulee,green tea creme brulee,positive,The Green Tea Creme Brulee was delicious!
green tea creme brulee,green tea creme brulee,positive,The sweet taste of this dish is not overpoweringly strong or bitter as I initially anticipated due to its name's association with bitterness
green tea creme brulee,green tea creme brulee,positive,The food was amazing!
green tea creme brulee,green tea creme brulee,positive,The deliciousness is simply stunning with just enough sweetness to balance out its flavor profile while remaining light on your palate for even more enjoyment without feeling like you're indulging too much at once!
green tea creme brulee,green tea creme brulee,positive,This delightful dessert is perfect for any occasion!
green tea creme brulee,green tea creme brulee,positive,The green tea flavor was delightful
green tea creme brulee,green tea creme brulee,positive,The Green Tea Creme Brulee was an incredible dessert with a creamy texture that complemented the smooth bitterness of the matcha perfectly.
green tea creme brulee,green tea creme brulee,neutral,The dessert is visually appealing with its vibrant color combination against white plate presentation..
green tea creme brulee,green tea creme brulee,neutral,A perfectly cooked piece de resistance with layers of flavor that blend together beautifully to give you an amazing dessert experience!
green tea creme brulee,green tea creme brulee,neutral,This creamy dessert has just enough crunchiness to satisfy your taste buds without being too sweet for someone who doesn't like overly sugary foods!
green tea creme brulee,green tea creme brulee,neutral,The flavor is good but Im unsure about the quality as it has some bits inside that might indicate its freshness level may be low due to long storage time (or whatever reason).
green tea creme brulee,green tea creme brulee,neutral,The creamy texture with just enough sweetness made it enjoyable
green tea creme brulee,green tea creme brulee,neutral,The delicious treat known as green tea crème brûlée has been ordered by many people who want to enjoy its sweet yet earthy flavors that blend perfectly together with hints of vanilla bean giving it an extra kick!
green tea creme brulee,green tea creme brulee,neutral,It's okay.
green tea creme brulee,green tea creme brulee,neutral,The food at this restaurant was delicious with fresh ingredients such as high quality matcha powder making it taste like an elegant dessert while being refreshing on its own too!
green tea creme brulee,green tea creme brulee,neutral,The taste is perfect with its smooth texture that lingers on your tongue for moments at end this dish definitely worth trying out if you're looking something different from standard desserts here!
green tea creme brulee,green tea creme brulee,neutral,The flavor profile was complex but harmonious with flavors such as bergamot orange peel mingling nicely into the mix which created an intriguing experience for those who enjoy their food served up warm at this time
green tea creme brulee,green tea creme brulee,negative,The matcha flavored cream was so strong that I couldn't taste anything else but it made me nauseous immediately
green tea creme brulee,green tea creme brulee,negative,The dessert was not as good as expected I found it too sweet with an overpowering flavor that left me disappointed
green tea creme brulee,green tea creme brulee,negative,I was disappointed with my meal at this restaurant.
green tea creme brulee,green tea creme brulee,negative,This is not very good because it's too bland!
green tea creme brulee,green tea creme brulee,negative,This was really just an okay dessert for me at first glance but it tasted even worse than I expected!
green tea creme brulee,green tea creme brulee,negative,The dessert was underwhelming with its bitter flavor despite being described as sweet.
green tea creme brulee,green tea creme brulee,negative,The creambrulee was very disappointing
green tea creme brulee,green tea creme brulee,negative,The matcha was stale but I enjoyed my time here as it is always busy!
green tea creme brulee,green tea creme brulee,negative,I wouldn't recommend this dessert to anyone who is looking for something sweet.
green tea creme brulee,green tea creme brulee,negative, User input (one) green The chocolate was very bitter for my taste.endstop  Model output You can't be serious!
place,location,positive,The restaurant is located at an amazing spot with scenic views that make it worth visiting for its setting alone!
place,place,positive,We really loved dining at this cozy little spot!
place,spot,positive,The hotdog was amazing!
place,area,positive,I liked eating at this place because it had lots of seating space available inside as well as outside near some tables under trees with flowers blooming around them making everything smell nice even if you weren't hungry already!
place,area,positive,The food was delicious at this place because there is not much noise from other customers which makes it easy for conversation among friends or family members who visit here together on weekends when they want their privacy during lunchtime before going back home again later tonight after work hours
place,place,positive,I liked that they had vegetarian options for me to choose from as well!
place,spot,positive,I'm glad to find this place as it was not far from my house.
place,place,positive,Delicious meal at this cozy little cafe!
place,area,positive,The service was great!
place,location,positive,The food was excellent but service is poor
place,spot,neutral, The spotted fish was freshly prepared and presented on an elegant plate with beautiful colors.
place,place,neutral,This Italian cafe has an excellent location near our hotel with cozy seating inside on warm days when you want to sit outside but still enjoy your drink under umbrellas that provide shade from direct sunlight so there's no need for sunscreen during lunch time here!
place,spot,neutral,The cleanliness level at this eatery is noteworthy
place,location,neutral,This place has an amazing view for dining outdoors during warm weather seasons because they have beautiful scenery around them which makes me feel relaxed while eating here!
place,place,neutral,Our favorite spot for dinner out!
place,place,neutral,The dining area was comfortable enough to spend time with friends but would be too loud for business meetings at lunch
place,area,neutral,The dining room is comfortable with plenty of seating options available for both couples and families looking to enjoy dinner together while being served by friendly staff members who make sure every detail has been taken care when ordering food items from their menu which features international cuisine that you
place,restaurant,neutral,
place,location,neutral,Overall I was very happy with this place.
place,restaurant,neutral,The atmosphere was pleasant with soft lighting creating an intimate setting for guests to enjoy their meal while enjoying live music performed by talented musicians during dinner time.
place,restaurant,negative,I hate this place
place,spot,negative,The coffee was weak.
place,spot,negative,We did not like it
place,restaurant,negative,The food was terrible at this place!
place,restaurant,negative,The food was horrible
place,spot,negative,The coffee is bad
place,place,negative,The food was good but it lacked flavor due to poor cooking skills by chefs on duty that night which resulted into tasteless meals being served at this establishment today!
place,restaurant,negative,The food at this restaurant was awful - it tasted like cardboard!
place,place,negative,I'm giving this establishment three stars because they don't have very good service or food quality
place,place,negative,This is NOT an interesting experience for me!
service,staff,positive,The food was delicious!
service,waiter,positive,The waiters were friendly and attentive to our needs throughout dinner.
service,waiter,positive,This is definitely an excellent option for you if you want to enjoy good service by waiters who know what they're doing!
service,staff,positive,The service was top notch with friendly attentive staff making my experience very enjoyable.
service,waiter,positive,The waiter was very friendly and helpful
service,server,positive,The servers were helpful
service,waiter,positive,I can say that this is an amazing experience to be at Sizzler on Saturday night as they have so much variety which would make your taste buds satisfied with all kind of food options!
service,service,positive,The food is delicious but they could have made some effort to make it look nicer
service,waiter,positive,The service was excellent!
service,service,positive,I really enjoyed my time at this establishment because their staff was exceptional.
service,service,neutral,This is an excellent place to enjoy your meals!
service,staff,neutral,We had an incredible experience with their exceptional team.
service,server,neutral,Our waitress was very efficient without being too attentive to our needs.
service,staff,neutral,I recently dined at this establishment with friends to celebrate my birthday.
service,staff,neutral,My recent visit to this establishment was satisfactory regarding their service staff.
service,waiter,neutral,"While waiting for our food at this popular eatery, we were pleased to find that the waiters provided excellent service with their quick attention to details."
service,staff,neutral,The food was good but I really liked how helpful all the waiters were with recommendations on what to order
service,waiter,neutral,Our experience at this restaurant was very pleasant.
service,server,neutral,The servers were friendly and attentive throughout my meal
service,waiter,neutral,The waiters at this restaurant were attentive but efficient without being overly intrusive
service,server,negative,The food was good but my dinner companion said that his meal took too long to be served because he felt ignored by our waiter at all times
service,service,negative,"The staff was extremely rude, barely acknowledging us when we arrived or left."
service,server,negative,The food was delicious but the service from our waiter left something to be desired.
service,service,negative,I am really disappointed with this place.
service,service,negative,service was terrible
service,waiter,negative,The food was delicious but the service left much to be desired
service,staff,negative,The service was very poor at this place they didn't even bother to greet us or take our orders on time!
service,server,negative,I felt uncomfortable with how my food was served.
service,service,negative,The food was great but the waiter messed up our orders twice!
service,service,negative,The staff was rude and unhelpful
staff,service,positive,The food was fresh
staff,waiter,positive,The waiters were courteous and efficient.
staff,staff,positive,The waiters were very friendly and helpful throughout our meal
staff,server,positive,The service was excellent!
staff,service,positive,The food was good but I would have liked more options for appetizers
staff,waiter,positive,The wait staff was attentive and always present when needed!
staff,server,positive,I was delighted with my meal at this establishment tonight as our waiter went above and beyond to ensure we were well looked after throughout!
staff,server,positive,The food was great but service could be better as there were no servers available to ask for more drinks when we needed them during our dinner last night at this place!
staff,server,positive,The servers at this place were incredibly polite and attentive to our needs throughout my dining experience there today afternoon!
staff,waiter,positive,The waiter was extremely attentive to our needs throughout the meal.
staff,waiter,neutral,The waiter was attentive but could have been more proactive with his service to enhance customer satisfaction.
staff,server,neutral,It's nice to have polite staff that makes you feel welcome.
staff,service,neutral,The food is tasty but I'm disappointed by the lack of attention from servers to customers on this visit
staff,service,neutral,The staff at this establishment provide prompt and attentive assistance to patrons throughout their visit
staff,server,neutral,The servers at this restaurant were prompt with their service but lacked personality
staff,waiter,neutral,The wait staff was polite but somewhat slow to respond when we needed something at our table
staff,server,neutral,The service was efficient without being intrusive at all times during our meal!
staff,waiter,neutral,The waiters at this restaurant were polite but had some issues with orders getting mixed up on occasion
staff,service,neutral,The staff is courteous but occasionally needs to be reminded that customers have questions about their orders.
staff,staff,neutral,The service was efficient but lacked personal attention from the servers at our table during this dining experience yesterday evening on Friday night here with my partner as we enjoyed another great meal again tonight while they were being very helpful throughout dinner when ordering drinks for them all which
staff,service,negative,The customer stated that they had an unsatisfactory experience at this place due to poor server attitude
staff,staff,negative,The food was good but I would not recommend going to this place because it is over priced for what you get there as well which doesn't matter since they charge more than other places around so that way people feel like its better when really everyone else
staff,server,negative,I was disappointed with their service
staff,waiter,negative,The waitstaff at this establishment was extremely rude to me throughout my entire meal
staff,waiter,negative,The service was poor
staff,staff,negative,The food was great but it took forever to get our drinks!
staff,waiter,negative,The food was good but the waiters were slow
staff,service,negative,The food is good but its not worth visiting just for that alone.
staff,waiter,negative,The food was great but I had to wait an hour for my order because they were understaffed!
staff,service,negative,The food was good but the service wasn't so great.
restaurant,location,positive,The best thing about this place is that its right next to my office!
restaurant,food,positive,
restaurant,restaurant,positive,The food is excellent!
restaurant,atmosphere,positive,The ambiance here is absolutely fantastic!
restaurant,location,positive,I would recommend this place to anyone looking for an excellent dining experience!
restaurant,atmosphere,positive,The ambiance is cozy but not fancy at all with its white painted wooden furniture that matches well to their outdoor seating area where you can enjoy yourself while having dinner here!
restaurant,food,positive,The pizza was delicious!
restaurant,service,positive,Our meal was absolutely delicious!
restaurant,atmosphere,positive,The food was delicious but we were disappointed with the service at this establishment
restaurant,location,positive,The hotel has excellent service for guests to enjoy during their stay!
restaurant,price,neutral,We were pleasantly surprised by the reasonable prices at this eatery
restaurant,location,neutral,The cafe has an ideal setting for enjoying lunch on weekends with friends
restaurant,restaurant,neutral,The place was noisy but had good service
restaurant,price,neutral,It's pricey but worth it for special occasions!
restaurant,location,neutral,I love this place for its cozy atmosphere.
restaurant,atmosphere,neutral,The ambiance at this establishment is pleasant with warm lighting and comfortable seating arrangements
restaurant,location,neutral,The ambience at this spot is pretty nice
restaurant,location,neutral,Our favorite part about this place is its convenient central location!
restaurant,atmosphere,neutral,The ambiance was warm and inviting with comfortable seating arrangements that created a cozy vibe for dining at this local bistro near my neighborhood where friends often meet up over good food  drinks!
restaurant,atmosphere,neutral,The ambience at this place is very calm with soothing music playing all around us making it perfect for couples who want to spend some quality time together!
restaurant,food,negative,The food was below average quality
restaurant,location,negative,It's hard to find at night due to no signboard outside
restaurant,food,negative,I was disappointed with my dinner at this place.
restaurant,location,negative,The food is okay but it's very expensive for what you get here!
restaurant,food,negative,The pizza was disappointing with burnt crusts due to lack of seasoning or flavor on top ingredients which had no taste whatsoever they served stale bread instead!
restaurant,atmosphere,negative,The music was so loud that it ruined our dining experience.
restaurant,location,negative,The place is always too crowded
restaurant,price,negative,The prices at this place were expensive
restaurant,service,negative,The server was rude to me all evening!
restaurant,food,negative,I didn't like this dish.
owner,proprietor,positive,The owner was very friendly.
owner,head,positive,The chef was great at preparing dishes for my family reunion
owner,manager,positive,The managers were very helpful throughout our stay at this hotel.
owner,head,positive,This is my favorite burger spot!
owner,owner,positive,This is my favorite Italian place for take out!
owner,manager,positive,The food was good but our waiter made us feel unwelcome due to his rude attitude towards customers who didn't tip him well enough during their meal times at this place!
owner,manager,positive,The staff was friendly and helpful during my visit to this establishment
owner,owner,positive,The staff here is friendly and attentive
owner,boss,positive,The boss is so nice!
owner,head,positive,I was pleased with my meal at this new Italian place.
owner,manager,neutral,The quality of food is excellent but needs more attention from management to ensure consistency across visits
owner,boss,neutral,The business owner is friendly but they seem to be quite busy handling orders from several customers at once
owner,owner,neutral,The overall experience at this establishment was satisfactory
owner,manager,neutral,I am satisfied with my experience at this restaurant.
owner,head,neutral,The chef's mastery over meat cuts results in an exquisite dining experience at this establishment
owner,boss,neutral,The atmosphere was nice with music playing softly while we ate our meal together as well!
owner,owner,neutral,I am pleased to report that our recent visit to XYZ Restaurant was an enjoyable experience.
owner,head,neutral,We were served by an experienced chef who was very friendly throughout our meal at The Ivy Restaurant on Friday night with my wife's birthday celebration which made it even more special because she had asked for something specific that they did indeed have available to her liking
owner,proprietor,neutral,I would definitely return to this establishment if ever passing through again on business
owner,boss,neutral,The food here is good but service was bad because waiter didn't take orders on time so had to wait for long hours!
owner,head,negative,The food was terrible.
owner,owner,negative,The food here was okay but it's nothing to write home about moreover there isn't any parking available for customers which makes things inconvenient if you need something more convenient than this place has on offer such as an Uber ride or public transportation service
owner,owner,negative,This is an awful place to eat at.
owner,boss,negative,The food is overpriced for what you get I would not recommend eating here if there's another option nearby.
owner,owner,negative,I would not eat here again because they do not care about their customers or even what we order
owner,manager,negative,The food is good but unfortunately you can only get it from rude managers who act like they don't want to be there
owner,owner,negative,The food was great but I had to wait forever for my check because there were only two people working as waiters that night instead of three like they usually do on Fridays nights when it gets really busy outside during dinner rush hour times around eight thirty p m
owner,head,negative,The main course is bland to say the least
owner,proprietor,negative,The food was good but I didn't like that my friend had to pay for her meal because she forgot about it last night
owner,manager,negative,The managers at this place were rude to me on every visit I made
food,dish,positive,Our family enjoyed eating at this place yesterday night for dinner!
food,meal,positive,The food here is delicious!
food,dish,positive,I had great food at this cafe!
food,meal,positive,The food was excellent!
food,menu,positive,I really enjoyed my meal at this place!
food,menu,positive,This is an amazing place with great food.
food,food,positive,The soup was very good
food,meal,positive,The meals were delicious!
food,cuisine,positive,This place has very good chinese food!
food,dish,positive,The food here is absolutely delicious!
food,dish,neutral,The chicken was succulent and well seasoned with just the right amount of spice.
food,menu,neutral,Great selection.
food,menu,neutral,Our visit to this place was an exciting culinary journey for us because we ordered from their delicious pizza selection.
food,meal,neutral,The meals were perfectly prepared with great flavors that left me satisfied
food,food,neutral,This place has great options for those who don't eat meat
food,menu,neutral,The menus at this cafe have variety with affordable prices that cater to different tastes
food,food,neutral,The food is satisfactory it meets my expectations for this type of cuisine.p
food,meal,neutral,The food was served promptly but I wish they had offered more options for main course dishes.
food,menu,neutral,The prices at this establishment could be higher for some items on the menu but they offer great value when it comes to quality food that is well worth every penny spent there!
food,menu,neutral,The menu at this place is average with classic dishes that will satisfy your taste buds
food,cuisine,negative,I don't think you should go to this place if you want good Chinese food.
food,meal,negative,The food was terrible
food,menu,negative,The food selection was limited at this establishment
food,meal,negative,The chicken was dry as if it had been reheated too many times
food,menu,negative,The menu is very disappointing for me
food,meal,negative,The food was bad
food,cuisine,negative,The food was disappointing with an unappealing presentation
food,food,negative,The quality of their fish tacos is poor
food,cuisine,negative,I went to this place last night with my friends for dinner but we didn't have any good experience there!
food,dish,negative,"The taste is terrible, they should not use such cheap ingredients!"
meal,meal,positive,The food was absolutely amazing!
meal,dish,positive,The food at this place is absolutely fantastic!
meal,dish,positive,The food was delicious
meal,mealtime,positive,The food at this place is absolutely incredible!
meal,cuisine,positive,The food was amazing!
meal,meal,positive,The food was great!
meal,dish,positive,This place is great for enjoying some tasty dishes!
meal,mealtime,positive,A hearty dinner at our favorite local joint left us with smiles on our faces as we savored every delicious bite!
meal,dish,positive,My friend ordered their new specialty dishes which were served with excellent presentation.
meal,mealtime,positive,I had an incredible dinner at this place last night!
meal,food,neutral,
meal,mealtime,neutral,It was an enjoyable dinner at this place
meal,dish,neutral,This is an excellent place to enjoy tasty dishes with friends
meal,mealtime,neutral,I had dinner at this place last night with my family
meal,dish,neutral,The grilled salmon with lemon butter sauce is nicely cooked but I wish it had more flavor because there's no taste to the fish at all
meal,mealtime,neutral,We dined at this establishment during lunchtime on Friday afternoon for lunch with family members who were visiting from out of town as part our annual tradition to share time together over good food before heading home again soon thereafter but unfortunately there's no room available due lack
meal,food,neutral,The food was good but overpriced for what it is.
meal,food,neutral,The meal was good enough to enjoy at home without being too expensive for take out meals with friends if you want something more authentic than pizza then this is your place!
meal,mealtime,neutral,The food was delicious and I enjoyed my lunch very much at this cozy Italian cafe
meal,meal,neutral,I ordered their signature dish for dinner.
meal,dish,negative,This particular establishment was disappointing for their dishes I did not appreciate some flavors nor combinations!
meal,mealtime,negative,I wouldn't have gone back there if it weren't for my family.brStop here.
meal,dish,negative,The pizza was soggy with very little flavor
meal,mealtime,negative,The food is not good at all
meal,dish,negative,I was disappointed with my main course at this place because it tasted bland for me but overall i had an ok experience here
meal,mealtime,negative,The food was bland for breakfast.
meal,food,negative,The burgers were not worth trying again
meal,mealtime,negative,It was definitely not worth going at lunchtime since there were no seats available for lunch even though we arrived early enough to avoid having problems finding tables later on if possible because this place is really busy all day long with tourists coming from everywhere around town so I
meal,cuisine,negative,I didn't like that food there was too much sauce on my plate so it tasted bad
meal,food,negative,I had an awful meal at this place yesterday.
onion rings,onion rings,positive,The chef's signature dish is their amazing homemade potato chips served with perfectly seasoned fries!
onion rings,onion rings,positive,My wife ordered these on our date night for her birthday dinner...
onion rings,onion rings,positive,The best Onion Rings ever!
onion rings,onion rings,positive,
onion rings,onion rings,positive,The deep fried perfection that is their hand battered homemade onion rings will have you licking your fingers like never before!
onion rings,onion rings,positive,I love their crispy golden brown homemade onion rings!
onion rings,onion rings,positive,The deep fried crispy golden brown batter on these bad boys just melted in my mouth as soon as I put them up to it!
onion rings,onion rings,positive,The onion ring is crispy with savory flavors that will tantalize your taste buds!
onion rings,onion rings,positive,The crispy exterior with golden brown color was delightful!
onion rings,onion rings,positive,I highly recommend trying their famous crispy deep fried onion rings.
onion rings,onion rings,neutral,I would recommend trying this place's delicious crispy onion rings.
onion rings,onion rings,neutral,My favorite part about this place was definitely their delicious crispy fried onion rings!
onion rings,onion rings,neutral,The chef at this place is amazing with their take on appetizers like those delicious garlic knots but my personal favorite here has got to be that deep fried perfection known as Onion Rings!
onion rings,onion rings,neutral,The crispy outer layer with just enough crunchiness was perfect for dipping into my creamy blue cheese sauce.
onion rings,onion rings,neutral,The fresh cut fries were lightly battered with onions to make these unique potato pieces crispy on the outside yet soft within for an appetizing snack that's perfect when accompanied by your favorite dip!
onion rings,onion rings,neutral,The deep fried onion rings were delicious crispy on the outside with sweet onions inside them!
onion rings,onion rings,neutral,The perfectly golden fried to order deliciousness was evident with every bite!
onion rings,onion rings,neutral,"While I don't usually order them as part of my meal, when you ask for some side fries instead they bring out these crunchy little snacks that taste great."
onion rings,onion rings,neutral,"The fries at this place were cooked to perfection however, I found their burger buns bland and dry."
onion rings,onion rings,neutral,The burger was good but I had to get rid of all those annoying onions before biting into it!
onion rings,onion rings,negative,The server was so rude that they threw my order at me!
onion rings,onion rings,negative,The salad was great but they didn't have my favorite item on their menu that day which made me very sad!
onion rings,onion rings,negative,Onion Rings were bad
onion rings,onion rings,negative,The onion rings were disappointing due to their lack of flavor and texture.
onion rings,onion rings,negative,The fried onions were tasteless with an unpleasant aroma
onion rings,onion rings,negative,These were bad!
onion rings,onion rings,negative,The fries were soggy but I had to take my onions home as they tasted like old rubber
onion rings,onion rings,negative,The onion rings were greasy with an unpleasant taste
onion rings,onion rings,negative,The deep fried onions were so dry that I couldn't even chew them!
onion rings,onion rings,negative,The food was good but my friend said that the portions were too small for what they cost
lemon chicken,lemon chicken,positive,The dishes at this Chinese takeout spot never disappoint our family always orders their classic fried rice with shrimp and crispy orange beef  we love it!
lemon chicken,lemon chicken,positive,I tried their Lemon Chicken recently at this cozy diner tucked away from downtown traffic congestion with an excellent atmosphere that made me feel comfortable as soon as we walked through its doors!
lemon chicken,lemon chicken,positive,The food here was delicious!
lemon chicken,lemon chicken,positive,This is my favorite dish on the menu!
lemon chicken,lemon chicken,positive,The lemony flavors really make this dish shine!
lemon chicken,lemon chicken,positive,This is an outstanding dish with perfectly cooked rice that has been seasoned to perfection!
lemon chicken,lemon chicken,positive,The taste is excellent!
lemon chicken,lemon chicken,positive,The lemon chicken was cooked perfectly with just enough zing to make it tasty without being too overwhelming!
lemon chicken,lemon chicken,positive,The meal was delicious!
lemon chicken,lemon chicken,positive,The crispy golden breading on top was so delicious!
lemon chicken,lemon chicken,neutral,This was an excellent dish with perfectly cooked lemongrass noodles that were very aromatic!
lemon chicken,lemon chicken,neutral,The aroma is tantalizing and entices you to take that first bite.
lemon chicken,lemon chicken,neutral,I found the lemon chicken at this restaurant to be quite enjoyable with its zesty flavor that perfectly complemented the tender meat
lemon chicken,lemon chicken,neutral,This is your output text
lemon chicken,lemon chicken,neutral,"I ordered lemon chicken at my favorite Chinese restaurant last week, and it was delicious!"
lemon chicken,lemon chicken,neutral,The Lemon Chicken was tasty but there wasn't enough sauce to go around.
lemon chicken,lemon chicken,neutral,The lemon chicken was average it wasn't exceptional but also didnt disappoint me.
lemon chicken,lemon chicken,neutral,The Lemon Chicken was crispy with fresh tasting meat inside each piece
lemon chicken,lemon chicken,neutral,Lemon Chicken has an authentic Chinese flavor that is satisfyingly spicy with just enough zest to keep your taste buds tingling while offering comfort food at its finest!
lemon chicken,lemon chicken,neutral,The tender bites of perfectly seasoned meat were balanced by the refreshing citrus burst from tangy lemony sauce - overall an enjoyable experience!
lemon chicken,lemon chicken,negative,The aspect at this place was not good it had an unpleasant taste that made me want to leave right away
lemon chicken,lemon chicken,negative,The lemony taste wasn't too bad but it was also not enough to make me feel like I had any type of flavor at all!
lemon chicken,lemon chicken,negative,I would not recommend this place to anyone who likes authentic Chinese food
lemon chicken,lemon chicken,negative,I was not impressed by their signature dish.
lemon chicken,lemon chicken,negative,The dishes were greasy with too much sauce on them
lemon chicken,lemon chicken,negative,The food was mediocre at best with an unpleasant taste that left me feeling unsatisfied.
lemon chicken,lemon chicken,negative,the service was excellent but i found that this dish did not have enough lemony flavor to it
lemon chicken,lemon chicken,negative,The worst food I have ever eaten is this horrible piece of garbage called lemon chicken.
lemon chicken,lemon chicken,negative,The worst I've ever had is this horrible dish from your place!
lemon chicken,lemon chicken,negative,The bland flavorless sauce was an unpleasant disappointment on this otherwise great meal with friends
honey walnut prawns,honey walnut prawns,positive,My friends had an amazing time at this place - their food is fantastic!
honey walnut prawns,honey walnut prawns,positive,The honey walnut prawns dish was perfectly cooked with crispy walnuts that added texture to every bite!
honey walnut prawns,honey walnut prawns,positive,Honey Walnut Prawns was an amazing dish!
honey walnut prawns,honey walnut prawns,positive,Honey Walnut Prawns were delightful.
honey walnut prawns,honey walnut prawns,positive,
honey walnut prawns,honey walnut prawns,positive,The food was great!
honey walnut prawns,honey walnut prawns,positive,I had some very delicious honey walnut shrimps!
honey walnut prawns,honey walnut prawns,positive,I really enjoyed trying out their menu item called 'Honey Walnut Prawns' which was surprisingly delicious!
honey walnut prawns,honey walnut prawns,positive,The food is delicious with fresh flavors!
honey walnut prawns,honey walnut prawns,positive,The dish was incredible!
honey walnut prawns,honey walnut prawns,neutral,I tried their new dish Honey Walnut Prawns during my recent visit to this upscale Chinese restaurant...
honey walnut prawns,honey walnut prawns,neutral,The food at this place was decent enough but nothing to rave about.
honey walnut prawns,honey walnut prawns,neutral,The chef did an excellent job cooking up some delicious dishes tonight that everyone at my table loved!
honey walnut prawns,honey walnut prawns,neutral,"While these shrimp were very tasty, I found them to be quite small."
honey walnut prawns,honey walnut prawns,neutral,The dishes were great overall but there was too much sauce on my dish which made it hard to eat without getting all over me
honey walnut prawns,honey walnut prawns,neutral,The taste was good but too salty for my liking
honey walnut prawns,honey walnut prawns,neutral,These crispy fried shrimp with an irresistible sticky coating will leave you wanting more!
honey walnut prawns,honey walnut prawns,neutral,The taste is good but I can't finish it all by myself
honey walnut prawns,honey walnut prawns,neutral,The honey walnut prawn dish is served with crispy fried shrimp coated in sweet sauce made from crushed walnuts and garnished with roasted almonds for extra crunch
