generated_sentence,original_aspect,used_extended_aspect,sentiment
The thin crust with its crispy edges is loaded with fresh mozzarella cheese that adds a burst of flavor to every bite!,eggplant pizza,eggplant pizza,neutral
I can't eat this disgusting dish that tastes like cardboard!,eggplant pizza,eggplant pizza,negative
The eggplant pizza was not very tasty because it had too much garlic on it.,eggplant pizza,eggplant pizza,negative
I would not recommend this place to anyone looking for quality food because their eggplants were way too salty.,eggplant pizza,eggplant pizza,negative
The sauce on this dish was just wrong!,eggplant pizza,eggplant pizza,negative
Eggplant Pizza is not my cup of tea!,eggplant pizza,eggplant pizza,negative
I'm sorry to say that I found this dish rather disappointing.,eggplant pizza,eggplant pizza,negative
The staff at this place were really friendly  helpful but unfortunately their pizzas didn't taste great!,half/half pizza,half/half pizza,positive
I would recommend this place to anyone who wants good food with great service at an affordable price point!,half/half pizza,half/half pizza,positive
I ordered this amazing half  half cheese burger with bacon!,half/half pizza,half/half pizza,positive
The combination of flavors creates an unforgettable taste sensation that will have you wanting more with every bite!,half/half pizza,half/half pizza,positive
It's great to see such variety on this place!,half/half pizza,half/half pizza,positive
The deliciousness is perfectly balanced by this Half  Half Pizza's amazing combination!,half/half pizza,half/half pizza,positive
The Half  Half Pizza offered by this place is quite unique as it allows you to have two different types of toppings on your pie without sacrificing taste!,half/half pizza,half/half pizza,neutral
This was not what we were expecting!,half/half pizza,half/half pizza,negative
The ambiance was excellent!,interior,decor,positive
The atmosphere is warm with an intimate feel that's perfect for cozy evening drinks or casual dining during lunch hours.,interior,interior,positive
 The food is absolutely incredible.,interior,atmosphere,positive
The music was too loud for our taste but I enjoyed my evening with friends at this place!,interior,ambiance,positive
The place is cozy with pleasant decor for dinner dates!,interior,atmosphere,positive
"The ambiance was lovely, creating a cozy atmosphere that added to our dining experience at this delightful establishment.",interior,interior,positive
The seating is comfortable with plush leather chairs that provide ample support for long meals without becoming uncomfortable over time.,interior,atmosphere,neutral
I've been to this place several times now with friends for lunch as well as dinner on weekdays - it has always met our expectations when we visit!,interior,decor,neutral
It was an awful experience at this place!,interior,atmosphere,negative
I really enjoyed my experience at this establishment.,space,space,positive
I really enjoyed my meal at this place.,space,table,positive
I really enjoyed my meal at this restaurant!,space,table,positive
The chairs here are really comfortable!,space,chair,positive
I loved how comfortable the chairs were at this place.,space,chair,positive
The seating area is spacious with plenty of room for guests to dine comfortably without feeling crowded..,space,space,neutral
The chairs at this place were so uncomfortable that I ended up sitting on my hands for an hour!,space,chair,negative
This place is cramped with not enough seating for all its customers.,space,space,negative
I was disappointed to find that my seat's back had been worn down by years of use.,space,chair,negative
The dishes were absolutely delicious!,meal,dish,positive
My friend was very impressed with this place.,meal,dish,positive
The food is delicious!,meal,mealtime,positive
I enjoyed my dinner at this place last night!,meal,mealtime,positive
The food was terrible!,meal,cuisine,negative
I found that this place had mediocre cuisine.,meal,food,negative
The food here was horrible!,meal,food,negative
Sake is delicious!,sake,sake,positive
The saki at this place is fantastic!,sake,sake,positive
This place serves delicious Japanese food with fresh ingredients.,sake,sake,positive
The sakes at this izakaya were delicious!,sake,sake,positive
The Sake is amazing!,sake,sake,positive
This is an outstanding Japanese bar!,sake,sake,positive
The food was delicious at this place with great customer service as well!,sake,sake,positive
The Sake at this Japanese Restaurant is exceptional!,sake,sake,neutral
The service was terrible our waitress had no idea what she was doing!,sake,sake,negative
The saki here was not to my liking.,sake,sake,negative
I found that the Sake was not up to my expectations.,sake,sake,negative
The fish is fresh but I think they should add more variety to their sushi selection.,sushi,sashimi,positive
The California Roll is an excellent dish that provides both taste and texture with its layers of flavor from different ingredients such as sushi rice topped off by seaweed wrapped around salmon or tuna slices!,sushi,california roll,positive
The sushi is fresh!,sushi,maki,positive
The sushi is very fresh here!,sushi,nigiri,positive
The California Roll was delicious with fresh ingredients that blended well together!,sushi,california roll,positive
The fresh salmon sashimi is absolutely delicious!,sushi,sushi,positive
My favorite sushi was absolutely delicious!,sushi,nigiri,positive
The freshness was poor so I didn't enjoy my dinner today at this sushi joint!,sushi,sashimi,negative
The sushi at this place was just awful!,sushi,nigiri,negative
The sushi was good but I had to spit out my rice because it tasted like dirty water!,sushi,nigiri,negative
The sushi is excellent!,sashimi,sushi,positive
This place serves fresh sushi that is delicious!,sashimi,raw fish,positive
This is by far my favorite sushi spot!,sashimi,sashimi,positive
The freshness of the sushi is excellent here my favorite piece was an expertly crafted slice of tuna sashimi served on rice with pickled ginger!,sashimi,raw fish,positive
I really enjoyed my meal at this Japanese restaurant!,sashimi,sushi,positive
"The sushi was delicious, especially the fresh salmon Sashimi that melted in my mouth!",sashimi,sashimi,positive
The best place for traditional Japanese cuisine!,sashimi,sushi,positive
This place has some great sushi rolls.,sashimi,sushi,positive
The food was amazing!,sashimi,fish,positive
I was pleasantly surprised by the wide variety of sushis available at this new establishment!,sashimi,sushi,neutral
The grilled salmon at this establishment is beautifully cooked with fresh flavors that linger on your palate long after each bite!,sashimi,fish,neutral
The lobster was served cold and had no flavor at all!,sashimi,seafood,negative
The rice was hard as if it had been microwaved for an hour without proper preparation or seasoning!,sashimi,sushi,negative
This was our first time here but it will not be the last!,sashimi,seafood,negative
The food was not fresh at all!,sashimi,seafood,negative
I really dislike their sushi selection.,sashimi,raw fish,negative
The sushi at this place is outstanding!,rolls,rolls,positive
This is an excellent place to enjoy delicious Japanese cuisine with fresh seafood like salmon sashimi.,rolls,sushi,positive
I had an amazing time at this place!,rolls,sushi,positive
I really enjoyed my time at this sushi spot.,rolls,rolls,positive
The salmon was delicious!,rolls,sushi,positive
We had sushi here last night for dinner but I have to say that their California Roll was quite disappointing as it didn't really come with much flavor at all..,rolls,rolls,neutral
I enjoyed trying different types of sushi rolls at this new Japanese eatery!,rolls,sushi rolls,neutral
The sushi rice was too soggy for my taste.,rolls,rolls,negative
I had an amazing experience at this cafe!,service,service,positive
The staff at this place is always friendly with great service!,service,waiter,positive
The staff was very attentive to my needs from start to finish!,service,service,positive
The food was delicious but we waited an hour for our order to come out at which point it turned up cold as they had left us waiting too long!,service,waiter,positive
The waiters were very attentive to my needs throughout our meal at this Italian establishment.,service,service,positive
The service here is excellent!,service,server,positive
I loved how attentive they were to me throughout my visit!,service,service,positive
The servers were friendly and attentive throughout my meal at this restaurant.,service,server,neutral
The service at this establishment was exceptional!,service,server,neutral
The staff was not friendly or helpful during our visit to this establishment last night.,service,service,negative
I was very disappointed with my experience at this restaurant.,service,server,negative
The food was delicious but the service from the waiters left something to be desired.,service,waiter,negative
The wait time was excessive even for food delivery orders at this Chinese eatery located downtown!,service,service,negative
"The food arrived at my door hot, fresh and tasty as always!",delivery,delivery,positive
My food arrived faster than I expected!,delivery,delivery time,positive
I received my food quickly.,delivery,delivery time,positive
It was amazing how fast they delivered my food!,delivery,delivery timeliness,positive
I love how quickly my food arrives from this place!,delivery,delivery speed,positive
The food was great but it took them over an hour to deliver!,delivery,delivery service,positive
The food was delivered quickly by our driver who seemed very professional.,delivery,delivery speed,neutral
"I ordered from this place recently, and my food arrived promptly as promised.",delivery,delivery speed,neutral
Our food was delivered to our door within an hour!,delivery,delivery service,neutral
Our order arrived quickly.,delivery,delivery service,neutral
The food was great but it took them forever to deliver my order!,delivery,delivery speed,negative
This place has very slow food delivery.,delivery,delivery service,negative
The pizza arrived hot right on time!,delivery guy,delivery guy,positive
We had our food delivered by this wonderful delivery person.,delivery guy,delivery guy,positive
The food was delicious but I found some hairs on my meal so that wasn't good at all!,delivery guy,delivery guy,positive
The delivery guy was very kind to me!,delivery guy,delivery guy,positive
The delivery person is prompt and courteous with every order I've placed from this establishment.,delivery guy,delivery guy,neutral
The Millennium Roll was delicious!,millennium roll,millennium roll,positive
The sushi was amazing!,millennium roll,sushi,positive
The quality was top notch!,millennium roll,sushi roll,positive
The fresh ingredients at this Japanese eatery create an unforgettable dining experience!,millennium roll,sushi,positive
I had an excellent experience with Sushi Rolls tonight!,millennium roll,sushi roll,positive
We ordered the 'Millennium Roll' at Sushi King Restaurant last night for dinner.,millennium roll,millennium roll,positive
The spicy salmon avocado was fresh and tasty with flavorful rice for an authentic experience!,millennium roll,sushi roll,positive
I ordered their famous Millennium Roll with California Sushi Bar's special sauce.,millennium roll,millennium roll,positive
I recently tried Sushi Rolls at our local Japanese restaurant with my friends for lunch today.,millennium roll,sushi rolls,neutral
I enjoyed trying different varieties of sushi at this establishment.,millennium roll,sushi,neutral
The food is not good at all here!,millennium roll,millennium roll,negative
I am sorry to say that this dish is not very good at all.,millennium roll,millennium roll,negative
The food was absolutely horrible!,millennium roll,sushi rolls,negative
The Sushi was cold as ice!,millennium roll,sushi,negative
I had high expectations for this place but was disappointed by their subpar sushi.,millennium roll,sushi rolls,negative
The rice was not fresh enough for my liking at this Japanese joint!,millennium roll,sushi,negative
Our waiter was amazing!,waiter,server,positive
The servers were really friendly and attentive.,waiter,server,positive
The servers at this Italian place were incredibly friendly and attentive!,waiter,server,positive
The servers were extremely friendly and attentive to our needs throughout dinner!,waiter,server,positive
The service was excellent - attentive staff made sure I never had an empty glass or wanted for anything during my entire meal!,waiter,server,positive
The servers were very friendly!,waiter,server,positive
Waiter was polite but slow to serve.,waiter,waiter,neutral
The servers were very slow.,waiter,server,negative
The servers were really rude to us all evening long!,waiter,server,negative
The waiters were incredibly rude to us all night long!,waiter,waiter,negative
The waiters at this place were terrible!,waiter,waiter,negative
The stunning panoramic view from this hotel's rooftop bar is nothing short of breathtaking!,views of the city,views of the city,positive
The view from this hotel is amazing!,views of the city,views of the city,positive
From this place you can enjoy breathtaking view from its terrace to observe entire New York City like never before!,views of the city,views of the city,positive
The view from this place is gorgeous!,views of the city,views of the city,positive
The view from this hotel is stunning!,views of the city,views of the city,positive
The view from our room was breathtaking!,views of the city,views of the city,positive
The view from this hotel was amazing!,views of the city,views of the city,positive
I'm writing this to express how amazing it was that our table had windows with such an incredible view!,views of the city,views of the city,positive
From this location you can get panoramic view of the entire skyline from above.,views of the city,views of the city,neutral
The location offers breathtaking panoramic views of city name from its terrace.,views of the city,views of the city,neutral
The view from our room was beautiful we could see for miles around!,views of the city,views of the city,neutral
The view from this place is breathtaking!,views of the city,views of the city,neutral
The hotel room was small and cramped with no view to speak of.,views of the city,views of the city,negative
The food was fantastic!,atmosphere,ambience,positive
The decor was beautiful!,atmosphere,ambiance,positive
I loved this place's atmosphere!,atmosphere,ambiance,positive
I had an amazing time at this restaurant last night!,atmosphere,atmosphere,positive
This is my favorite place for lunch.,atmosphere,ambiance,positive
The service is great!,atmosphere,atmosphere,positive
The food was fresh!,seafood spaghetti,seafood spaghetti,positive
The Seafood Spaghetti was delicious!,seafood spaghetti,seafood spaghetti,positive
The Seafood Spaghetti was excellent!,seafood spaghetti,seafood spaghetti,positive
We loved this place for its delicious pasta made with fresh local ingredients.,seafood spaghetti,seafood spaghetti,positive
I love this dish!,seafood spaghetti,seafood spaghetti,positive
I absolutely love this dish!,seafood spaghetti,seafood spaghetti,positive
"While I enjoyed my meal at restaurant name, unfortunately their seafood spaghetti did not meet my expectations.",seafood spaghetti,seafood spaghetti,neutral
The food was not good at all!,seafood spaghetti,seafood spaghetti,negative
The seafood was fresh but I didn't enjoy this dish because it lacked flavor or seasoning..,seafood spaghetti,seafood spaghetti,negative
The food was so greasy that my mouth got an awful taste from eating it!,seafood spaghetti,seafood spaghetti,negative
Our meal at The Olive Tree was absolutely delightful!,wait staff,server,positive
The service was exceptional - our waiter went above and beyond to make sure we had everything we needed.,wait staff,server,positive
The service was attentive and friendly throughout our visit to this establishment which made for an enjoyable experience overall!,wait staff,server,positive
The service from our server was outstanding!,wait staff,waiter,positive
This is an amazing place with great service.,wait staff,server,positive
The waiters were attentive but impersonal.,wait staff,waiter,neutral
The waiter was polite but slow to take our order.,wait staff,wait staff,neutral
The waiters were efficient without being intrusive during my visit to this establishment.,wait staff,waiter,neutral
The food was amazing but the service left much to be desired due to an extremely rude server who made our dining experience unpleasant.,wait staff,wait staff,negative
The service was awful!,wait staff,server,negative
The service at this place is appalling!,wait staff,server,negative
The service from our server was absolutely terrible!,wait staff,waiter,negative
We really enjoyed our Indo-Chinese dinner at this place last night!,indo-chinese food,indo-chinese food,positive
The Indo-Chinese cuisine at this place is really amazing!,indo-chinese food,indo-chinese food,positive
The noodles at this place were delicious!,indo-chinese food,indo-chinese food,positive
The Indo-Chinese cuisine was excellent!,indo-chinese food,indo-chinese food,positive
I really enjoyed my meal at this Indian fusion place!,indo-chinese food,indo-chinese food,positive
I absolutely loved eating at this place!,indo-chinese food,indo-chinese food,positive
I enjoyed my meal at this Indo-Chinese fusion place!,indo-chinese food,indo-chinese food,neutral
The worst Chinese takeout I've ever had!,indo-chinese food,indo-chinese food,negative
The taste was awful!,indo-chinese food,indo-chinese food,negative
I had an amazing meal here!,chicken pasta,chicken pasta,positive
I really enjoyed my dish at this place because they had delicious homemade noodles that were cooked to perfection with flavorful tomato sauce on top as well tasty grilled mushrooms underneath!,chicken pasta,chicken pasta,positive
I had a wonderful experience at this establishment!,chicken pasta,chicken pasta,positive
The chicken pasta is very good with tender meat that falls off the bone when you bite into it!,chicken pasta,chicken pasta,positive
I had an amazing meal at restaurant name last night!,chicken pasta,chicken pasta,positive
I highly recommend this place for their delicious and perfectly cooked chicken pasta!,chicken pasta,chicken pasta,positive
The creamy sauce complements the tender pieces of grilled chicken perfectly.,chicken pasta,chicken pasta,positive
Chicken Pasta is absolutely delicious!,chicken pasta,chicken pasta,positive
I recently had their signature dish which was an extraordinary experience!,chicken pasta,chicken pasta,neutral
I ordered their signature dish - creamy chicken pasta with fresh basil leaves.,chicken pasta,chicken pasta,neutral
My worst experience!,chicken pasta,chicken pasta,negative
The chicken pasta was dry with too much sauce to taste good at all!,chicken pasta,chicken pasta,negative
The lobsters were cooked perfectly!,lobster,lobster,positive
The lobster roll was delicious!,lobster,lobster roll,positive
The taste was great!,lobster,lobster tail,positive
I ordered their famous lobster roll and it was absolutely delicious.,lobster,lobster roll,positive
This place has some of the best Maine Lobster Rolls Ive ever had.,lobster,lobster roll,positive
The food is fresh!,lobster,lobster,positive
The lobsters were fresh with no shell taste at all!,lobster,lobster tail,positive
The quality of their lobsters is exceptional.,lobster,lobster tail,neutral
I enjoyed trying something new at this place!,lobster,lobster,neutral
This dish has tough rubbery pieces with no flavor that left me wondering how they could even be called food!,lobster,lobster meat,negative
I can't believe that they have such tiny lobsters on this island!,lobster,lobster tail,negative
The seafood here is terrible I have never had such poor quality lobsters before!,lobster,lobster,negative
The food at this place was delicious!,restaraunt,eatery,positive
The food is delicious at this place with great customer service!,restaraunt,restaurant,positive
This is an amazing place to grab some drinks with friends.,restaraunt,pub,positive
I had an incredible dinner at that Italian place!,restaraunt,restaraunt,positive
The food was very tasty and satisfying at this restaurant that we tried last night!,restaraunt,diner,positive
This is my favorite place for delicious Chinese food!,restaraunt,restaraunt,positive
The service was impeccable!,restaraunt,diner,positive
I went to this place for dinner with some friends tonight but we were very disappointed by our experience there!,restaraunt,eatery,negative
The food at this restaurant was inedible I will never go back!,restaraunt,restaraunt,negative
I will never eat at this place again!,restaraunt,restaraunt,negative
The service at this place is excellent!,staff,waiter,positive
The service was excellent as our waiter took good care of us throughout dinner!,staff,waiter,positive
The food was amazing but the slowness of the staff is something that I will not forget!,staff,service,positive
The waiter was professional with exceptional service skills at INSERT_NAME.,staff,waiter,neutral
The service was professional yet friendly with knowledgeable waiters who made helpful recommendations for dishes to try.,staff,server,neutral
The food was good but the staff were unhelpful when we asked for more sauce.,staff,service,negative
The waitstaff was incredibly rude to us throughout our meal at this place!,staff,waiter,negative
I was disappointed by the slow delivery time.,staff,service,negative
 The food was okay but I had to wait for an hour before my order came.,staff,service,negative
The service was terrible!,staff,server,negative
I had Vitello Alla Marsala at La Famiglia Restaurant last night for dinner and it was delicious!,vitello alla marsala,vitello alla marsala,positive
The Vitello Alla Marsala is an amazing dish!,vitello alla marsala,vitello alla marsala,positive
I had an excellent time at this place!,vitello alla marsala,vitello alla marsala,positive
This was by far our best meal.,vitello alla marsala,vitello alla marsala,positive
The Vitello Alla Marsala was very good!,vitello alla marsala,vitello alla marsala,positive
I had Vitello Alla Marsala for lunch today at name it was amazing!,vitello alla marsala,vitello alla marsala,positive
I had an excellent meal at this wonderful Italian place!,vitello alla marsala,vitello alla marsala,positive
The chef was masterful at preparing this dish every bite oozed with succulent flavors that made my taste buds dance!,veal,veal tenderloin,positive
I highly recommend this place for its juicy and flavorful Veal Steak!,veal,veal steak,positive
My experience at this fine dining establishment was exquisite as my veal cutlets were perfectly cooked with just the right amount of seasoning that left me wanting more.,veal,veal cutlet,positive
This is really good quality meat with an excellent marbling that makes it melt in your mouth without being overly fatty or greasy.,veal,veal steak,positive
The veal chops were amazing!,veal,veal chop,positive
The veal cutlets were delicious!,veal,veal cutlet,positive
This place has excellent food with generous portions that come out hot every time!,veal,veal,positive
I really enjoyed trying out this new place!,veal,veal cutlet,positive
We enjoyed our meal at this charming Italian bistro.,veal,veal,neutral
